"locus","null.major.loglik","null.major.pars","cluster.major.loglik","cluster.major.pars","popfluc.major.loglik","popfluc.major.pars","insol.major.loglik","insol.major.pars","milk.major.loglik","milk.major.pars","null.minor.loglik","null.minor.pars","cluster.minor.loglik","cluster.minor.pars","popfluc.minor.loglik","popfluc.minor.pars","insol.minor.loglik","insol.minor.pars","milk.minor.loglik","milk.minor.pars","cluster.inv.major.loglik","cluster.inv.major.pars","popfluc.inv.major.loglik","popfluc.inv.major.pars","insol.inv.major.loglik","insol.inv.major.pars","milk.inv.major.loglik","milk.inv.major.pars","cluster.inv.minor.loglik","cluster.inv.minor.pars","popfluc.inv.minor.loglik","popfluc.inv.minor.pars","insol.inv.minor.loglik","insol.inv.minor.pars","milk.inv.minor.loglik","milk.inv.minor.pars"
"rs1805008",-317.935500196323,"0.0102968700938731,1,0.951750199758903,0.94611031449015,0.961320959815589,0.952854181316652",-317.912988048385,"0.0111593309982405,0.999999969770184,0.951674711901655,0.945575026895063,0.960940990961205,0.952745400731208",-316.954946685883,"0.695226979512453,0.000990141899345385,0.915153600886116,0.952381060865893,0.965696569801759,0.959364115409992",-317.169063329794,"0.999999992582973,0.13352998573578,0.957580310282696,0.952187916539038,0.963040928683486,0.926809527060827",-316.328004616678,"0.662859066731029,0.188159420045972,0.850607583207359,0.946823096388776,0.962943396999403,0.94792272973641",-318.079633058879,"1.72725392731005e-17,1,0.0416666663532738,0.0476190494215398,0.0343035351064848,0.0406360423285265",-318.079633058879,"2.15906740913757e-18,0.0538463847851872,0.0416666663532738,0.0476190494215398,0.0343035351064848,0.0406360423285265",-318.079633058879,"1.72725392731005e-17,1,0.0416666663532738,0.0476190494215398,0.0343035351064848,0.0406360423285265",-318.079633058879,"0.191065613319153,0.0119403712043546,0.0416666663532738,0.0476190494215398,0.0343035351064848,0.0406360423285265",-318.079633058879,"1.72725392731005e-17,0.0287496576606108,0.0416666663532738,0.0476190494215398,0.0343035351064848,0.0406360423285265",-317.869539797488,"0.0237002551703271,0.490476222381752,0.948307827139732,0.947498742247442,0.961894186849574,0.946781191493395",-317.935500196323,"0.0102968700938731,1,0.951750199758903,0.94611031449015,0.961320959815589,0.952854181316652",-317.935500196323,"0.0102968700938731,0.999999995591678,0.951750199758903,0.94611031449015,0.961320959815589,0.952854181316652",-317.935500196323,"0.0102968700938731,1,0.951750199758903,0.94611031449015,0.961320959815589,0.952854181316652",-316.612790267065,"0.772583160218763,0.00730535597532622,0.00977939736199179,0.0445087180319248,0.032977194415049,0.00983353365680582",-318.079633058879,"0.0701580718045273,2.96266141737939e-05,0.0416666663532738,0.0476190494215398,0.0343035351064848,0.0406360423285265",-317.780130692957,"0.999999999569957,0.0930007840465976,0.0342707962748034,0.0296357571626636,0.0332931354640839,0.0405812445876012",-316.813340242847,"0.976587041861271,0.00133484434094613,5.5295751826069e-07,7.86234589647666e-07,0.0343035344679659,0.0406360423378232"
"rs28777",-864.539208635854,"0.0335302865812416,1,0.430303549355475,0.453785309079527,0.531723154324998,0.419158988026169",-864.054700295178,"0.0499407756619115,0.675088628783414,0.452097631977286,0.433369918211661,0.514119792995923,0.464416839923423",-863.182504477402,"0.211755512628418,0.255381546937029,0.422295739027987,0.426052582588038,0.539293809246495,0.447628774257438",-864.539208635854,"0.0335302865812416,1,0.430303549355475,0.453785309079527,0.531723154324998,0.419158988026169",-862.250041377665,"0.398064246472341,0.240203996030576,0.2621672607074,0.510011851428268,0.598160855748518,0.448311711016996",-870.968135959419,"3.2548949068044e-17,1,0.444444448387928,0.449999999821554,0.364436620739249,0.456989248757193",-870.968135959419,"1.01715465837637e-18,0.00767622221726264,0.444444448387928,0.449999999821554,0.364436620739249,0.456989248757193",-870.968135959419,"3.2548949068044e-17,1,0.444444448387928,0.449999999821554,0.364436620739249,0.456989248757193",-870.968135959419,"0.454326505480811,0.00958135568362343,0.444444448387928,0.449999999821554,0.364436620739249,0.456989248757193",-870.968135959419,"0.0881890612379961,0.00221785903120957,0.444444448387928,0.449999999821554,0.364436620739249,0.456989248757193",-864.399145373352,"0.0351495713138857,0.999999988996659,0.424570878094056,0.457075400246367,0.532286349295721,0.413380394073574",-864.539208635854,"0.0335302865812416,1,0.430303549355475,0.453785309079527,0.531723154324998,0.419158988026169",-862.782833126628,"0.150643192162981,0.301589993399622,0.354836951012151,0.355945413588246,0.522646760693711,0.48181482314032",-864.539208635854,"0.0335302865812416,1,0.430303549355475,0.453785309079527,0.531723154324998,0.419158988026169",-870.968135959419,"3.2548949068044e-17,1,0.444444448387928,0.449999999821554,0.364436620739249,0.456989248757193",-870.967424424508,"0.999999544960412,0.0332447936502597,0.444432974141038,0.449951146508112,0.36443376171847,0.456954735887505",-870.968135959419,"0.198272485189857,0.00287853078516585,0.444444448387928,0.449999999821554,0.364436620739249,0.456989248757193",-870.968135959419,"3.2548949068044e-17,9.28114951371325e-05,0.444444448387928,0.449999999821554,0.364436620739249,0.456989248757193"
"rs16891982",-1299.52378983654,"0.0574544874377662,1,0.272136309585503,0.242910081894556,0.355989958223947,0.216885679473983",-1299.26460216043,"0.0668749505892151,0.839189493845712,0.295290939619047,0.2342556386201,0.347591497434589,0.252192895474327",-1298.68104922793,"0.144940469384234,0.418585074073802,0.287523863033563,0.244441618152571,0.361655496132832,0.234603972984263",-1299.52378983654,"0.0574544874377662,1,0.272136309585503,0.242910081894556,0.355989958223947,0.216885679473983",-1299.01998873296,"0.127043973643276,0.562076299589639,0.242438992760813,0.278082826785696,0.377261107836151,0.20408980281493",-1328.92520917928,"1.78391041485331e-17,1,0.519108282394327,0.614035091285357,0.469601678906256,0.591726620232916",-1328.92520917928,"1.11494400928332e-18,0.00363590354515171,0.519108282394327,0.614035091285357,0.469601678906256,0.591726620232916",-1328.92520917928,"1.74210001450519e-20,0.024737651358145,0.519108282394327,0.614035091285357,0.469601678906256,0.591726620232916",-1328.92520917928,"0.579772436320721,0.00440148668769133,0.519108282394327,0.614035091285357,0.469601678906256,0.591726620232916",-1328.92520917928,"0.0734938552507527,0.00596468150023761,0.519108282394327,0.614035091285357,0.469601678906256,0.591726620232916",-1299.52378983654,"0.0574544874377662,1,0.272136309585503,0.242910081894556,0.355989958223947,0.216885679473983",-1299.52378983654,"0.0574544874377662,1,0.272136309585503,0.242910081894556,0.355989958223947,0.216885679473983",-1299.32229777652,"0.074335492857993,0.720590828113642,0.255720926825808,0.225777425873301,0.352667371969126,0.234425325936539",-1299.52378983654,"0.0574544874377662,1,0.272136309585503,0.242910081894556,0.355989958223947,0.216885679473983",-1328.92520917928,"1.78391041485331e-17,0.0125192833642723,0.519108282394327,0.614035091285357,0.469601678906256,0.591726620232916",-1328.92520917928,"1.78391041485331e-17,1,0.519108282394327,0.614035091285357,0.469601678906256,0.591726620232916",-1328.92520915169,"0.99164890188409,0.0200732332068218,0.519107807976297,0.614035067628221,0.469601355346914,0.591726723209705",-1328.92520917928,"1.78391041485331e-17,0.00813481923994924,0.519108282394327,0.614035091285357,0.469601678906256,0.591726620232916"
"rs12821256",-247.885603760819,"0.00980738778927242,1,0.948523878913165,0.925833850443386,0.939115840382953,0.963036789419641",-247.506781683948,"0.176927743252644,0.0146058614363546,0.954753565655496,0.921763116816791,0.934427124399986,0.967771218098222",-247.885603760819,"0.00980738778927242,1,0.948523878913165,0.925833850443386,0.939115840382953,0.963036789419641",-247.884838216104,"0.01176129983318,0.814417022370006,0.948876261371978,0.926567758776786,0.939087691321751,0.962656616049445",-247.885603760819,"0.00980738778927242,1,0.948523878913165,0.925833850443386,0.939115840382953,0.963036789419641",-247.994670401787,"3.78162269287129e-17,1,0.0450450458344596,0.0666666674957814,0.0543130987705621,0.0320855608371155",-247.994670401787,"2.36351418304455e-18,0.0735194030564528,0.0450450458344596,0.0666666674957814,0.0543130987705621,0.0320855608371155",-247.960196145897,"0.219897504965404,0.00125924703472015,0.0378495695359102,0.0666671190868338,0.054312997068595,0.0320857541012672",-247.985802128656,"0.999999995495317,0.0836369105665072,0.0450374723796686,0.0666648432086943,0.0541877467036413,0.0299051413046313",-247.926774019262,"0.9999999897516,0.090119230399088,0.0307952221315594,0.0665145114517655,0.0542784585620098,0.0318411393343079",-247.849293770211,"0.0520323614955878,0.218063448465475,0.942613819242262,0.931529775819089,0.943282759054942,0.953626801415961",-247.780152219508,"0.108228828592636,0.238089360496157,0.940711932646393,0.918362459558425,0.936084540577125,0.959894208670047",-247.883660902116,"0.0129004424200067,0.701663961478039,0.947903638115597,0.924769728328488,0.939025002249034,0.963666319874222",-247.721391423843,"0.155739775422136,0.102279825455064,0.923021022417168,0.894419833251319,0.937804828547675,0.966437629495582",-247.651136458381,"0.524450986334024,0.0112879391442885,0.0217480729041976,0.0657327285065738,0.0531208385714857,0.015375415673598",-247.989864023128,"0.999999774295051,0.0610481703748725,0.0444626484314351,0.0653254769543964,0.0540905651846437,0.0318886144638956",-247.990325274695,"0.999999178272591,0.0607493956068018,0.0443851658853473,0.0630768039583152,0.0542643074311861,0.0320853662139976",-247.994670401787,"3.78162269287129e-17,0.00958285372531848,0.0450450458344596,0.0666666674957814,0.0543130987705621,0.0320855608371155"
"rs4959270",-1178.76837075767,"6.25548866951731e-17,1,0.523972604400665,0.424528296648684,0.557739564667396,0.547808765484507",-1178.76837075767,"6.25548866951731e-17,1,0.523972604400665,0.424528296648684,0.557739564667396,0.547808765484507",-1178.76837075767,"9.7742010461208e-19,0.0142046978905877,0.523972604400665,0.424528296648684,0.557739564667396,0.547808765484507",-1178.76837075767,"0.654824162540998,0.0140565894195164,0.523972604400665,0.424528296648684,0.557739564667396,0.547808765484507",-1178.76641471953,"0.999999921993812,0.0381360373777769,0.52162929911179,0.424526787115777,0.557739936780423,0.547808633368685",-1178.03225106782,"0.00979818729296384,1,0.438895692165812,0.547497569759369,0.41320367265908,0.414939251043127",-1177.96995047484,"0.0163438815046356,0.584127920822888,0.447810480818766,0.541107713894104,0.408467562880406,0.433258027373247",-1177.57553083889,"0.109849079096282,0.208654575606516,0.424134283548267,0.527510149878931,0.413649149765861,0.423563601277709",-1177.9976590596,"0.0190092186527294,0.526055111232834,0.447525825413911,0.55769009525828,0.414324437555881,0.405674993180775",-1177.91029016529,"0.0427293829235941,0.391513731134345,0.416598788557614,0.556653542602769,0.421168181968709,0.412273821072177",-1178.75723042894,"0.0488698109535739,0.00953432525973161,0.511370690975859,0.424527533174132,0.55751822120964,0.535411139540393",-1178.76837075767,"0.0905046175133035,0.0055989130022706,0.523972604400665,0.424528296648684,0.557739564667396,0.547808765484507",-1178.76277786045,"0.999999967495578,0.0514998619162813,0.52286362456912,0.419477365194729,0.557702806276934,0.547808703960011",-1178.76837075767,"6.25548866951731e-17,0.0162956172526092,0.523972604400665,0.424528296648684,0.557739564667396,0.547808765484507",-1178.03225106782,"0.00979818729296384,1,0.438895692165812,0.547497569759369,0.41320367265908,0.414939251043127",-1178.03225106782,"0.00979818729296384,1,0.438895692165812,0.547497569759369,0.41320367265908,0.414939251043127",-1178.03225106782,"0.00979818729296384,1,0.438895692165812,0.547497569759369,0.41320367265908,0.414939251043127",-1178.03225106782,"0.00979818729296384,1,0.438895692165812,0.547497569759369,0.41320367265908,0.414939251043127"
"rs12203592",-584.702544368627,"3.6285766515449e-16,1,0.832061062655735,0.689655179395971,0.879213487305423,0.911764706672803",-584.702544368627,"3.6285766515449e-16,1,0.832061062655735,0.689655179395971,0.879213487305423,0.911764706672803",-582.871813185249,"0.429118070187588,0.0855988893883538,0.756630743691043,0.617030090403215,0.877618555513656,0.911028682804634",-584.690863076199,"0.999999996342624,0.0764090904952766,0.832052242519218,0.68965437610289,0.879104260775595,0.908444994946024",-583.582675088584,"0.999999999847524,0.111008805913057,0.706690798899288,0.687106977401619,0.878768864955171,0.909389319880341",-584.58862043025,"0.00591023969792678,1,0.15587969233168,0.293777995725581,0.112983671008501,0.0814067440019989",-581.337552574247,"0.267808999535065,0.0364117685348722,0.165670281715677,0.250889517518787,0.0815630360857755,0.087603652084384",-584.587781679728,"0.00662295279661972,0.863864057343846,0.156057118109043,0.293890170520915,0.112983399870535,0.0814559123284827",-584.309608159848,"0.044352050816962,0.343000474792801,0.15536103816461,0.29864622191133,0.10779521843139,0.0691602852583637",-584.564849769652,"0.00657671579727998,0.999999989072506,0.157161660107983,0.295657874670846,0.112121931040189,0.0806598623381",-584.504633984106,"0.189625849738428,0.0392586842157458,0.78464868404506,0.689031321117103,0.878670670046564,0.8760962250359",-584.392488574483,"0.999999999856928,0.0960070632434444,0.806548537738217,0.646622994077151,0.872063447259463,0.904999547002127",-583.005313852353,"0.999999998850081,0.0980034862749557,0.792996276612132,0.560935846437512,0.874412404057116,0.91157913651331",-584.24087476429,"0.239386538077192,0.00175285850425314,0.685554393302591,0.515315950670217,0.879213268557327,0.911764663059349",-584.58862043025,"0.00591023969792678,1,0.15587969233168,0.293777995725581,0.112983671008501,0.0814067440019989",-584.551473269285,"0.00968879173170573,0.67576499028593,0.153889314659312,0.291457155110247,0.111652054440587,0.0800564211871967",-584.58862043025,"0.00591023969792678,1,0.15587969233168,0.293777995725581,0.112983671008501,0.0814067440019989",-584.397109894372,"0.0327452748889015,0.22989135914764,0.14828479050342,0.2727456916235,0.10721797867579,0.0807838269190926"
"rs1042602",-883.197515572779,"4.06225840992213e-17,1,0.813380282822983,0.885964910074493,0.821261679900345,0.761732851182413",-883.197515572779,"2.53891150620133e-18,1,0.813380282822983,0.885964910074493,0.821261679900345,0.761732851182413",-883.197515572779,"4.06225840992213e-17,0.0075463201479912,0.813380282822983,0.885964910074493,0.821261679900345,0.761732851182413",-883.197515572779,"0.125366341855651,0.00659915140684763,0.813380282822983,0.885964910074493,0.821261679900345,0.761732851182413",-883.197515572779,"4.06225840992213e-17,0.00235558442071245,0.813380282822983,0.885964910074493,0.821261679900345,0.761732851182413",-866.407610347434,"0.0562957233620554,1,0.0864401846216983,0.0601838042570159,0.0937949668232353,0.110562702998279",-866.354973248085,"0.0611974954838955,0.920631797272787,0.0922848714258412,0.0582535587305513,0.0913112681302558,0.122008625715319",-863.233667914134,"0.476578784640932,0.225336131693496,0.0637080423261152,0.0362913667102854,0.0993677197412569,0.13686635352122",-866.407610347434,"0.0562957233620554,1,0.0864401846216983,0.0601838042570159,0.0937949668232353,0.110562702998279",-865.535402836798,"0.147777840087305,0.503621604006031,0.0683380189676683,0.0730612825502928,0.106966919480449,0.10380950695213",-883.197515572779,"4.06225840992213e-17,0.000435805876024848,0.813380282822983,0.885964910074493,0.821261679900345,0.761732851182413",-883.1946205621,"0.999999970689125,0.0371844599194702,0.813353012286628,0.885909753101393,0.821254082302681,0.76167136828078",-883.197515572779,"0.286894371043566,0.00772815990425697,0.813380282822983,0.885964910074493,0.821261679900345,0.761732851182413",-883.197515572779,"4.06225840992213e-17,0.00145531160346708,0.813380282822983,0.885964910074493,0.821261679900345,0.761732851182413",-866.132434300259,"0.0592167766537387,0.996457932769313,0.0829784860293293,0.061296871732048,0.0941525739779589,0.105957184765132",-866.407610347434,"0.0562957233620554,1,0.0864401846216983,0.0601838042570159,0.0937949668232353,0.110562702998279",-865.70109474242,"0.155311715671604,0.398676997833382,0.0599642794830212,0.0362751974443299,0.0875356018087282,0.147085636147601",-866.407610347434,"0.0562957233620554,1,0.0864401846216983,0.0601838042570159,0.0937949668232353,0.110562702998279"
"rs1393350",-703.239175103075,"1.8410119305508e-17,1,0.842465753460352,0.86507936735852,0.867718447153727,0.863281250622514",-703.239175103075,"7.19145285371408e-20,0.0154837360054818,0.842465753460352,0.86507936735852,0.867718447153727,0.863281250622514",-703.239175103075,"1.8410119305508e-17,1,0.842465753460352,0.86507936735852,0.867718447153727,0.863281250622514",-703.239175103075,"1.8410119305508e-17,1,0.842465753460352,0.86507936735852,0.867718447153727,0.863281250622514",-703.239175103075,"1.8410119305508e-17,1,0.842465753460352,0.86507936735852,0.867718447153727,0.863281250622514",-696.422569006879,"0.042434995363541,1,0.0883434977623637,0.0834426045600903,0.0803359112315737,0.073936647099583",-694.999494624125,"0.0899445826114708,0.484960346668612,0.103823894078843,0.0690968527961077,0.069225173429073,0.108588876381397",-694.898468045912,"0.444509356716118,0.199235093736603,0.0674092985271052,0.0566574673129519,0.0890035187036106,0.0938236200462491",-696.422569006879,"0.042434995363541,1,0.0883434977623637,0.0834426045600903,0.0803359112315737,0.073936647099583",-696.422569006879,"0.042434995363541,1,0.0883434977623637,0.0834426045600903,0.0803359112315737,0.073936647099583",-703.239175103075,"1.8410119305508e-17,1,0.842465753460352,0.86507936735852,0.867718447153727,0.863281250622514",-703.239175103075,"1.8410119305508e-17,0.00414375237752662,0.842465753460352,0.86507936735852,0.867718447153727,0.863281250622514",-703.239175103075,"0.149184080052798,0.00550561892560782,0.842465753460352,0.86507936735852,0.867718447153727,0.863281250622514",-703.239175103075,"1.8410119305508e-17,0.0134227920531535,0.842465753460352,0.86507936735852,0.867718447153727,0.863281250622514",-696.422569006879,"0.042434995363541,1,0.0883434977623637,0.0834426045600903,0.0803359112315737,0.073936647099583",-696.422569006879,"0.042434995363541,1,0.0883434977623637,0.0834426045600903,0.0803359112315737,0.073936647099583",-693.684708318015,"0.312334009916368,0.238968026715441,0.052288049024023,0.0338536280892547,0.0784768421927109,0.111391616115674",-692.605093784478,"0.977456009210559,0.0699928847461355,1.75444793070056e-06,2.0320257284624e-06,0.0878430138077644,0.130567709567886"
"rs12913832",-1133.35808280425,"0.0338151399285672,1,0.337208867256262,0.539781812862089,0.356148788637666,0.179106425779566",-1128.33120185466,"0.177113776804111,0.183080523757265,0.423806691622822,0.509086241166717,0.337707734202752,0.267665388293385",-1133.35780439637,"0.0344391964735852,0.974726352901198,0.337581719369586,0.54002185174523,0.356195484706518,0.179248991765613",-1133.35808280425,"0.0338151399285672,1,0.337208867256262,0.539781812862089,0.356148788637666,0.179106425779566",-1133.06157836612,"0.0346148849169604,0.999999989376381,0.35838221993448,0.56032243355503,0.353785050332263,0.177200859811833",-1141.87242761032,"1.64695522013432e-16,1,0.54104476600888,0.363636365231701,0.541273584511199,0.729571987993062",-1141.87242761032,"1.64695522013432e-16,1,0.54104476600888,0.363636365231701,0.541273584511199,0.729571987993062",-1141.86774176051,"0.0230896147941408,0.0802000626478208,0.535967214882113,0.360585193097015,0.541134098425487,0.729504635169116",-1141.70369879286,"0.999999999055884,0.0871290165267338,0.540968638731551,0.363628056254393,0.540402236789413,0.711206497840475",-1141.87149103426,"0.999999700681226,0.03332565089237,0.540085113194002,0.363636090578894,0.541273951524667,0.729571622472209",-1133.35808280425,"0.0338151399285672,1,0.337208867256262,0.539781812862089,0.356148788637666,0.179106425779566",-1133.06844570152,"0.0550147653083923,0.603305034497643,0.331025988607509,0.537531381275573,0.353000172870746,0.173594185364474",-1132.75763512609,"0.0603365830650956,0.536388020670318,0.312234259144405,0.507501476288467,0.351181963462945,0.197129519862319",-1131.38078813034,"0.177271902782947,0.17428751166494,0.284595792740894,0.445581696620079,0.346052999242077,0.217178742774864",-1141.87242761032,"1.64695522013432e-16,1,0.54104476600888,0.363636365231701,0.541273584511199,0.729571987993062",-1141.87219982617,"0.999995791435384,0.0298597098807515,0.541042437608098,0.363617134201481,0.541272522658705,0.729549448448885",-1141.47895517239,"0.999999999742717,0.0728745396362743,0.527645510629817,0.329109066718917,0.540027586816336,0.729555527047208",-1140.66152792314,"0.38160565879766,0.00119464022722605,0.218003731620596,0.135216931920552,0.541274000775,0.729571396283427"
"rs1800407",-522.608691342933,"9.06051721478915e-17,1,0.880794703403978,0.948275862822463,0.909403669706397,0.930894308378722",-522.608691342933,"9.06051721478915e-17,1,0.880794703403978,0.948275862822463,0.909403669706397,0.930894308378722",-522.608691342933,"9.06051721478915e-17,1,0.880794703403978,0.948275862822463,0.909403669706397,0.930894308378722",-522.35380084833,"0.999999998854069,0.104954483282877,0.880553363073752,0.948260977108134,0.908095711295496,0.91415361887065",-522.608691342933,"9.06051721478915e-17,1,0.880794703403978,0.948275862822463,0.909403669706397,0.930894308378722",-520.592120611593,"0.0288251032558455,1,0.0801064431540158,0.0368925214501006,0.0643742863024791,0.0448629487134215",-518.693976586988,"0.104802698535826,0.327543127352817,0.0924922686352659,0.0293017522034914,0.0533885462854344,0.0640629190903794",-518.586743895725,"0.813510834000832,0.000428062382795585,0.0314600472687294,0.0517238929796059,0.0905961581361382,0.0691052824773269",-520.592120611593,"0.0288251032558455,1,0.0801064431540158,0.0368925214501006,0.0643742863024791,0.0448629487134215",-516.752172880215,"0.99999999977866,0.171507778310153,0.0155224693474309,0.0465580176172936,0.0846581191943276,0.052439317040968",-521.851930971041,"0.525960207181435,0.000523912933424771,0.777906578051618,0.948275506079652,0.908848198329102,0.871474805174588",-522.439910926615,"0.999999994644466,0.0909850143635049,0.865997095217874,0.940970997328297,0.905401244844471,0.926721053686936",-522.607548817547,"0.999998908385553,0.042287789442247,0.88072427877749,0.948039606186758,0.909402399425883,0.930894341988438",-522.49060433851,"0.222464427724012,0.0026639404053212,0.77645024795165,0.904945557043605,0.909403903306101,0.930894331602371",-520.592120611593,"0.0288251032558455,1,0.0801064431540158,0.0368925214501006,0.0643742863024791,0.0448629487134215",-520.592120611593,"0.0288251032558455,1,0.0801064431540158,0.0368925214501006,0.0643742863024791,0.0448629487134215",-518.947219328347,"0.260065440076438,0.234449664912687,0.0488902706170513,0.0167458581629192,0.0594280518144582,0.0584121346540673",-520.592120611593,"0.0288251032558455,1,0.0801064431540158,0.0368925214501006,0.0643742863024791,0.0448629487134215"
