"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-298.564388232798,"2.21236241252058e-17,1,0.961538462709677,0.960317462371053,0.963617463344801,0.969964663897521",-298.564388232798,"0.216503324606301,0.00622832669383596,0.961538462709677,0.960317462371053,0.963617463344801,0.969964663897521",-298.564388232798,"2.21236241252058e-17,0.631243958059628,0.961538462709677,0.960317462371053,0.963617463344801,0.969964663897521",-297.39109094314,"0.0310314047348881,1,0.0242335821260364,0.0261112375556898,0.0245647458749765,0.018518855376557",-296.869022365693,"0.99999999304239,0.300656966621908,0.00879379868087437,0.00969562769171968,0.0129688784595014,0.017636293802227",-297.39109094314,"0.0310314047348881,1,0.0242335821260364,0.0261112375556898,0.0245647458749765,0.018518855376557",-298.564388232798,"2.21236241252058e-17,0.0119270917927445,0.961538462709677,0.960317462371053,0.963617463344801,0.969964663897521",-298.564388232798,"2.21236241252058e-17,1,0.961538462709677,0.960317462371053,0.963617463344801,0.969964663897521",-294.530369013576,"0.999999952555582,0.00144069830445224,0.0384616207973182,0.0396823842402369,0.0319748581777903,0.0296722383462697",-297.248888935368,"0.071302967425716,0.111818604991308,0.0253905422552379,0.0276301099153766,0.0259072902304368,0.0176414076552863"
"rs28777",-859.912677227394,"0.0418973682334426,1,0.418896990315262,0.43981020779165,0.502949229142869,0.388630816311172",-859.912677227394,"0.0418973682334426,1,0.418896990315262,0.43981020779165,0.502949229142869,0.388630816311172",-858.821777096839,"0.390753718073831,0.494525057632989,0.414337880604956,0.429710443474065,0.393582384311908,0.40982550917382",-869.804443295521,"1.48016850141642e-17,1,0.424603171695442,0.439999997873869,0.366197180528395,0.454301072430615",-869.804443295521,"0.39969318298668,0.0178339868835012,0.424603171695442,0.439999997873869,0.366197180528395,0.454301072430615",-869.804443295521,"1.48016850141642e-17,0.0164405171109334,0.424603171695442,0.439999997873869,0.366197180528395,0.454301072430615",-859.912677227394,"0.0418973682334426,1,0.418896990315262,0.43981020779165,0.502949229142869,0.388630816311172",-859.912677227394,"0.0418973682334426,1,0.418896990315262,0.43981020779165,0.502949229142869,0.388630816311172",-869.804443295521,"1.48016850141642e-17,1,0.424603171695442,0.439999997873869,0.366197180528395,0.454301072430615",-869.804443295521,"0.000589324928517931,0.000169809040080497,0.424603171695442,0.439999997873869,0.366197180528395,0.454301072430615"
"rs16891982",-1302.05845042071,"0.0593335762888079,1,0.258593867197873,0.305614930501903,0.351505063184686,0.220672987170207",-1302.05845042071,"0.0593335762888079,1,0.258593867197873,0.305614930501903,0.351505063184686,0.220672987170207",-1302.05845042071,"0.0593335762888079,0.999999995434429,0.258593867197873,0.305614930501903,0.351505063184686,0.220672987170207",-1333.64065906805,"5.24771772455504e-17,1,0.528662426367789,0.535087729749966,0.468553456762978,0.579136688834243",-1333.64065906805,"5.24771772455504e-17,1,0.528662426367789,0.535087729749966,0.468553456762978,0.579136688834243",-1333.64065906805,"5.24771772455504e-17,0.0646854286412284,0.528662426367789,0.535087729749966,0.468553456762978,0.579136688834243",-1301.24081984621,"0.0955806599894985,0.321978535601954,0.309055321127829,0.352431362784004,0.387125187407701,0.220848374060199",-1302.05845042071,"0.0593335762888079,1,0.258593867197873,0.305614930501903,0.351505063184686,0.220672987170207",-1333.64065906805,"1.31192943113876e-17,0.000114861849907834,0.528662426367789,0.535087729749966,0.468553456762978,0.579136688834243",-1333.64065906805,"0.000264296746122464,1.34514743978623e-05,0.528662426367789,0.535087729749966,0.468553456762978,0.579136688834243"
"rs12821256",-234.169339275169,"1.08294508301494e-16,1,0.959459459387256,0.955555551608902,0.952076677125171,0.962566843813792",-234.169339275169,"1.08294508301494e-16,1,0.959459459387256,0.955555551608902,0.952076677125171,0.962566843813792",-234.169339275169,"1.08294508301494e-16,1,0.959459459387256,0.955555551608902,0.952076677125171,0.962566843813792",-227.587896440684,"0.082743688531762,1,0.0115574412383125,0.0139032565169959,0.0147494981570966,0.00929109883759104",-227.19851978476,"0.149813095453693,0.757773448807568,0.0082729730012713,0.00976988269536,0.0116513220881131,0.00837342748318466",-227.062910982106,"0.99999999911646,0.464913092468125,0.0110116856449307,0.0128590008882208,1.42577113477624e-11,0.0122685996009504",-233.266940374907,"0.999999999834328,0.00137996100521109,0.959459516136948,0.955555042333222,0.950016744381605,0.962300352108428",-234.169339275169,"1.08294508301494e-16,0.647374400317082,0.959459459387256,0.955555551608902,0.952076677125171,0.962566843813792",-227.587896440684,"0.082743688531762,1,0.0115574412383125,0.0139032565169959,0.0147494981570966,0.00929109883759104",-227.587896440684,"0.082743688531762,1,0.0115574412383125,0.0139032565169959,0.0147494981570966,0.00929109883759104"
"rs4959270",-1177.19686176154,"1.34109012776295e-16,1,0.520547941258176,0.490566038369311,0.571253074647391,0.547808764952505",-1176.73694710025,"0.999999995856269,0.181143189227291,0.459589846226696,0.443442086363799,0.530864066835794,0.538128310354409",-1177.19686176154,"1.34109012776295e-16,0.0340051875854963,0.520547941258176,0.490566038369311,0.571253074647391,0.547808764952505",-1175.81947526315,"0.0133991292499313,1,0.428663040932245,0.470433730770144,0.389394085964816,0.401351384307214",-1175.81947526315,"0.0133991292499313,1,0.428663040932245,0.470433730770144,0.389394085964816,0.401351384307214",-1175.81947526315,"0.0133991292499313,1,0.428663040932245,0.470433730770144,0.389394085964816,0.401351384307214",-1177.19686176154,"0.00128065952114247,2.85556293541563e-05,0.520547941258176,0.490566038369311,0.571253074647391,0.547808764952505",-1177.19686176154,"4.47195194322731e-06,0.000287995673732967,0.520547941258176,0.490566038369311,0.571253074647391,0.547808764952505",-1175.52306110463,"0.0308480932133714,0.220078721983073,0.445497454781957,0.485720946157273,0.399037805676443,0.398318433196647",-1175.51301269352,"0.0485591870207411,0.0669347766567863,0.441378464853524,0.483450976541116,0.397869851367489,0.399073163227224"
"rs12203592",-590.2395115491,"0.00247509501542066,1,0.818998635614023,0.630351242255703,0.878729822789351,0.906456180209585",-587.763658510838,"0.999999999267244,0.243005702339472,0.689947661856612,0.479171091573867,0.819188803387606,0.891955367132981",-590.2395115491,"0.00247509501542066,1,0.818998635614023,0.630351242255703,0.878729822789351,0.906456180209585",-590.259828359856,"1.08816543642879e-15,1,0.175572515343755,0.362068962423597,0.117977528496061,0.0904977355158797",-590.259828359856,"1.08816543642879e-15,1,0.175572515343755,0.362068962423597,0.117977528496061,0.0904977355158797",-589.607889325823,"0.472833577304478,0.0146200224954897,0.17557247118221,0.36206723390101,0.0678350388714386,0.0904977205637972",-590.2395115491,"0.00247509501542066,1,0.818998635614023,0.630351242255703,0.878729822789351,0.906456180209585",-589.776236893638,"0.999999999000349,0.00393862936158646,0.82442685187744,0.637663349153165,0.881324715891283,0.899128680805168",-589.830521651623,"0.999999977761675,0.000545644079386985,0.175572523676236,0.362068306240995,0.114898835145972,0.0904192027409307",-590.259828359856,"1.08816543642879e-15,1,0.175572515343755,0.362068962423597,0.117977528496061,0.0904977355158797"
"rs1042602",-882.416468129992,"4.63399659459108e-17,1,0.830985914229595,0.877192979985418,0.816588787419257,0.763537906603475",-882.416468129992,"4.63399659459108e-17,1,0.830985914229595,0.877192979985418,0.816588787419257,0.763537906603475",-882.416468129992,"4.63399659459108e-17,0.0395986654262647,0.830985914229595,0.877192979985418,0.816588787419257,0.763537906603475",-869.669430703505,"0.0481267935483686,1,0.0874334968283268,0.0722654038671589,0.107143379800437,0.123983422847674",-868.275393961262,"0.478118803338166,0.413511208745702,0.0372922255443801,0.0309665446472399,0.0623844399745487,0.112078803120225",-869.117745092994,"0.208341927665018,0.614317413289415,0.0806402694418022,0.0663435998802852,0.0865310744728928,0.126831651323907",-882.416468129992,"4.63399659459108e-17,1,0.830985914229595,0.877192979985418,0.816588787419257,0.763537906603475",-882.416468129992,"0.000332082693430061,0.000202749651454144,0.830985914229595,0.877192979985418,0.816588787419257,0.763537906603475",-869.669430703505,"0.0481267935483686,0.999999994296757,0.0874334968283268,0.0722654038671589,0.107143379800437,0.123983422847674",-869.669430703505,"0.0481267935483686,1,0.0874334968283268,0.0722654038671589,0.107143379800437,0.123983422847674"
"rs1393350",-676.076520089325,"1.03572147297889e-16,1,0.866438352413668,0.873015876074603,0.883495146235088,0.849609371021903",-676.076520089325,"0.101759130687178,0.0157248888025109,0.866438352413668,0.873015876074603,0.883495146235088,0.849609371021903",-676.052992970937,"0.0942235622445668,0.0422785864963476,0.866437931298894,0.87301640431434,0.87358635251307,0.849609688731",-673.092009983154,"0.028619395264951,1,0.0904435247494726,0.0926820920805347,0.083703643114322,0.10118110618677",-671.992246995873,"0.586510119290966,0.341575037523795,0.0429283743212689,0.0456932651690063,0.0520254716900937,0.0940967410477581",-672.8690423686,"0.09313263928286,0.669500563810836,0.0863997083878491,0.0884693931277401,0.0764127906268628,0.101547932307483",-676.076520089325,"1.03572147297889e-16,1,0.866438352413668,0.873015876074603,0.883495146235088,0.849609371021903",-676.056876753195,"0.999999963835033,0.00162518014771852,0.866438590292646,0.873016523008969,0.883490309110956,0.848575995159144",-673.092009983154,"0.028619395264951,1,0.0904435247494726,0.0926820920805347,0.083703643114322,0.10118110618677",-673.037265092485,"0.0290633910506382,0.999999988174603,0.0898713434436479,0.0921940975725997,0.085417697659554,0.100518548190749"
"rs12913832",-1160.28072865111,"0.0228545119685494,1,0.372136853078764,0.49568711640576,0.409497336247809,0.237676784886222",-1160.28072865111,"0.0228545119685494,0.99999999744561,0.372136853078764,0.49568711640576,0.409497336247809,0.237676784886222",-1159.77970780559,"0.182657527362924,0.519397106760254,0.364987744170484,0.487301868864182,0.363836271153412,0.24352065023339",-1165.09243402233,"2.27729870875051e-17,1,0.544776117679132,0.436363622098207,0.520047169521383,0.690661479212729",-1164.68488152127,"0.999999999559164,0.175929346626988,0.490986623881898,0.395205055790141,0.483763905883978,0.683715609438545",-1165.09243402233,"2.27729870875051e-17,1,0.544776117679132,0.436363622098207,0.520047169521383,0.690661479212729",-1158.89086452162,"0.110016054423903,0.115635310332245,0.417865084512328,0.537124787167827,0.438152271065542,0.233686401667436",-1160.28072865111,"0.0228545119685494,1,0.372136853078764,0.49568711640576,0.409497336247809,0.237676784886222",-1165.09243402233,"5.62678831108424e-05,2.82747129738302e-05,0.544776117679132,0.436363622098207,0.520047169521383,0.690661479212729",-1165.09243232203,"0.999535034447234,0.00064948438190072,0.544776364381731,0.43636287676744,0.520046894328569,0.690658867260117"
"rs1800407",-501.217243448456,"3.17994316237536e-17,1,0.887417219210801,0.956896551696975,0.915137614455816,0.932926828034463",-501.217243448456,"3.17994316237536e-17,1,0.887417219210801,0.956896551696975,0.915137614455816,0.932926828034463",-501.217243448456,"3.17994316237536e-17,0.0498330019820102,0.887417219210801,0.956896551696975,0.915137614455816,0.932926828034463",-496.844955150325,"0.0439072864715722,1,0.0603373691222771,0.0251653406714795,0.049345047106164,0.0340290343981315",-496.23545575059,"0.173380505983518,0.552356703923486,0.041039754609843,0.0170030489508013,0.0381363539327722,0.0318890174214478",-496.026855937807,"0.447590879395636,0.48749907692284,0.0574382703861246,0.0235367513881376,0.028520643852419,0.0373267714658913",-501.210317802788,"0.0404742893324841,0.00608141685346214,0.887417248929222,0.956896986217763,0.914925300459722,0.932889594840368",-501.211352512668,"0.999999983241091,0.00156336879151305,0.887416544219745,0.956896399569144,0.915136190180082,0.932495326594047",-496.844955150325,"0.0439072864715722,1,0.0603373691222771,0.0251653406714795,0.049345047106164,0.0340290343981315",-496.844955150325,"0.0439072864715722,1,0.0603373691222771,0.0251653406714795,0.049345047106164,0.0340290343981315"
