"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-253.314572727125,"5.53178302194188e-17,1,0.958333333107675,0.968253968851757,0.97505197523446,0.973498232806119",-253.314572727125,"0.256849229652687,0.0100995463790582,0.958333333107675,0.968253968851757,0.97505197523446,0.973498232806119",-253.314572727125,"1.08042637147302e-19,0.202395917876457,0.958333333107675,0.968253968851757,0.97505197523446,0.973498232806119",-249.772334871493,"0.0196249331898435,1,0.0288332506739232,0.0245124077164459,0.0195299667257692,0.0196189499486502",-248.651042723462,"0.999999998398172,0.296309809827348,0.00939938962991774,0.00825617198829497,0.00927059768981012,0.016068638428907",-248.739007581223,"0.99999999930469,0.317621117068035,0.0327110298646665,0.0273827940282526,1.62819418353275e-11,0.0235840193606653",-253.314572727125,"5.53178302194188e-17,0.0144464975529149,0.958333333107675,0.968253968851757,0.97505197523446,0.973498232806119",-252.834819622294,"0.999999998319913,0.00474910273364832,0.958332886633846,0.968154241162139,0.974741724916078,0.968626829763609",-244.468556565983,"0.999999999089209,0.0018200093326996,0.0384616840461694,0.0317458659770651,0.0203451133912703,0.0260378503971239",-249.772334871493,"0.0196249331898435,1,0.0288332506739232,0.0245124077164459,0.0195299667257692,0.0196189499486502"
"rs28777",-862.786520447672,"0.0331420739587976,1,0.43970705959089,0.454908442036529,0.540635415153597,0.404687027826875",-862.635365338758,"0.117590266855067,0.556934648320425,0.384698056001235,0.405392234385541,0.505764127268008,0.402360311524363",-861.173290569668,"0.459472754370579,0.448733315093585,0.440507690915357,0.449852732544552,0.404193766874521,0.428205464616273",-869.044204491929,"5.56031817381507e-18,1,0.436507935677529,0.450000007748309,0.357394364335553,0.473118281469352",-869.044204491929,"0.0782800425950787,0.0083765487427127,0.436507935677529,0.450000007748309,0.357394364335553,0.473118281469352",-869.044204491929,"5.56031817381507e-18,1,0.436507935677529,0.450000007748309,0.357394364335553,0.473118281469352",-862.786520447672,"0.0331420739587976,1,0.43970705959089,0.454908442036529,0.540635415153597,0.404687027826875",-862.786520447672,"0.0331420739587976,1,0.43970705959089,0.454908442036529,0.540635415153597,0.404687027826875",-869.044204491929,"5.56031817381507e-18,1,0.436507935677529,0.450000007748309,0.357394364335553,0.473118281469352",-869.044204491929,"5.56031817381507e-18,0.00502578852544576,0.436507935677529,0.450000007748309,0.357394364335553,0.473118281469352"
"rs16891982",-1297.18656495986,"0.0595676257922391,1,0.257862464409661,0.252334012535312,0.36188101423038,0.214813438762051",-1297.18656495986,"0.0595676257922391,1,0.257862464409661,0.252334012535312,0.36188101423038,0.214813438762051",-1297.18656495986,"0.0595676257922391,0.999999998050965,0.257862464409661,0.252334012535312,0.36188101423038,0.214813438762051",-1328.80893631393,"3.42932823653511e-17,1,0.528662412406001,0.596491248181135,0.457023062172698,0.586330933573459",-1328.80893631393,"3.42932823653511e-17,1,0.528662412406001,0.596491248181135,0.457023062172698,0.586330933573459",-1328.80893631393,"3.42932823653511e-17,1,0.528662412406001,0.596491248181135,0.457023062172698,0.586330933573459",-1296.32283827449,"0.0966234300852566,0.318774123617709,0.308982938334454,0.296060182277376,0.398404576984164,0.214897919818981",-1297.16767573225,"0.060114015744576,0.999999967017897,0.256157023274587,0.251058267951047,0.373779801340915,0.213280151774366",-1328.80893631393,"1.08763740077139e-17,0.00151967483581245,0.528662412406001,0.596491248181135,0.457023062172698,0.586330933573459",-1328.80893631393,"0.00098695113713971,0.000215471307881443,0.528662412406001,0.596491248181135,0.457023062172698,0.586330933573459"
"rs12821256",-236.538925717133,"1.13110545748679e-17,1,0.941441439409992,0.944444444975961,0.956869010001859,0.965240641365505",-236.538925717133,"1.13110545748679e-17,0.0338894815416761,0.941441439409992,0.944444444975961,0.956869010001859,0.965240641365505",-236.538925717133,"1.13110545748679e-17,0.235541758137947,0.941441439409992,0.944444444975961,0.956869010001859,0.965240641365505",-233.479923414603,"0.0560897244428074,1,0.0259939539062926,0.0267539808810584,0.02019492755094,0.014063202105504",-233.479876443307,"0.056611437361182,0.994985359547334,0.0259216357608566,0.0266800257066371,0.0201591033228296,0.01405259462236",-233.479923414603,"0.0560897244428074,0.999999997723761,0.0259939539062926,0.0267539808810584,0.02019492755094,0.014063202105504",-236.538925717133,"1.13110545748679e-17,0.000598674583900321,0.941441439409992,0.944444444975961,0.956869010001859,0.965240641365505",-236.538925717133,"1.13110545748679e-17,1,0.941441439409992,0.944444444975961,0.956869010001859,0.965240641365505",-233.441840759089,"0.0881286857337729,0.318220794621283,0.0333881261249171,0.0342707893916304,0.0237387194770311,0.0143802468184097",-232.057702496243,"0.276345618375618,0.0485603016992864,0.0367948354020539,0.0394705698736712,0.0255967331278552,0.0122644624102072"
"rs4959270",-1177.91302755817,"8.09159187776553e-16,1,0.50684931851481,0.424528308595389,0.562653562656412,0.549800794466767",-1177.90125430419,"0.99999993311944,0.126720729684616,0.49600441053649,0.416646997431933,0.555219667904484,0.549048239866078",-1177.91302755817,"8.09159187776553e-16,0.0849683908926281,0.50684931851481,0.424528308595389,0.562653562656412,0.549800794466767",-1177.01011674497,"0.0108551699276372,1,0.451828258181153,0.544452877813297,0.40525573640543,0.408994949383692",-1176.97224674127,"0.0166339193439126,0.804319210822919,0.445723063583802,0.539314220466612,0.401446050599564,0.407834371758963",-1176.95199930206,"0.215360131196692,0.399877565198336,0.459428645926757,0.54870386108837,0.358137354512856,0.424312690286737",-1177.59592370401,"0.999999991627382,0.000452229519572491,0.506849940722095,0.424528297341978,0.559835656281119,0.549637617959677",-1177.91302755817,"8.09159187776553e-16,0.000412478902151255,0.50684931851481,0.424528308595389,0.562653562656412,0.549800794466767",-1177.00231698808,"0.012761667131624,0.590633985572479,0.456270032417464,0.548230595839902,0.407941832464182,0.409092967236416",-1176.91168390848,"0.0323596420584505,0.0792333418189897,0.460694600385703,0.553286266430084,0.412015059286642,0.407788845093407"
"rs12203592",-584.179410179763,"2.25429388960808e-16,1,0.843511450020818,0.672413793587,0.882022472149713,0.904977376824451",-582.786977049567,"0.999999997994103,0.224907090186508,0.753492491599452,0.557082575035878,0.836489547893358,0.892963756598057",-584.179410179763,"2.25429388960808e-16,0.126731601618293,0.843511450020818,0.672413793587,0.882022472149713,0.904977376824451",-584.156766003603,"0.0026285072908213,1,0.15135398235612,0.319965705501168,0.114542840091903,0.0917267141591322",-584.156766003603,"0.0026285072908213,1,0.15135398235612,0.319965705501168,0.114542840091903,0.0917267141591322",-582.977279015568,"0.623102781343896,0.0313458596686651,0.156489129094892,0.327587639927494,0.049968800046772,0.0950227208244986",-584.179410179763,"2.8178673620101e-17,0.0107014675507,0.843511450020818,0.672413793587,0.882022472149713,0.904977376824451",-584.02095014595,"0.99999961595365,0.00321185631312698,0.843511326726624,0.672274333829195,0.881755247068872,0.898200964425693",-583.815309518428,"0.147917792568595,0.0260147726586389,0.156395101150591,0.327510815579757,0.115148696744247,0.0936695412429488",-584.156766003603,"0.0026285072908213,1,0.15135398235612,0.319965705501168,0.114542840091903,0.0917267141591322"
"rs1042602",-894.162165292283,"2.75130051019371e-17,1,0.820422536375223,0.877192987724031,0.811915887893543,0.761732849901538",-894.162165292283,"2.75130051019371e-17,1,0.820422536375223,0.877192987724031,0.811915887893543,0.761732849901538",-894.162165292283,"3.43912563774213e-18,0.0485889687705095,0.820422536375223,0.877192987724031,0.811915887893543,0.761732849901538",-881.292314469448,"0.0503581746050148,1,0.0904681147333692,0.0702861944797801,0.107147379333628,0.122078231274373",-881.186157320985,"0.072719347523915,0.826497708506412,0.0824325154846259,0.0642698897519465,0.10096835257058,0.120156983783154",-881.292314469448,"0.0503581746050148,0.999999996057854,0.0904681147333692,0.0702861944797801,0.107147379333628,0.122078231274373",-894.162165292283,"2.75130051019371e-17,1.84833207992366e-05,0.820422536375223,0.877192987724031,0.811915887893543,0.761732849901538",-894.162165292283,"2.75130051019371e-17,1,0.820422536375223,0.877192987724031,0.811915887893543,0.761732849901538",-881.292314469448,"0.0503581746050148,1,0.0904681147333692,0.0702861944797801,0.107147379333628,0.122078231274373",-881.120238473449,"0.0721248945814594,0.22288344742628,0.0948029632669551,0.0739124739184901,0.115569556641617,0.120404645952837"
"rs1393350",-729.769017223953,"3.3112902325391e-17,1,0.85958903884542,0.88888888805934,0.853155342621691,0.841796872206709",-729.769017223953,"0.0346907200892127,0.00166483988441372,0.85958903884542,0.88888888805934,0.853155342621691,0.841796872206709",-729.769017223953,"4.13911279067388e-18,0.0547951300475264,0.85958903884542,0.88888888805934,0.853155342621691,0.841796872206709",-726.429680152913,"0.0286627280062083,1,0.0952737393265747,0.0806107197806263,0.106577506601383,0.106713366449963",-722.717055175008,"0.999999998422134,0.313625130762579,0.0285346867863456,0.024916885173689,0.04905694969697,0.0891840797755814",-725.983465988823,"0.172029801506956,0.564778010246636,0.0901482609902358,0.0759719799630524,0.0892766573451755,0.108210499733905",-729.769017223953,"3.2149843987871e-10,4.91346191154088e-05,0.85958903884542,0.88888888805934,0.853155342621691,0.841796872206709",-729.716548515288,"0.999999973365725,0.00201017109546202,0.859588822757176,0.888889272391954,0.853132115480298,0.839179226813366",-726.429680152913,"0.0286627280062083,1,0.0952737393265747,0.0806107197806263,0.106577506601383,0.106713366449963",-726.427742285114,"0.0288692535498521,0.999999985167342,0.094994964618719,0.0804102409215176,0.108995773467147,0.106389685073317"
"rs12913832",-1141.96120858421,"0.0258251639352519,1,0.375625485990009,0.524485779851747,0.385635329807577,0.201993209159021",-1141.96120858421,"0.0258251639352519,0.99999999071985,0.375625485990009,0.524485779851747,0.385635329807577,0.201993209159021",-1141.80899476747,"0.126164433224592,0.587212367469027,0.369623435257372,0.517352066987786,0.357693339418697,0.207200308842643",-1146.96008804353,"1.03157045127451e-17,1,0.529850750775756,0.399999983179764,0.535377362820451,0.725680925287877",-1146.23971712567,"0.999999999927806,0.18513899562355,0.463155999890608,0.350362748415956,0.490542401393756,0.716773188717571",-1146.96008804353,"1.03157045127451e-17,0.0619770434640542,0.529850750775756,0.399999983179764,0.535377362820451,0.725680925287877",-1140.36215988734,"0.109803750973714,0.127142234943178,0.424276504161718,0.568071231125311,0.415164184607053,0.197225459264991",-1141.94774114973,"0.0260538386121447,0.999999982861623,0.374806005213643,0.523805256632212,0.390907559698758,0.201405471578772",-1146.96008804353,"1.03157045127451e-17,7.93517438369688e-05,0.529850750775756,0.399999983179764,0.535377362820451,0.725680925287877",-1146.9593161284,"0.999998925255853,0.00104053956818932,0.529849741874263,0.399999464047864,0.535376769491103,0.725551361300286"
"rs1800407",-518.516479399797,"3.33147284622371e-17,1,0.880794701897479,0.956896551835276,0.905963302446588,0.936991869405002",-518.504775324237,"0.999999852198164,0.133194126845195,0.874680332528455,0.955054145853879,0.902581518279084,0.936724353246048",-518.516479399797,"3.33147284622371e-17,1,0.880794701897479,0.956896551835276,0.905963302446588,0.936991869405002",-517.309874509111,"0.0223361286981375,1,0.0878892383935473,0.0332367344395302,0.0725220655068646,0.0451870597145712",-517.14220505663,"0.0718498014740457,0.592495531177843,0.0758453696195071,0.0287614725594953,0.0657748884342056,0.0440526027945026",-517.092664300602,"0.185339461830566,0.513050661907602,0.085747027020683,0.0321595348480251,0.0605368594822603,0.0468416457469985",-518.492110176399,"0.0731170817683751,0.00586107922399625,0.880795348834787,0.956896252055745,0.905549040441703,0.93692906211952",-518.516479399797,"3.33147284622371e-17,1,0.880794701897479,0.956896551835276,0.905963302446588,0.936991869405002",-517.309874509111,"0.0223361286981375,1,0.0878892383935473,0.0332367344395302,0.0725220655068646,0.0451870597145712",-517.309874509111,"0.0223361286981375,1,0.0878892383935473,0.0332367344395302,0.0725220655068646,0.0451870597145712"
