"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-274.849806073831,"1.92285486453871e-16,1,0.961538460184664,0.960317460963605,0.970893970830336,0.969964664527215",-274.849806073831,"1.92285486453871e-16,0.0395830331710097,0.961538460184664,0.960317460963605,0.970893970830336,0.969964664527215",-274.849806073831,"1.92285486453871e-16,1,0.961538460184664,0.960317460963605,0.970893970830336,0.969964664527215",-274.289383959669,"0.0226980959993111,1,0.0275269661350424,0.0294193971600338,0.0219103218247434,0.0211958954503161",-273.590959192109,"0.999999992369958,0.288800991552191,0.0105039923746556,0.0116785799486907,0.0117744551640639,0.0192613836361541",-274.167922850441,"0.0945877095320808,0.630672355215253,0.0259670532171677,0.0277021017762127,0.0195464290589449,0.0209720936579525",-274.849806073831,"1.92285486453871e-16,1,0.961538460184664,0.960317460963605,0.970893970830336,0.969964664527215",-274.243633518326,"0.876749966355162,0.00576684281427573,0.96153369501907,0.960159177090668,0.970242576764245,0.963406319207755",-270.614720337034,"0.999999990696199,0.00154979877512765,0.0384610373618264,0.0396826621931952,0.0250182625974087,0.0296283348360377",-274.289383959669,"0.0226980959993111,1,0.0275269661350424,0.0294193971600338,0.0219103218247434,0.0211958954503161"
"rs28777",-867.730959735099,"0.0332464447327978,1,0.431363848366572,0.366423309388026,0.519315915235744,0.430941573062163",-867.730959735099,"0.0332464447327978,0.99999999170579,0.431363848366572,0.366423309388026,0.519315915235744,0.430941573062163",-867.370659712498,"0.117293907261664,0.648490383018072,0.421333080801845,0.35588313951273,0.491166147760732,0.434663604376405",-874.079734669718,"8.57185294473633e-18,1,0.444444442503347,0.539999985802368,0.376760560112515,0.446236556307241",-874.079734669718,"0.172868002580483,0.0171494636565305,0.444444442503347,0.539999985802368,0.376760560112515,0.446236556307241",-874.079734669718,"8.57185294473633e-18,0.0148779161635634,0.444444442503347,0.539999985802368,0.376760560112515,0.446236556307241",-867.684185584664,"0.0430812398618563,0.467479170334285,0.452905978308239,0.384883593921276,0.532835461138371,0.43231099538074",-867.675347612632,"0.0336488713079423,0.999999989345078,0.429860590616575,0.365308565838375,0.526045889179368,0.429455118244185",-874.079734669718,"8.57185294473633e-18,0.000107461713886805,0.444444442503347,0.539999985802368,0.376760560112515,0.446236556307241",-874.079734669718,"0.00553412481950363,0.000173941022252341,0.444444442503347,0.539999985802368,0.376760560112515,0.446236556307241"
"rs16891982",-1298.69918065754,"0.0578091748489165,1,0.281325787643362,0.293886248826452,0.359969457373683,0.208172889644205",-1298.69918065754,"0.0578091748489165,1,0.281325787643362,0.293886248826452,0.359969457373683,0.208172889644205",-1298.69918065754,"0.0578091748489165,0.999999993963235,0.281325787643362,0.293886248826452,0.359969457373683,0.208172889644205",-1328.46512462914,"9.62734804706829e-19,1,0.506369432774638,0.552631571624753,0.464360585893198,0.602517992522974",-1328.46512462914,"0.477869239092802,0.00124582953518495,0.506369432774638,0.552631571624753,0.464360585893198,0.602517992522974",-1328.46512462914,"9.62734804706829e-19,1,0.506369432774638,0.552631571624753,0.464360585893198,0.602517992522974",-1298.39660696409,"0.0763359566324262,0.453947971217654,0.314459675857446,0.322735923330702,0.382734524117282,0.208476027698037",-1298.69918065754,"0.0578091748489165,1,0.281325787643362,0.293886248826452,0.359969457373683,0.208172889644205",-1328.46512462914,"4.39278431007735e-05,9.86990998384765e-07,0.506369432774638,0.552631571624753,0.464360585893198,0.602517992522974",-1328.46512462914,"0.00243844178999315,0.000127646038928695,0.506369432774638,0.552631571624753,0.464360585893198,0.602517992522974"
"rs12821256",-196.155661553985,"0.00248317434007427,1,0.967366630681121,0.92009033200165,0.960505393335376,0.977814398345063",-196.094525403333,"0.797468701112019,0.200315596526933,0.958309300504198,0.904316966210477,0.953795110224051,0.977403291555755",-196.155661553985,"0.00248317434007427,1,0.967366630681121,0.92009033200165,0.960505393335376,0.977814398345063",-196.160954703127,"4.19352977650662e-17,1,0.0315315318443129,0.0777777779170782,0.0383386585600434,0.0213903743706248",-196.160954703127,"4.19352977650662e-17,1,0.0315315318443129,0.0777777779170782,0.0383386585600434,0.0213903743706248",-195.944266091037,"0.617661156803824,0.0117499116900434,0.0315316175715497,0.0777787170871223,0.0155397728379202,0.0213903536881905",-194.486266235489,"0.999999999987677,0.0223108871888614,0.968421074571934,0.922171504807956,0.959316965741821,0.977116612437906",-196.151324449846,"0.00788086835410487,0.106853342326386,0.967139710182211,0.91980827899058,0.960336619816842,0.977462800323648",-196.160954703127,"4.19352977650662e-17,0.0217904411555713,0.0315315318443129,0.0777777779170782,0.0383386585600434,0.0213903743706248",-196.126477478158,"0.99999999742828,0.0026128581054424,0.0315313439763906,0.0777597226757474,0.0383070724076242,0.0203848251189156"
"rs4959270",-1182.01269273234,"4.49188722766218e-16,1,0.503424657313295,0.462264149446734,0.550368549705353,0.53984063903675",-1181.45883940592,"0.999999996517085,0.18821475679777,0.432301681345812,0.407420522837135,0.502753884573339,0.527582199738095",-1181.98403598833,"0.0715079587165696,0.0360247233714726,0.503424624381802,0.462264431574034,0.532999030714028,0.539840747228881",-1181.71531364305,"0.00622271686897383,1,0.472884677069943,0.519744991605304,0.431097973724557,0.436383148248515",-1181.70865987361,"0.00752963461502498,0.904668348242148,0.471308760084066,0.518424470034939,0.430101857150746,0.435993831191547",-1181.71531364305,"0.00622271686897383,1,0.472884677069943,0.519744991605304,0.431097973724557,0.436383148248515",-1181.57348767418,"0.131405452436731,0.0186027892565915,0.503394689512064,0.462263167700773,0.547087263104979,0.537895251087494",-1182.01269273234,"4.49188722766218e-16,1,0.503424657313295,0.462264149446734,0.550368549705353,0.53984063903675",-1181.65447197576,"0.0111639328482888,0.30508890222652,0.478228260115295,0.524572004683735,0.434057366769809,0.434705813542498",-1181.69346095411,"0.0103284922217997,0.179066748200351,0.473930668422866,0.521052054627179,0.433124765955429,0.434976948130852"
"rs12203592",-590.361280929261,"7.76238969014827e-16,1,0.828244274946189,0.698275865723441,0.880617977491955,0.904977374888554",-588.644065180184,"0.99999999951256,0.230406146029739,0.721981222994257,0.575909527930145,0.829774074824955,0.891253803508229",-590.361280929261,"7.76238969014827e-16,1,0.828244274946189,0.698275865723441,0.880617977491955,0.904977374888554",-590.341809050018,"0.00243420888685043,1,0.166624325421253,0.294976507707443,0.116166464519101,0.0919677055954747",-590.341809050018,"0.00243420888685043,1,0.166624325421253,0.294976507707443,0.116166464519101,0.0919677055954747",-588.814776969926,"0.666610847668242,0.0309127080314725,0.171755922206174,0.301723916894476,0.0451844238132036,0.0950227510720174",-590.361280929261,"7.76238969014827e-16,1,0.828244274946189,0.698275865723441,0.880617977491955,0.904977374888554",-590.330025662416,"0.999999997879599,0.00238710808580121,0.828244624054384,0.698230987546172,0.880562520574703,0.90208079786904",-590.196849742442,"0.0249344571826354,0.134938267029442,0.164967013942631,0.2936495261305,0.113806364888787,0.086851743997472",-590.341809050018,"0.00243420888685043,1,0.166624325421253,0.294976507707443,0.116166464519101,0.0919677055954747"
"rs1042602",-896.174472880838,"1.4114682597914e-17,1,0.813380283279939,0.859649128064878,0.816588785356022,0.759927797863366",-896.174472880838,"1.4114682597914e-17,1,0.813380283279939,0.859649128064878,0.816588785356022,0.759927797863366",-896.174472880838,"1.4114682597914e-17,0.00124863224547811,0.813380283279939,0.859649128064878,0.816588785356022,0.759927797863366",-881.714110774416,"0.0512591905227629,1,0.0931919610597446,0.0802713598834075,0.103000775650027,0.120439418618474",-880.940392897476,"0.252661981263016,0.508281225495693,0.055569161269893,0.0482549129445695,0.0739038825432711,0.113284733087222",-881.714110774416,"0.0512591905227629,0.999999996815763,0.0931919610597446,0.0802713598834075,0.103000775650027,0.120439418618474",-896.174472880838,"1.4114682597914e-17,0.0073857260556429,0.813380283279939,0.859649128064878,0.816588785356022,0.759927797863366",-896.174472880838,"0.000102032349415497,0.00021757540597872,0.813380283279939,0.859649128064878,0.816588785356022,0.759927797863366",-881.714110774416,"0.0512591905227629,0.999999996996947,0.0931919610597446,0.0802713598834075,0.103000775650027,0.120439418618474",-881.714110774416,"0.0512591905227629,1,0.0931919610597446,0.0802713598834075,0.103000775650027,0.120439418618474"
"rs1393350",-678.47785062364,"3.76200529239779e-17,1,0.869863012051234,0.87301587088765,0.879854367911436,0.851562501156273",-678.47785062364,"0.148170197408637,0.0125690728404942,0.869863012051234,0.87301587088765,0.879854367911436,0.851562501156273",-678.47785062364,"3.76200529239779e-17,0.0322685662679711,0.869863012051234,0.87301587088765,0.879854367911436,0.851562501156273",-676.059103708074,"0.0256432402357141,1,0.0918233960201835,0.0959876025838406,0.0896345618917326,0.104252202962663",-673.292524436527,"0.999999999815001,0.30188530749542,0.0315263901917139,0.0348900203448312,0.0449936199987004,0.0912013637717787",-675.901834466508,"0.116481406814543,0.605702992124574,0.088289386515554,0.0920707843126614,0.0801271856107212,0.105734998183924",-678.47785062364,"4.70250661549724e-18,0.000310496979759676,0.869863012051234,0.87301587088765,0.879854367911436,0.851562501156273",-678.477354354445,"0.999998608971266,0.00105291301376788,0.869862469548145,0.873016085071846,0.879854646642555,0.851472585471844",-676.059103708074,"0.0256432402357141,1,0.0918233960201835,0.0959876025838406,0.0896345618917326,0.104252202962663",-676.042799345527,"0.0258967589732052,0.999999957109058,0.0914932094430632,0.0957028886630456,0.0914136073342578,0.103866206228789"
"rs12913832",-1153.1114986054,"0.0221175777317407,1,0.37475994804645,0.544996129224651,0.403724430169473,0.229796698125187",-1153.1114986054,"0.0221175777317407,1,0.37475994804645,0.544996129224651,0.403724430169473,0.229796698125187",-1153.05571292145,"0.0520940580653376,0.731848575827757,0.370227138990482,0.540189127354872,0.394015405954003,0.231613222462045",-1156.821513094,"5.23219505465658e-16,1,0.544776111182236,0.390909084029553,0.528301887739308,0.70428015236694",-1155.43576835355,"0.999999999378569,0.201763183112003,0.450795248734586,0.321571453544923,0.46507952291395,0.688751529886892",-1156.80330747839,"0.0596727961675723,0.0510059532876775,0.544775520988226,0.390909182285705,0.513723546325609,0.704280656162838",-1151.24787305438,"0.136966569047616,0.0989761457922011,0.422886416499577,0.587198683961592,0.43350172386942,0.224747768504403",-1153.04145277256,"0.0224914509163786,0.999999985252321,0.373427858359457,0.54389408411593,0.407797244522503,0.22875183304578",-1156.821513094,"5.23219505465658e-16,0.01486654283836,0.544776111182236,0.390909084029553,0.528301887739308,0.70428015236694",-1156.80477533087,"0.999999920770653,0.00152047762106789,0.544776897923462,0.390901729218776,0.528295268874437,0.703066769746485"
"rs1800407",-521.517886883245,"1.73437643286004e-17,1,0.894039735840719,0.94827586082326,0.907110091163187,0.928861788138001",-521.517886883245,"0.45389064872641,0.00694204044793396,0.894039735840719,0.94827586082326,0.907110091163187,0.928861788138001",-521.517886883245,"1.73437643286004e-17,0.0130027145310785,0.894039735840719,0.94827586082326,0.907110091163187,0.928861788138001",-517.817157137785,"0.0389697857134544,1,0.0609670758977658,0.0323869635840383,0.0579414100905195,0.0392553912867174",-517.348550878116,"0.119678549536571,0.604313868973574,0.0468615783154494,0.0249339291494012,0.0486458417720573,0.0374375686392924",-517.043400581457,"0.324636918995588,0.51585635820412,0.0571453353716959,0.0300004116200213,0.0399640134498805,0.041326239245398",-521.050493472841,"0.999999951393489,0.000800196698581437,0.894039766389313,0.948276067266061,0.905390179075894,0.928717106366181",-521.513454978477,"0.99999980129075,0.00148427052951375,0.894039956022512,0.948275847067213,0.90710875449368,0.928506341362745",-517.817157137785,"0.0389697857134544,1,0.0609670758977658,0.0323869635840383,0.0579414100905195,0.0392553912867174",-517.817157137785,"0.0389697857134544,1,0.0609670758977658,0.0323869635840383,0.0579414100905195,0.0392553912867174"
