"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-278.354868183051,"2.00069123920591e-16,1,0.961538461494155,0.976190476364027,0.967775467571408,0.969964664635628",-278.354868183051,"2.00069123920591e-16,1,0.961538461494155,0.976190476364027,0.967775467571408,0.969964664635628",-278.354868183051,"2.00069123920591e-16,1,0.961538461494155,0.976190476364027,0.967775467571408,0.969964664635628",-277.709051987419,"0.0243341152103321,1,0.0268521645866612,0.0171625855451115,0.023761767459773,0.0206475635265739",-277.04946530251,"0.999999998352606,0.292683411631356,0.00992356065935161,0.00650728596035743,0.0125271526617405,0.0187348354167376",-276.447402428794,"0.999999999859909,0.343278088222881,0.0295916164084539,0.0186741598977819,3.91809750825452e-12,0.0247175525342212",-278.354868183051,"2.00069123920591e-16,1,0.961538461494155,0.976190476364027,0.967775467571408,0.969964664635628",-277.876086609208,"0.503002703718851,0.00783300646514566,0.961509588354065,0.976100364794069,0.966746382744641,0.964463215905846",-274.357661057419,"0.999999998203523,0.00148162675207615,0.038461496386253,0.0238097331211133,0.0280653009325477,0.0296567129596732",-277.709051987419,"0.0243341152103321,1,0.0268521645866612,0.0171625855451115,0.023761767459773,0.0206475635265739"
"rs28777",-864.919471651954,"0.0356475307589761,1,0.458568755551203,0.447671316688229,0.507805062707596,0.422085492191527",-864.913157074324,"0.0412960535335121,0.920757792850476,0.452367230669737,0.442258097708338,0.503970821369419,0.421314691876709",-863.401103614219,"0.425364553568304,0.466747151743391,0.455485547782086,0.439295746926643,0.384224303033583,0.442992746045978",-872.227632165786,"1.0188165230867e-17,1,0.408730160885572,0.449999994567634,0.380281689771781,0.446236560108211",-872.227632165786,"1.0188165230867e-17,1,0.408730160885572,0.449999994567634,0.380281689771781,0.446236560108211",-872.227632165786,"1.0188165230867e-17,0.226634026580354,0.408730160885572,0.449999994567634,0.380281689771781,0.446236560108211",-864.919471651954,"0.0356475307589761,1,0.458568755551203,0.447671316688229,0.507805062707596,0.422085492191527",-864.919471651954,"0.0356475307589761,1,0.458568755551203,0.447671316688229,0.507805062707596,0.422085492191527",-872.227632165786,"1.0188165230867e-17,5.91727383469377e-05,0.408730160885572,0.449999994567634,0.380281689771781,0.446236560108211",-872.227632165786,"1.0188165230867e-17,1,0.408730160885572,0.449999994567634,0.380281689771781,0.446236560108211"
"rs16891982",-1297.51386350919,"0.0594844411264604,1,0.265632884496476,0.259786527991326,0.358080987256185,0.211194831608199",-1297.51386350919,"0.0594844411264604,0.999999998414439,0.265632884496476,0.259786527991326,0.358080987256185,0.211194831608199",-1297.51386350919,"0.0594844411264604,1,0.265632884496476,0.259786527991326,0.358080987256185,0.211194831608199",-1328.88660383512,"1.14038941001503e-17,1,0.519108289180974,0.5877193066369,0.460167716977599,0.591726615743594",-1328.88660383512,"0.319538244879778,0.0186717410764206,0.519108289180974,0.5877193066369,0.460167716977599,0.591726615743594",-1328.88660383512,"1.14038941001503e-17,0.0545303632995173,0.519108289180974,0.5877193066369,0.460167716977599,0.591726615743594",-1297.27088413229,"0.0740531731631589,0.514930142244451,0.292466510209639,0.282577116214732,0.377185383020526,0.211516981140086",-1297.36321045011,"0.0601554240122089,0.999999947716623,0.263501980381521,0.258197312455956,0.369569347311214,0.209332964513131",-1328.88660383512,"0.00195112730254443,3.14719030730969e-05,0.519108289180974,0.5877193066369,0.460167716977599,0.591726615743594",-1328.88660383512,"0.0104441359896526,5.73169275156052e-06,0.519108289180974,0.5877193066369,0.460167716977599,0.591726615743594"
"rs12821256",-239.108880167339,"3.42637545173732e-16,1,0.959459460714612,0.933333335378422,0.948881788834763,0.967914438613145",-239.088750017625,"0.999999979738362,0.157840627189226,0.953967411707639,0.926655854278695,0.944328570046874,0.967420028672634",-239.108880167339,"4.28296931467165e-17,0.176117013322642,0.959459460714612,0.933333335378422,0.948881788834763,0.967914438613145",-238.746689663556,"0.0184017497043452,1,0.0313187688458337,0.0537945477064346,0.0407232344975993,0.0243014049144435",-238.743034301571,"0.0215401689306921,0.918325941806305,0.0308764797340954,0.053112425809563,0.040362401146281,0.0242321214484714",-236.947760392909,"0.999999999437413,0.345072658060899,0.0314075095917369,0.0532394499948472,2.52379247755531e-11,0.026308916101815",-239.025824460736,"0.999999994231993,0.000506907601847773,0.959459155507397,0.933333830461853,0.948099417479866,0.967888654805835",-239.108880167339,"3.42637545173732e-16,1,0.959459460714612,0.933333335378422,0.948881788834763,0.967914438613145",-238.709061581376,"0.0316070188172419,0.307925353622772,0.0335711559215744,0.0572923253221906,0.0423527462606371,0.0240612900463618",-238.746689663556,"0.0184017497043452,1,0.0313187688458337,0.0537945477064346,0.0407232344975993,0.0243014049144435"
"rs4959270",-1182.11791612247,"5.84432459300825e-16,1,0.489726017501793,0.433962269984059,0.54422604326211,0.541832671561598",-1182.04515555928,"0.9999999797075,0.146775315969865,0.466302917833458,0.416569113035064,0.528338106509838,0.539472534195376",-1182.11791612247,"1.46108114825206e-16,0.0444812585192251,0.489726017501793,0.433962269984059,0.54422604326211,0.541832671561598",-1180.18012877251,"0.0158307096250885,1,0.449827740981435,0.520430429481925,0.408565695928295,0.39799671823401",-1180.17992732717,"0.0161632194108901,0.988206692067971,0.449440263443709,0.520101127663741,0.408334068019022,0.397943455549462",-1180.18012877251,"0.0158307096250885,0.999999998053958,0.449827740981435,0.520430429481925,0.408565695928295,0.39799671823401",-1182.11145469691,"0.999996049004231,0.000242658588882039,0.489727204585394,0.433962358853533,0.543817979855195,0.541827138580348",-1182.11791612247,"1.46108114825206e-16,0.000315981392257496,0.489726017501793,0.433962269984059,0.54422604326211,0.541832671561598",-1180.03788653534,"0.0278746126851618,0.287854286658124,0.467186709487572,0.535581564959437,0.418970482142653,0.397472425964973",-1179.71052955064,"0.0533988519740633,0.0732125213240641,0.462115179784552,0.533322068168233,0.417276801997147,0.39359634650549"
"rs12203592",-597.006708267877,"1.61087050303921e-15,1,0.828244271381449,0.698275865477973,0.880617977817722,0.898190045236985",-595.475019572883,"0.999999997999688,0.22856583663198,0.725493744431416,0.579617677178957,0.831443679615235,0.884239517899736",-597.006708267877,"1.61087050303921e-15,1,0.828244271381449,0.698275865477973,0.880617977817722,0.898190045236985",-596.997130585992,"0.0016951822475325,1,0.168171347164385,0.297020215916415,0.117137658611852,0.0995398880008376",-596.997130585992,"0.0016951822475325,1,0.168171347164385,0.297020215916415,0.117137658611852,0.0995398880008376",-595.483489559916,"0.664276881743288,0.0505957217638827,0.171755992777958,0.301724094063436,0.0454775148638044,0.101810031578623",-597.006708267877,"1.61087050303921e-15,1,0.828244271381449,0.698275865477973,0.880617977817722,0.898190045236985",-596.960623864104,"0.297197453105364,0.00408674128075852,0.828244432740492,0.69819990688709,0.880373279004363,0.894614445411619",-596.77162832923,"0.999999991608558,0.000475901525447522,0.1717557923214,0.301723665604306,0.117130867848511,0.101755833919183",-596.997130585992,"0.0016951822475325,1,0.168171347164385,0.297020215916415,0.117137658611852,0.0995398880008376"
"rs1042602",-865.357251717359,"1.95414454229874e-16,1,0.823943663919615,0.885964910300696,0.825934578167286,0.772563176319695",-865.357251717359,"0.0782211660397972,0.0100407364269917,0.823943663919615,0.885964910300696,0.825934578167286,0.772563176319695",-865.357251717359,"1.95414454229874e-16,0.0765055187794307,0.823943663919615,0.885964910300696,0.825934578167286,0.772563176319695",-851.818903832086,"0.0529869388970351,1,0.0850846171422051,0.062799244052599,0.0950423635514722,0.111098322852503",-850.837972185402,"0.198028694830707,0.562181135209774,0.0550238191429105,0.04073797322941,0.0714996289269035,0.103814236219065",-851.818903832086,"0.0529869388970351,0.999999990119605,0.0850846171422051,0.062799244052599,0.0950423635514722,0.111098322852503",-865.357251717359,"3.09959767334676e-05,4.17845707424138e-06,0.823943663919615,0.885964910300696,0.825934578167286,0.772563176319695",-865.357251717359,"1.95414454229874e-16,0.000577464540085875,0.823943663919615,0.885964910300696,0.825934578167286,0.772563176319695",-851.818903832086,"0.0529869388970351,1,0.0850846171422051,0.062799244052599,0.0950423635514722,0.111098322852503",-851.818903832086,"0.0529869388970351,1,0.0850846171422051,0.062799244052599,0.0950423635514722,0.111098322852503"
"rs1393350",-642.179915929332,"2.93589507430672e-17,1,0.880136985194721,0.904761906785722,0.879854368068549,0.875000000512027",-642.179915929332,"0.825642492403551,0.00161796768605507,0.880136985194721,0.904761906785722,0.879854368068549,0.875000000512027",-642.171477832648,"0.0573388101348416,0.0248079380411105,0.880136758258868,0.904761888129739,0.87386413096954,0.87499993095933",-638.207926185319,"0.0341706040192702,1,0.0744691620628724,0.0641681984368279,0.080645384634532,0.0764502682586528",-636.591497404601,"0.822686627975021,0.3317456916725,0.0257961190696709,0.0226167263261198,0.0409865475421408,0.0678429081353725",-638.207926185319,"0.0341706040192702,1,0.0744691620628724,0.0641681984368279,0.080645384634532,0.0764502682586528",-642.179915929332,"2.93589507430672e-17,1,0.880136985194721,0.904761906785722,0.879854368068549,0.875000000512027",-642.179915927095,"0.00472299867845486,0.000600090142232521,0.880136796101046,0.904760078540412,0.879854416071075,0.874999576481432",-638.207926185319,"0.0341706040192702,1,0.0744691620628724,0.0641681984368279,0.080645384634532,0.0764502682586528",-638.138604695356,"0.0347021932033722,0.999999967090129,0.0738891404199262,0.0637386217796596,0.0826289629807831,0.075823789470102"
"rs12913832",-1153.83517398993,"0.0228644445527904,1,0.379162734144718,0.523798047531603,0.386649305253023,0.23101577634396",-1153.83517398993,"0.0228644445527904,0.999999996357362,0.379162734144718,0.523798047531603,0.386649305253023,0.23101577634396",-1153.68508357235,"0.10937917626675,0.591833794551435,0.373208958902886,0.516970970839466,0.362181828696633,0.235446096782343",-1157.80486863498,"3.13363336528255e-16,1,0.53731343073182,0.409090908577786,0.543632075487311,0.70038910783797",-1157.17202947403,"0.999999996368714,0.183482298492592,0.473050080692355,0.360866900102996,0.500479337321728,0.691512825846542",-1157.80486863498,"3.13363336528255e-16,1,0.53731343073182,0.409090908577786,0.543632075487311,0.70038910783797",-1152.55316945601,"0.0967552395692519,0.127347690121308,0.422253691931597,0.562499352831089,0.412792194031233,0.226797926312309",-1153.82579806927,"0.0230601273690527,0.999999980915574,0.37846130746787,0.523214001191276,0.391331476070055,0.23046554570039",-1157.80486863498,"1.31490499032184e-06,3.61865883282698e-05,0.53731343073182,0.409090908577786,0.543632075487311,0.70038910783797",-1157.80397309478,"0.99999953813645,0.00108328669562139,0.537312590308742,0.409092100660716,0.543631908423331,0.700210740386395"
"rs1800407",-514.94430943375,"2.36258140851086e-18,1,0.903973507218342,0.956896552034617,0.90940366766006,0.922764227091897",-514.94430943375,"0.217153562222061,0.0113462821040456,0.903973507218342,0.956896552034617,0.90940366766006,0.922764227091897",-514.94430943375,"2.36258140851086e-18,1,0.903973507218342,0.956896552034617,0.90940366766006,0.922764227091897",-512.993707253339,"0.0283308112446761,1,0.064426866606859,0.0308466366804723,0.0647780222991102,0.0506986715083583",-512.393260414106,"0.154998982282349,0.503774179145207,0.0456828589528148,0.0220460662947456,0.0515271424936027,0.0470622279119816",-511.823014994565,"0.538021490071634,0.425812183469449,0.0623816350402391,0.0294844939912484,0.0317056086907169,0.0543677616989312",-514.368621960277,"0.37536059548522,0.00641905108854784,0.903972934950011,0.956896537604543,0.907553788151889,0.92235300416221",-514.910966488941,"0.999999945691735,0.0022107923438003,0.903973971339517,0.956897124754708,0.909385869818126,0.920764983436266",-512.993707253339,"0.0283308112446761,1,0.064426866606859,0.0308466366804723,0.0647780222991102,0.0506986715083583",-512.993707253339,"0.0283308112446761,1,0.064426866606859,0.0308466366804723,0.0647780222991102,0.0506986715083583"
