"locus","null.major.loglik","null.major.pars","cluster.major.loglik","cluster.major.pars","popfluc.major.loglik","popfluc.major.pars","insol.major.loglik","insol.major.pars","milk.major.loglik","milk.major.pars","null.minor.loglik","null.minor.pars","cluster.minor.loglik","cluster.minor.pars","popfluc.minor.loglik","popfluc.minor.pars","insol.minor.loglik","insol.minor.pars","milk.minor.loglik","milk.minor.pars","cluster.inv.major.loglik","cluster.inv.major.pars","popfluc.inv.major.loglik","popfluc.inv.major.pars","insol.inv.major.loglik","insol.inv.major.pars","milk.inv.major.loglik","milk.inv.major.pars","cluster.inv.minor.loglik","cluster.inv.minor.pars","popfluc.inv.minor.loglik","popfluc.inv.minor.pars","insol.inv.minor.loglik","insol.inv.minor.pars","milk.inv.minor.loglik","milk.inv.minor.pars"
"rs1805008",-295.420042827416,"1.71937841300469e-16,1,0.96153846343564,0.968253966409656,0.964656964820646,0.968197881108459",-295.420042827416,"1.71937841300469e-16,1,0.96153846343564,0.968253966409656,0.964656964820646,0.968197881108459",-294.505335710558,"0.659904542669369,0.0012117777339088,0.925453800530584,0.968253734942471,0.964656979053537,0.968198150664486",-295.420042827416,"0.111038462352629,0.0101921965980062,0.96153846343564,0.968253966409656,0.964656964820646,0.968197881108459",-294.438533049703,"0.999999999300171,0.133868384502067,0.890961174748906,0.967191746865642,0.964110239616804,0.965478999887076",-291.331411741006,"0.0263820736644137,1,0.0238317832184447,0.0222790145898052,0.0253884610874028,0.0211659311304237",-291.331411741006,"0.0263820736644137,1,0.0238317832184447,0.0222790145898052,0.0253884610874028,0.0211659311304237",-291.331411741006,"0.0263820736644137,1,0.0238317832184447,0.0222790145898052,0.0253884610874028,0.0211659311304237",-291.331411741006,"0.0263820736644137,1,0.0238317832184447,0.0222790145898052,0.0253884610874028,0.0211659311304237",-291.331411741006,"0.0263820736644137,1,0.0238317832184447,0.0222790145898052,0.0253884610874028,0.0211659311304237",-295.420042827416,"1.71937841300469e-16,0.0232824141875786,0.96153846343564,0.968253966409656,0.964656964820646,0.968197881108459",-295.411110770208,"0.999999712026887,0.0472630086014956,0.961469410058977,0.968113166523947,0.964638153328138,0.968154859457841",-295.420042827416,"1.71937841300469e-16,0.527116359206607,0.96153846343564,0.968253966409656,0.964656964820646,0.968197881108459",-295.420042827416,"1.71937841300469e-16,0.0337253304395234,0.96153846343564,0.968253966409656,0.964656964820646,0.968197881108459",-286.637614645618,"0.893538021563818,0.0638342696003285,0.00134382618722621,0.0273410229626979,0.0316598729402369,0.00044173117173263",-290.490387735586,"0.748866675085163,0.16668255894413,0.0142822740561319,0.0130879939813463,0.0224552209871037,0.0167179136046318",-291.083720333418,"0.315343805776617,0.1889458503889,0.0171564174761938,0.0106943642269995,0.0266762895252017,0.0293973663521506",-290.934277178998,"0.0881583363747773,0.272688714938669,0.0228174081441204,0.0179121514631565,0.0225971445929132,0.0221322514804176"
"rs28777",-862.489182497268,"0.0293069588432296,1,0.430295178400941,0.406309142836336,0.558557758246122,0.445522328646592",-861.472559905186,"0.0563539797765869,0.545233534894538,0.454579506568443,0.376930895567943,0.533063730225721,0.501555211171588",-861.53349940685,"0.147699871913299,0.287841340779256,0.429376158255308,0.389120251692401,0.561477213407153,0.464118038530193",-862.489182497268,"0.0293069588432296,1,0.430295178400941,0.406309142836336,0.558557758246122,0.445522328646592",-862.395960674649,"0.0297970918768857,0.999999988443413,0.450821722396612,0.424468901401244,0.557010721259081,0.443706040635974",-867.356341576496,"4.06102953385859e-17,1,0.460317461960263,0.509999992626,0.35211267637248,0.446236554668803",-867.356341576496,"4.06102953385859e-17,0.00209646331689106,0.460317461960263,0.509999992626,0.35211267637248,0.446236554668803",-867.356341576496,"4.06102953385859e-17,0.00559993765679965,0.460317461960263,0.509999992626,0.35211267637248,0.446236554668803",-867.356341576496,"4.06102953385859e-17,0.0205752441640594,0.460317461960263,0.509999992626,0.35211267637248,0.446236554668803",-867.356341576496,"4.06102953385859e-17,0.00583500403310916,0.460317461960263,0.509999992626,0.35211267637248,0.446236554668803",-862.464454858366,"0.0304662115298254,0.99999998952806,0.426251296732838,0.409751735340491,0.559820455938737,0.441371816293873",-862.480411692939,"0.0294855999896843,0.999999988052266,0.43512558814811,0.405800317641143,0.557993838692523,0.444861155519879",-861.120603344653,"0.113307286170071,0.330332977019385,0.368064275292624,0.330753230040119,0.547978923190055,0.493313274052669",-861.970015711905,"0.167467369048868,0.167495044291045,0.367401639421174,0.319069950011846,0.547880182953347,0.494076838026588",-867.356341576496,"4.06102953385859e-17,0.0315592000010754,0.460317461960263,0.509999992626,0.35211267637248,0.446236554668803",-867.356341576496,"0.281770126061098,0.0048574702187752,0.460317461960263,0.509999992626,0.35211267637248,0.446236554668803",-867.356341576496,"4.06102953385859e-17,1,0.460317461960263,0.509999992626,0.35211267637248,0.446236554668803",-867.337816165396,"0.0521288195486232,0.00223016765427595,0.420755285293356,0.474452514416988,0.352112867262436,0.446236139700036"
"rs16891982",-1300.12496908031,"0.0580137922433567,1,0.275467540817657,0.29337706620137,0.365434916372292,0.216604571888249",-1299.68159587497,"0.0719464646924273,0.779370834039323,0.304603328259022,0.280107718066585,0.353961298355861,0.263932638266329",-1298.69072226342,"0.196855454643872,0.34794800681806,0.287934381762307,0.288940651243307,0.374073036393307,0.241937763382007",-1300.12496908031,"0.0580137922433567,1,0.275467540817657,0.29337706620137,0.365434916372292,0.216604571888249",-1299.20327661006,"0.163894659579073,0.486837052157785,0.220093489680633,0.336844616822203,0.396832986737541,0.203728647954491",-1330.18439576076,"4.42410303531919e-17,1,0.512738851008756,0.552631567166484,0.458071284867802,0.589928048446562",-1330.18439576076,"4.42410303531919e-17,0.0949820223201266,0.512738851008756,0.552631567166484,0.458071284867802,0.589928048446562",-1330.18439576076,"4.42410303531919e-17,0.026517199467857,0.512738851008756,0.552631567166484,0.458071284867802,0.589928048446562",-1330.18439576076,"4.42410303531919e-17,0.0191511585303315,0.512738851008756,0.552631567166484,0.458071284867802,0.589928048446562",-1330.18439576076,"0.194194095651273,0.0010395750555852,0.512738851008756,0.552631567166484,0.458071284867802,0.589928048446562",-1300.12496908031,"0.0580137922433567,1,0.275467540817657,0.29337706620137,0.365434916372292,0.216604571888249",-1300.12496908031,"0.0580137922433567,1,0.275467540817657,0.29337706620137,0.365434916372292,0.216604571888249",-1299.7151084002,"0.0848586242932756,0.634353424024435,0.250866868239801,0.264993024249947,0.360849289540388,0.242883747155635",-1300.12496908031,"0.0580137922433567,1,0.275467540817657,0.29337706620137,0.365434916372292,0.216604571888249",-1330.18439576076,"4.42410303531919e-17,1,0.512738851008756,0.552631567166484,0.458071284867802,0.589928048446562",-1330.18439576076,"0.133171148932016,0.000388771938812699,0.512738851008756,0.552631567166484,0.458071284867802,0.589928048446562",-1330.18439576076,"0.178999407518658,0.00264584481999358,0.512738851008756,0.552631567166484,0.458071284867802,0.589928048446562",-1330.18439576076,"4.42410303531919e-17,0.01630176734619,0.512738851008756,0.552631567166484,0.458071284867802,0.589928048446562"
"rs12821256",-238.126053684694,"2.904649515477e-16,1,0.954954955434701,0.933333337645856,0.947284344302696,0.97326203165194",-238.126053684694,"2.904649515477e-16,1,0.954954955434701,0.933333337645856,0.947284344302696,0.97326203165194",-238.126053684694,"2.904649515477e-16,1,0.954954955434701,0.933333337645856,0.947284344302696,0.97326203165194",-238.08250134535,"0.999999997290936,0.0980581143256284,0.954907538657172,0.933325025291329,0.946802890487921,0.968515872372387",-238.126053684694,"2.904649515477e-16,1,0.954954955434701,0.933333337645856,0.947284344302696,0.97326203165194",-237.82162160288,"0.0169507497515574,1,0.0355650513542697,0.0547556217447581,0.0427994023261841,0.0206874197156059",-237.616498284404,"0.0590812176630269,0.308814250702816,0.0398267211791016,0.0497074255382204,0.0398202621365725,0.0258112331457052",-237.242591665919,"0.829477931069998,0.00139768970997172,0.0106059783365349,0.0666665332108067,0.0527155073893893,0.026737988773341",-237.82162160288,"0.0169507497515574,1,0.0355650513542697,0.0547556217447581,0.0427994023261841,0.0206874197156059",-237.664783624788,"0.999999993904024,0.125146042454691,0.0172878768044694,0.0653219853479482,0.0522084890358677,0.0252010111925342",-238.126053684694,"2.904649515477e-16,0.441810311126695,0.954954955434701,0.933333337645856,0.947284344302696,0.97326203165194",-238.120735252293,"0.999999961707479,0.0650697424614847,0.954048983565827,0.931388324416277,0.946945044396984,0.973019076276618",-238.124900506244,"0.999999178374979,0.0495250610934659,0.954827399458482,0.932318426447382,0.947279599166023,0.973261997053344",-237.900291072772,"0.304639640432153,0.00212288965850517,0.876968302816506,0.846755497773038,0.947284414810914,0.973262136728213",-237.53422942688,"0.561829519674754,0.0394722131003009,0.0149963228738305,0.0657256190379063,0.0512981216145082,0.00667510659005642",-237.82162160288,"0.0169507497515574,1,0.0355650513542697,0.0547556217447581,0.0427994023261841,0.0206874197156059",-237.764221665904,"0.0436951998518259,0.402563251406514,0.0327594667171887,0.0487713246743465,0.0424600392880761,0.0228057564443213",-237.717963114806,"0.0983412083588946,0.164068219657834,0.0307764574792842,0.0449981227686709,0.0417532845819819,0.023411831667315"
"rs4959270",-1181.60713692298,"9.51959008535789e-16,1,0.500000000224751,0.4811320755223,0.542997536251874,0.557768925453272",-1181.60713692298,"7.43717975418585e-18,0.00712064420925022,0.500000000224751,0.4811320755223,0.542997536251874,0.557768925453272",-1181.59307618212,"0.0372398317006478,0.0870640061805728,0.491407608665509,0.475248072582715,0.54265475897146,0.557539161631107",-1181.60713692298,"9.51959008535789e-16,1,0.500000000224751,0.4811320755223,0.542997536251874,0.557768925453272",-1181.5207060876,"0.999999992088973,0.0681972304326816,0.460469908873577,0.481075833058156,0.542988653636406,0.557547862109627",-1180.87189649573,"0.00977403556618014,1,0.462750901914442,0.490464469918493,0.427806049845058,0.40527478573737",-1180.09459925748,"0.209975521000723,0.000116569865781666,0.497944851103721,0.466325762792724,0.422165731819742,0.440445214880575",-1180.87144215753,"0.0107218426376794,0.883396032177852,0.46332016411228,0.490742095973418,0.427884923226653,0.405611392421172",-1180.28306670495,"0.0889335647193965,0.250899256919394,0.484353955746151,0.512424798280304,0.431074863665242,0.364522766004177",-1180.84747803717,"0.011830450212939,0.864118709530379,0.467187543623894,0.496532458302533,0.427886145280225,0.403639962539887",-1181.60713692298,"9.51959008535789e-16,0.00340585543637215,0.500000000224751,0.4811320755223,0.542997536251874,0.557768925453272",-1181.60713692298,"9.51959008535789e-16,0.00441523028573107,0.500000000224751,0.4811320755223,0.542997536251874,0.557768925453272",-1181.10452137968,"0.999999993558383,0.0824367013751896,0.47212452559755,0.417826614316957,0.539770619066283,0.557674923364097",-1181.53685767857,"0.0959679997605919,0.00219615848233826,0.424904823155115,0.415342259151389,0.542997335464911,0.557769797636348",-1180.8570355775,"0.0860871333585449,0.118352293966478,0.434733613449778,0.517833721417472,0.453935097161359,0.347287488874887",-1180.85437127672,"0.0150402797455814,0.632607721957549,0.461391403029919,0.490345910686698,0.426994687313344,0.403038751067748",-1180.87189649573,"0.00977403556618014,1,0.462750901914442,0.490464469918493,0.427806049845058,0.40527478573737",-1180.87186757421,"0.00987518448850344,0.979252975349513,0.462988947198964,0.490376170674593,0.427737904418529,0.405303286603512"
"rs12203592",-608.911305061564,"3.23549607842815e-15,1,0.797709920795394,0.698275862144891,0.870786516634496,0.911764703004708",-608.911305061564,"3.23549607842815e-15,1,0.797709920795394,0.698275862144891,0.870786516634496,0.911764703004708",-605.507158533464,"0.49007966990857,0.0985999572632182,0.687441540947614,0.600432341943485,0.866838410765353,0.909925615025418",-608.894741270432,"0.999999998393081,0.0784180987256789,0.797697683005727,0.698274257800957,0.870636819024103,0.907844192802865",-607.960006035527,"0.999999997410235,0.104337080417162,0.681176724712835,0.69660257192053,0.870503066970581,0.910140648501527",-608.899903028441,"0.00183331567903342,1,0.197891890360866,0.296637890493314,0.12661633900697,0.0860773770045374",-606.131899838089,"0.229738048732442,0.0456163128205017,0.199771265615279,0.250468347360249,0.0921697310780702,0.0877171483915124",-608.896133050831,"0.00290694603166026,0.683134829508813,0.197485508002786,0.296011097070276,0.126260893808812,0.0858375182680931",-608.549246776003,"0.0536696296513625,0.302854873828323,0.19039754019584,0.293070091633808,0.116840103168695,0.0691211721999955",-608.879680234816,"0.00308816441664981,0.999999970448418,0.196376377656525,0.294919077818871,0.12485511641547,0.0846199073483221",-608.766901045357,"0.236384060584269,0.0151916650767054,0.748250037106017,0.697493779979682,0.87012259006479,0.885036372700167",-607.56659197353,"0.999999999927189,0.116976125947463,0.727364869601695,0.609874704031386,0.851393981661967,0.89391617637879",-604.935316971347,"0.99999999906069,0.110142720424949,0.720745115268124,0.507350670648745,0.860509255888715,0.911222025707247",-606.230427855156,"0.484088476676058,0.00251910889717636,0.351278918490254,0.282688483577699,0.870786701496739,0.911764237488723",-608.899903028441,"0.00183331567903342,1,0.197891890360866,0.296637890493314,0.12661633900697,0.0860773770045374",-608.886657796363,"0.00358709864506078,0.723009765844415,0.1958165353397,0.294323256511726,0.125333774748769,0.0849502365171906",-608.899903028441,"0.00183331567903342,1,0.197891890360866,0.296637890493314,0.12661633900697,0.0860773770045374",-608.841895788015,"0.0135080534503774,0.255050501714896,0.192151951767207,0.284958138681225,0.12232176431821,0.084437033377377"
"rs1042602",-889.388441495437,"1.28952541298811e-16,1,0.834507041575621,0.833333337254907,0.813084113109471,0.770758124422022",-889.388441495437,"3.22381353247027e-17,0.00524673766989961,0.834507041575621,0.833333337254907,0.813084113109471,0.770758124422022",-889.388441495437,"1.28952541298811e-16,0.0163017193979747,0.834507041575621,0.833333337254907,0.813084113109471,0.770758124422022",-889.388441495437,"0.206299117108845,0.00855588211945481,0.834507041575621,0.833333337254907,0.813084113109471,0.770758124422022",-889.388441495437,"0.173709126381068,0.00217040312764711,0.834507041575621,0.833333337254907,0.813084113109471,0.770758124422022",-874.495792088452,"0.0542658858943086,1,0.0778958089891734,0.0933974215120377,0.101256231839542,0.109958633691512",-874.264357227464,"0.0600673380136152,0.906760739374548,0.083045504657923,0.0899980892538572,0.0980446700651807,0.12174246406511",-871.527297757619,"0.370008212797882,0.249030607499999,0.0661800673011967,0.0681623776197181,0.104889751564943,0.130314703111938",-874.495792088452,"0.0542658858943086,1,0.0778958089891734,0.0933974215120377,0.101256231839542,0.109958633691512",-872.171750159084,"0.250843270189377,0.380506453272531,0.0414127827391898,0.114959454850644,0.123119844425184,0.102600852834666",-889.388441495437,"2.01488345779392e-18,0.00223579468365834,0.834507041575621,0.833333337254907,0.813084113109471,0.770758124422022",-889.386576589128,"0.99999874736418,0.036121620561658,0.834489080832491,0.833273503562004,0.81307825085246,0.770707353554589",-889.388441495437,"0.421248344248988,0.00840440112559604,0.834507041575621,0.833333337254907,0.813084113109471,0.770758124422022",-889.388441495437,"1.28952541298811e-16,0.00527020980710343,0.834507041575621,0.833333337254907,0.813084113109471,0.770758124422022",-874.240812313526,"0.0577066379159647,0.984768898236981,0.0745666193911493,0.0951495697950663,0.101842696022778,0.104798388611788",-874.495792088452,"0.0542658858943086,1,0.0778958089891734,0.0933974215120377,0.101256231839542,0.109958633691512",-874.283541956891,"0.0909971503310681,0.568748101023076,0.0659196507924901,0.0764408625177676,0.0975799755381158,0.127889605373887",-874.495792088452,"0.0542658858943086,1,0.0778958089891734,0.0933974215120377,0.101256231839542,0.109958633691512"
"rs1393350",-696.049219984311,"2.29751170187176e-17,1,0.856164383147077,0.849206347490568,0.871359223753425,0.861328124645996",-696.049219984311,"2.29751170187176e-17,0.0401177637968654,0.856164383147077,0.849206347490568,0.871359223753425,0.861328124645996",-696.049219984311,"2.29751170187176e-17,0.00341579011016263,0.856164383147077,0.849206347490568,0.871359223753425,0.861328124645996",-696.049219984311,"0.0547487080981784,0.00336304436018797,0.856164383147077,0.849206347490568,0.871359223753425,0.861328124645996",-696.049219984311,"2.29751170187176e-17,1,0.856164383147077,0.849206347490568,0.871359223753425,0.861328124645996",-692.856846814613,"0.0290114186731264,1,0.0972446521563135,0.110469766331836,0.0923737222910656,0.09230511948692",-692.773915132374,"0.0423704749177687,0.665621280682141,0.10532284286058,0.104365897327266,0.0883884947775644,0.108829059338424",-689.784097614978,"0.596896780635804,0.152100847028468,0.0528004642440789,0.0632312210499659,0.103173963833758,0.114906561575809",-692.856846814613,"0.0290114186731264,0.999999996515554,0.0972446521563135,0.110469766331836,0.0923737222910656,0.09230511948692",-692.835589024031,"0.0603894818178434,0.57788980252514,0.0926603301293239,0.120166149438626,0.096803012432728,0.0897201522106794",-696.049219984311,"2.29751170187176e-17,1,0.856164383147077,0.849206347490568,0.871359223753425,0.861328124645996",-696.049219984311,"0.0635208541905752,0.00442402966677386,0.856164383147077,0.849206347490568,0.871359223753425,0.861328124645996",-696.049219984311,"2.29751170187176e-17,0.018241967863164,0.856164383147077,0.849206347490568,0.871359223753425,0.861328124645996",-696.049219984311,"2.29751170187176e-17,0.023557680787786,0.856164383147077,0.849206347490568,0.871359223753425,0.861328124645996",-692.843351537255,"0.0302475919129562,0.999999985783774,0.095626494999294,0.11167225358367,0.0926653648327094,0.0906993742822246",-692.856846814613,"0.0290114186731264,1,0.0972446521563135,0.110469766331836,0.0923737222910656,0.09230511948692",-691.971761173958,"0.224889595842011,0.225729492125997,0.0721325132113832,0.0659879620005084,0.0942110117608032,0.123641071299265",-692.856846814613,"0.0290114186731264,0.999999996887721,0.0972446521563135,0.110469766331836,0.0923737222910656,0.09230511948692"
"rs12913832",-1153.26658884171,"0.0180203817874766,1,0.378720592100204,0.557044424719983,0.411646877220445,0.241408630927506",-1151.34585194323,"0.144487964896731,0.0991307280566293,0.437649954128833,0.554207401610883,0.402153748830405,0.294624139411612",-1153.26575370706,"0.0189020864480956,0.936784136709114,0.379233032543927,0.557347312172075,0.411702157396746,0.241635178415918",-1153.22376362524,"0.0231577521315516,0.755408420559643,0.38381732084586,0.564354173651466,0.411731517525835,0.236397982970994",-1153.08690999068,"0.018781448929379,0.999999983294657,0.389448626559277,0.56713516942662,0.409321211786048,0.239229198489698",-1155.72376607889,"2.44563278283507e-17,1,0.555970142818269,0.390909093225643,0.533018866906607,0.704280159665165",-1155.72376607889,"2.44563278283507e-17,0.000607891589393023,0.555970142818269,0.390909093225643,0.533018866906607,0.704280159665165",-1155.23694177522,"0.202674551172879,0.0912716578457425,0.504989341660759,0.358125511457074,0.530588063825336,0.702962025716365",-1155.6686816083,"0.999999987634269,0.0801755991481193,0.555942890395137,0.390907466917112,0.532616259397094,0.692452435458168",-1155.72077559218,"0.999999924498752,0.038814686440342,0.553388086039008,0.390910278021864,0.533019136225649,0.70428048139201",-1153.26658884171,"0.0180203817874766,1,0.378720592100204,0.557044424719983,0.411646877220445,0.241408630927506",-1153.11499765954,"0.0293510130345265,0.609126766945758,0.374674884542352,0.555347309942762,0.40923273488789,0.237235559567709",-1153.23153946475,"0.0229176118109361,0.736721918934011,0.373209902742646,0.550437967911261,0.410474164265551,0.246349676432686",-1153.26658884171,"0.0180203817874766,1,0.378720592100204,0.557044424719983,0.411646877220445,0.241408630927506",-1155.72376607889,"2.44563278283507e-17,0.0276157226426658,0.555970142818269,0.390909093225643,0.533018866906607,0.704280159665165",-1155.72376607889,"0.550277427000454,0.00124013112519635,0.555970142818269,0.390909093225643,0.533018866906607,0.704280159665165",-1154.65276877189,"0.999999999458997,0.0849312118141415,0.524283402359677,0.321958030254576,0.528887870752025,0.704169268644776",-1153.07005998208,"0.527146028014602,0.00197234794610745,0.116903961883297,0.0774778801318736,0.533018978377952,0.704279907443269"
"rs1800407",-522.055030979344,"5.3744352295349e-17,1,0.887417219855389,0.96551724120786,0.907110092482874,0.926829266807509",-522.055030979344,"5.3744352295349e-17,1,0.887417219855389,0.96551724120786,0.907110092482874,0.926829266807509",-522.055030979344,"5.3744352295349e-17,0.1170817767343,0.887417219855389,0.96551724120786,0.907110092482874,0.926829266807509",-521.937816287218,"0.999999995165478,0.0963907365562865,0.887321916623693,0.965513688179651,0.906420507661423,0.915509856946246",-522.055030979344,"0.0358804447389195,0.00381354548678163,0.887417219855389,0.96551724120786,0.907110092482874,0.926829266807509",-520.108565502826,"0.0282343535289153,1,0.0761132095257382,0.0246372479837482,0.066551340435323,0.0480253884003754",-518.481040742564,"0.0934147203063006,0.354059835129957,0.0866909210535524,0.0198261007416115,0.0559892978009303,0.0668803847565029",-518.52929215788,"0.796986723090896,0.000614427074636447,0.0318211563408645,0.0344821755535529,0.0928899216349831,0.0731706149316326",-520.108565502826,"0.0282343535289153,1,0.0761132095257382,0.0246372479837482,0.066551340435323,0.0480253884003754",-516.018763354657,"0.999999999925974,0.173698921282788,0.0136929142167296,0.0307749660134032,0.0863807202154401,0.0546974297893685",-521.398584485434,"0.495555578434322,0.000668657909664665,0.799044039990035,0.965517436788378,0.906575040255302,0.870813856101877",-521.840234301854,"0.999999997087669,0.0936650074405822,0.871151556585554,0.959898390681724,0.902345876936408,0.921692361564787",-522.048222901925,"0.99999986424324,0.0506492444682172,0.887039761873917,0.964902432534241,0.907099801264586,0.926829375977527",-521.598101297239,"0.411631302339705,0.00272834793340662,0.616193548565338,0.881165689885732,0.907110241238273,0.926829552247667",-520.108565502826,"0.0282343535289153,1,0.0761132095257382,0.0246372479837482,0.066551340435323,0.0480253884003754",-520.108565502826,"0.0282343535289153,1,0.0761132095257382,0.0246372479837482,0.066551340435323,0.0480253884003754",-518.767028700617,"0.247328370953678,0.2378962040848,0.0469783211363224,0.0114057388600907,0.0613318912297967,0.0617997575941949",-520.108565502826,"0.0282343535289153,0.999999998700432,0.0761132095257382,0.0246372479837482,0.066551340435323,0.0480253884003754"
