"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-307.21096609293,"1.44247348997395e-16,1,0.94551282007978,0.968253967497307,0.967775468221539,0.964664312318039",-307.21096609293,"1.44247348997395e-16,0.68743949258467,0.94551282007978,0.968253967497307,0.967775468221539,0.964664312318039",-307.21096609293,"1.44247348997395e-16,1,0.94551282007978,0.968253967497307,0.967775468221539,0.964664312318039",-299.179154057934,"0.0432965853833292,1,0.0251248764251067,0.0172862139618909,0.0183106579969713,0.0177933055760876",-298.334726653076,"0.999999999760103,0.332412219818938,0.00647896333524664,0.0043086878398163,0.00760431410030952,0.0155644808934576",-298.497705131337,"0.99999999996122,0.395141115915203,0.0268394169266841,0.0182698209448213,8.21810382595273e-13,0.0223319732516946",-307.21096609293,"1.44247348997395e-16,0.864510877887383,0.94551282007978,0.968253967497307,0.967775468221539,0.964664312318039",-307.21096609293,"1.44247348997395e-16,0.157525406120819,0.94551282007978,0.968253967497307,0.967775468221539,0.964664312318039",-297.230870336967,"0.656766384294203,0.00403897213165239,0.0480771557358919,0.0317455880592593,0.0280023974449241,0.0346138240790827",-299.179154057934,"0.0432965853833292,1,0.0251248764251067,0.0172862139618909,0.0183106579969713,0.0177933055760876"
"rs28777",-866.88115931525,"0.032276528776859,1,0.442956589009555,0.457408771206345,0.530013284332799,0.41048368684218",-866.695308469854,"0.0713615895459588,0.67583434300617,0.410271941398634,0.428301971677312,0.509104893350043,0.407351489401807",-864.50571736233,"0.529867327727814,0.430538287422564,0.44689309388546,0.454792831091802,0.364680085499464,0.437209489442594",-872.851138050799,"1.18329404795114e-18,1,0.436507934885193,0.450000007078708,0.36971830770417,0.470430108718561",-872.851138050799,"0.321765373214054,0.0100065601641525,0.436507934885193,0.450000007078708,0.36971830770417,0.470430108718561",-872.851138050799,"1.18329404795114e-18,0.0909323850922049,0.436507934885193,0.450000007078708,0.36971830770417,0.470430108718561",-866.88115931525,"0.032276528776859,1,0.442956589009555,0.457408771206345,0.530013284332799,0.41048368684218",-866.88115931525,"0.032276528776859,1,0.442956589009555,0.457408771206345,0.530013284332799,0.41048368684218",-872.851138050799,"1.18329404795114e-18,0.00160123416257702,0.436507934885193,0.450000007078708,0.36971830770417,0.470430108718561",-872.851138050799,"1.18329404795114e-18,1,0.436507934885193,0.450000007078708,0.36971830770417,0.470430108718561"
"rs16891982",-1299.42620334526,"0.0554419727414099,1,0.278667978740981,0.315546554575606,0.378158726162947,0.214748329653665",-1299.42620334526,"0.0554419727414099,0.999999994465074,0.278667978740981,0.315546554575606,0.378158726162947,0.214748329653665",-1299.42620334526,"0.0554419727414099,1,0.278667978740981,0.315546554575606,0.378158726162947,0.214748329653665",-1326.78699944075,"1.32510836115214e-16,1,0.519108282078782,0.53508772759158,0.45283018925211,0.602517992036352",-1326.78699944075,"0.283267133618243,0.00483388027293204,0.519108282078782,0.53508772759158,0.45283018925211,0.602517992036352",-1326.78699944075,"8.28192725720086e-18,0.0375977532581374,0.519108282078782,0.53508772759158,0.45283018925211,0.602517992036352",-1298.46059204127,"0.0963023519027901,0.29015580864798,0.332744463494691,0.364421338717949,0.415592211132308,0.214305062101611",-1299.36029522842,"0.0577500332713075,0.780719405389309,0.277617327808514,0.314904005463822,0.389933752316235,0.212854251507921",-1326.78699944075,"1.32510836115214e-16,1,0.519108282078782,0.53508772759158,0.45283018925211,0.602517992036352",-1326.78699944075,"4.14370700825334e-05,2.93504030202051e-05,0.519108282078782,0.53508772759158,0.45283018925211,0.602517992036352"
"rs12821256",-201.985236210786,"4.80036595010618e-18,1,0.963963963774707,0.922222223541061,0.958466452995373,0.981283422219677",-201.985236210786,"0.273448743508915,0.0182279415826091,0.963963963774707,0.922222223541061,0.958466452995373,0.981283422219677",-201.915202483881,"0.269650187088361,0.034495440529493,0.963963708069766,0.922221950241143,0.945022992718224,0.981283165804626",-200.765689121406,"0.0373547842831755,1,0.0210368428351894,0.0494288766084591,0.025546724053472,0.0103650521840527",-200.75101893223,"0.0568218314167587,0.799829478657813,0.01950986737876,0.0460455379645834,0.0244046495538932,0.0103225065847365",-200.758169938956,"0.0522320665164867,0.874887013556665,0.0207938939326121,0.0487499978965223,0.02503034635769,0.0104956472727713",-201.985236210786,"4.80036595010618e-18,1,0.963963963774707,0.922222223541061,0.958466452995373,0.981283422219677",-201.985236210786,"4.80036595010618e-18,0.000805398013758346,0.963963963774707,0.922222223541061,0.958466452995373,0.981283422219677",-200.765689121406,"0.0373547842831755,1,0.0210368428351894,0.0494288766084591,0.025546724053472,0.0103650521840527",-200.730720925902,"0.0381396579243666,0.999999958929105,0.0207896315835501,0.0489122066249512,0.0262048286894427,0.0102287601275192"
"rs4959270",-1181.87595840607,"5.07567655381077e-16,1,0.510273979978953,0.48113207740977,0.547911548792495,0.547808767699631",-1181.16974489484,"0.999999999606068,0.191665604794764,0.433655394353509,0.42160234677026,0.49664099701416,0.534178044957726",-1181.87595840607,"5.07567655381077e-16,0.013890015961235,0.510273979978953,0.48113207740977,0.547911548792495,0.547808767699631",-1180.94007631805,"0.0110199169861689,1,0.447808881894699,0.486827225730665,0.419250210374376,0.410320693437722",-1180.94007631805,"0.0110199169861689,1,0.447808881894699,0.486827225730665,0.419250210374376,0.410320693437722",-1180.94007631805,"0.0110199169861689,1,0.447808881894699,0.486827225730665,0.419250210374376,0.410320693437722",-1181.8635680245,"0.999999141329731,0.000264394218975695,0.510273171434032,0.481133157310503,0.54733813246461,0.547797474803523",-1181.87595840607,"3.28424895257184e-07,0.0001473697569591,0.510273979978953,0.48113207740977,0.547911548792495,0.547808767699631",-1180.68257291747,"0.0255388257330666,0.224852929726091,0.46072248392347,0.498629840069344,0.426522957882843,0.406675768993725",-1180.51112809187,"0.0517126767769968,0.055481816740553,0.460015878797707,0.499401499333384,0.426111116819106,0.406894706576237"
"rs12203592",-597.970034888956,"5.3798037509667e-17,1,0.84351145064889,0.689655168642073,0.869382023164821,0.907239819199986",-597.264191354348,"0.999999998539412,0.202863189976368,0.78573705346592,0.614929285858002,0.837304579817776,0.900693696703244",-597.970034888956,"5.3798037509667e-17,0.0748839015793375,0.84351145064889,0.689655168642073,0.869382023164821,0.907239819199986",-597.559678237917,"0.0109994527456498,1,0.135779511431018,0.279746572982492,0.115323424638962,0.0797694201898127",-597.559678237917,"0.0109994527456498,1,0.135779511431018,0.279746572982492,0.115323424638962,0.0797694201898127",-596.813420994275,"0.557594694305547,0.300563277029211,0.148107621657821,0.297676302667798,0.061203776594238,0.0891367534630547",-597.969809975401,"0.999981359550715,0.000180531085152416,0.843511771028493,0.689656231680936,0.869316437975299,0.907239669603393",-597.9699532065,"0.999984099742088,0.000952283292466636,0.843511431292225,0.689655079184592,0.869381330864971,0.907211776763102",-597.322085148202,"0.0338336436635927,0.188786940430731,0.141523077463938,0.289879164757995,0.117297038265124,0.0771541912009399",-597.343514096461,"0.0882383408428106,0.0367843598476628,0.14566445850707,0.297820309273839,0.1193026280394,0.0788534579796831"
"rs1042602",-866.364457229813,"4.36538406017845e-17,1,0.841549296497292,0.90350877053677,0.821261681952,0.761732852377803",-866.364457229813,"0.229901933200935,0.020579491160725,0.841549296497292,0.90350877053677,0.821261681952,0.761732852377803",-866.339257336249,"0.084214958741598,0.0356857162712641,0.841549915772398,0.903508251518309,0.808742581674533,0.76173307723893",-851.835263940096,"0.0546137768283149,1,0.0738341287937952,0.0514598507812836,0.0958634787591913,0.114475554794299",-851.805738371315,"0.064553240610648,0.914436352730317,0.0704749609050618,0.0491909970395754,0.0930731948723574,0.113399778619606",-851.835263940096,"0.0546137768283149,1,0.0738341287937952,0.0514598507812836,0.0958634787591913,0.114475554794299",-866.364457229813,"4.36538406017845e-17,1,0.841549296497292,0.90350877053677,0.821261681952,0.761732852377803",-866.364457229813,"2.00737645825514e-08,0.00031928021411253,0.841549296497292,0.90350877053677,0.821261681952,0.761732852377803",-851.804317770158,"0.0626796468194055,0.608624702585503,0.0808116593797397,0.0561979139912951,0.101521223079892,0.115694398597102",-850.853128067797,"0.114062046282124,0.114657534030011,0.0842297993176355,0.059165407068956,0.108939865994338,0.113011499134411"
"rs1393350",-698.930426089816,"2.18598396912355e-17,1,0.873287674273522,0.880952379574188,0.868932039580687,0.843749998096716",-698.930426089816,"2.18598396912355e-17,0.011499993927513,0.873287674273522,0.880952379574188,0.868932039580687,0.843749998096716",-698.930426089816,"5.46495992280888e-18,0.00757187689044571,0.873287674273522,0.880952379574188,0.868932039580687,0.843749998096716",-694.118980419155,"0.0354206549200906,1,0.0775341924523723,0.079766136413583,0.0870068761697048,0.095210247230685",-692.672851725824,"0.518256138007892,0.374440360135928,0.0347855028029518,0.036704914326786,0.0522124578380902,0.0864494076440217",-693.598046073666,"0.134664376589166,0.641931598350315,0.0723533767601985,0.0743451721049267,0.0754209361628519,0.0953564725854397",-698.922202970759,"0.999998833440909,0.000270667811066114,0.873288290986945,0.88095303006064,0.868599562315572,0.84374369061134",-698.927298093588,"0.999999130671066,0.00139802257914658,0.873287802546687,0.88095209631286,0.868929697674032,0.843240182508178",-694.118980419155,"0.0354206549200906,1,0.0775341924523723,0.079766136413583,0.0870068761697048,0.095210247230685",-694.065143488563,"0.0358480968937432,0.999999988518917,0.0770495375790592,0.0793454087890996,0.0893403050616726,0.094595777024681"
"rs12913832",-1145.71470706128,"0.0266191847038707,1,0.355360286598969,0.522126296249679,0.38436717990779,0.207843242759717",-1145.71470706128,"0.0266191847038707,1,0.355360286598969,0.522126296249679,0.38436717990779,0.207843242759717",-1145.13063029573,"0.180336534157315,0.541808552032886,0.346868847052498,0.512307722833808,0.340441820756652,0.213177128618623",-1151.0569874744,"2.27203438151174e-17,1,0.548507458645587,0.400000004206246,0.534198113637435,0.715953307012931",-1150.36136519738,"0.999999997227173,0.18384961340201,0.483772635026304,0.351784297824712,0.490627690654492,0.707238630059911",-1151.0569874744,"5.68008595377935e-18,0.114418072130778,0.548507458645587,0.400000004206246,0.534198113637435,0.715953307012931",-1144.23080854369,"0.0983245985998721,0.141239074730357,0.401435909191944,0.56442104362363,0.412749198827363,0.203249045700735",-1145.71470706128,"0.0266191847038707,1,0.355360286598969,0.522126296249679,0.38436717990779,0.207843242759717",-1151.0569874744,"2.27203438151174e-17,5.764862260111e-05,0.548507458645587,0.400000004206246,0.534198113637435,0.715953307012931",-1151.05158331053,"0.999999862035404,0.00133168739242683,0.548507070789887,0.399997344402838,0.534196728068264,0.715355016241815"
"rs1800407",-507.678443651124,"1.42146857999166e-16,1,0.880794699564099,0.948275862755149,0.912844038532963,0.936991871795999",-507.615455597508,"0.999999950795377,0.158055567773251,0.866016732653693,0.942938577979641,0.905429806461125,0.936043323364803",-507.678443651124,"1.42146857999166e-16,0.16287650817468,0.880794699564099,0.948275862755149,0.912844038532963,0.936991871795999",-505.593038313263,"0.0299376857592972,1,0.0788283910866383,0.0363797983041136,0.0609848499442167,0.0400863047152063",-505.526274963333,"0.0487890378982992,0.778705689722409,0.0733805442475667,0.0339098158657413,0.0581820836538334,0.0396575153650619",-505.405077062957,"0.262379548488703,0.500810209816937,0.0777607042371881,0.0354158837872766,0.0471403915905117,0.0430543343346798",-507.674537930189,"0.999998187135353,0.000271721860280952,0.880794294740189,0.94827624874138,0.912684092949701,0.936989580925208",-507.677325289329,"0.999998309029375,0.00120054609741849,0.880793939860051,0.948276245537978,0.912843978428048,0.93689191893055",-505.576424015607,"0.0344904188723472,0.622031819390952,0.0821618375367054,0.0378966858253289,0.0626000690587791,0.0401107931442204",-505.593038313263,"0.0299376857592972,1,0.0788283910866383,0.0363797983041136,0.0609848499442167,0.0400863047152063"
