"locus","null.major.loglik","null.major.pars","cluster.major.loglik","cluster.major.pars","popfluc.major.loglik","popfluc.major.pars","insol.major.loglik","insol.major.pars","milk.major.loglik","milk.major.pars","null.minor.loglik","null.minor.pars","cluster.minor.loglik","cluster.minor.pars","popfluc.minor.loglik","popfluc.minor.pars","insol.minor.loglik","insol.minor.pars","milk.minor.loglik","milk.minor.pars","cluster.inv.major.loglik","cluster.inv.major.pars","popfluc.inv.major.loglik","popfluc.inv.major.pars","insol.inv.major.loglik","insol.inv.major.pars","milk.inv.major.loglik","milk.inv.major.pars","cluster.inv.minor.loglik","cluster.inv.minor.pars","popfluc.inv.minor.loglik","popfluc.inv.minor.pars","insol.inv.minor.loglik","insol.inv.minor.pars","milk.inv.minor.loglik","milk.inv.minor.pars"
"rs1805008",-277.903648195906,"7.36621551227728e-17,1,0.977564102697668,0.96825396794616,0.963617463685346,0.969964664230244",-277.857950533366,"0.0556845802223107,0.0165835498186867,0.977536336632997,0.966615460188516,0.961374666192236,0.96991602095781",-277.903648195906,"7.36621551227728e-17,1,0.977564102697668,0.96825396794616,0.963617463685346,0.969964664230244",-277.903648195906,"0.575897339806401,0.00355095649502972,0.977564102697668,0.96825396794616,0.963617463685346,0.969964664230244",-277.903648195906,"7.36621551227728e-17,1,0.977564102697668,0.96825396794616,0.963617463685346,0.969964664230244",-277.031725442669,"0.0274252670773343,1,0.0148568141791105,0.0219462691308209,0.0257837209777207,0.0196421582956837",-277.031725442669,"0.0274252670773343,1,0.0148568141791105,0.0219462691308209,0.0257837209777207,0.0196421582956837",-275.570382338126,"0.999999999367425,0.113842165740954,1.3905510713027e-11,0.00631659668949353,0.0319217718734519,0.0272230992179318",-277.031725442669,"0.0274252670773343,1,0.0148568141791105,0.0219462691308209,0.0257837209777207,0.0196421582956837",-276.883301620766,"0.115159896456915,0.417521155503739,0.0110298150180789,0.0237550694474298,0.0274412174038842,0.0179856420769565",-277.903648195906,"7.36621551227728e-17,0.029509205518763,0.977564102697668,0.96825396794616,0.963617463685346,0.969964664230244",-277.903648195906,"0.0233596838806812,0.00570435081176078,0.977564102697668,0.96825396794616,0.963617463685346,0.969964664230244",-277.903648195906,"0.0005381325534556,0.00137558477401603,0.977564102697668,0.96825396794616,0.963617463685346,0.969964664230244",-277.903648195906,"7.36621551227728e-17,0.0237995259048545,0.977564102697668,0.96825396794616,0.963617463685346,0.969964664230244",-273.757093338378,"0.905708068049916,0.0174542412450085,0.00199350781218346,0.0263641806277049,0.033283406745862,0.00239165567607945",-276.302415124774,"0.999999999968331,0.14925635965614,0.009221100567199,0.0129202705313535,0.0240236342486842,0.0165893043568282",-274.99687092168,"0.999999999728849,0.147468335233531,0.00651298411870193,0.00295567576877518,0.0253219544860605,0.0282749623673725",-277.031725442669,"0.0274252670773343,1,0.0148568141791105,0.0219462691308209,0.0257837209777207,0.0196421582956837"
"rs28777",-851.809339484104,"0.045367662156836,1,0.409947232646409,0.389955953892906,0.515284089586946,0.370954789726609",-850.772038518347,"0.0693520618336111,0.659964339240464,0.440375893811871,0.361246878700733,0.489768922977147,0.433881956291952",-850.469583807719,"0.204705980482861,0.29936996008201,0.415728080714366,0.371047466853843,0.523462400762359,0.401319287623488",-851.809339484104,"0.045367662156836,1,0.409947232646409,0.389955953892906,0.515284089586946,0.370954789726609",-851.809339484104,"0.045367662156836,1,0.409947232646409,0.389955953892906,0.515284089586946,0.370954789726609",-863.50168531949,"8.71799937393483e-19,1,0.420634919556077,0.479999997070119,0.345070423734275,0.462365590649181",-863.50168531949,"8.71799937393483e-19,0.017264310446093,0.420634919556077,0.479999997070119,0.345070423734275,0.462365590649181",-863.50168531949,"8.71799937393483e-19,0.0178801975345868,0.420634919556077,0.479999997070119,0.345070423734275,0.462365590649181",-863.50168531949,"0.0193817616767746,0.00527184619258601,0.420634919556077,0.479999997070119,0.345070423734275,0.462365590649181",-863.50168531949,"0.18084332573236,0.00559538930530816,0.420634919556077,0.479999997070119,0.345070423734275,0.462365590649181",-851.705266199567,"0.0472529894292097,0.999999989989047,0.403350959882384,0.395008104196145,0.51690189330016,0.364451719759076",-851.809339484104,"0.045367662156836,1,0.409947232646409,0.389955953892906,0.515284089586946,0.370954789726609",-849.327159583006,"0.176502740976449,0.324294051635277,0.320541719503103,0.279643190875779,0.503238436358762,0.447968128557152",-851.809339484104,"0.045367662156836,1,0.409947232646409,0.389955953892906,0.515284089586946,0.370954789726609",-863.50168531949,"8.71799937393483e-19,0.00900789296378237,0.420634919556077,0.479999997070119,0.345070423734275,0.462365590649181",-863.50168531949,"8.71799937393483e-19,1,0.420634919556077,0.479999997070119,0.345070423734275,0.462365590649181",-863.50168531949,"0.631290386755505,0.00478991072764163,0.420634919556077,0.479999997070119,0.345070423734275,0.462365590649181",-863.50168531949,"8.71799937393483e-19,0.0079147117234439,0.420634919556077,0.479999997070119,0.345070423734275,0.462365590649181"
"rs16891982",-1301.37127357204,"0.0596063013576224,1,0.255266975902882,0.281794702322714,0.360753878107139,0.227801088037727",-1301.11043905575,"0.068318493840642,0.855271605420338,0.276909663942909,0.272887700499848,0.352685348311317,0.262438721760208",-1300.86849791493,"0.115981171105579,0.503947412043794,0.269754411587743,0.287071012729054,0.364888650358652,0.241006480482986",-1301.31875478144,"0.0672297919841205,0.862733859718967,0.263214163694449,0.292621448798315,0.361390791567728,0.220269770426302",-1301.00989143329,"0.0723762636841663,0.855665386094449,0.276926330852256,0.31526736908077,0.363070050780227,0.221434369866926",-1333.25125684748,"1.89856198061812e-17,1,0.531847134286091,0.561403508759331,0.458071273767284,0.56834532625888",-1333.25125684748,"1.89856198061812e-17,0.000646562870159377,0.531847134286091,0.561403508759331,0.458071273767284,0.56834532625888",-1333.25125684748,"1.89856198061812e-17,0.0461880830764233,0.531847134286091,0.561403508759331,0.458071273767284,0.56834532625888",-1333.25125684748,"0.796441702814806,0.0123360877516797,0.531847134286091,0.561403508759331,0.458071273767284,0.56834532625888",-1333.25125684748,"0.497149386633595,0.00157562969383333,0.531847134286091,0.561403508759331,0.458071273767284,0.56834532625888",-1301.37127357204,"0.0596063013576224,1,0.255266975902882,0.281794702322714,0.360753878107139,0.227801088037727",-1301.37127357204,"0.0596063013576224,1,0.255266975902882,0.281794702322714,0.360753878107139,0.227801088037727",-1301.35988868905,"0.0631654234020838,0.920141434335524,0.251607485079156,0.277622775699292,0.359925518089146,0.232059091739907",-1301.37127357204,"0.0596063013576224,0.999999992672888,0.255266975902882,0.281794702322714,0.360753878107139,0.227801088037727",-1333.25125684748,"1.89856198061812e-17,0.00300593389716689,0.531847134286091,0.561403508759331,0.458071273767284,0.56834532625888",-1333.25125684748,"0.0385913333875385,0.00131245043081872,0.531847134286091,0.561403508759331,0.458071273767284,0.56834532625888",-1333.2509933278,"0.999997519797201,0.034939035981636,0.531826927715787,0.561196900175176,0.458070920582913,0.568345543050721",-1333.25066584003,"0.0089646630147217,0.00194003474252187,0.525114551701797,0.555552181477515,0.458071123615083,0.568345163117245"
"rs12821256",-261.406859686017,"5.37190797003301e-17,1,0.936936935583427,0.922222224478999,0.944089457089198,0.970588236284649",-261.406859686017,"5.37190797003301e-17,0.00889565840554313,0.936936935583427,0.922222224478999,0.944089457089198,0.970588236284649",-261.406859686017,"5.37190797003301e-17,0.0349400369627658,0.936936935583427,0.922222224478999,0.944089457089198,0.970588236284649",-261.406859686017,"5.37190797003301e-17,0.0452535725428871,0.936936935583427,0.922222224478999,0.944089457089198,0.970588236284649",-261.406859686017,"0.123838671773794,0.00525793925358351,0.936936935583427,0.922222224478999,0.944089457089198,0.970588236284649",-259.920891119821,"0.0358496664609058,1,0.0381069538381172,0.0504286164962107,0.0353472784560322,0.0167926406273715",-259.413054001932,"0.16006606213908,0.208484233624315,0.0540863866190071,0.0454915360168116,0.032598509495993,0.0288646041978453",-259.394475405852,"0.250989947064425,0.247995778623722,0.0351881664926278,0.0412713910750478,0.0361115405705034,0.0188278129512271",-259.920891119821,"0.0358496664609058,1,0.0381069538381172,0.0504286164962107,0.0353472784560322,0.0167926406273715",-259.128920336134,"0.241053674369514,0.336858586417896,0.0200662939573722,0.0572924904099992,0.04059528163432,0.0150300242193331",-261.406859686017,"5.37190797003301e-17,0.0156791901247817,0.936936935583427,0.922222224478999,0.944089457089198,0.970588236284649",-261.406859686017,"0.0689246392975167,0.00365317015216155,0.936936935583427,0.922222224478999,0.944089457089198,0.970588236284649",-261.406859686017,"0.751008871510929,0.00874565571712949,0.936936935583427,0.922222224478999,0.944089457089198,0.970588236284649",-261.406859686017,"5.37190797003301e-17,0.0187175456654517,0.936936935583427,0.922222224478999,0.944089457089198,0.970588236284649",-259.920891119821,"0.0358496664609058,1,0.0381069538381172,0.0504286164962107,0.0353472784560322,0.0167926406273715",-259.920891119821,"0.0358496664609058,0.999999997650431,0.0381069538381172,0.0504286164962107,0.0353472784560322,0.0167926406273715",-259.667564369907,"0.134060627631899,0.309106605095919,0.030856212406917,0.0347632521132038,0.036256604449511,0.0231244907605062",-259.920891119821,"0.0358496664609058,0.999999994710305,0.0381069538381172,0.0504286164962107,0.0353472784560322,0.0167926406273715"
"rs4959270",-1181.61702747392,"2.44435126722477e-16,1,0.489726024859374,0.471698093022179,0.554054051249787,0.537848611148469",-1181.61702747392,"2.44435126722477e-16,0.0297085054330525,0.489726024859374,0.471698093022179,0.554054051249787,0.537848611148469",-1181.61702747392,"2.44435126722477e-16,1,0.489726024859374,0.471698093022179,0.554054051249787,0.537848611148469",-1181.61702747392,"2.44435126722477e-16,1,0.489726024859374,0.471698093022179,0.554054051249787,0.537848611148469",-1181.60836490307,"0.99999983054728,0.0481999958925188,0.481043376976999,0.471696972741924,0.554053702723908,0.537842733267587",-1180.11454489378,"0.0139511277472587,1,0.457011218466093,0.48772878986746,0.404535261571617,0.408958089746392",-1180.10294134041,"0.0141234343942224,0.99999998987218,0.459884339307783,0.48722447078542,0.404088717905644,0.411568987238736",-1180.04609554672,"0.0382117389682527,0.399884140138567,0.461329179199818,0.487058055787998,0.405616503341654,0.414605234377063",-1179.37716042855,"0.116781080244785,0.249407452881989,0.490212544010413,0.52009805326489,0.412715756767702,0.360533522032815",-1179.84124838822,"0.0488388411689027,0.443189974641523,0.432458527309352,0.498903210539371,0.412480656916959,0.402843108575946",-1181.61702747392,"2.44435126722477e-16,0.00741328896092881,0.489726024859374,0.471698093022179,0.554054051249787,0.537848611148469",-1181.61702747392,"0.258850209715634,0.00404544209318875,0.489726024859374,0.471698093022179,0.554054051249787,0.537848611148469",-1181.46706904091,"0.999999984988598,0.0712584388105029,0.477726513767561,0.43886292903366,0.553055808706212,0.537833894817347",-1181.61583868939,"0.0130004392165806,0.00227435991249065,0.479920286580042,0.463100793837548,0.554053894636333,0.537848608736223",-1179.92963445047,"0.0273660225964064,0.514697945452184,0.441781861571118,0.49939153144513,0.412872768756043,0.378268653664173",-1180.11454489378,"0.0139511277472587,1,0.457011218466093,0.48772878986746,0.404535261571617,0.408958089746392",-1180.11454489378,"0.0139511277472587,1,0.457011218466093,0.48772878986746,0.404535261571617,0.408958089746392",-1180.11454489378,"0.0139511277472587,1,0.457011218466093,0.48772878986746,0.404535261571617,0.408958089746392"
"rs12203592",-600.990409894615,"6.98032937632914e-18,1,0.797709926325677,0.706896549185409,0.87921348102464,0.907239820504453",-600.990409894615,"6.98032937632914e-18,0.0205749398113956,0.797709926325677,0.706896549185409,0.87921348102464,0.907239820504453",-600.578283335427,"0.209064878986712,0.095992396306285,0.761092345732373,0.670839032044105,0.87782776387126,0.906530294299568",-600.885194895929,"0.999999982018487,0.0942895201072227,0.797587066992624,0.706878751637447,0.878458557906325,0.895180317800957",-600.866649196649,"0.999999987734403,0.0744040761323509,0.760741264277307,0.706776859010747,0.879203634094334,0.907091376402198",-600.787048360233,"0.00782944181045002,1,0.18392520349662,0.271943796917912,0.110511943494352,0.0833771091308777",-597.780559814407,"0.243506922647823,0.054391864146853,0.199057014465034,0.237168045242953,0.0824015191705312,0.0921772457476752",-600.773321153521,"0.0119540099458331,0.636150521871577,0.184465492213094,0.271857909895912,0.110354881733992,0.0834920315818727",-600.704104517107,"0.0205647190902175,0.491397348932845,0.18562686919943,0.27757439122986,0.108792586721816,0.0781944520064942",-600.749949557772,"0.00861253145178125,0.999999988182024,0.186046270805515,0.27453253063959,0.109512666191868,0.082475423442459",-600.900650880228,"0.188035571308566,0.0159523525900769,0.75978689483273,0.706320014058343,0.878717744648508,0.885712418234551",-600.682854902229,"0.999999998033205,0.0963175133561176,0.767980533244086,0.664585823512259,0.871944981495277,0.900045169597459",-600.113769115738,"0.999999997551491,0.0890515126842613,0.770059041373385,0.620351828008776,0.876672297290534,0.907166547111113",-600.343592717808,"0.278015967935942,0.000914392966290723,0.597433435464049,0.50121622669426,0.879213496149997,0.907240030991934",-600.787048360233,"0.00782944181045002,1,0.18392520349662,0.271943796917912,0.110511943494352,0.0833771091308777",-600.77256735429,"0.0107382355762826,0.726126573903536,0.18324107903418,0.271416519497839,0.109969104717029,0.0826943012983781",-600.787048360233,"0.00782944181045002,1,0.18392520349662,0.271943796917912,0.110511943494352,0.0833771091308777",-600.709105186566,"0.0309706522124487,0.2330292357008,0.180533837167935,0.258358114591986,0.107704518323944,0.0851798358196257"
"rs1042602",-889.714791212746,"1.35719903864935e-16,1,0.80985916079785,0.833333336926877,0.828271026743803,0.75631768745352",-889.714791212746,"8.48249399155846e-18,0.00339327768952766,0.80985916079785,0.833333336926877,0.828271026743803,0.75631768745352",-889.714791212746,"2.65077937236202e-19,0.00563279953358935,0.80985916079785,0.833333336926877,0.828271026743803,0.75631768745352",-889.714791212746,"0.0695777235229651,0.00470306634358912,0.80985916079785,0.833333336926877,0.828271026743803,0.75631768745352",-889.714791212746,"0.209896157499348,0.00118425495572556,0.80985916079785,0.833333336926877,0.828271026743803,0.75631768745352",-875.619720817784,"0.0508878462487297,1,0.0956922557431672,0.0972900906306542,0.0961856856293448,0.123271187040734",-874.840085863895,"0.0702786800528609,0.733441308346212,0.105067194329638,0.0873996807627651,0.0875754400530382,0.151900018242169",-872.439964838212,"0.394263782002562,0.234710557844318,0.0784512789108474,0.0687859108675127,0.100470140680631,0.146853050123238",-875.619720817784,"0.0508878462487297,1,0.0956922557431672,0.0972900906306542,0.0961856856293448,0.123271187040734",-875.572023523846,"0.0815661116892292,0.684540957452557,0.0960614884983099,0.112191222359741,0.101646173667899,0.118884069841158",-889.691812381395,"0.0542092448260905,0.0301593872351605,0.798334992204347,0.83333297537465,0.828167582844547,0.739671137979729",-889.710753112426,"0.999999842071189,0.0387015931867816,0.809817716745008,0.833222994722884,0.828260400535722,0.756241072157905",-889.714791212746,"0.615840715583043,0.00356553597590794,0.80985916079785,0.833333336926877,0.828271026743803,0.75631768745352",-889.714791212746,"1.57698634262988e-17,0.0293595861060883,0.80985916079785,0.833333336926877,0.828271026743803,0.75631768745352",-875.484381303667,"0.0531188514496106,0.999999989539816,0.0927086024276914,0.0991393142806359,0.0967257546305586,0.119397703338864",-875.619720817784,"0.0508878462487297,1,0.0956922557431672,0.0972900906306542,0.0961856856293448,0.123271187040734",-874.844686449545,"0.127275300119708,0.424638395956798,0.0716219438306428,0.0670839517827733,0.0907231322749743,0.154970581962102",-875.619720817784,"0.0508878462487297,0.999999993892242,0.0956922557431672,0.0972900906306542,0.0961856856293448,0.123271187040734"
"rs1393350",-692.009035020084,"2.46160408578555e-17,1,0.869863007441773,0.857142852364574,0.873786407004505,0.851562500911624",-692.009035020084,"2.46160408578555e-17,0.0177078136695885,0.869863007441773,0.857142852364574,0.873786407004505,0.851562500911624",-692.009035020084,"3.07700510723193e-18,0.00859831973131716,0.869863007441773,0.857142852364574,0.873786407004505,0.851562500911624",-692.009035020084,"0.20002762321429,0.0128218443771929,0.869863007441773,0.857142852364574,0.873786407004505,0.851562500911624",-692.009035020084,"0.444137177670432,0.00223203509541699,0.869863007441773,0.857142852364574,0.873786407004505,0.851562500911624",-689.428949039101,"0.0260738202135254,1,0.0912637128610923,0.107981517149904,0.0938517308829155,0.103597637026935",-688.999565511135,"0.0515600375345276,0.517554912830191,0.0999436756181054,0.0978079032209314,0.0867851933985859,0.127332007636158",-686.345518597708,"0.593108336907692,0.149734014283283,0.0482897547506956,0.0610859534329399,0.102567959741213,0.124834348560153",-689.428949039101,"0.0260738202135254,1,0.0912637128610923,0.107981517149904,0.0938517308829155,0.103597637026935",-689.428949039101,"0.0260738202135254,1,0.0912637128610923,0.107981517149904,0.0938517308829155,0.103597637026935",-692.009035020084,"2.46160408578555e-17,0.00197384534451492,0.869863007441773,0.857142852364574,0.873786407004505,0.851562500911624",-692.009035020084,"0.0980522208347899,9.11874978773441e-05,0.869863007441773,0.857142852364574,0.873786407004505,0.851562500911624",-692.009035020084,"0.0705971485315771,0.00857515963377271,0.869863007441773,0.857142852364574,0.873786407004505,0.851562500911624",-692.009035020084,"2.46160408578555e-17,0.00226395461360024,0.869863007441773,0.857142852364574,0.873786407004505,0.851562500911624",-689.423886442082,"0.02714102487192,0.999999988293246,0.0899506840248329,0.109096262879529,0.0941616345583846,0.102075778947059",-689.428949039101,"0.0260738202135254,1,0.0912637128610923,0.107981517149904,0.0938517308829155,0.103597637026935",-686.736419263201,"0.734519198672684,0.147889457012199,0.0570320277784259,0.0381080435164633,0.0992621091889401,0.142660704002156",-686.38136710531,"0.985002842634053,0.0512925934780467,4.6227221213621e-07,7.08202239878974e-07,0.106612193137788,0.147457632624016"
"rs12913832",-1150.03235214954,"0.0190773659018713,1,0.403574102778252,0.553942058315722,0.402681073779565,0.231596153235857",-1148.33266666206,"0.12608739316275,0.135289814626672,0.461520986814015,0.544662907114767,0.394299810801023,0.28686946725152",-1150.03235214954,"0.0190773659018713,1,0.403574102778252,0.553942058315722,0.402681073779565,0.231596153235857",-1150.03193346734,"0.0195249537631284,0.970605366710622,0.404127454631276,0.554734610156086,0.402704648344962,0.23114550937432",-1149.89612098808,"0.247473810474325,0.230624714090679,0.302797937609465,0.587480813085052,0.44130415885265,0.24596461718982",-1152.77379147706,"4.6459669415088e-17,1,0.526119401359033,0.390909099080935,0.538915094943269,0.712062255845824",-1152.77379147706,"4.6459669415088e-17,0.051181698108295,0.526119401359033,0.390909099080935,0.538915094943269,0.712062255845824",-1152.72170351656,"0.0695596418309046,0.0929296246132017,0.509520710239286,0.37978958167391,0.53800433243482,0.711570929092367",-1152.61145406155,"0.999999989214921,0.0886719567873047,0.52602582232287,0.390900381038241,0.537896154868336,0.691015139559541",-1152.77379147706,"0.20642955570759,0.00766980679624603,0.526119401359033,0.390909099080935,0.538915094943269,0.712062255845824",-1150.03235214954,"0.0190773659018713,1,0.403574102778252,0.553942058315722,0.402681073779565,0.231596153235857",-1149.86815166613,"0.0345911681124623,0.555452184086343,0.397673023550598,0.551509802023561,0.400120607623867,0.226842371747791",-1149.87063329417,"0.0311820467739868,0.579767335667509,0.390643688377991,0.538533648775798,0.399922625333508,0.241319913284149",-1150.03235214954,"0.0190773659018713,1,0.403574102778252,0.553942058315722,0.402681073779565,0.231596153235857",-1152.77379147706,"4.6459669415088e-17,0.0475279890713474,0.526119401359033,0.390909099080935,0.538915094943269,0.712062255845824",-1152.77379147706,"0.124169940585263,0.00282193443118586,0.526119401359033,0.390909099080935,0.538915094943269,0.712062255845824",-1152.03612511821,"0.999999995483918,0.0805107612358211,0.502184616820358,0.335475174299778,0.536143276161697,0.71200335100307",-1149.00208892296,"0.619558226044222,6.33225856903896e-06,0.057611721877705,0.0435830224754526,0.538915026017626,0.712061764139153"
"rs1800407",-503.940640349141,"5.8173467162235e-17,1,0.887417216087528,0.948275861489852,0.913990824931378,0.934959350140415",-503.940640349141,"5.8173467162235e-17,1,0.887417216087528,0.948275861489852,0.913990824931378,0.934959350140415",-503.940640349141,"5.8173467162235e-17,1,0.887417216087528,0.948275861489852,0.913990824931378,0.934959350140415",-503.889584607882,"0.999999988910316,0.0885350276216507,0.887380046606112,0.948273376167365,0.913677455634071,0.92861553076641",-503.940640349141,"5.8173467162235e-17,1,0.887417216087528,0.948275861489852,0.913990824931378,0.934959350140415",-501.329469070837,"0.0336329578896068,1,0.070344206260364,0.0347096289112608,0.0573600729290694,0.0390288594945008",-499.387058670655,"0.116408542712364,0.326651632613113,0.0847109727687498,0.0273901039774001,0.047375506844623,0.0598076465916921",-497.8634974327,"0.91318657580981,0.0002275836259818,0.0145508125279856,0.0517241579547234,0.0860090010378772,0.0650406499147215",-501.329469070837,"0.0336329578896068,1,0.070344206260364,0.0347096289112608,0.0573600729290694,0.0390288594945008",-497.210384853012,"0.999999999860848,0.177669520497227,0.0122713477376638,0.0456910597318474,0.0791578371412906,0.0470172547911649",-503.084650139839,"0.555038613932039,0.000658197014816447,0.778139004373081,0.94827522942075,0.913431850589421,0.872444686682535",-503.940640349141,"5.8173467162235e-17,1,0.887417216087528,0.948275861489852,0.913990824931378,0.934959350140415",-503.921001083624,"0.999999996201314,0.0570285606660371,0.886411703548115,0.946327160265725,0.91395361116152,0.934959433808906",-503.781382468379,"0.252932146073688,0.00153721140989481,0.766710993178393,0.895933370037689,0.913990998467442,0.934959246480594",-501.329469070837,"0.0336329578896068,1,0.070344206260364,0.0347096289112608,0.0573600729290694,0.0390288594945008",-501.329469070837,"0.0336329578896068,1,0.070344206260364,0.0347096289112608,0.0573600729290694,0.0390288594945008",-500.543891640232,"0.138414950251158,0.319929693713325,0.0515775397410276,0.0220213882652294,0.0544921459606093,0.0496749058596396",-501.329469070837,"0.0336329578896068,1,0.070344206260364,0.0347096289112608,0.0573600729290694,0.0390288594945008"
