"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-291.926926489292,"2.14331415759086e-16,1,0.961538460870538,0.976190475665681,0.96569646528047,0.966431094985534",-291.926926489292,"2.14331415759086e-16,1,0.961538460870538,0.976190475665681,0.96569646528047,0.966431094985534",-291.926926489292,"2.14331415759086e-16,1,0.961538460870538,0.976190475665681,0.96569646528047,0.966431094985534",-288.046917924808,"0.0230835381135771,1,0.0250614165760941,0.0174721735772511,0.0257297376524826,0.0235711463042013",-287.321122824031,"0.999999996095311,0.293698693575715,0.00893809365254809,0.00640461975542628,0.0132062407792779,0.0208136309486689",-286.641088458196,"0.999999999570263,0.336166950951076,0.0279679024199394,0.0192318083288597,1.31726526811469e-11,0.0283356985718878",-291.926926489292,"2.14331415759086e-16,0.668447307212672,0.961538460870538,0.976190475665681,0.96569646528047,0.966431094985534",-291.87612794044,"0.99999996578556,0.00267116651993218,0.961538734149328,0.976176118115307,0.965672946268572,0.964816418913217",-286.157908385114,"0.999999988778893,0.00123946798074552,0.0352564053262388,0.0238096992747908,0.0310427949981088,0.0332587492624991",-288.046917924808,"0.0230835381135771,1,0.0250614165760941,0.0174721735772511,0.0257297376524826,0.0235711463042013"
"rs28777",-869.636566107841,"0.0304294436797959,1,0.445898824771222,0.493521221443775,0.522713127426819,0.43326587325759",-869.636091258685,"0.0315311116669501,0.979866524047548,0.444631633509057,0.49240754146809,0.521931023699078,0.43307854906646",-869.288053559399,"0.203701327693891,0.540278846410451,0.439025349402162,0.48395317805782,0.471204536064849,0.443628361709879",-874.769695367561,"4.20519086164996e-17,1,0.440476192510259,0.42000000120997,0.382042254904,0.451612906594045",-874.769695367561,"4.20519086164996e-17,0.0146460117335798,0.440476192510259,0.42000000120997,0.382042254904,0.451612906594045",-874.769695367561,"1.31412214426561e-18,0.117615674124763,0.440476192510259,0.42000000120997,0.382042254904,0.451612906594045",-869.622331337781,"0.0346215912256377,0.642287843966126,0.456465999774015,0.502889250458055,0.529299724994142,0.433864942350211",-869.636566107841,"0.0304294436797959,1,0.445898824771222,0.493521221443775,0.522713127426819,0.43326587325759",-874.769695367561,"5.80996772364245e-06,4.55550607178445e-05,0.440476192510259,0.42000000120997,0.382042254904,0.451612906594045",-874.769695367561,"4.20519086164996e-17,9.3277551518008e-05,0.440476192510259,0.42000000120997,0.382042254904,0.451612906594045"
"rs16891982",-1296.93385925804,"0.0587253744167614,1,0.260503244424713,0.268957466481969,0.362327847309363,0.209469297433392",-1296.93385925804,"0.0587253744167614,0.999999992657925,0.260503244424713,0.268957466481969,0.362327847309363,0.209469297433392",-1296.93385925804,"0.0587253744167614,0.999999999505663,0.260503244424713,0.268957466481969,0.362327847309363,0.209469297433392",-1327.46158630212,"1.2873256899088e-16,1,0.528662422040488,0.578947376659986,0.458071276753063,0.597122302328617",-1327.46158630212,"1.2873256899088e-16,0.0416056227783727,0.528662422040488,0.578947376659986,0.458071276753063,0.597122302328617",-1327.46158630212,"1.2873256899088e-16,0.16540917422207,0.528662422040488,0.578947376659986,0.458071276753063,0.597122302328617",-1295.81168035939,"0.0984292395344066,0.305601426150963,0.312889991579252,0.314996236656996,0.399388535183209,0.208829876486998",-1296.57342941137,"0.106660327906452,0.146941452794657,0.27786695950468,0.286143573048324,0.387502192417808,0.203938913707111",-1327.46158630212,"1.2873256899088e-16,1,0.528662422040488,0.578947376659986,0.458071276753063,0.597122302328617",-1327.46158630212,"0.000115815731168118,0.000274062935853633,0.528662422040488,0.578947376659986,0.458071276753063,0.597122302328617"
"rs12821256",-251.093096192423,"2.56403511499875e-16,1,0.959459458808119,0.933333334019192,0.944089456672184,0.965240640954169",-250.874507767088,"0.999999995990518,0.205435739874709,0.940530700190467,0.911098831364956,0.927939175001315,0.962408755049801",-251.093096192423,"2.56403511499875e-16,1,0.959459458808119,0.933333334019192,0.944089456672184,0.965240640954169",-251.050896204928,"0.00606812510868723,1,0.0372809180748909,0.0622621936080102,0.0519997901561578,0.0317916054980341",-251.036203675002,"0.0108724906555761,0.791827211610782,0.0362847371017966,0.0608461503495339,0.0509784119231462,0.0313170938507987",-250.765917387627,"0.47856968678384,0.325249385192559,0.0372780172071614,0.061962628584885,0.0284920855108801,0.0326176831567184",-249.356697497535,"0.999999999577293,0.00487707400825373,0.959459185044666,0.933333128125343,0.940925059940169,0.964620408553815",-251.069887887072,"0.999999838301179,0.00262816982183042,0.95945962271708,0.93331816140585,0.944043178046794,0.963618356603623",-251.04505157053,"0.00838852199998836,0.469999221442926,0.0376594487169803,0.0628212495077373,0.0522396815737171,0.0316170287624544",-251.050896204928,"0.00606812510868723,1,0.0372809180748909,0.0622621936080102,0.0519997901561578,0.0317916054980341"
"rs4959270",-1179.95246860309,"4.16616222317936e-16,1,0.510273979655904,0.462264168631025,0.557739555839181,0.547808768358147",-1179.57626637613,"0.999999998997821,0.178044290938264,0.453637107426457,0.418892972895515,0.519983133243505,0.539115258463471",-1179.95246860309,"4.06851779607359e-19,0.0107006713250027,0.510273979655904,0.462264168631025,0.557739555839181,0.547808768358147",-1178.85210670175,"0.0106167341601178,1,0.449341428651019,0.506961056507494,0.409575960690186,0.411844021815958",-1178.84206174814,"0.0125151988599729,0.914966327474772,0.447144699898462,0.505095030837544,0.408221377182532,0.411419876745914",-1178.74793044135,"0.224127256066463,0.394653770497278,0.456955839231966,0.511308014926255,0.35974030752958,0.427117001914571",-1179.87084415159,"0.550643888300234,0.000445596767012298,0.510275027957246,0.462265576018078,0.556257428501841,0.547724672527163",-1179.95246860309,"4.16616222317936e-16,1,0.510273979655904,0.462264168631025,0.557739555839181,0.547808768358147",-1178.74382397783,"0.0181177418084544,0.312485385782542,0.459179341705601,0.515723684014694,0.415269652953788,0.410412985739118",-1178.79722326176,"0.0260326597449695,0.0979245114984935,0.455891391466616,0.513677904845092,0.415429367596494,0.410489290517717"
"rs12203592",-592.764512053508,"8.27991148143124e-16,1,0.824427483674816,0.706896559846455,0.877808987068591,0.90723981668803",-591.806788669546,"0.999999998058085,0.21351952590844,0.746190829212099,0.617346434245463,0.840110760114287,0.898451775702854",-592.764512053508,"8.27991148143124e-16,1,0.824427483674816,0.706896559846455,0.877808987068591,0.90723981668803",-592.571469606699,"0.00764870414427402,1,0.159512875776357,0.27242612648618,0.112046354076785,0.0835861151901024",-592.571469606699,"0.00764870414427402,1,0.159512875776357,0.27242612648618,0.112046354076785,0.0835861151901024",-591.125265986834,"0.675609862392536,0.0251535138630955,0.175572074085916,0.293102490647347,0.0451791297644309,0.0927601160777973",-592.764512053508,"8.27991148143124e-16,0.0299243612373019,0.824427483674816,0.706896559846455,0.877808987068591,0.90723981668803",-592.65953042732,"0.999999997734592,0.00285765578532475,0.824426951697866,0.706807431177839,0.877657459994643,0.90237213676619",-592.215901129791,"0.0722079940022817,0.0918517691123033,0.167129524594983,0.283821982978492,0.113987925168486,0.0799039305090592",-592.571469606699,"0.00764870414427402,1,0.159512875776357,0.27242612648618,0.112046354076785,0.0835861151901024"
"rs1042602",-899.028412454059,"1.97438455495698e-17,1,0.799295774437493,0.877192980563888,0.807242990575947,0.776173283671085",-899.028412454059,"0.199823242183583,0.00192548133407643,0.799295774437493,0.877192980563888,0.807242990575947,0.776173283671085",-899.028412454059,"1.97438455495698e-17,0.13546298333002,0.799295774437493,0.877192980563888,0.807242990575947,0.776173283671085",-886.114565057968,"0.0504693513091222,1,0.102330503525663,0.0701891647894971,0.109976905836926,0.113307160104699",-886.112101617906,"0.0528189132659825,0.975210740217914,0.101215041270979,0.0694517582615689,0.109216019327156,0.113053225186944",-886.114565057968,"0.0504693513091222,0.99999999862891,0.102330503525663,0.0701891647894971,0.109976905836926,0.113307160104699",-899.028412454059,"1.97438455495698e-17,0.000279085602463951,0.799295774437493,0.877192980563888,0.807242990575947,0.776173283671085",-899.028412454059,"1.97438455495698e-17,0.000317914503952779,0.799295774437493,0.877192980563888,0.807242990575947,0.776173283671085",-886.030877052802,"0.0648528893646395,0.461970964475742,0.116609663073968,0.0797477158537182,0.1195798133551,0.114850002105879",-885.758978964889,"0.0944849676216986,0.134679247140152,0.112398067189387,0.0776191537723506,0.121950658446507,0.1117321330404"
"rs1393350",-671.722850019139,"1.04430584814041e-17,1,0.876712331267781,0.857142858902426,0.874999999331965,0.867187499559026",-671.722850019139,"0.441085352323501,0.00727027387066461,0.876712331267781,0.857142858902426,0.874999999331965,0.867187499559026",-671.722850019139,"1.04430584814041e-17,0.0595960440066677,0.876712331267781,0.857142858902426,0.874999999331965,0.867187499559026",-664.23449312805,"0.0454980400223622,1,0.0648005240061184,0.0853574198089257,0.0726404508811915,0.0682358161141577",-661.568297753888,"0.999999994775554,0.3361438945962,0.0166702692345656,0.022420902574172,0.0305716132782382,0.0599674994109469",-663.786396742052,"0.136567738464733,0.684105879401518,0.0604951109929371,0.0795614657184622,0.0634890455094586,0.0691029635063012",-671.722850019139,"1.04430584814041e-17,0.00136491093295033,0.876712331267781,0.857142858902426,0.874999999331965,0.867187499559026",-671.707931750867,"0.999999992055413,0.00160748982041335,0.87671265922029,0.857143497283096,0.87499545910935,0.866302516115127",-664.23449312805,"0.0454980400223622,1,0.0648005240061184,0.0853574198089257,0.0726404508811915,0.0682358161141577",-664.165579673104,"0.0459910017046075,0.999999983085601,0.0643180044229023,0.0848244938580632,0.0752556186526647,0.0676969095054937"
"rs12913832",-1147.89226514104,"0.0233458072929711,1,0.339113095915491,0.53184563242314,0.37842030099565,0.226374289542973",-1147.89226514104,"0.0233458072929711,1,0.339113095915491,0.53184563242314,0.37842030099565,0.226374289542973",-1147.89226514104,"0.0233458072929711,1,0.339113095915491,0.53184563242314,0.37842030099565,0.226374289542973",-1152.00824600223,"1.56344143086748e-16,1,0.578358205934295,0.400000014249806,0.550707553443562,0.704280162759933",-1151.19523442559,"0.999999996498547,0.189747850123823,0.505144866335701,0.345090030803319,0.501267010443727,0.693468431722482",-1152.00824600223,"1.56344143086748e-16,0.0566574819183618,0.578358205934295,0.400000014249806,0.550707553443562,0.704280162759933",-1146.65027665574,"0.0722456543407405,0.167139820085206,0.373015920488345,0.5640815854911,0.398916526200145,0.220879436401027",-1147.8482664437,"0.0236436683623154,0.99999998956699,0.33809633952087,0.530960552239035,0.38289277718562,0.225549045802059",-1152.00824600223,"1.39028411260317e-08,2.15920408606722e-06,0.578358205934295,0.400000014249806,0.550707553443562,0.704280162759933",-1152.00824600223,"1.56344143086748e-16,1,0.578358205934295,0.400000014249806,0.550707553443562,0.704280162759933"
"rs1800407",-523.46371095095,"1.13165294514295e-17,1,0.894039736310213,0.948275861733694,0.904816512994502,0.930894309680795",-523.46371095095,"1.13165294514295e-17,0.00463847301634336,0.894039736310213,0.948275861733694,0.904816512994502,0.930894309680795",-523.46371095095,"1.13165294514295e-17,0.243999352230828,0.894039736310213,0.948275861733694,0.904816512994502,0.930894309680795",-520.24513671631,"0.0361685129040592,1,0.0635757762871953,0.0335929476270109,0.0616587849288896,0.0398763813157461",-519.415553041683,"0.223515697328922,0.480134056825537,0.0397819355307187,0.0210398764460248,0.0452587446709092,0.0367320340701129",-517.94730175865,"0.759068873384801,0.414274867171277,0.0621219076656959,0.0322263455527329,0.0163105181497795,0.0446664857422726",-522.822102627871,"0.399258607663706,0.00554201780143057,0.894040016971593,0.948275238034409,0.902817066062782,0.930521033375301",-523.446520249588,"0.999999988069243,0.00190174405888591,0.894038724671053,0.948276279875246,0.904809477849389,0.92986164252008",-520.24513671631,"0.0361685129040592,1,0.0635757762871953,0.0335929476270109,0.0616587849288896,0.0398763813157461",-520.24513671631,"0.0361685129040592,1,0.0635757762871953,0.0335929476270109,0.0616587849288896,0.0398763813157461"
