"locus","null.major.loglik","null.major.pars","cluster.major.loglik","cluster.major.pars","popfluc.major.loglik","popfluc.major.pars","insol.major.loglik","insol.major.pars","milk.major.loglik","milk.major.pars","null.minor.loglik","null.minor.pars","cluster.minor.loglik","cluster.minor.pars","popfluc.minor.loglik","popfluc.minor.pars","insol.minor.loglik","insol.minor.pars","milk.minor.loglik","milk.minor.pars","cluster.inv.major.loglik","cluster.inv.major.pars","popfluc.inv.major.loglik","popfluc.inv.major.pars","insol.inv.major.loglik","insol.inv.major.pars","milk.inv.major.loglik","milk.inv.major.pars","cluster.inv.minor.loglik","cluster.inv.minor.pars","popfluc.inv.minor.loglik","popfluc.inv.minor.pars","insol.inv.minor.loglik","insol.inv.minor.pars","milk.inv.minor.loglik","milk.inv.minor.pars"
"rs1805008",-291.631718807062,"7.42247954665676e-17,1,0.955128204118921,0.968253967937018,0.967775468214321,0.96819787969107",-291.631718807062,"7.42247954665676e-17,0.00532428537722962,0.955128204118921,0.968253967937018,0.967775468214321,0.96819787969107",-291.296438742135,"0.459985037482999,0.000772363713019375,0.932626407419686,0.968253982888468,0.967775520763116,0.968197789072384",-291.631718807062,"0.0189581547856456,0.00798173132873083,0.955128204118921,0.968253967937018,0.967775468214321,0.96819787969107",-291.254995442839,"0.999999941025637,0.116436084900542,0.904627726742431,0.96778545132282,0.967594602167443,0.966944980946924",-290.516843473426,"0.0312219635932406,1,0.0282621325093381,0.0207628547150146,0.0216671682651987,0.0195617499632968",-290.516843473426,"0.0312219635932406,1,0.0282621325093381,0.0207628547150146,0.0216671682651987,0.0195617499632968",-290.516843473426,"0.0312219635932406,1,0.0282621325093381,0.0207628547150146,0.0216671682651987,0.0195617499632968",-290.516843473426,"0.0312219635932406,1,0.0282621325093381,0.0207628547150146,0.0216671682651987,0.0195617499632968",-290.516843473426,"0.0312219635932406,1,0.0282621325093381,0.0207628547150146,0.0216671682651987,0.0195617499632968",-291.631718807062,"7.42247954665676e-17,0.418966763280377,0.955128204118921,0.968253967937018,0.967775468214321,0.96819787969107",-291.623654404519,"0.999999850737894,0.0459703938218103,0.955066034578027,0.968138285445267,0.967762290755562,0.968161241592519",-291.631718807062,"7.42247954665676e-17,1,0.955128204118921,0.968253967937018,0.967775468214321,0.96819787969107",-291.631718807062,"7.42247954665676e-17,0.0149920287366135,0.955128204118921,0.968253967937018,0.967775468214321,0.96819787969107",-287.640578754864,"0.868127598537149,0.0579257961265318,0.00252814088733187,0.0280235931059821,0.0295651121136632,0.000759624077458799",-289.369296858344,"0.797043498775585,0.172343827447599,0.0156352893076236,0.0111462405517079,0.0186553563382154,0.014696331512541",-289.871861589159,"0.999999999573905,0.135520034139816,0.0179656234540119,0.005049410858586,0.0251677874092295,0.0307386696631044",-289.794568311551,"0.125345170293959,0.248268149009681,0.0248280706282681,0.0146186344467183,0.0179792376697087,0.0204998352086334"
"rs28777",-863.381949103563,"0.0421991711325999,1,0.398126873188119,0.389191142772574,0.492377500072771,0.400754908404198",-863.251666045494,"0.0503762110376942,0.832734815130696,0.41632461689761,0.37816557369912,0.482436258391538,0.4325000870613",-862.615781005413,"0.165937545164016,0.321287839231283,0.407932360391937,0.377472683446778,0.499537250942441,0.426886120423611",-863.381949103563,"0.0421991711325999,1,0.398126873188119,0.389191142772574,0.492377500072771,0.400754908404198",-863.220878778218,"0.0428286977001408,0.999999988211543,0.427606182388492,0.415412053781403,0.490347466678318,0.398460135820034",-873.65167368879,"5.4851298546393e-17,1,0.444444445039723,0.490000008114161,0.375000000340779,0.443548389598236",-873.65167368879,"5.4851298546393e-17,0.0455041837129666,0.444444445039723,0.490000008114161,0.375000000340779,0.443548389598236",-873.65167368879,"5.4851298546393e-17,0.0214795922507261,0.444444445039723,0.490000008114161,0.375000000340779,0.443548389598236",-873.65167368879,"0.0705429133081459,0.009589870107193,0.444444445039723,0.490000008114161,0.375000000340779,0.443548389598236",-873.65167368879,"0.139026872393908,0.00360484650941353,0.444444445039723,0.490000008114161,0.375000000340779,0.443548389598236",-863.175612215674,"0.0450346116119828,0.978859048599383,0.38989671102039,0.393764646501684,0.494109244912241,0.391460256808999",-863.381949103563,"0.0421991711325999,1,0.398126873188119,0.389191142772574,0.492377500072771,0.400754908404198",-862.642019335806,"0.0930997572741798,0.457508129395032,0.3513476888601,0.334375339460809,0.483450748814542,0.445279524187239",-863.381949103563,"0.0421991711325999,1,0.398126873188119,0.389191142772574,0.492377500072771,0.400754908404198",-873.65167368879,"5.4851298546393e-17,0.00527228054291194,0.444444445039723,0.490000008114161,0.375000000340779,0.443548389598236",-873.65167368879,"0.611824690507253,0.00212479692574686,0.444444445039723,0.490000008114161,0.375000000340779,0.443548389598236",-873.65167368879,"0.084375732293766,0.00277034506774868,0.444444445039723,0.490000008114161,0.375000000340779,0.443548389598236",-873.649782202743,"0.0169649368771331,0.0019470232263828,0.431808667692243,0.478644231114834,0.374999851443337,0.443548125734878"
"rs16891982",-1298.22922051629,"0.062746015359956,1,0.262826294161537,0.281649587958396,0.343598652208224,0.211038036408808",-1298.19095474673,"0.0673670254533997,0.92277724106237,0.280584019778165,0.276607525847974,0.339023987628405,0.233616081245709",-1298.20948824409,"0.0732641820396147,0.817075212993217,0.267997054791689,0.284669532101428,0.344692717956394,0.214033293638072",-1298.22192275154,"0.0656089496864524,0.944462140558519,0.265978412597421,0.285923014632304,0.343817951154223,0.208240631767663",-1298.01146466032,"0.0823497321742107,0.803229908809573,0.280021335976024,0.317706650533673,0.348625759559828,0.203411532864338",-1333.48739396924,"5.53035075926008e-18,1,0.509554147454132,0.552631571303926,0.466457019811684,0.579136693467434",-1333.48739396924,"5.53035075926008e-18,0.112615559956044,0.509554147454132,0.552631571303926,0.466457019811684,0.579136693467434",-1333.48739396924,"5.53035075926008e-18,1,0.509554147454132,0.552631571303926,0.466457019811684,0.579136693467434",-1333.48739396924,"0.200196888154686,0.00557213833844695,0.509554147454132,0.552631571303926,0.466457019811684,0.579136693467434",-1333.48739396924,"0.163223867806568,0.00451538855470045,0.509554147454132,0.552631571303926,0.466457019811684,0.579136693467434",-1298.22922051629,"0.062746015359956,1,0.262826294161537,0.281649587958396,0.343598652208224,0.211038036408808",-1298.22922051629,"0.062746015359956,1,0.262826294161537,0.281649587958396,0.343598652208224,0.211038036408808",-1298.19813692013,"0.0689705832280159,0.875651509938401,0.256437829201542,0.274463740037244,0.34224871537838,0.218065059865962",-1298.22922051629,"0.062746015359956,1,0.262826294161537,0.281649587958396,0.343598652208224,0.211038036408808",-1333.48739396924,"5.53035075926008e-18,0.0104591182514907,0.509554147454132,0.552631571303926,0.466457019811684,0.579136693467434",-1333.48739396924,"0.13215787139567,0.0034667057250672,0.509554147454132,0.552631571303926,0.466457019811684,0.579136693467434",-1333.48739396924,"5.53035075926008e-18,1,0.509554147454132,0.552631571303926,0.466457019811684,0.579136693467434",-1333.48739396924,"5.53035075926008e-18,1,0.509554147454132,0.552631571303926,0.466457019811684,0.579136693467434"
"rs12821256",-197.428520099401,"4.24476187978199e-16,1,0.963963964263376,0.944444444339582,0.960063898091482,0.978609625472315",-197.428520099401,"4.24476187978199e-16,1,0.963963964263376,0.944444444339582,0.960063898091482,0.978609625472315",-197.428520099401,"4.24476187978199e-16,1,0.963963964263376,0.944444444339582,0.960063898091482,0.978609625472315",-197.428520099401,"4.24476187978199e-16,1,0.963963964263376,0.944444444339582,0.960063898091482,0.978609625472315",-197.428520099401,"4.24476187978199e-16,1,0.963963964263376,0.944444444339582,0.960063898091482,0.978609625472315",-197.327383385041,"0.0110078652373001,1,0.0309032067383557,0.0489200808028959,0.0348843695691826,0.0181256973440716",-197.20792647535,"0.0340766588415853,0.409664450659433,0.0320025196852153,0.0445183225122877,0.0321977899993679,0.0202243357004432",-194.354532914916,"0.999999999983287,0.0741880212870275,8.08018064146467e-13,0.0245581959585132,0.0393425019512789,0.0211939566181122",-197.321920061276,"0.99999999241201,0.11446474434048,0.0358641743947944,0.0555108513488787,0.0387949428282818,0.0150172052932586",-195.066770518652,"0.999999998451351,0.183674615641654,0.00332819224741552,0.0479096904478106,0.0358631879950262,0.014523481803196",-197.218141764005,"0.485471243715334,0.0119858888111532,0.931580880610266,0.944192670272353,0.959618689240792,0.959740404181841",-197.428520099401,"4.24476187978199e-16,1,0.963963964263376,0.944444444339582,0.960063898091482,0.978609625472315",-197.428520099401,"4.24476187978199e-16,1,0.963963964263376,0.944444444339582,0.960063898091482,0.978609625472315",-197.38208563595,"0.0583265397741001,0.120606081879987,0.955877888193278,0.93324398637435,0.957020955525562,0.977934538780939",-197.326013761231,"0.0115983390777083,0.999999982466247,0.0306558433350973,0.0490671244391291,0.0348774519319176,0.0179678188535054",-197.315377734123,"0.999999995591899,0.096783080341663,0.030346333825943,0.0462748837664088,0.0374081763717097,0.0195825736055495",-196.927778025128,"0.999999961420462,0.10880830532009,0.0246046556954387,0.0252468675149422,0.0368741496408482,0.0212613198790867",-197.327383385041,"0.0110078652373001,1,0.0309032067383557,0.0489200808028959,0.0348843695691826,0.0181256973440716"
"rs4959270",-1179.41754562463,"9.26766131901639e-16,1,0.517123286954403,0.481132076426731,0.552825549204656,0.561752986260849",-1179.41754562463,"9.26766131901639e-16,0.00475112499800701,0.517123286954403,0.481132076426731,0.552825549204656,0.561752986260849",-1179.34755117921,"0.0856424939145928,0.0800410040640497,0.497534463911799,0.46859166097014,0.552326094881654,0.561430167138242",-1179.41754562463,"0.131520037115304,0.0104053224345841,0.517123286954403,0.481132076426731,0.552825549204656,0.561752986260849",-1179.19979672004,"0.999999986554077,0.0754669591392639,0.459956234837284,0.480990225459061,0.552800018312338,0.561232536191142",-1178.91602724694,"0.00808838867100935,1,0.452156130445389,0.495380726062308,0.423118078361677,0.407705829638465",-1178.57721503815,"0.0774650105027811,0.0574023695053129,0.481444803631406,0.498291657274209,0.419911552371223,0.437639310665929",-1178.8778234542,"0.0167781610540708,0.492044886024037,0.453841839085638,0.495215550189972,0.422952708100966,0.409183738525694",-1178.87600701234,"0.0150728567484526,0.55030410956019,0.458196691268796,0.502936497011721,0.423462517344561,0.400088172662669",-1178.9126517366,"0.00816506739511887,0.999999989866081,0.457963336638976,0.500563043830358,0.422890357148968,0.407417693205883",-1179.41754562463,"9.26766131901639e-16,0.0187344593468948,0.517123286954403,0.481132076426731,0.552825549204656,0.561752986260849",-1179.38090399801,"0.99999997878933,0.0674871587599409,0.510515392856242,0.472081590344003,0.550749196696789,0.558670260098207",-1179.24230231919,"0.999999997743026,0.0726602535908713,0.503587584710438,0.445000706867277,0.551645442511938,0.561732460874351",-1179.41754562463,"9.26766131901639e-16,0.00490619257191956,0.517123286954403,0.481132076426731,0.552825549204656,0.561752986260849",-1178.91602724694,"0.00808838867100935,1,0.452156130445389,0.495380726062308,0.423118078361677,0.407705829638465",-1178.91382298728,"0.00885706187455902,0.897318419698011,0.453096024797233,0.495456468298335,0.422877203317614,0.407195201430712",-1178.91602724694,"0.00808838867100935,1,0.452156130445389,0.495380726062308,0.423118078361677,0.407705829638465",-1178.74667124517,"0.107425361061821,0.0990988102922818,0.38945644292253,0.4344703653942,0.424842826399808,0.431177532188309"
"rs12203592",-592.739929511194,"1.27985308279741e-15,1,0.824427474324283,0.689655175405259,0.880617978789607,0.904977377059264",-592.739929511194,"1.27985308279741e-15,1,0.824427474324283,0.689655175405259,0.880617978789607,0.904977377059264",-590.944167873355,"0.396297392436611,0.095052204385393,0.751625440051579,0.615213401131268,0.878127660786672,0.903671018085242",-592.739929511194,"1.27985308279741e-15,0.18622380418,0.824427474324283,0.689655175405259,0.880617978789607,0.904977377059264",-592.411077701665,"0.999999996466641,0.0877711403342911,0.764170751532827,0.689170581463698,0.880561836413995,0.90443433350541",-592.398000259194,"0.0101750184574121,1,0.154433618889093,0.282003698393217,0.106263508079689,0.082692829046511",-588.827496338248,"0.302174509674654,0.026464343124634,0.173145254064084,0.24376105822437,0.0775751286750772,0.0942320311769749",-592.39798295208,"0.0102913352677058,0.984183602895513,0.154471822912493,0.282033978479933,0.106267382161134,0.0827045729631659",-591.757120764139,"0.0754625823916743,0.327830251509228,0.156504836980846,0.29354057582921,0.100025373064313,0.0640756651813305",-592.336672713936,"0.0111811024371794,0.99999998782586,0.156851726029474,0.285472525966554,0.105012859344779,0.0815365810903125",-592.618937466197,"0.148464008596252,0.0399666434126184,0.787215874054414,0.68917671121432,0.880196542794755,0.876249175565432",-592.599646765087,"0.999999936670684,0.0895034992679258,0.805671947023829,0.657364239838116,0.875700548913406,0.89999012507086",-590.337625779461,"0.999999998839112,0.101798967481406,0.775936834469464,0.541999292350067,0.874593824618547,0.904692366536839",-591.747209407964,"0.328573013720527,0.00276075259561507,0.587001542103366,0.432474390539074,0.880617887109734,0.904977504274312",-592.398000259194,"0.0101750184574121,1,0.154433618889093,0.282003698393217,0.106263508079689,0.082692829046511",-592.317200183168,"0.0176444887537613,0.620355553197944,0.151456421770994,0.27904156461911,0.104553023226954,0.0806929588651212",-592.398000259194,"0.0101750184574121,0.999999994471495,0.154433618889093,0.282003691548929,0.106263508079689,0.082692829046511",-592.214903543629,"0.0503825904735132,0.203002394708098,0.146474527158916,0.25836926647125,0.102176196230847,0.0856120239777004"
"rs1042602",-869.708097558009,"4.44172371037775e-17,1,0.816901403524319,0.894736837509136,0.822429907291877,0.774368236743413",-869.708097558009,"4.44172371037775e-17,0.148308259991365,0.816901403524319,0.894736837509136,0.822429907291877,0.774368236743413",-869.708097558009,"4.44172371037775e-17,1,0.816901403524319,0.894736837509136,0.822429907291877,0.774368236743413",-869.708097558009,"0.319086614294065,0.00459048087889858,0.816901403524319,0.894736837509136,0.822429907291877,0.774368236743413",-869.708097558009,"0.177113394385424,0.00123357584848397,0.816901403524319,0.894736837509136,0.822429907291877,0.774368236743413",-855.343253844055,"0.0520931903961548,1,0.090099288988241,0.0583189299823813,0.0982990161562977,0.11054098137495",-855.281459932026,"0.052814856228358,0.996430473674294,0.0939312491958187,0.0578463876801282,0.0976107398826856,0.115052995100553",-853.682741852781,"0.303259868076364,0.267243257874651,0.0829681094671282,0.0459686546900189,0.101371189173866,0.128224523570972",-855.343253844055,"0.0520931903961548,1,0.090099288988241,0.0583189299823813,0.0982990161562977,0.11054098137495",-854.614263642084,"0.122609710955936,0.539377899808398,0.0765486088871021,0.0689169342375461,0.108433911766271,0.103665932634646",-869.708097558009,"4.44172371037775e-17,0.00106554022271857,0.816901403524319,0.894736837509136,0.822429907291877,0.774368236743413",-869.702698909016,"0.999999845982514,0.0404154667532362,0.816837711237835,0.894627729844295,0.822411765724471,0.774275901061481",-869.708097558009,"0.0267833679543929,0.0051303293186147,0.816901403524319,0.894736837509136,0.822429907291877,0.774368236743413",-869.708097558009,"1.38803865949305e-18,0.000587038848091822,0.816901403524319,0.894736837509136,0.822429907291877,0.774368236743413",-855.071504421298,"0.0571493760098955,0.951644094887938,0.085562513271018,0.0596204529418245,0.0994627132793308,0.103519574327502",-855.343253844055,"0.0520931903961548,1,0.090099288988241,0.0583189299823813,0.0982990161562977,0.11054098137495",-855.298323824302,"0.0655665275557573,0.75285249883401,0.0840664031173665,0.0536067345609335,0.0964133368031319,0.117668177371773",-855.343253844055,"0.0520931903961548,1,0.090099288988241,0.0583189299823813,0.0982990161562977,0.11054098137495"
"rs1393350",-681.122906383064,"5.26689232655537e-17,1,0.866438355425,0.873015878610248,0.875000000528213,0.859374999127395",-681.122906383064,"5.26689232655537e-17,0.0249514573954679,0.866438355425,0.873015878610248,0.875000000528213,0.859374999127395",-681.122906383064,"5.26689232655537e-17,1,0.866438355425,0.873015878610248,0.875000000528213,0.859374999127395",-681.122906383064,"5.26689232655537e-17,1,0.866438355425,0.873015878610248,0.875000000528213,0.859374999127395",-681.122906383064,"0.232566548134302,0.00577155526392859,0.866438355425,0.873015878610248,0.875000000528213,0.859374999127395",-678.779658234217,"0.0251868592279794,1,0.094962909822694,0.0965001634319708,0.0939147186003801,0.0991424308474785",-677.686489132281,"0.0817701691399603,0.34034549345292,0.108530848334271,0.082876630375455,0.08361581496654,0.131907335810774",-676.794952603418,"0.541197798946239,0.147703109370718,0.0571964098035826,0.060398109128695,0.104475564971402,0.121036985543917",-678.779658234217,"0.0251868592279794,0.999999997730367,0.094962909822694,0.0965001634319708,0.0939147186003801,0.0991424308474785",-678.779658234217,"0.0251868592279794,1,0.094962909822694,0.0965001634319708,0.0939147186003801,0.0991424308474785",-681.122906383064,"5.26689232655537e-17,0.00829835527156888,0.866438355425,0.873015878610248,0.875000000528213,0.859374999127395",-681.122906383064,"0.0935189338722754,0.00342032798788432,0.866438355425,0.873015878610248,0.875000000528213,0.859374999127395",-681.122906383064,"0.0846459855632578,0.00870738437880308,0.866438355425,0.873015878610248,0.875000000528213,0.859374999127395",-681.122906383064,"5.26689232655537e-17,1,0.866438355425,0.873015878610248,0.875000000528213,0.859374999127395",-678.779658234217,"0.0251868592279794,1,0.094962909822694,0.0965001634319708,0.0939147186003801,0.0991424308474785",-678.779658234217,"0.0251868592279794,1,0.094962909822694,0.0965001634319708,0.0939147186003801,0.0991424308474785",-676.863704500074,"0.40601555048309,0.179666868968909,0.062033117680725,0.0433278293443825,0.0945431972468042,0.131181351755152",-676.94561118971,"0.644943493326665,0.0702398059991989,0.00605454685484164,0.0071552670470789,0.097043339554387,0.136514253013919"
"rs12913832",-1149.67598167664,"0.016926825073371,1,0.389783339161511,0.541430249614007,0.417299468628933,0.234209412228476",-1145.76936771617,"0.158650125021244,0.114447536577979,0.441284380650026,0.520871966624642,0.392516860676627,0.282817509606908",-1149.66299498274,"0.0204208826251838,0.791062238681118,0.391449316641941,0.5423010866666,0.417403899683458,0.234942646867012",-1149.67446343977,"0.0177189960271616,0.943821231004003,0.390722520150926,0.542801741299653,0.417333096887379,0.233409225189635",-1149.49855122535,"0.0177181946857538,0.999999989443789,0.399736879769033,0.550800353453793,0.414875711872237,0.231993647659884",-1151.83325939025,"1.34817137691599e-16,1,0.548507462098941,0.409090900783262,0.530660383408079,0.715953304595794",-1151.83325939025,"1.34817137691599e-16,1,0.548507462098941,0.409090900783262,0.530660383408079,0.715953304595794",-1150.64358616526,"0.299864708280497,0.0909086717126477,0.468848682398662,0.358849112381755,0.527130741158565,0.714088370256594",-1151.45185134469,"0.999999998586258,0.0967045032405467,0.548263200376266,0.409065570080979,0.528541051686542,0.682598845128899",-1151.8240816449,"0.999999998639555,0.0437028129743945,0.543367635693257,0.409089154061687,0.530660564432466,0.71595117255774",-1149.67598167664,"0.016926825073371,1,0.389783339161511,0.541430249614007,0.417299468628933,0.234209412228476",-1149.55363855589,"0.0249308832639661,0.66723162860333,0.387256471777161,0.540315053755635,0.415198981128825,0.230902239604265",-1149.51547681365,"0.028178180238333,0.573394343780541,0.377756224380401,0.526899413145273,0.414476462137112,0.242852803852011",-1149.40847077538,"0.0879029532588821,0.171699069608257,0.365292894633996,0.499051311959002,0.414308982100249,0.257029573180482",-1151.83325939025,"1.34817137691599e-16,1,0.548507462098941,0.409090900783262,0.530660383408079,0.715953304595794",-1151.83325939025,"1.34817137691599e-16,1,0.548507462098941,0.409090900783262,0.530660383408079,0.715953304595794",-1150.69348106532,"0.999999996687561,0.0850687062642428,0.516478440291057,0.338409869982407,0.526478683293351,0.715843216607083",-1148.83759972296,"0.547567965341926,0.00202264170538275,0.101132010725247,0.0744054736047517,0.530660272460167,0.715953512406395"
"rs1800407",-504.878420825739,"3.85534659944861e-17,1,0.887417219861188,0.956896550818254,0.909403669139039,0.939024389316041",-504.878420825739,"3.85534659944861e-17,0.0338849407001488,0.887417219861188,0.956896550818254,0.909403669139039,0.939024389316041",-504.878420825739,"1.20479581232769e-18,0.214450747798377,0.887417219861188,0.956896550818254,0.909403669139039,0.939024389316041",-504.793815801512,"0.999999996972187,0.0943747471489883,0.887341481688796,0.956893059457581,0.908836587118931,0.93048681078425",-504.878420825739,"3.85534659944861e-17,0.00394899871256319,0.887417219861188,0.956896550818254,0.909403669139039,0.939024389316041",-502.916405362466,"0.0290057694746458,1,0.0752665635905766,0.0305845761172079,0.0642271697122438,0.0393415538427339",-501.1874362908,"0.110209648910828,0.30087116721217,0.0895231796552763,0.0248540469856916,0.0545265785566403,0.0575714831242562",-499.426497437599,"0.903369529927492,0.00032840680226658,0.0160753854977844,0.0431031631373998,0.0905965477422383,0.0609753521660755",-502.916405362466,"0.0290057694746458,1,0.0752665635905766,0.0305845761172079,0.0642271697122438,0.0393415538427339",-498.708185371383,"0.999999997990769,0.174542467048685,0.0133801054927132,0.0384104252723307,0.0840636885407428,0.0451228341479922",-503.849289369917,"0.591236302530158,0.000655085937132136,0.763146809422064,0.956896397253461,0.908775285341927,0.871768680615904",-504.789236539742,"0.999999999391963,0.0829359927227318,0.878669812971603,0.952805757281093,0.906988480346207,0.936800604904966",-504.875492520582,"0.999999892683676,0.0467180889496301,0.887235764955502,0.956466741623486,0.909399807064916,0.939024396147067",-504.630657057589,"0.31301269200562,0.00370706547119543,0.718758459229092,0.894500789023881,0.909403583690831,0.93902452316182",-502.916405362466,"0.0290057694746458,1,0.0752665635905766,0.0305845761172079,0.0642271697122438,0.0393415538427339",-502.916405362466,"0.0290057694746458,1,0.0752665635905766,0.0305845761172079,0.0642271697122438,0.0393415538427339",-501.822761968732,"0.215451370966728,0.247954941641405,0.0497561974117302,0.0158426875158146,0.060645150438575,0.0511697032871018",-502.916405362466,"0.0290057694746458,0.999999992004745,0.0752665635905766,0.0305845761172079,0.0642271697122438,0.0393415538427339"
