"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-297.608995057736,"1.50441843579549e-16,1,0.967948717877952,0.976190476504679,0.958419957379976,0.971731447530276",-297.608995057736,"0.87579571733133,0.0139616279930645,0.967948717877952,0.976190476504679,0.958419957379976,0.971731447530276",-297.608995057736,"9.40261522372183e-18,0.136336383829646,0.967948717877952,0.976190476504679,0.958419957379976,0.971731447530276",-292.224209018714,"0.0397863990232044,1,0.0157801045069696,0.0136320109852482,0.024944954399005,0.0150493686566132",-291.469413723416,"0.99999999946734,0.324782503482031,0.0043824033615029,0.0037207619200444,0.0109987536522681,0.0133978811995001",-290.873704925618,"0.99999999970683,0.388095788403554,0.0168654589378686,0.0144073192672309,8.49378405855462e-12,0.0186557942460374",-297.608995057736,"1.50441843579549e-16,0.285669176111777,0.967948717877952,0.976190476504679,0.958419957379976,0.971731447530276",-297.608995057736,"0.00167739078327297,0.000305261946259893,0.967948717877952,0.976190476504679,0.958419957379976,0.971731447530276",-292.224209018714,"0.0397863990232044,0.99999999915148,0.0157801045069696,0.0136320109852482,0.024944954399005,0.0150493686566132",-292.224209018714,"0.0397863990232044,1,0.0157801045069696,0.0136320109852482,0.024944954399005,0.0150493686566132"
"rs28777",-867.622219360904,"0.0349736985530556,1,0.420975391975354,0.429508369052429,0.517558485198354,0.405905479275522",-867.429044482577,"0.0910072738219105,0.630044653334866,0.378694248977564,0.391524144014503,0.490141517191622,0.402828710879106",-866.39265229688,"0.421106562460685,0.463918636349823,0.420345841089318,0.423281455262615,0.396930105319116,0.428477353650558",-874.658782974537,"1.02869533342607e-16,1,0.448412698319252,0.469999991715923,0.373239435379891,0.465053766737273",-874.658782974537,"0.131962409135277,0.0170181075838334,0.448412698319252,0.469999991715923,0.373239435379891,0.465053766737273",-874.658782974537,"2.57173833356518e-17,0.165605201693964,0.448412698319252,0.469999991715923,0.373239435379891,0.465053766737273",-867.622219360904,"0.0349736985530556,1,0.420975391975354,0.429508369052429,0.517558485198354,0.405905479275522",-867.622219360904,"0.0349736985530556,1,0.420975391975354,0.429508369052429,0.517558485198354,0.405905479275522",-874.658782974537,"1.02869533342607e-16,0.0982819167380414,0.448412698319252,0.469999991715923,0.373239435379891,0.465053766737273",-874.658782974537,"1.02869533342607e-16,1,0.448412698319252,0.469999991715923,0.373239435379891,0.465053766737273"
"rs16891982",-1296.56681626913,"0.0635681190385566,1,0.250372406432062,0.302749819918713,0.332389980878065,0.201259086178906",-1296.56681626913,"0.0635681190385566,1,0.250372406432062,0.302749819918713,0.332389980878065,0.201259086178906",-1296.56681626913,"0.0635681190385566,1,0.250372406432062,0.302749819918713,0.332389980878065,0.201259086178906",-1332.69769025827,"3.16580488314241e-17,1,0.522293000358606,0.52631579064108,0.475890984150649,0.589928051528882",-1332.69769025827,"3.16580488314241e-17,0.0189088798038474,0.522293000358606,0.52631579064108,0.475890984150649,0.589928051528882",-1332.69769025827,"3.16580488314241e-17,0.227341015565685,0.522293000358606,0.52631579064108,0.475890984150649,0.589928051528882",-1296.00486783494,"0.0937671641903865,0.369440714347195,0.296117702127689,0.345677362870412,0.36469837865615,0.201686868075716",-1296.54126255992,"0.0889718390422277,0.242558280428388,0.258943704154671,0.312161207639439,0.352828587878427,0.196836489587415",-1332.69769025827,"3.16580488314241e-17,9.22329506764245e-06,0.522293000358606,0.52631579064108,0.475890984150649,0.589928051528882",-1332.69769025827,"0.00326415287558481,0.000147950050628926,0.522293000358606,0.52631579064108,0.475890984150649,0.589928051528882"
"rs12821256",-225.775962472004,"1.47299636641698e-18,1,0.963963963357694,0.966666667099547,0.945686901394588,0.973262031230177",-225.775962472004,"0.70628324559831,0.0104587797639667,0.963963963357694,0.966666667099547,0.945686901394588,0.973262031230177",-225.775962472004,"1.47299636641698e-18,0.0382080036498387,0.963963963357694,0.966666667099547,0.945686901394588,0.973262031230177",-224.319653030301,"0.0384572308440915,1,0.0206901443604188,0.0204357775546933,0.0330908480528086,0.0145945649618134",-224.266024795855,"0.0616892450244893,0.789967419046531,0.0186946267166475,0.0185153583550819,0.0309630995817604,0.0142691498269234",-224.319653030301,"0.0384572308440915,1,0.0206901443604188,0.0204357775546933,0.0330908480528086,0.0145945649618134",-225.733179040047,"0.999999898879158,0.000416750426949961,0.96396393340621,0.966666485061403,0.945132097766815,0.973251978236055",-225.775962472004,"1.47299636641698e-18,0.00034997214548077,0.963963963357694,0.966666667099547,0.945686901394588,0.973262031230177",-224.31711725992,"0.0415594473474957,0.744635997425784,0.0214328638482251,0.021135301252875,0.0338242573128025,0.0146252967882143",-224.319653030301,"0.0384572308440915,1,0.0206901443604188,0.0204357775546933,0.0330908480528086,0.0145945649618134"
"rs4959270",-1177.88549411234,"3.66270335336587e-16,1,0.527397259883223,0.424528294716953,0.56265356217751,0.545816733488235",-1177.64468841772,"0.999999998623505,0.167778722568902,0.4835565825716,0.391854441974722,0.533458977342553,0.539873616024301",-1177.88549411234,"3.66270335336587e-16,0.0498003861037025,0.527397259883223,0.424528294716953,0.56265356217751,0.545816733488235",-1176.64570101,"0.01270972715501,1,0.424539614248387,0.539100325486828,0.39979600949487,0.405886535508356",-1176.63970475845,"0.0143245400055867,0.936110730555992,0.422709558160024,0.537536063729712,0.398676530018831,0.405581433343349",-1176.64570101,"0.01270972715501,0.999999997334265,0.424539614248387,0.539100325486828,0.39979600949487,0.405886535508356",-1177.72825851709,"0.999999152628015,0.000396961942308025,0.52739714459835,0.424526361839633,0.560601802472259,0.545721943365886",-1177.88549411234,"0.00179166973866312,9.70767626286829e-06,0.527397259883223,0.424528294716953,0.56265356217751,0.545816733488235",-1176.52781523385,"0.0216569970046335,0.306600888796548,0.436988927324397,0.550105880455002,0.407177523982247,0.404887899888924",-1176.02260023754,"0.0747884433524616,0.0434501135890666,0.446278230505664,0.55962861318849,0.41118336657516,0.406385807199372"
"rs12203592",-586.766166871672,"0.00335961635532279,1,0.813084709355475,0.706414279041967,0.874636641091687,0.907703568579583",-585.491325156142,"0.99999999509462,0.227997338864161,0.71595772286747,0.601135630306275,0.830084555105657,0.899635094964504",-586.766166871672,"0.00335961635532279,0.999999997636638,0.813084709355475,0.706414279041967,0.874636641091687,0.907703568579583",-586.80299120405,"1.20443792624443e-17,1,0.179389312075835,0.284482758222259,0.120786516922215,0.0882352937483008",-586.80299120405,"1.20443792624443e-17,0.0195965913566675,0.179389312075835,0.284482758222259,0.120786516922215,0.0882352937483008",-586.584737918328,"0.289062273225712,0.0336829385973299,0.179389527283498,0.284483314667559,0.0905087149711091,0.0882348921627229",-586.766166871672,"0.00335961635532279,1,0.813084709355475,0.706414279041967,0.874636641091687,0.907703568579583",-586.317165894561,"0.915150303785389,0.00432219180229222,0.82060945854481,0.715249985192532,0.878244178735844,0.900621967246139",-586.583063526818,"0.999999966184781,0.000469390994210764,0.179389199158138,0.284481818673593,0.118589936989134,0.0881905180853375",-586.80299120405,"1.20443792624443e-17,1,0.179389312075835,0.284482758222259,0.120786516922215,0.0882352937483008"
"rs1042602",-913.469611781978,"1.57430792967766e-17,1,0.816901406883585,0.850877191275918,0.808411213772345,0.749097471274277",-913.469611781978,"0.513338917003548,0.0152487432826174,0.816901406883585,0.850877191275918,0.808411213772345,0.749097471274277",-913.469611781978,"1.57430792967766e-17,0.00338632267106675,0.816901406883585,0.850877191275918,0.808411213772345,0.749097471274277",-896.797811289293,"0.0565461103705485,1,0.0842795850850055,0.080309373143121,0.101118648679863,0.118226453490321",-896.687017872129,"0.10426255639349,0.736350604321415,0.0704747024015168,0.0676062907999513,0.0902180264478287,0.115523282761021",-896.797811289293,"0.0565461103705485,1,0.0842795850850055,0.080309373143121,0.101118648679863,0.118226453490321",-913.469611781978,"1.57430792967766e-17,1.34116831674019e-05,0.816901406883585,0.850877191275918,0.808411213772345,0.749097471274277",-913.469611781978,"1.46415742964385e-05,0.0002909233297751,0.816901406883585,0.850877191275918,0.808411213772345,0.749097471274277",-896.797811289293,"0.0565461103705485,0.999999999274686,0.0842795850850055,0.080309373143121,0.101118648679863,0.118226453490321",-896.753098217778,"0.0601057318072522,0.659202726026837,0.084521018078009,0.0806396346204093,0.106539668095064,0.117309216812006"
"rs1393350",-699.384854054088,"2.54933725830215e-17,1,0.873287670091989,0.865079360167372,0.868932038907821,0.847656255308892",-699.384854054088,"0.163589829349874,0.0211242473644969,0.873287670091989,0.865079360167372,0.868932038907821,0.847656255308892",-699.384854054088,"2.54933725830215e-17,0.0505342696878262,0.873287670091989,0.865079360167372,0.868932038907821,0.847656255308892",-694.664967508036,"0.0350295244706179,1,0.0779800833815717,0.0914576267220637,0.0874355527792629,0.0931987810165811",-692.75155738072,"0.99999999968703,0.314417451382001,0.0250959570185213,0.0307058178500654,0.0428027389611854,0.085055254339689",-694.447146255479,"0.225787121723665,0.548345606444296,0.0744311986696082,0.0867142962004065,0.0696742659249691,0.0972375119033194",-699.384854054088,"5.91918562872391e-18,0.00601653395398468,0.873287670091989,0.865079360167372,0.868932038907821,0.847656255308892",-699.384853150492,"0.999183492065048,0.000617966429119199,0.87328796815226,0.865079476113324,0.86893227843916,0.847655324300541",-694.664967508036,"0.0350295244706179,1,0.0779800833815717,0.0914576267220637,0.0874355527792629,0.0931987810165811",-694.664967508036,"0.0350295244706179,1,0.0779800833815717,0.0914576267220637,0.0874355527792629,0.0931987810165811"
"rs12913832",-1163.34097759126,"0.0162304891418411,1,0.381532709167793,0.534142070440333,0.421746696280192,0.26404495199816",-1163.34097759126,"0.0162304891418411,1,0.381532709167793,0.534142070440333,0.421746696280192,0.26404495199816",-1163.33326877056,"0.0279840588175228,0.812768300089869,0.37919658433699,0.531701408127303,0.417685393436758,0.264920801305781",-1165.35882015138,"4.72928843893954e-16,1,0.559701491572975,0.418181816361414,0.528301894605109,0.684824903458207",-1164.38947556652,"0.999999993398975,0.197115075793372,0.473982745165383,0.353128806529311,0.470590725718445,0.670791990438691",-1165.35882015138,"4.72928843893954e-16,0.0233233147596119,0.559701491572975,0.418181816361414,0.528301894605109,0.684824903458207",-1161.16290993045,"0.240364717520661,0.0532525547856008,0.432730774780946,0.576597559590199,0.454853191541452,0.274849099010173",-1163.31811424615,"0.0164428402136192,0.999999971159945,0.380776060591743,0.533509463238145,0.424939917711321,0.263401724203183",-1165.35882015138,"4.72928843893954e-16,1,0.559701491572975,0.418181816361414,0.528301894605109,0.684824903458207",-1165.35882015138,"0.00671353342754227,0.00020900199876313,0.559701491572975,0.418181816361414,0.528301894605109,0.684824903458207"
"rs1800407",-525.793021921928,"5.49814591680558e-17,1,0.880794702694768,0.931034483067341,0.910550456099242,0.93089430856613",-525.793021921928,"5.49814591680558e-17,0.0281134534600337,0.880794702694768,0.931034483067341,0.910550456099242,0.93089430856613",-525.793021921928,"5.49814591680558e-17,1,0.880794702694768,0.931034483067341,0.910550456099242,0.93089430856613",-521.215468562375,"0.0434702467727926,1,0.0645442702210235,0.041040985415039,0.0524488282450063,0.0353592464551779",-520.629177295326,"0.133325751494229,0.604064891656239,0.04815880418991,0.0306506257623658,0.0430947208258206,0.0335927153373596",-519.061371252049,"0.730100892809549,0.436060915837191,0.0615847839700739,0.038426500933626,0.0151833647909025,0.0396615243967805",-525.261733668723,"0.366598654512601,0.0060256669196673,0.880794468351607,0.93103470516973,0.908773984404377,0.930541345877483",-525.767110526281,"0.999999939115995,0.00211594613669483,0.880794295652661,0.931034019376382,0.910537183008117,0.929348934831597",-521.215468562375,"0.0434702467727926,0.999999998887305,0.0645442702210235,0.041040985415039,0.0524488282450063,0.0353592464551779",-521.215468562375,"0.0434702467727926,1,0.0645442702210235,0.041040985415039,0.0524488282450063,0.0353592464551779"
