"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-268.218811710983,"1.22723378445019e-16,1,0.964743590486605,0.976190474191106,0.969854470149597,0.969964664522533",-268.218811710983,"1.22723378445019e-16,1,0.964743590486605,0.976190474191106,0.969854470149597,0.969964664522533",-268.218811710983,"1.22723378445019e-16,0.0146700634647731,0.964743590486605,0.976190474191106,0.969854470149597,0.969964664522533",-263.871337993369,"0.0309545984003772,1,0.0201670976680254,0.0155830655936408,0.0203271752618332,0.0185422495682332",-262.629100529077,"0.999999999401282,0.321596831417271,0.00516397217605641,0.00395394080966617,0.00824432363665699,0.0146963441964788",-262.525727705908,"0.999999998737126,0.38176915795384,0.0196649308042286,0.0150750546896561,2.72410755006585e-11,0.0206129118443366",-268.218811710983,"1.22723378445019e-16,0.000451493940953247,0.964743590486605,0.976190474191106,0.969854470149597,0.969964664522533",-267.426788542577,"0.999999997812029,0.00548419014463566,0.964740451353461,0.976089476304879,0.969208548943442,0.962987475806773",-262.067510490253,"0.999999997752578,0.00132020227776406,0.0320515864432412,0.0238093049584187,0.0269054056023805,0.0297243743844722",-263.871337993369,"0.0309545984003772,1,0.0201670976680254,0.0155830655936408,0.0203271752618332,0.0185422495682332"
"rs28777",-857.607237369049,"0.0283019369786261,1,0.453893928507855,0.428815046372555,0.573257436508234,0.454691141865319",-857.461310294818,"0.109270660205654,0.54050128016251,0.402591451109902,0.383509061421076,0.541420043461734,0.452245984938357",-856.435511213185,"0.420417351388171,0.440638834710737,0.456290344922876,0.425857477849088,0.45294264989221,0.476907253282904",-862.109163677197,"3.56015973396261e-17,1,0.440476193044831,0.489999991204563,0.341549292905683,0.440860216115061",-862.109163677197,"3.56015973396261e-17,0.0439308042764634,0.440476193044831,0.489999991204563,0.341549292905683,0.440860216115061",-862.109163677197,"3.56015973396261e-17,0.0740183067602778,0.440476193044831,0.489999991204563,0.341549292905683,0.440860216115061",-857.607237369049,"0.0283019369786261,1,0.453893928507855,0.428815046372555,0.573257436508234,0.454691141865319",-857.607237369049,"0.0283019369786261,1,0.453893928507855,0.428815046372555,0.573257436508234,0.454691141865319",-862.109163677197,"7.34083778676177e-07,4.85380455417129e-06,0.440476193044831,0.489999991204563,0.341549292905683,0.440860216115061",-862.107655463027,"0.999999441696887,0.00113421233996625,0.440476958444628,0.489999243016002,0.341548467096453,0.440590060854785"
"rs16891982",-1303.28807200796,"0.0581669455778117,1,0.28276530888185,0.277778010130491,0.34203582042496,0.220080596425761",-1303.28807200796,"0.0581669455778117,0.999999996830061,0.28276530888185,0.277778010130491,0.34203582042496,0.220080596425761",-1303.28807200796,"0.0581669455778117,1,0.28276530888185,0.277778010130491,0.34203582042496,0.220080596425761",-1333.59600931655,"9.44116904666296e-18,1,0.503184713528433,0.57017543471405,0.4821802951918,0.584532371087585",-1333.59600931655,"0.193572052181866,0.0054241404801506,0.503184713528433,0.57017543471405,0.4821802951918,0.584532371087585",-1333.59600931655,"9.44116904666296e-18,1,0.503184713528433,0.57017543471405,0.4821802951918,0.584532371087585",-1303.02244957292,"0.0751059769608603,0.474551096749512,0.314122253256329,0.304302342876355,0.363125410932657,0.220595046761469",-1303.28807200796,"0.0581669455778117,1,0.28276530888185,0.277778010130491,0.34203582042496,0.220080596425761",-1333.59600931655,"9.44116904666296e-18,3.66818773131416e-06,0.503184713528433,0.57017543471405,0.4821802951918,0.584532371087585",-1333.59600931655,"9.44116904666296e-18,0.000580009128020386,0.503184713528433,0.57017543471405,0.4821802951918,0.584532371087585"
"rs12821256",-201.891495149592,"1.13863432244509e-15,1,0.963963964241681,0.955555555553713,0.960063897790011,0.973262031604735",-201.583485351845,"0.999999989179217,0.222841498389659,0.93937088871047,0.93402804853534,0.943316305249689,0.969761171980952",-201.800074097942,"0.303086059175861,0.0535539905129413,0.963963929330295,0.955555423679613,0.944890797138515,0.973262039799576",-201.847833584235,"0.00717521825198873,1,0.0326166678382473,0.0409051604826009,0.0365942434180501,0.0240341921894631",-201.839464639546,"0.0106180859923289,0.846607494830908,0.0319747641492156,0.0402050953855053,0.0360650616248714,0.0237785282372094",-201.847833584235,"0.00717521825198873,1,0.0326166678382473,0.0409051604826009,0.0365942434180501,0.0240341921894631",-200.094989184609,"0.999999999587747,0.0217794850399217,0.963916527100248,0.955529849349413,0.957631201403191,0.971510033215467",-201.891495149592,"1.13863432244509e-15,0.120473669090675,0.963963964241681,0.955555555553713,0.960063897790011,0.973262031604735",-201.830071526046,"0.0129732829100866,0.343791225470477,0.0330562440936879,0.0414305908230235,0.0367176977585265,0.0236030624536728",-201.79815261371,"0.0793773988842733,0.0287972935561984,0.0347417572058218,0.0435330948423787,0.037653104644628,0.0237437292721079"
"rs4959270",-1180.31138079426,"6.25961987695725e-16,1,0.482876714613739,0.462264155527349,0.558968053645238,0.53984064027489",-1180.14096270976,"0.999999997202798,0.161546049063328,0.446078913241184,0.434226815899249,0.534258436550909,0.535211342557364",-1180.31138079426,"6.25961987695725e-16,0.092107100728369,0.482876714613739,0.462264155527349,0.558968053645238,0.53984064027489",-1178.86926363486,"0.012500367356341,1,0.469386110648979,0.50146490818455,0.402813719333465,0.412508377172115",-1178.8533844645,"0.0152093233669257,0.899801549929709,0.466286214022085,0.498845535466667,0.400924241463819,0.411940277092989",-1178.86926363486,"0.012500367356341,0.999999997355191,0.469386110648979,0.50146490818455,0.402813719333465,0.412508377172115",-1180.25322233333,"0.0519097474887673,0.0122360864925611,0.482874679474363,0.462262396190833,0.557757256264805,0.53939999139428",-1180.31138079426,"6.25961987695725e-16,0.000834019510806399,0.482876714613739,0.462264155527349,0.558968053645238,0.53984064027489",-1178.77808010316,"0.0199706762422986,0.334916097449225,0.480835349486071,0.511480096932812,0.409527588107515,0.41178667378307",-1178.53336258553,"0.0495636934184972,0.0621450087736267,0.482405747318432,0.514582673409094,0.410964109044607,0.410180696385771"
"rs12203592",-569.307590647798,"0.00548249594763665,1,0.828330015238885,0.673976435112124,0.871682109930203,0.917155144629208",-567.006057941,"0.999999999408116,0.243727324078116,0.711256374470112,0.536754168588158,0.814400764516274,0.907652690712788",-569.30334727364,"0.00988896241327399,0.801376891675671,0.827783482011865,0.673043591884461,0.870969950492985,0.917222392238053",-569.403701453353,"7.21224965042134e-19,1,0.160305343907995,0.310344815278308,0.1207865163635,0.0769230780657744",-569.403701453353,"0.135477099171109,0.000695439650034272,0.160305343907995,0.310344815278308,0.1207865163635,0.0769230780657744",-569.185448167821,"0.289055790407147,0.055581214964543,0.16030589601217,0.310344397759736,0.0905097612148359,0.0769230428493012",-569.307590647798,"0.00548249594763665,1,0.828330015238885,0.673976435112124,0.871682109930203,0.917155144629208",-569.298425985605,"0.00578392625159736,0.999999987064813,0.827686821469836,0.673104892537653,0.871865546244766,0.916818723418533",-569.393569146996,"0.0286028910719645,0.0231612303233832,0.160295763379294,0.310339908332481,0.120322464320397,0.0767721798258772",-569.402010428518,"0.00843015058359559,0.0210925697351734,0.160102230231414,0.31017677875771,0.120373903725026,0.0763760171043292"
"rs1042602",-857.534672329262,"1.54252758250222e-17,1,0.838028169535013,0.84210526764513,0.832943924341616,0.774368230840561",-857.534672329262,"1.54252758250222e-17,1,0.838028169535013,0.84210526764513,0.832943924341616,0.774368230840561",-857.534672329262,"3.85631895625554e-18,0.0225685025335337,0.838028169535013,0.84210526764513,0.832943924341616,0.774368230840561",-844.141299951484,"0.0528553405740742,1,0.0777029760907392,0.0895164233622435,0.0909532794029599,0.110289756751037",-841.941027581414,"0.544188926906607,0.410635869569951,0.0287523798270968,0.0338358961095524,0.0480193154832363,0.0973737115347315",-844.141299951484,"0.0528553405740742,1,0.0777029760907392,0.0895164233622435,0.0909532794029599,0.110289756751037",-857.534672329262,"1.54252758250222e-17,0.000342380077577234,0.838028169535013,0.84210526764513,0.832943924341616,0.774368230840561",-857.534672329262,"2.92797127234124e-18,0.0345457222177754,0.838028169535013,0.84210526764513,0.832943924341616,0.774368230840561",-844.141299951484,"0.0528553405740742,1,0.0777029760907392,0.0895164233622435,0.0909532794029599,0.110289756751037",-844.141299951484,"0.0528553405740742,1,0.0777029760907392,0.0895164233622435,0.0909532794029599,0.110289756751037"
"rs1393350",-716.404419731824,"2.41612289282043e-17,1,0.85273972589418,0.849206350204652,0.861650485869252,0.857421871089146",-716.404419731824,"0.571058546389311,0.0138442539868586,0.85273972589418,0.849206350204652,0.861650485869252,0.857421871089146",-715.905351135468,"0.329207828154432,0.0555455093801991,0.852740019721291,0.849206697585395,0.81102146607136,0.857422147927416",-714.601510524158,"0.0213354744296981,1,0.110966722226705,0.120533544829922,0.109221855376156,0.106385264222766",-713.510049455122,"0.391477934957528,0.356286978302008,0.0653508116057965,0.0742663968353139,0.0777948166729037,0.0989852516469741",-714.582707303238,"0.0318065358795801,0.858401747626763,0.109739949236929,0.119197952593439,0.107544685347468,0.106636081906459",-716.056165736926,"0.999999992307183,0.00053979637554066,0.852740196888819,0.849206292475955,0.859555616218147,0.85727770444613",-716.40265028204,"0.999999279470085,0.00123536471692547,0.852740528770139,0.849206690338126,0.861650053532035,0.857183475206609",-714.601510524158,"0.0213354744296981,0.999999991985154,0.110966722226705,0.120533544829922,0.109221855376156,0.106385264222766",-714.521650759193,"0.021956936215504,0.999999983212842,0.110019679610826,0.119701925985943,0.110487978410117,0.105434940114756"
"rs12913832",-1153.35830424547,"0.0193685415639237,1,0.391735476210373,0.562594529521858,0.407528716517167,0.2375550507052",-1153.35830424547,"0.0193685415639237,1,0.391735476210373,0.562594529521858,0.407528716517167,0.2375550507052",-1152.71159913729,"0.214845758987881,0.481197874417278,0.38505149808063,0.554998196927494,0.352377008610668,0.243253577293436",-1156.19679462521,"7.76801910423628e-18,1,0.537313432459539,0.381818184619838,0.533018867997464,0.704280153628855",-1155.61744260419,"0.999999994473214,0.184208838172968,0.471990288061701,0.334138015751708,0.48909193365574,0.695251959660987",-1156.19679462521,"7.76801910423628e-18,0.081487654302696,0.537313432459539,0.381818184619838,0.533018867997464,0.704280153628855",-1152.29837502967,"0.0948338976050792,0.114914046339613,0.430824825808948,0.59657758932907,0.431489004883709,0.233826722942831",-1153.35830424547,"0.0193685415639237,1,0.391735476210373,0.562594529521858,0.407528716517167,0.2375550507052",-1156.19679462521,"7.76801910423628e-18,0.014948492989196,0.537313432459539,0.381818184619838,0.533018867997464,0.704280153628855",-1156.1764522671,"0.999999995915994,0.00162354187338964,0.537313266890215,0.381804426542729,0.533009067908883,0.70262726134094"
"rs1800407",-537.276770682848,"2.21282113093082e-16,1,0.887417214463965,0.948275858712814,0.902522934886481,0.926829269286356",-537.276770682848,"0.162364353506269,0.000626115714857978,0.887417214463965,0.948275858712814,0.902522934886481,0.926829269286356",-537.276770682848,"2.21282113093082e-16,0.130622748583475,0.887417214463965,0.948275858712814,0.902522934886481,0.926829269286356",-533.915674186785,"0.0364027521154438,1,0.0675234199323358,0.0334909601857844,0.0630161461134185,0.042147254118225",-533.274826564257,"0.151025207800065,0.545316099314747,0.0483144773090452,0.0239932422126767,0.0504351031681367,0.0395878568398542",-533.536972274345,"0.294465094379767,0.514085583092637,0.0652941561396446,0.0319422939003498,0.0463709874015565,0.0452262838493352",-536.723595101641,"0.99999998701883,0.000845535541710271,0.88741690312314,0.948275693930728,0.900617238416957,0.926662556103795",-537.276769307385,"0.999176383483947,0.000683553072648367,0.887417088258864,0.948275884295231,0.902523036614533,0.926828220467449",-533.915674186785,"0.0364027521154438,1,0.0675234199323358,0.0334909601857844,0.0630161461134185,0.042147254118225",-533.915674186785,"0.0364027521154438,1,0.0675234199323358,0.0334909601857844,0.0630161461134185,0.042147254118225"
