"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-282.063941817904,"1.25731559194667e-16,1,0.964743589442831,0.968253967745885,0.968814968617893,0.966431095163671",-282.063941817904,"1.25731559194667e-16,1,0.964743589442831,0.968253967745885,0.968814968617893,0.966431095163671",-282.063941817904,"1.25731559194667e-16,0.134122352560318,0.964743589442831,0.968253967745885,0.968814968617893,0.966431095163671",-281.361466026211,"0.0249916690220325,1,0.0243437112844954,0.0227274693924418,0.0227890435690471,0.0228622658780798",-279.987224293084,"0.99999999986076,0.309804159922713,0.00694978069252608,0.00659030309173331,0.00992912292007937,0.0183118466114931",-279.872449503466,"0.999999999095691,0.368472191636836,0.0236660390106677,0.0219512059103435,2.17813544151144e-11,0.0247948033284723",-282.063941817904,"1.25731559194667e-16,1,0.964743589442831,0.968253967745885,0.968814968617893,0.966431095163671",-280.88417068207,"0.941234079565973,0.00669393495393165,0.964728287676491,0.968076904318067,0.967600095483229,0.956791773562902",-279.405246673285,"0.999999993326072,0.00128333430607976,0.035256335939823,0.0317461039693137,0.0280028286110861,0.0332398423572166",-281.361466026211,"0.0249916690220325,1,0.0243437112844954,0.0227274693924418,0.0227890435690471,0.0228622658780798"
"rs28777",-857.272773614007,"0.0365910798737578,1,0.438774114759902,0.385698448531995,0.537396898254692,0.415932764419569",-856.433187470589,"0.33441855961954,0.408772711177044,0.314300264968101,0.279596926391825,0.456042314734154,0.411244747789409",-856.408305103822,"0.321629942082447,0.503623204946913,0.432277253099996,0.375372123499004,0.449586204315256,0.432040607830178",-864.871614292043,"2.74998273936921e-17,1,0.424603170583738,0.509999995576,0.350352112598845,0.448924729280106",-864.871614292043,"0.112025966416808,0.0168274982920395,0.424603170583738,0.509999995576,0.350352112598845,0.448924729280106",-864.871614292043,"2.74998273936921e-17,0.0342017989913059,0.424603170583738,0.509999995576,0.350352112598845,0.448924729280106",-857.272773614007,"0.0365910798737578,0.999999994289215,0.438774114759902,0.385698448531995,0.537396898254692,0.415932764419569",-857.272773614007,"0.0365910798737578,1,0.438774114759902,0.385698448531995,0.537396898254692,0.415932764419569",-864.871614292043,"2.74998273936921e-17,1,0.424603170583738,0.509999995576,0.350352112598845,0.448924729280106",-864.871614292043,"2.74998273936921e-17,0.000186038868646577,0.424603170583738,0.509999995576,0.350352112598845,0.448924729280106"
"rs16891982",-1292.02457259722,"0.0597873228910098,1,0.28793136130369,0.304463547977311,0.366323099382013,0.194110740601491",-1292.02457259722,"0.0597873228910098,1,0.28793136130369,0.304463547977311,0.366323099382013,0.194110740601491",-1292.02457259722,"0.0597873228910098,0.999999995144959,0.28793136130369,0.304463547977311,0.366323099382013,0.194110740601491",-1323.67121468445,"3.07513784062505e-17,1,0.490445861587179,0.535087715860131,0.451781971444787,0.615107915095521",-1323.67121468445,"0.592633937762903,0.00798125778291979,0.490445861587179,0.535087715860131,0.451781971444787,0.615107915095521",-1323.67121468445,"7.68784460156263e-18,0.179583490673954,0.490445861587179,0.535087715860131,0.451781971444787,0.615107915095521",-1291.48842835115,"0.0892904396941181,0.362762657554418,0.335046186020786,0.345548843893797,0.39823541964732,0.194191152929631",-1292.02457259722,"0.0597873228910098,1,0.28793136130369,0.304463547977311,0.366323099382013,0.194110740601491",-1323.67121468445,"3.07513784062505e-17,7.1551425474481e-05,0.490445861587179,0.535087715860131,0.451781971444787,0.615107915095521",-1323.67121468445,"0.0012791525146715,1.84320498037493e-05,0.490445861587179,0.535087715860131,0.451781971444787,0.615107915095521"
"rs12821256",-214.371409400609,"1.91850595793829e-16,1,0.954954955003516,0.96666666618631,0.955271565035951,0.973262031994103",-214.371409400609,"1.91850595793829e-16,1,0.954954955003516,0.96666666618631,0.955271565035951,0.973262031994103",-214.371409400609,"1.91850595793829e-16,1,0.954954955003516,0.96666666618631,0.955271565035951,0.973262031994103",-214.272776434742,"0.0105063693572149,1,0.038954006000677,0.0294447935303628,0.0393423249926532,0.0228508535553554",-214.262008260963,"0.0194829813953214,0.745421320691506,0.0375489762897309,0.0284791332911107,0.0383815849908885,0.0226184326488902",-214.166732995505,"0.294682826781403,0.397070685438041,0.038375028881625,0.02883699356358,0.0282477425092274,0.0233961636635358",-214.267046051086,"0.173016906457239,0.0220727852285602,0.954943910150888,0.966663416004466,0.954443287665373,0.972929269269178",-214.208656053585,"0.214566069346456,0.0133677616186675,0.954696970526583,0.966590414953138,0.953270327079875,0.969677060952518",-214.272776434742,"0.0105063693572149,1,0.038954006000677,0.0294447935303628,0.0393423249926532,0.0228508535553554",-214.272776434742,"0.0105063693572149,1,0.038954006000677,0.0294447935303628,0.0393423249926532,0.0228508535553554"
"rs4959270",-1180.74329977689,"1.17016945312264e-16,1,0.52054794612046,0.452830189300883,0.557739560612811,0.533864546079489",-1180.43727599604,"0.999999998865236,0.173899625705772,0.469274118453761,0.41385490800757,0.523579267073422,0.526343804814439",-1180.74329977689,"3.65677954100825e-18,0.0605712088415661,0.52054794612046,0.452830189300883,0.557739560612811,0.533864546079489",-1179.63071679963,"0.0106842569875534,1,0.438925319389931,0.516275971111846,0.409376469228349,0.425267555785734",-1179.6133166017,"0.0132931860914602,0.890633750151253,0.435932898793843,0.513729945512588,0.407505147039842,0.42463211966231",-1179.63071679963,"0.0106842569875534,1,0.438925319389931,0.516275971111846,0.409376469228349,0.425267555785734",-1180.60139032877,"0.999999309991081,0.000388167802729431,0.520547874315048,0.452830140123948,0.555797272008001,0.533777999198293",-1180.74329977689,"0.00283721529799718,0.000210020446822503,0.52054794612046,0.452830189300883,0.557739560612811,0.533864546079489",-1179.54425531117,"0.0171500223625329,0.338025110817853,0.448161466185504,0.524474359869137,0.414791437280919,0.424210427127164",-1179.60535102838,"0.0219777306319181,0.121369249660649,0.443998434863555,0.521518880396443,0.41470002049911,0.424057255524227"
"rs12203592",-591.187661085669,"1.88209515123473e-16,1,0.820610686971675,0.698275871866684,0.880617976772678,0.907239820375404",-590.179704763018,"0.999999999681627,0.211879257684718,0.743766222736251,0.610246290507743,0.844815339074915,0.898828766362055",-591.187661085669,"1.88209515123473e-16,1,0.820610686971675,0.698275871866684,0.880617976772678,0.907239820375404",-590.876071605723,"0.00974318152093029,1,0.158755529397898,0.275012961028433,0.106802832790643,0.0811859906597476",-590.876071605723,"0.00974318152093029,1,0.158755529397898,0.275012961028433,0.106802832790643,0.0811859906597476",-590.294976440723,"0.419323579627291,0.359349611105387,0.158890783569423,0.274128146614138,0.0667723874357381,0.0841124451165482",-591.187661085669,"1.88209515123473e-16,1,0.820610686971675,0.698275871866684,0.880617976772678,0.907239820375404",-590.498378524478,"0.999999995614932,0.00419837614100631,0.820610420192952,0.697991564143838,0.879688960833622,0.89514764907519",-590.672559187077,"0.0285850078438586,0.203759789226382,0.163547738543612,0.282537720085114,0.107891305622824,0.0784677384638706",-590.876071605723,"0.00974318152093029,1,0.158755529397898,0.275012961028433,0.106802832790643,0.0811859906597476"
"rs1042602",-878.493741444816,"5.10699682079809e-17,1,0.834507046435559,0.868421048589762,0.814252336601892,0.774368231061994",-878.493741444816,"0.189701521364359,0.0176747929958932,0.834507046435559,0.868421048589762,0.814252336601892,0.774368231061994",-878.493741444816,"5.10699682079809e-17,1,0.834507046435559,0.868421048589762,0.814252336601892,0.774368231061994",-866.351366927158,"0.0468169171430111,1,0.0871073463628323,0.079067671849266,0.110443604347469,0.119709640360852",-865.498857495899,"0.228427892931831,0.510992410007481,0.0543865663834767,0.0500402886962323,0.0818909233957341,0.112790919177838",-866.333678609134,"0.0619985100895099,0.897218854297364,0.0853109673615976,0.0774432389770282,0.107658420358441,0.119993136970256",-878.493741444816,"2.40238789558579e-06,1.5798272528887e-05,0.834507046435559,0.868421048589762,0.814252336601892,0.774368231061994",-878.493741444816,"0.0788508649873199,0.000126099255012508,0.834507046435559,0.868421048589762,0.814252336601892,0.774368231061994",-866.351366927158,"0.0468169171430111,0.999999997738042,0.0871073463628323,0.079067671849266,0.110443604347469,0.119709640360852",-866.351366927158,"0.0468169171430111,1,0.0871073463628323,0.079067671849266,0.110443604347469,0.119709640360852"
"rs1393350",-695.314728341906,"1.18280329879739e-17,1,0.863013701198628,0.84126983631278,0.876213592385394,0.851562500810793",-695.314728341906,"0.230838263750142,0.000537533104518484,0.863013701198628,0.84126983631278,0.876213592385394,0.851562500810793",-695.314728341906,"1.18280329879739e-17,0.0866066565939825,0.863013701198628,0.84126983631278,0.876213592385394,0.851562500810793",-692.640835638779,"0.0264960508750442,1,0.0957268121744798,0.120005983758574,0.0915051854629237,0.102958634623754",-692.617437395319,"0.0438979491318573,0.770428420387653,0.0899643712855464,0.113499684837276,0.0880194697329406,0.102326470727917",-692.283736449782,"0.144144280626205,0.580297771874309,0.0908997261120207,0.113930224604814,0.0787875161672889,0.103907066044417",-695.314728341906,"1.18280329879739e-17,3.70758045203396e-05,0.863013701198628,0.84126983631278,0.876213592385394,0.851562500810793",-695.30921086903,"0.999999975091139,0.00144800590076244,0.863014387325737,0.841268763073194,0.876210735729019,0.850977544463233",-692.640835638779,"0.0264960508750442,1,0.0957268121744798,0.120005983758574,0.0915051854629237,0.102958634623754",-692.623553269168,"0.0267527949688732,0.999999982184657,0.095379746248423,0.119657742406509,0.0933845959727375,0.102571372621366"
"rs12913832",-1149.78290527539,"0.0238501760736459,1,0.368601539607857,0.520862746911612,0.398442324949387,0.21845028778201",-1149.78290527539,"0.0238501760736459,1,0.368601539607857,0.520862746911612,0.398442324949387,0.21845028778201",-1149.77925067533,"0.0280637424943037,0.936703434506167,0.367418214416538,0.519647286071224,0.396836762709135,0.218770692247112",-1154.08636629271,"2.75752418113935e-16,1,0.544776107533727,0.409090905804737,0.528301884973908,0.712062262985404",-1152.92023509387,"0.999999998441778,0.196641698281187,0.4597708996745,0.34518167932748,0.471134650222858,0.698896495789992",-1153.99727077934,"0.127166284458691,0.0479052752005667,0.544775847133656,0.409090500098882,0.496047006980426,0.712061883256701",-1147.05334095372,"0.235370865620104,0.0702932974359861,0.434377033416486,0.576843271688926,0.440956335434802,0.221836302118407",-1149.68486815816,"0.0242999422731011,0.999999989429639,0.367009228385448,0.519523473731107,0.402686842749901,0.217233254838244",-1154.08636629271,"2.75752418113935e-16,0.000129946703674924,0.544776107533727,0.409090905804737,0.528301884973908,0.712062262985404",-1154.08387233748,"0.999999679402102,0.00119084951920718,0.544776755115739,0.409089977115862,0.528300965385913,0.711745443321161"
"rs1800407",-533.956781877873,"4.5265547099631e-16,1,0.87417218615357,0.939655172889512,0.907110090466167,0.93089430853747",-533.715053050078,"0.999999996617165,0.183729790848289,0.84282843937344,0.927159598165156,0.89156506719846,0.928123110668846",-533.956781877873,"4.5265547099631e-16,0.0568115321050688,0.87417218615357,0.939655172889512,0.907110090466167,0.93089430853747",-532.642370195784,"0.0229298018950186,1,0.0921861608763885,0.0464067530153883,0.0710949490943468,0.0492024785334337",-532.607084830351,"0.0325574773582946,0.832150331928239,0.0887463542950013,0.0447354761634253,0.0693380055298686,0.0488773268799704",-532.460961094601,"0.170666858005926,0.526526287985465,0.0900082035134352,0.0449545323044779,0.0603865789131622,0.0509867214658251",-533.907374799932,"0.104473056280806,0.0061560700481817,0.874172383423754,0.93965530272219,0.906526703322264,0.930794299921458",-533.95419146677,"0.999999900279357,0.00141774848732533,0.874171863088197,0.939655083261045,0.907108830254243,0.930620016571968",-532.59606046929,"0.0298750008516677,0.475831973933954,0.0968154619526611,0.0487052092160665,0.0732693050271393,0.0490547826929158",-532.642370195784,"0.0229298018950186,1,0.0921861608763885,0.0464067530153883,0.0710949490943468,0.0492024785334337"
