"locus","null.major.loglik","null.major.pars","cluster.major.loglik","cluster.major.pars","popfluc.major.loglik","popfluc.major.pars","insol.major.loglik","insol.major.pars","milk.major.loglik","milk.major.pars","null.minor.loglik","null.minor.pars","cluster.minor.loglik","cluster.minor.pars","popfluc.minor.loglik","popfluc.minor.pars","insol.minor.loglik","insol.minor.pars","milk.minor.loglik","milk.minor.pars","cluster.inv.major.loglik","cluster.inv.major.pars","popfluc.inv.major.loglik","popfluc.inv.major.pars","insol.inv.major.loglik","insol.inv.major.pars","milk.inv.major.loglik","milk.inv.major.pars","cluster.inv.minor.loglik","cluster.inv.minor.pars","popfluc.inv.minor.loglik","popfluc.inv.minor.pars","insol.inv.minor.loglik","insol.inv.minor.pars","milk.inv.minor.loglik","milk.inv.minor.pars"
"rs1805008",-288.196858179831,"2.56123461936317e-16,1,0.96153846134924,0.960317464007843,0.964656965030944,0.973498233177608",-288.196858179831,"2.56123461936317e-16,0.0591759709532103,0.96153846134924,0.960317464007843,0.964656965030944,0.973498233177608",-286.468212501223,"0.747412942538701,0.00113924058513913,0.914417137881075,0.960317892738787,0.964657034059977,0.97349813402036",-288.196858179831,"2.56123461936317e-16,1,0.96153846134924,0.960317464007843,0.964656965030944,0.973498233177608",-287.32469450438,"0.999999998250124,0.130646084128238,0.896566681141493,0.959169123058555,0.964195257964614,0.971498317364559",-285.803042491124,"0.0455837597675725,1,0.0192823490331246,0.0209459010419381,0.0194674959324184,0.0127656194123657",-285.803042491124,"0.0455837597675725,1,0.0192823490331246,0.0209459010419381,0.0194674959324184,0.0127656194123657",-285.803042491124,"0.0455837597675725,0.999999995406632,0.0192823490331246,0.0209459010419381,0.0194674959324184,0.0127656194123657",-285.803042491124,"0.0455837597675725,1,0.0192823490331246,0.0209459010419381,0.0194674959324184,0.0127656194123657",-285.803042491124,"0.0455837597675725,1,0.0192823490331246,0.0209459010419381,0.0194674959324184,0.0127656194123657",-288.196858179831,"2.56123461936317e-16,0.00127736077920445,0.96153846134924,0.960317464007843,0.964656965030944,0.973498233177608",-288.191713946031,"0.999999978954162,0.0428599793750799,0.961510693001204,0.960233451590304,0.964649526063542,0.973477675583333",-288.196858179831,"2.56123461936317e-16,0.0108914220680294,0.96153846134924,0.960317464007843,0.964656965030944,0.973498233177608",-288.196858179831,"2.56123461936317e-16,0.003102199474813,0.96153846134924,0.960317464007843,0.964656965030944,0.973498233177608",-283.017068623785,"0.862654962491485,0.079355409928466,0.00141019572801312,0.0352418017951785,0.0313241550783538,0.000267817371929925",-284.281825073877,"0.784968050532472,0.18973252859528,0.00997587550249474,0.0105386122824067,0.0168574184558209,0.00932159522064222",-285.559634092377,"0.119746875618805,0.393603131592029,0.0151016442989426,0.0138576374224569,0.0192075925870005,0.0172535437402244",-284.409659171677,"0.175799723542116,0.246327793794802,0.0163933963299943,0.0129351395842245,0.0151826874582244,0.0142653863230231"
"rs28777",-872.90149140482,"0.0334017468271855,1,0.418979067963669,0.414213091443225,0.503772384635323,0.422304344647591",-871.06731949684,"0.0722544245823853,0.493340675916163,0.450246130916036,0.37478473834518,0.469464332340794,0.494683128073094",-870.754729760486,"0.291892557588954,0.219988728625155,0.391711300372541,0.368332811623138,0.515796451751853,0.459084053820613",-872.90149140482,"0.0334017468271855,0.999999998654696,0.418979067963669,0.414213091443225,0.503772384635323,0.422304344647591",-872.367410856536,"0.295328641676146,0.262860865421691,0.295727699343992,0.469283811300741,0.568222308473347,0.452107725220548",-879.363853285223,"5.07854534972138e-17,1,0.456349206384834,0.490000004515418,0.390845070471029,0.454301076824346",-879.363853285223,"5.07854534972138e-17,1,0.456349206384834,0.490000004515418,0.390845070471029,0.454301076824346",-879.363853285223,"5.07854534972138e-17,0.00607641606377493,0.456349206384834,0.490000004515418,0.390845070471029,0.454301076824346",-879.363853285223,"0.0272406958535706,0.0133684187037344,0.456349206384834,0.490000004515418,0.390845070471029,0.454301076824346",-879.363853285223,"0.10948427032302,0.0062148724041417,0.456349206384834,0.490000004515418,0.390845070471029,0.454301076824346",-872.90149140482,"0.0334017468271855,1,0.418979067963669,0.414213091443225,0.503772384635323,0.422304344647591",-872.90149140482,"0.0334017468271855,1,0.418979067963669,0.414213091443225,0.503772384635323,0.422304344647591",-869.543419360668,"0.237443477178975,0.246828522053266,0.317827159353714,0.278590445390143,0.493784484292144,0.497934484564111",-872.90149140482,"0.0334017468271855,1,0.418979067963669,0.414213091443225,0.503772384635323,0.422304344647591",-879.363853285223,"4.95951694308729e-20,0.0517395172222675,0.456349206384834,0.490000004515418,0.390845070471029,0.454301076824346",-879.363853285223,"0.273465500076507,0.00354237125304106,0.456349206384834,0.490000004515418,0.390845070471029,0.454301076824346",-879.363853285223,"0.141604252714419,0.00371030636368764,0.456349206384834,0.490000004515418,0.390845070471029,0.454301076824346",-879.363853285223,"5.07854534972138e-17,0.00829984478390724,0.456349206384834,0.490000004515418,0.390845070471029,0.454301076824346"
"rs16891982",-1297.82662696314,"0.0601903782001679,1,0.27872364495573,0.272853653757539,0.361067043043272,0.213066677220138",-1296.55345456147,"0.0860305084469641,0.667526331405188,0.320950989894922,0.251619087673196,0.34262217599124,0.286704011050649",-1297.04182617637,"0.146078084928652,0.428949068434829,0.295683553186985,0.275906508304899,0.367121351479691,0.231002167789727",-1297.82662696314,"0.0601903782001679,1,0.27872364495573,0.272853653757539,0.361067043043272,0.213066677220138",-1297.65613248992,"0.0606505928839603,0.999999989645065,0.316349270614731,0.306105230941272,0.359717879562841,0.211781409436921",-1330.16035856259,"2.4581340775011e-17,1,0.500000002887731,0.570175442115679,0.45597484140383,0.586330937201508",-1330.16035856259,"2.4581340775011e-17,0.0341194620161831,0.500000002887731,0.570175442115679,0.45597484140383,0.586330937201508",-1330.16035856259,"2.4581340775011e-17,0.0162140967253969,0.500000002887731,0.570175442115679,0.45597484140383,0.586330937201508",-1330.16035856259,"0.364797285947954,0.00580081797116381,0.500000002887731,0.570175442115679,0.45597484140383,0.586330937201508",-1330.16035856259,"0.353666550988115,0.000338739946467807,0.500000002887731,0.570175442115679,0.45597484140383,0.586330937201508",-1297.82662696314,"0.0601903782001679,1,0.27872364495573,0.272853653757539,0.361067043043272,0.213066677220138",-1297.82662696314,"0.0601903782001679,1,0.27872364495573,0.272853653757539,0.361067043043272,0.213066677220138",-1296.68405229639,"0.108532632987034,0.527328730549908,0.238387065028517,0.227290884510001,0.353995306181736,0.254227859759612",-1297.82662696314,"0.0601903782001679,1,0.27872364495573,0.272853653757539,0.361067043043272,0.213066677220138",-1330.16035856259,"2.4581340775011e-17,0.0139453508847669,0.500000002887731,0.570175442115679,0.45597484140383,0.586330937201508",-1330.16035856259,"0.03492125770778,0.00494500802477323,0.500000002887731,0.570175442115679,0.45597484140383,0.586330937201508",-1330.16035856259,"0.0653445191441339,0.00560225464243492,0.500000002887731,0.570175442115679,0.45597484140383,0.586330937201508",-1330.16035856259,"2.4581340775011e-17,0.030390947274498,0.500000002887731,0.570175442115679,0.45597484140383,0.586330937201508"
"rs12821256",-223.059341107613,"5.77545887293311e-18,1,0.941441441401338,0.944444445022794,0.958466453608013,0.973262032079023",-223.059341107613,"5.77545887293311e-18,0.752645304574436,0.941441441401338,0.944444445022794,0.958466453608013,0.973262032079023",-223.059341107613,"5.77545887293311e-18,0.616760921625644,0.941441441401338,0.944444445022794,0.958466453608013,0.973262032079023",-223.059341107613,"0.0209680809677742,0.0142469637769565,0.941441441401338,0.944444445022794,0.958466453608013,0.973262032079023",-223.059341107613,"0.0692779318427345,0.000286339259037223,0.941441441401338,0.944444445022794,0.958466453608013,0.973262032079023",-222.337942371755,"0.0280077547786047,1,0.0396047845236815,0.0395804543227601,0.0290658833240741,0.0173466978906264",-222.178308584494,"0.0560662572098974,0.493601409690149,0.0448429127194545,0.035619469978147,0.026818379120158,0.0226903649691088",-222.074823488282,"0.173845421888844,0.264492914422415,0.0381129709600019,0.0349111517703993,0.029229342560685,0.0186370679134335",-222.337942371755,"0.0280077547786047,1,0.0396047845236815,0.0395804543227601,0.0290658833240741,0.0173466978906264",-219.899864916781,"0.999999991859342,0.183950737871306,0.0055404873691961,0.0478613196958689,0.0372718884110006,0.018144826946851",-223.059341107613,"5.77545887293311e-18,0.14087869473453,0.941441441401338,0.944444445022794,0.958466453608013,0.973262032079023",-223.05784517561,"0.999999764718569,0.0438780823399066,0.941389253251212,0.944318111170191,0.958455125540118,0.973240646908917",-223.059341107613,"0.099041442254942,0.00868529425586922,0.941441441401338,0.944444445022794,0.958466453608013,0.973262032079023",-223.059341107613,"3.60966179558319e-19,0.00276963876852342,0.941441441401338,0.944444445022794,0.958466453608013,0.973262032079023",-222.284369116869,"0.0302932974123397,0.999999987836491,0.0383488568191663,0.0394761375677532,0.0287615911597368,0.0167292471516",-222.337942371755,"0.0280077547786047,1,0.0396047845236815,0.0395804543227601,0.0290658833240741,0.0173466978906264",-221.787539458675,"0.313862959764712,0.195708460290958,0.0280846470489788,0.019489439867607,0.0301869945596913,0.0243629047529784",-222.337942371755,"0.0280077547786047,1,0.0396047845236815,0.0395804543227601,0.0290658833240741,0.0173466978906264"
"rs4959270",-1180.29105251479,"4.80442177842932e-17,1,0.51369862845603,0.433962255201962,0.545454553196362,0.55776892423238",-1180.29105251479,"4.80442177842932e-17,0.0818313892032428,0.51369862845603,0.433962255201962,0.545454553196362,0.55776892423238",-1180.29105251479,"3.00276361151832e-18,0.0930556644780462,0.51369862845603,0.433962255201962,0.545454553196362,0.55776892423238",-1180.29105251479,"0.0756633119895387,0.012880224044292,0.51369862845603,0.433962255201962,0.545454553196362,0.55776892423238",-1180.12392036598,"0.999999978863887,0.0754904026534603,0.456489837758025,0.433821396384589,0.545428826184046,0.557246081192767",-1179.10885638158,"0.0123941430666389,1,0.439207230196947,0.530413490392256,0.417578168285039,0.395450060266976",-1178.93449990667,"0.200132119229967,0.000104265157994941,0.484349061371308,0.516682908525223,0.421560676106418,0.440539301880364",-1179.10885638158,"0.0123941430666389,1,0.439207230196947,0.530413490392256,0.417578168285039,0.395450060266976",-1179.0601490286,"0.0236887867628028,0.531437361119147,0.449979113323805,0.543200043929687,0.419003407237717,0.384200252485204",-1179.10885638158,"0.0123941430666389,1,0.439207230196947,0.530413490392256,0.417578168285039,0.395450060266976",-1180.29042693527,"0.0120443012261695,0.00108059606495438,0.510670500680506,0.433963647219833,0.54540059685126,0.55493549853874",-1180.29105251479,"0.157388077175286,0.000525976587441529,0.51369862845603,0.433962255201962,0.545454553196362,0.55776892423238",-1180.29105251479,"0.076988621837782,0.00377363694711774,0.51369862845603,0.433962255201962,0.545454553196362,0.55776892423238",-1180.29105251479,"3.00276361151832e-18,0.00142794572308536,0.51369862845603,0.433962255201962,0.545454553196362,0.55776892423238",-1179.10885638158,"0.0123941430666389,1,0.439207230196947,0.530413490392256,0.417578168285039,0.395450060266976",-1179.08427731648,"0.0295068936868265,0.448325914313532,0.43327225491411,0.52831929719451,0.416417165010715,0.391019519175434",-1179.10885638158,"0.0123941430666389,1,0.439207230196947,0.530413490392256,0.417578168285039,0.395450060266976",-1179.03420894006,"0.0205878719271471,0.477876877714273,0.446220400357867,0.523699503761592,0.413381664265298,0.397670015085811"
"rs12203592",-604.636515451304,"9.62088397658974e-17,1,0.820610687081138,0.715517237121461,0.87921348328177,0.893665159408265",-604.636515451304,"9.62088397658974e-17,1,0.820610687081138,0.715517237121461,0.87921348328177,0.893665159408265",-602.850268224619,"0.406348509879295,0.091571758369281,0.745270213528108,0.645320542309489,0.87707225825446,0.892458569903412",-604.636515451304,"9.62088397658974e-17,1,0.820610687081138,0.715517237121461,0.87921348328177,0.893665159408265",-604.149004989656,"0.999999998534023,0.0939165104451008,0.743764871175851,0.714746182954596,0.879106836850008,0.892701402740065",-604.44255210964,"0.00758642384210519,1,0.163178949315032,0.264344462233137,0.11082321469786,0.0960445067972777",-602.386736952897,"0.214048271246074,0.0446968917121551,0.177306015324879,0.238963088485979,0.0884564218125861,0.105777411101466",-604.437048119008,"0.00956709193595404,0.761098380151091,0.163522776603695,0.26443627730925,0.110761321945783,0.0961304533846427",-603.968586807969,"0.0643046299768617,0.31685575990609,0.164429498132118,0.272517604786203,0.105272264437192,0.077854800782398",-604.389607163959,"0.00865485995883686,0.999999984781104,0.164531315489311,0.266160157809922,0.109458289051897,0.0946509862789844",-604.532134260513,"0.20785516832696,0.00151680052564862,0.783719983875137,0.714865857999579,0.878663829602214,0.871140846359953",-604.053038523646,"0.999999999823079,0.101977277045808,0.785093020543406,0.66346397952185,0.869562814959108,0.882809604280666",-602.478741436108,"0.999999999308388,0.101268962346105,0.772561529863523,0.57601919766491,0.873319664853776,0.893364632833759",-603.145912780481,"0.389172181294375,0.00107276794861837,0.510416189201139,0.402207626768295,0.87921369899729,0.893665501012071",-604.44255210964,"0.00758642384210519,1,0.163178949315032,0.264344462233137,0.11082321469786,0.0960445067972777",-604.399776689022,"0.0116010130052798,0.693817729529834,0.161369713518995,0.262496305591535,0.109613916404981,0.0945475291929541",-604.44255210964,"0.00758642384210519,0.999999993057132,0.163178949315032,0.264344462233137,0.11082321469786,0.0960445067972777",-604.313940138798,"0.0309267108048722,0.246158066550074,0.159064721682988,0.24896255112567,0.106783415720609,0.0968668347476361"
"rs1042602",-886.588982008463,"2.54864373935711e-17,1,0.781690144948688,0.894736834969732,0.820093460172649,0.774368229602105",-886.588982008463,"2.54864373935711e-17,0.0305519593986999,0.781690144948688,0.894736834969732,0.820093460172649,0.774368229602105",-886.588067705296,"0.0165340333743507,0.00184156649392153,0.77949770062556,0.894737142768387,0.820093638766285,0.774368383725199",-886.588982008463,"2.54864373935711e-17,1,0.781690144948688,0.894736834969732,0.820093460172649,0.774368229602105",-886.588982008463,"0.0814152748007963,0.00593888482406926,0.781690144948688,0.894736834969732,0.820093460172649,0.774368229602105",-873.358773979595,"0.0518608094401728,1,0.110348348105981,0.0584926307297698,0.100038623228986,0.111976600216418",-873.207314640828,"0.0525908093074991,0.999999984526625,0.114552198117798,0.057947909497661,0.0991993990510446,0.115962817964995",-873.03431707488,"0.161601316115288,0.36710934312007,0.115847131360776,0.0558833974868284,0.102596480927174,0.123713209050637",-873.358773979595,"0.0518608094401728,1,0.110348348105981,0.0584926307297698,0.100038623228986,0.111976600216418",-873.358773979595,"0.0518608094401728,1,0.110348348105981,0.0584926307297698,0.100038623228986,0.111976600216418",-886.588982008463,"7.96451168549098e-19,0.0277084796749014,0.781690144948688,0.894736834969732,0.820093460172649,0.774368229602105",-886.587768444298,"0.99999963921677,0.0342640439591874,0.781677356833846,0.894711961795077,0.820090629734996,0.774331039111245",-886.588982008463,"0.072990724053288,0.00539768773383171,0.781690144948688,0.894736834969732,0.820093460172649,0.774368229602105",-886.588982008463,"2.54864373935711e-17,0.0364874147694543,0.781690144948688,0.894736834969732,0.820093460172649,0.774368229602105",-873.126459468647,"0.0578780659637475,0.930936902880991,0.104512757540783,0.0600707090999882,0.101791201599719,0.103847728465128",-873.231879692569,"0.0523509446027666,0.999999988701483,0.113812539102423,0.0581261268944623,0.0994144267375733,0.111143315024988",-873.175351717718,"0.0847818989043137,0.583874555694433,0.0951932996667584,0.0482847282247507,0.0964043382773561,0.127810190117192",-873.356446033907,"0.0534086477171255,0.94386217626727,0.111790086092755,0.0581367908153825,0.0995577687622737,0.112140610520581"
"rs1393350",-699.908382526698,"3.69916259303662e-17,1,0.852739724948643,0.873015876329434,0.86650485344922,0.861328124384715",-699.908382526698,"3.69916259303662e-17,1,0.852739724948643,0.873015876329434,0.86650485344922,0.861328124384715",-699.908382526698,"3.69916259303662e-17,0.00322057881748156,0.852739724948643,0.873015876329434,0.86650485344922,0.861328124384715",-699.908382526698,"3.69916259303662e-17,0.024235789435709,0.852739724948643,0.873015876329434,0.86650485344922,0.861328124384715",-699.908382526698,"3.69916259303662e-17,1,0.852739724948643,0.873015876329434,0.86650485344922,0.861328124384715",-694.132217487666,"0.0390451054791103,1,0.086308621659093,0.0816253893031625,0.0847369140853433,0.0791844899635569",-693.870208373157,"0.0573108458276904,0.668865022784787,0.0957212979482152,0.0748525627534848,0.0792391832002465,0.098951947036085",-690.686412978021,"0.633684971483758,0.168557387764021,0.0441802515381047,0.0407976526659233,0.0952958857503398,0.102627999586149",-694.132217487666,"0.0390451054791103,1,0.086308621659093,0.0816253893031625,0.0847369140853433,0.0791844899635569",-694.132217487666,"0.0390451054791103,1,0.086308621659093,0.0816253893031625,0.0847369140853433,0.0791844899635569",-699.908382526698,"3.69916259303662e-17,0.00877497292565507,0.852739724948643,0.873015876329434,0.86650485344922,0.861328124384715",-699.908382526698,"0.0476911916475964,0.00344275975314265,0.852739724948643,0.873015876329434,0.86650485344922,0.861328124384715",-699.908382526698,"0.73366057358256,0.000742267156411091,0.852739724948643,0.873015876329434,0.86650485344922,0.861328124384715",-699.908382526698,"3.69916259303662e-17,1,0.852739724948643,0.873015876329434,0.86650485344922,0.861328124384715",-694.047851725696,"0.0409423845138712,0.999999986746424,0.0840381312362744,0.0826049914213362,0.0848766359477183,0.0769801782969806",-694.132217487666,"0.0390451054791103,1,0.086308621659093,0.0816253893031625,0.0847369140853433,0.0791844899635569",-691.314294424819,"0.675113831249483,0.169516356480058,0.0476335585784059,0.02207708751083,0.0909990946560739,0.127425924994432",-693.785672727685,"0.0864172047892803,0.348657348801162,0.0929334843811112,0.0710495598369899,0.0789053698361575,0.0859631841661434"
"rs12913832",-1145.87178832288,"0.0208817914345842,1,0.375626341942596,0.57737123264971,0.410944721103184,0.221581423325372",-1142.90917332723,"0.182476738134084,0.0801115684245739,0.44686013960505,0.577720322761195,0.398322216684521,0.280738348380863",-1145.87178832288,"0.0208817914345842,0.999999995692827,0.375626341942596,0.57737123264971,0.410944721103184,0.221581423325372",-1145.7608142294,"0.0299455481553231,0.683783272268424,0.383774276362226,0.588774843709808,0.410940464288807,0.213445748488244",-1145.62010844501,"0.021801260098143,0.999999988694925,0.387935976360639,0.588839858843153,0.408130190390017,0.219085623382607",-1149.14395289744,"5.03828142647497e-17,1,0.548507465071861,0.363636374133717,0.524764150125216,0.717898835223136",-1149.14395289744,"5.03828142647497e-17,0.0102653453826768,0.548507465071861,0.363636374133717,0.524764150125216,0.717898835223136",-1147.40252920084,"0.3731541990305,0.0836958724961835,0.44777660394003,0.307986820288555,0.521903987118497,0.716456993317798",-1149.11006769514,"0.999999953228641,0.0762892733198323,0.548492589990185,0.363636377049626,0.524518366708806,0.709481755555777",-1149.05056148533,"0.999999994128859,0.0614217608835334,0.522542807203385,0.363620105563713,0.524762185314478,0.717833273182166",-1145.87178832288,"0.0208817914345842,1,0.375626341942596,0.57737123264971,0.410944721103184,0.221581423325372",-1145.55723650606,"0.0371749576212797,0.571983673206801,0.368515289995674,0.573909986125642,0.407003217150201,0.215650681904226",-1145.8609651195,"0.0234628775109591,0.851320708125641,0.372642549015141,0.573865831591021,0.410343443625941,0.224350126258172",-1145.6046267463,"0.0773648842630755,0.218069504350778,0.368046319602427,0.543409352281943,0.405269025430159,0.24167438382002",-1149.14299930791,"0.00903826972102383,0.0393274795115109,0.545135616383688,0.363586405676811,0.524720352187323,0.714401778194962",-1149.14395289744,"5.03828142647497e-17,0.00472112641618839,0.548507465071861,0.363636374133717,0.524764150125216,0.717898835223136",-1147.86409176474,"0.999999999899846,0.0870552712700268,0.512414846666911,0.290230133579456,0.519827658852771,0.717757618115378",-1144.68188307544,"0.68338536359065,0.00207044827237176,0.0371273218004909,0.0233144531003619,0.52476457044293,0.717899146694184"
"rs1800407",-522.785037187801,"1.1917500105658e-16,1,0.880794702342506,0.948275860422847,0.902522936411835,0.941056910467981",-522.785037187801,"1.48968751320724e-17,0.0113091725081261,0.880794702342506,0.948275860422847,0.902522936411835,0.941056910467981",-522.785037187801,"1.1917500105658e-16,1,0.880794702342506,0.948275860422847,0.902522936411835,0.941056910467981",-522.627224891277,"0.999999976330158,0.0996207862250592,0.880653336054659,0.948267253622933,0.901586299344484,0.930006055428762",-522.785037187801,"0.638856322321075,0.000197486951237839,0.880794702342506,0.948275860422847,0.902522936411835,0.941056910467981",-520.959774774696,"0.0272857447330872,1,0.0819017236598524,0.0376095166092324,0.0707835353001981,0.03905405906273",-519.861887085872,"0.0828902808264797,0.3498868432853,0.0953102064683044,0.0322407744590244,0.0630585537063549,0.0545580458310841",-520.53555403241,"0.118315512153744,0.317394162229923,0.0811938917399563,0.0348626110373826,0.0703373299678514,0.0407304987959763",-520.959774774696,"0.0272857447330872,0.999999992282394,0.0819017236598524,0.0376095166092324,0.0707835353001981,0.03905405906273",-520.438102089696,"0.865578342703874,0.153146315594916,0.0320313119143228,0.0490865386632151,0.0946208493791026,0.0511665424824849",-521.629208658578,"0.61180346315647,0.00027342478422843,0.741492424855372,0.948275994298345,0.901822919118861,0.870735512866288",-522.688644725174,"0.999999989100847,0.0830035498693467,0.871567289273766,0.943395672446118,0.899932419234574,0.938893316358195",-522.731003979374,"0.999999996769505,0.0659281662155779,0.87776604935499,0.943811260150935,0.902343783580451,0.941055941892358",-522.102367355896,"0.422101994861098,0.00205968558200141,0.58780594810558,0.822433150015795,0.902522835836252,0.941056649458077",-520.959774774696,"0.0272857447330872,1,0.0819017236598524,0.0376095166092324,0.0707835353001981,0.03905405906273",-520.959774774696,"0.0272857447330872,1,0.0819017236598524,0.0376095166092324,0.0707835353001981,0.03905405906273",-520.510184777256,"0.0898182270705111,0.359483456478622,0.0671054231796551,0.0284270362928717,0.0683312581963852,0.0462175255364978",-520.959774774696,"0.0272857447330872,1,0.0819017236598524,0.0376095166092324,0.0707835353001981,0.03905405906273"
