"locus","null.major.loglik","null.major.pars","cluster.major.loglik","cluster.major.pars","popfluc.major.loglik","popfluc.major.pars","insol.major.loglik","insol.major.pars","milk.major.loglik","milk.major.pars","null.minor.loglik","null.minor.pars","cluster.minor.loglik","cluster.minor.pars","popfluc.minor.loglik","popfluc.minor.pars","insol.minor.loglik","insol.minor.pars","milk.minor.loglik","milk.minor.pars","cluster.inv.major.loglik","cluster.inv.major.pars","popfluc.inv.major.loglik","popfluc.inv.major.pars","insol.inv.major.loglik","insol.inv.major.pars","milk.inv.major.loglik","milk.inv.major.pars","cluster.inv.minor.loglik","cluster.inv.minor.pars","popfluc.inv.minor.loglik","popfluc.inv.minor.pars","insol.inv.minor.loglik","insol.inv.minor.pars","milk.inv.minor.loglik","milk.inv.minor.pars"
"rs1805008",-301.560047531974,"7.54797704887975e-17,1,0.961538462383754,0.952380950732736,0.968814968543894,0.961130741734593",-301.560047531974,"7.54797704887975e-17,0.0268355010767828,0.961538462383754,0.952380950732736,0.968814968543894,0.961130741734593",-301.44315368602,"0.348159330598245,0.00190641019792573,0.948464045742304,0.952380988768384,0.968815177418336,0.961130628971953",-301.532895537451,"0.999999987530106,0.0881696859745037,0.961525222593338,0.952378851931804,0.968697996115061,0.95731322823164",-301.436869235471,"0.577532471284117,0.120906940996451,0.938062800683629,0.951880931652882,0.968680512348309,0.960049244626967",-300.69567623084,"0.0264735023251862,1,0.025990873844572,0.0335597978240844,0.0223445118994245,0.0258989737800006",-300.685190175383,"0.0409409709628237,0.61868795373379,0.0285370128067549,0.0315558637357435,0.0213551821618185,0.0313185743727617",-300.69567623084,"0.0264735023251862,1,0.025990873844572,0.0335597978240844,0.0223445118994245,0.0258989737800006",-300.69567623084,"0.0264735023251862,0.999999998081607,0.025990873844572,0.0335597978240844,0.0223445118994245,0.0258989737800006",-300.69567623084,"0.0264735023251862,1,0.025990873844572,0.0335597978240844,0.0223445118994245,0.0258989737800006",-301.560047531974,"7.54797704887975e-17,0.0868046635803354,0.961538462383754,0.952380950732736,0.968814968543894,0.961130741734593",-301.545339056197,"0.999999845260471,0.0513679483220453,0.961399137632869,0.952012285238429,0.968781403428151,0.961045392880813",-301.560047531974,"0.0197801445369063,0.000762345118386588,0.961538462383754,0.952380950732736,0.968814968543894,0.961130741734593",-301.560047531974,"7.54797704887975e-17,0.00415375497947905,0.961538462383754,0.952380950732736,0.968814968543894,0.961130741734593",-300.672658120919,"0.0278785318803749,0.999999982013326,0.0254574116031629,0.0337462213902518,0.0223421941412215,0.0253459428652836",-300.634997252919,"0.204506175674096,0.240942892613074,0.0219009323224235,0.0293247140432136,0.022137065764318,0.0242964618518755",-300.098143552043,"0.232656328437443,0.223115524528937,0.0179747538390491,0.0168112120727461,0.0220538107427469,0.0342893397231699",-299.746194154027,"0.290417238614632,0.132544093776914,0.0117363135269864,0.0142330934038097,0.0187502692624838,0.0314014374461514"
"rs28777",-866.526850419729,"0.0325897154534814,1,0.433820352784384,0.416533716914348,0.527109832801656,0.436073258600962",-866.143784567616,"0.0458243914419895,0.714308316898399,0.452765294515473,0.399614616372516,0.512126236070114,0.474779739868145",-866.008696696638,"0.133287699891442,0.315326284395112,0.440830269784964,0.406439267492961,0.532476493780693,0.456658544182604",-866.526850419729,"0.0325897154534814,1,0.433820352784384,0.416533716914348,0.527109832801656,0.436073258600962",-866.458292000042,"0.0330062361018617,0.999999989436395,0.457122081301504,0.437176364661365,0.525773689951138,0.434532871286777",-872.614979989889,"2.84066705504264e-17,1,0.444444444972606,0.490000003049223,0.371478875728777,0.443548398962222",-872.614979989889,"2.84066705504264e-17,1,0.444444444972606,0.490000003049223,0.371478875728777,0.443548398962222",-872.614979989889,"5.28504486001897e-18,0.00540579697124417,0.444444444972606,0.490000003049223,0.371478875728777,0.443548398962222",-872.614979989889,"0.181296890448353,0.0123096881057841,0.444444444972606,0.490000003049223,0.371478875728777,0.443548398962222",-872.614979989889,"0.288675082133135,0.0031855130339386,0.444444444972606,0.490000003049223,0.371478875728777,0.443548398962222",-866.507138294747,"0.0338569776165333,0.999999989472695,0.429385455927805,0.420457120788395,0.528595894699378,0.431547078171591",-866.526850419729,"0.0325897154534814,1,0.433820352784384,0.416533716914348,0.527109832801656,0.436073258600962",-865.977593553464,"0.0761246986447619,0.440691322309881,0.393522579835491,0.369448830950068,0.519594136697968,0.472655391144838",-866.526850419729,"0.0325897154534814,1,0.433820352784384,0.416533716914348,0.527109832801656,0.436073258600962",-872.614979989889,"2.84066705504264e-17,1,0.444444444972606,0.490000003049223,0.371478875728777,0.443548398962222",-872.614979989889,"2.84066705504264e-17,1,0.444444444972606,0.490000003049223,0.371478875728777,0.443548398962222",-872.614979989889,"0.24450952657441,0.00622782341009276,0.444444444972606,0.490000003049223,0.371478875728777,0.443548398962222",-872.614979989889,"2.84066705504264e-17,0.0245642371256327,0.444444444972606,0.490000003049223,0.371478875728777,0.443548398962222"
"rs16891982",-1299.23599333942,"0.0614556713038425,1,0.259400754343725,0.308104467318054,0.345345209858043,0.21081427342479",-1298.76696248081,"0.0745275190954181,0.800309536586132,0.28714736792983,0.295015188700331,0.334372261029918,0.255937924929169",-1298.53334549065,"0.141747651464418,0.444105089985157,0.275916041154925,0.312755702886559,0.351100426108195,0.227932641490338",-1299.23599333942,"0.0614556713038425,0.999999997784461,0.259400754343725,0.308104467318054,0.345345209858043,0.21081427342479",-1299.0499653654,"0.0619436800249417,0.999999987229717,0.296247834089238,0.344166663835816,0.343933724317475,0.209460127155152",-1333.05953851811,"4.98719189519404e-17,1,0.519108267368949,0.526315803195238,0.468553457081999,0.584532373505737",-1333.05953851811,"4.98719189519404e-17,0.0366557041866812,0.519108267368949,0.526315803195238,0.468553457081999,0.584532373505737",-1333.05953851811,"4.98719189519404e-17,0.00740030414594423,0.519108267368949,0.526315803195238,0.468553457081999,0.584532373505737",-1333.05953851811,"0.0514083269712436,0.00394292767702135,0.519108267368949,0.526315803195238,0.468553457081999,0.584532373505737",-1333.05953851811,"0.114921199888996,0.00466606348605875,0.519108267368949,0.526315803195238,0.468553457081999,0.584532373505737",-1299.23599333942,"0.0614556713038425,1,0.259400754343725,0.308104467318054,0.345345209858043,0.21081427342479",-1299.23599333942,"0.0614556713038425,1,0.259400754343725,0.308104467318054,0.345345209858043,0.21081427342479",-1298.88546872596,"0.0846569529237134,0.673788119047338,0.238249500048167,0.282538854564231,0.341190801098366,0.233958815340551",-1299.23599333942,"0.0614556713038425,1,0.259400754343725,0.308104467318054,0.345345209858043,0.21081427342479",-1333.05953851811,"4.98719189519404e-17,1,0.519108267368949,0.526315803195238,0.468553457081999,0.584532373505737",-1333.05953851811,"0.272788767597128,0.004874841072679,0.519108267368949,0.526315803195238,0.468553457081999,0.584532373505737",-1333.05953851811,"0.150506492695486,0.00265777584129663,0.519108267368949,0.526315803195238,0.468553457081999,0.584532373505737",-1333.05953851811,"4.98719189519404e-17,0.00811933179112471,0.519108267368949,0.526315803195238,0.468553457081999,0.584532373505737"
"rs12821256",-208.328393731743,"5.93572965901333e-18,1,0.9594594591778,0.922222222441772,0.95686900916113,0.981283421662364",-208.328393731743,"5.93572965901333e-18,0.0105749388397033,0.9594594591778,0.922222222441772,0.95686900916113,0.981283421662364",-208.328393731743,"5.93572965901333e-18,0.0944539426420638,0.9594594591778,0.922222222441772,0.95686900916113,0.981283421662364",-208.328393731743,"0.188578019323195,0.00225990731370272,0.9594594591778,0.922222222441772,0.95686900916113,0.981283421662364",-208.328393731743,"0.575773133909929,0.00460120300561187,0.9594594591778,0.922222222441772,0.95686900916113,0.981283421662364",-207.403123076604,"0.0320223164874741,1,0.0256778674010293,0.0530267044036017,0.0285918384289073,0.0113311355520588",-207.403123076604,"0.0320223164874741,1,0.0256778674010293,0.0530267044036017,0.0285918384289073,0.0113311355520588",-207.362889372314,"0.0835537577746556,0.410769689164494,0.0268423157556191,0.0527468069448822,0.0289879729031461,0.0119536608153555",-207.403123076604,"0.0320223164874741,0.999999994731036,0.0256778674010293,0.0530267044036017,0.0285918384289073,0.0113311355520588",-206.369270509195,"0.69902706927242,0.210646610806076,0.00553539954374321,0.0649906117666104,0.0371602857512446,0.011777854824683",-208.328393731743,"5.93572965901333e-18,0.0505362593070238,0.9594594591778,0.922222222441772,0.95686900916113,0.981283421662364",-208.328128414035,"0.999992647355952,0.0323132792423372,0.959458018728227,0.922210207651064,0.956868628536488,0.98128100666554",-208.328393731743,"5.93572965901333e-18,0.00466027024191421,0.9594594591778,0.922222222441772,0.95686900916113,0.981283421662364",-208.328393731743,"4.63728879610416e-20,0.557656161559381,0.9594594591778,0.922222222441772,0.95686900916113,0.981283421662364",-207.31765931915,"0.0445286293004474,0.784889217304233,0.0231759330348342,0.0535394720378364,0.0286683382801097,0.00963524585596467",-207.403123076604,"0.0320223164874741,1,0.0256778674010293,0.0530267044036017,0.0285918384289073,0.0113311355520588",-207.266149352643,"0.0968412674737167,0.344570122274103,0.0221796043875545,0.0413105720292012,0.0293416215288975,0.0147094113168076",-207.403123076604,"0.0320223164874741,0.999999992783544,0.0256778674010293,0.0530267044036017,0.0285918384289073,0.0113311355520588"
"rs4959270",-1181.02842904682,"2.64024233582897e-16,1,0.510273976646903,0.462264138236909,0.552825550500475,0.545816737589039",-1181.02842904682,"2.64024233582897e-16,0.142187643738912,0.510273976646903,0.462264138236909,0.552825550500475,0.545816737589039",-1181.02842904682,"2.64024233582897e-16,0.0614433579799328,0.510273976646903,0.462264138236909,0.552825550500475,0.545816737589039",-1181.02842904682,"0.0580740528451167,0.00760642731455056,0.510273976646903,0.462264138236909,0.552825550500475,0.545816737589039",-1180.95348913794,"0.999999987118444,0.0648123162938026,0.477749118412135,0.462230889923478,0.552821333262866,0.545676917104722",-1180.21925573137,"0.00899223052327532,1,0.455519360647458,0.511693845456732,0.420433831997182,0.41799031299336",-1180.20400406981,"0.00917870680635704,0.999999989351186,0.457097043775956,0.511149563175561,0.419921157807953,0.419411246998985",-1180.16882666938,"0.024475139473142,0.40608009171814,0.457759979156866,0.510906938110242,0.420650372480273,0.420982850000869",-1179.896858983,"0.0750219016688436,0.250882577550196,0.476545709538536,0.532326700103593,0.425401862606012,0.386009851270699",-1180.11611067424,"0.026342237722554,0.489578153046655,0.44378911849793,0.518184980561768,0.424235148434662,0.413636638916777",-1181.0168697688,"0.050808709249778,0.000996028415350575,0.497239996603665,0.462264034931359,0.552593938260371,0.533544831005263",-1181.02842904682,"2.64024233582897e-16,1,0.510273976646903,0.462264138236909,0.552825550500475,0.545816737589039",-1180.93510669243,"0.999999983576955,0.0687769278368286,0.500673288992688,0.434762985007703,0.552093588839607,0.545807580490201",-1181.01195535714,"0.0476662065749847,0.00420421479978519,0.473669616229599,0.430407659469687,0.552825489009802,0.54581729646141",-1180.09615488624,"0.0204095332476301,0.452983914200153,0.443537717731381,0.520804740751545,0.427013554523884,0.393090221947569",-1180.21925573137,"0.00899223052327532,1,0.455519360647458,0.511693845456732,0.420433831997182,0.41799031299336",-1180.21925573137,"0.00899223052327532,1,0.455519360647458,0.511693845456732,0.420433831997182,0.41799031299336",-1180.21925573137,"0.00899223052327532,1,0.455519360647458,0.511693845456732,0.420433831997182,0.41799031299336"
"rs12203592",-596.662148149098,"0.000191399739334345,1,0.831660378085217,0.69774327728602,0.874734806752015,0.904734312864378",-596.662115218565,"0.000217436562016784,0.999999948098779,0.831636651101162,0.69767069049332,0.87469869008618,0.904718408040719",-593.335308225311,"0.497905459668859,0.0995088881371162,0.732204574827617,0.597542629695813,0.870923292438757,0.902881482674307",-596.592720385846,"0.999999994046847,0.0894883762665573,0.832001818869039,0.698265862112137,0.874501416238871,0.895752204488935",-595.041684523032,"0.999999993291998,0.119855785383931,0.673923096920969,0.694240659516181,0.874172957469665,0.901004699121404",-596.662270774555,"1.75104792367517e-14,1,0.167938925925315,0.301724135162338,0.125000000163566,0.095022622554549",-594.303625082543,"0.225838155547025,0.034364468334369,0.166159596604472,0.25345611365108,0.0914604334315276,0.0944811463881111",-596.662270774555,"1.75104792367517e-14,0.772064676904332,0.167938925925315,0.301724135162338,0.125000000163566,0.095022622554549",-596.662270774555,"0.445907721558418,0.00648387382623555,0.167938925925315,0.301724135162338,0.125000000163566,0.095022622554549",-596.662270774555,"0.286096292242381,0.00637570985716975,0.167938925925315,0.301724135162338,0.125000000163566,0.095022622554549",-596.631090349893,"0.00455498269897647,0.673172483422309,0.824374202073367,0.691017198456453,0.871220051845691,0.899687937835787",-595.480892122316,"0.999999999563893,0.114887935139864,0.774792256222398,0.615248715792499,0.857609321566548,0.887458142235487",-592.524940092448,"0.999999998143514,0.111409365291095,0.760786479454261,0.50013999950893,0.864334313893035,0.904337347635546",-594.929452616358,"0.410949283081093,0.00046990119913457,0.503143853321615,0.359344002234058,0.87500006008865,0.904977304581084",-596.649684862279,"0.0178690341079456,0.122901810002436,0.160428980626759,0.301411084951544,0.124604150871541,0.0882106387086125",-596.662270774555,"0.281812523057294,0.0046769790291494,0.167938925925315,0.301724135162338,0.125000000163566,0.095022622554549",-596.662270774555,"0.440854826529776,0.00470908404169787,0.167938925925315,0.301724135162338,0.125000000163566,0.095022622554549",-596.456144311499,"0.0414305447465524,0.164488242166077,0.146400375547958,0.265545813568709,0.114272299720213,0.090261715756184"
"rs1042602",-907.736735975285,"6.72507792918765e-17,1,0.806338027086769,0.894736841639556,0.806074767732226,0.754512637289543",-907.736735975285,"6.72507792918765e-17,0.00240068864109797,0.806338027086769,0.894736841639556,0.806074767732226,0.754512637289543",-907.736735975285,"4.20317370574228e-18,0.00284153027009368,0.806338027086769,0.894736841639556,0.806074767732226,0.754512637289543",-907.736735975285,"6.72507792918765e-17,1,0.806338027086769,0.894736841639556,0.806074767732226,0.754512637289543",-907.736735975285,"0.149924516166494,0.000772091235351645,0.806338027086769,0.894736841639556,0.806074767732226,0.754512637289543",-893.902201835804,"0.0496458668889289,1,0.0994862458233083,0.0601663239482642,0.111867910834388,0.126675602252578",-893.348410291586,"0.0641961115086288,0.777570590611512,0.108147692981886,0.0551949727788072,0.104330965534657,0.150698363127022",-890.403923683551,"0.366279975226533,0.245060646082922,0.0820201551245653,0.041876299777236,0.11273114218784,0.144418369155609",-893.902201835804,"0.0496458668889289,0.999999996517576,0.0994862458233083,0.0601663239482642,0.111867910834388,0.126675602252578",-892.810566253713,"0.156069741771602,0.458041455950526,0.0741169141423761,0.0718648734185636,0.127423953629084,0.119531378715318",-907.736735975285,"6.72507792918765e-17,0.0291223002767899,0.806338027086769,0.894736841639556,0.806074767732226,0.754512637289543",-907.736735975285,"0.324385597017456,0.0059459712572978,0.806338027086769,0.894736841639556,0.806074767732226,0.754512637289543",-907.736735975285,"6.72507792918765e-17,1,0.806338027086769,0.894736841639556,0.806074767732226,0.754512637289543",-907.736735975285,"8.40634741148456e-18,0.0327476423748541,0.806338027086769,0.894736841639556,0.806074767732226,0.754512637289543",-893.696987628899,"0.0520658015906056,0.999999989305134,0.0961326756669531,0.0611358492481936,0.112134946366797,0.122371590106229",-893.902201835804,"0.0496458668889289,1,0.0994862458233083,0.0601663239482642,0.111867910834388,0.126675602252578",-893.466298552062,"0.106852229193389,0.472440516424433,0.0786992724020291,0.0441749982919454,0.106117777936937,0.15225304031314",-893.902201835804,"0.0496458668889289,0.999999996203271,0.0994862458233083,0.0601663239482642,0.111867910834388,0.126675602252578"
"rs1393350",-683.232576555036,"1.16783471379801e-16,1,0.866438356961532,0.865079365296733,0.872572815357583,0.863281251819425",-683.232576555036,"1.16783471379801e-16,1,0.866438356961532,0.865079365296733,0.872572815357583,0.863281251819425",-683.232576555036,"1.16783471379801e-16,0.010678246385349,0.866438356961532,0.865079365296733,0.872572815357583,0.863281251819425",-683.232576555036,"0.161564578362891,0.00485000621642728,0.866438356961532,0.865079365296733,0.872572815357583,0.863281251819425",-683.232576555036,"0.121969079219734,0.00570231286539796,0.866438356961532,0.865079365296733,0.872572815357583,0.863281251819425",-678.900466343114,"0.0342069995543625,1,0.0834470007702245,0.0923748758786445,0.0857557910260922,0.0840463056432124",-678.860928589723,"0.0384248495399457,0.886767492701466,0.0873648696572969,0.0901324961177035,0.0840713064944691,0.0907300431440395",-674.594967980457,"0.69271775902381,0.153462682339413,0.035867859628433,0.0436767485661443,0.0975214611852193,0.108737773398114",-678.900466343114,"0.0342069995543625,1,0.0834470007702245,0.0923748758786445,0.0857557910260922,0.0840463056432124",-678.900466343114,"0.0342069995543625,1,0.0834470007702245,0.0923748758786445,0.0857557910260922,0.0840463056432124",-683.232576555036,"1.16783471379801e-16,0.00700768244786882,0.866438356961532,0.865079365296733,0.872572815357583,0.863281251819425",-683.232576555036,"0.0486089379200012,9.12361119164961e-05,0.866438356961532,0.865079365296733,0.872572815357583,0.863281251819425",-683.232576555036,"1.16783471379801e-16,0.0312926956393144,0.866438356961532,0.865079365296733,0.872572815357583,0.863281251819425",-683.232576555036,"7.29896696123759e-18,0.00281873997521975,0.866438356961532,0.865079365296733,0.872572815357583,0.863281251819425",-678.789149914034,"0.0377171183206545,0.950945947176686,0.080529177964154,0.0935094072002671,0.0862043527141937,0.0802880217033215",-678.900466343114,"0.0342069995543625,1,0.0834470007702245,0.0923748758786445,0.0857557910260922,0.0840463056432124",-676.541618278594,"0.999999996148497,0.139763404825114,0.051474344685035,0.0258128224143885,0.0984952675739685,0.131667365531367",-678.897180238345,"0.0372214526168006,0.849566530183171,0.0855280367357148,0.0914345673301465,0.0850662152111505,0.0844122908034202"
"rs12913832",-1146.39397675932,"0.0144215325437592,1,0.387998078811265,0.558191103137161,0.416878162276891,0.237790596747223",-1144.0923744946,"0.136335240503399,0.0990544617459043,0.434312974584975,0.548147866562226,0.400262489864914,0.279160642801119",-1146.39238711408,"0.0155237223368887,0.905910055973221,0.388615792678985,0.558544395551319,0.416936918831348,0.238055864543715",-1146.36546816043,"0.0183162231339054,0.765566982481002,0.391792815441012,0.563684876272411,0.416860882850846,0.23398417422927",-1146.23365514684,"0.0152391684608187,0.999999987935415,0.396037561611963,0.565784145398975,0.414380460751092,0.235488700819661",-1147.951059124,"6.32345000155526e-17,1,0.559701495836536,0.399999990938989,0.538915096222625,0.719844356673224",-1147.951059124,"6.32345000155526e-17,1,0.559701495836536,0.399999990938989,0.538915096222625,0.719844356673224",-1147.19541863106,"0.245303180325934,0.093060896998857,0.496107213563583,0.358752308988976,0.535677602459925,0.71812465916202",-1147.77548999307,"0.999999997898641,0.0899011919891353,0.559593119099574,0.399989276645137,0.537765189554514,0.697475120611264",-1147.93939434641,"0.999999953043667,0.04587493821041,0.553064028024971,0.39999892781237,0.538915596009509,0.719841590847366",-1146.39397675932,"0.0144215325437592,1,0.387998078811265,0.558191103137161,0.416878162276891,0.237790596747223",-1146.27412035113,"0.023352595704558,0.616303808490972,0.384484538592979,0.556578786166297,0.414617268458219,0.234230302311109",-1146.35543975937,"0.0193338142054409,0.697562105338098,0.382485419069952,0.551614824986772,0.415671311231906,0.242404279611952",-1146.13798572172,"0.0693848958316055,0.1840244460761,0.371130919210428,0.52490893809365,0.412660001449954,0.255053968060038",-1147.951059124,"6.32345000155526e-17,1,0.559701495836536,0.399999990938989,0.538915096222625,0.719844356673224",-1147.92564702564,"0.814235866902142,0.0737028644839491,0.550768229322228,0.388335901585931,0.53590683104372,0.716431797266624",-1146.78997571546,"0.999999999741974,0.086544089338417,0.524801893097275,0.325054923736788,0.534195876393308,0.719713107971014",-1144.19447275762,"0.612276492619072,0.00337353496753339,0.0689815668980145,0.0476917367978083,0.538915226391587,0.719844391553506"
"rs1800407",-538.542685112739,"1.33409363121039e-16,1,0.874172184698854,0.948275864377783,0.905963303063455,0.926829268232025",-538.542685112739,"1.33409363121039e-16,1,0.874172184698854,0.948275864377783,0.905963303063455,0.926829268232025",-538.542685112739,"1.33409363121039e-16,0.528080463885815,0.874172184698854,0.948275864377783,0.905963303063455,0.926829268232025",-538.426914900266,"0.999999997316609,0.094866527906933,0.874084480071344,0.948272045905245,0.905351359497389,0.916443232385451",-538.542685112739,"1.33409363121039e-16,1,0.874172184698854,0.948275864377783,0.905963303063455,0.926829268232025",-535.208518806397,"0.0364604693695658,1,0.0758754311926513,0.0334657584399181,0.0606537284255147,0.0421078011188786",-532.873460372999,"0.120693457086061,0.340321951646382,0.0918313009908199,0.0258887168776005,0.04929046633495,0.0661458549077866",-531.483662532279,"0.923501510690225,0.000704053243215763,0.0146853550670572,0.0517243206618935,0.094036982699376,0.0731710042977222",-535.208518806397,"0.0364604693695658,0.999999998331499,0.0758754311926513,0.0334657584399181,0.0606537284255147,0.0421078011188786",-531.221475365615,"0.999999997764652,0.177118756924522,0.0141798975475624,0.0457719039445606,0.0867289259403061,0.0532700333284651",-537.879897220506,"0.496658924749099,0.00011697684544657,0.777624832740816,0.948276298366529,0.90542070167661,0.870592506457076",-538.459868889652,"0.999999997965219,0.0786546346828412,0.866958000592967,0.9444708658099,0.904122375646551,0.924892061673025",-538.539729504243,"0.999999955302097,0.0461828785001173,0.873993427692846,0.947807145434914,0.905959964453947,0.92682962042511",-537.860015280632,"0.422097949333529,0.00016129890497358,0.572805711237351,0.822436402075373,0.90596320580027,0.9268290885407",-535.208518806397,"0.0364604693695658,1,0.0758754311926513,0.0334657584399181,0.0606537284255147,0.0421078011188786",-535.208518806397,"0.0364604693695658,1,0.0758754311926513,0.0334657584399181,0.0606537284255147,0.0421078011188786",-533.6889456567,"0.212198231920493,0.274658833717113,0.0481942321455755,0.0164979556804878,0.0564048504487318,0.0569627431796867",-535.208518806397,"0.0364604693695658,1,0.0758754311926513,0.0334657584399181,0.0606537284255147,0.0421078011188786"
