"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-308.413946090353,"8.61045903932922e-16,1,0.955128205099166,0.968253970770477,0.964656964471162,0.964664311666856",-308.413946090353,"0.275863739505096,0.0171828386183859,0.955128205099166,0.968253970770477,0.964656964471162,0.964664311666856",-308.413900771448,"0.00756751877893759,0.190296581478341,0.955127224836569,0.968253629375429,0.964410101624928,0.964663830613684",-308.312549350319,"0.00901080257521393,1,0.0394107476059608,0.0282901824662556,0.0317050470804349,0.0308951279510063",-307.591309281679,"0.999999998462112,0.266938901865592,0.0165352568067107,0.0125628179334839,0.0177758122320772,0.026005189390724",-308.284979872232,"0.0277239084875039,0.69633807580642,0.0384456960437083,0.0276055365210645,0.0306053885268479,0.0305668929388902",-308.413946090353,"8.40865140559495e-19,0.0881649216375932,0.955128205099166,0.968253970770477,0.964656964471162,0.964664311666856",-308.033101958393,"0.838651519739062,0.00491368065015792,0.955127230866281,0.968163658602649,0.964239542673025,0.958974918229842",-306.170464651989,"0.999999999011113,0.00117006586208573,0.0448716790971508,0.0317453554184088,0.0323119745624432,0.0350444342410112",-308.31095812268,"0.00914622383921632,0.999998729254215,0.0393330180518305,0.0282398797227924,0.0319209769235336,0.0308315687258905"
"rs28777",-863.049948887536,"0.0321933332293911,1,0.431344896685328,0.427551149542164,0.543654301684728,0.42944122266408",-862.881194443215,"0.163345617676173,0.489792758366869,0.3603214207897,0.363850075821226,0.498369383756955,0.427514353765028",-861.630094740187,"0.46711607624533,0.441503616489877,0.435683495631254,0.425515057839466,0.406305450176416,0.455859386553473",-868.951831078379,"5.23543083673881e-17,1,0.448412698651709,0.480000008462473,0.357394371704678,0.451612909830006",-868.951831078379,"0.340630270821162,0.000454303255418735,0.448412698651709,0.480000008462473,0.357394371704678,0.451612909830006",-868.951831078379,"1.3088577091847e-17,0.0420886324410411,0.448412698651709,0.480000008462473,0.357394371704678,0.451612909830006",-863.049948887536,"0.0321933332293911,1,0.431344896685328,0.427551149542164,0.543654301684728,0.42944122266408",-863.049948887536,"0.0321933332293911,1,0.431344896685328,0.427551149542164,0.543654301684728,0.42944122266408",-868.951831078379,"5.23543083673881e-17,1.69093896646468e-05,0.448412698651709,0.480000008462473,0.357394371704678,0.451612909830006",-868.951831078379,"5.23543083673881e-17,0.000301301518052765,0.448412698651709,0.480000008462473,0.357394371704678,0.451612909830006"
"rs16891982",-1301.72254393362,"0.0560536290422676,1,0.281873505633316,0.267972303766475,0.36412113885945,0.220864799130024",-1301.72254393362,"0.0560536290422676,0.999999993499767,0.281873505633316,0.267972303766475,0.36412113885945,0.220864799130024",-1301.72254393362,"0.0560536290422676,0.99999999863774,0.281873505633316,0.267972303766475,0.36412113885945,0.220864799130024",-1329.75965753568,"2.78053494948541e-17,1,0.512738863726522,0.587719297660632,0.465408808173296,0.591726616721859",-1329.75907205449,"0.999999803144914,0.0925378488763694,0.511335088350621,0.586759258646898,0.464374558557701,0.591689944795445",-1329.75965753568,"2.78053494948541e-17,0.0851642272754239,0.512738863726522,0.587719297660632,0.465408808173296,0.591726616721859",-1300.62172406177,"0.0901942939778674,0.325573858904406,0.33012040977365,0.308549982428728,0.396840207475012,0.220018116287153",-1301.48593508092,"0.0567892813946869,0.999999964171038,0.279460162165455,0.266208126670696,0.374714009011378,0.218769778907233",-1329.75965753568,"2.78053494948541e-17,1,0.512738863726522,0.587719297660632,0.465408808173296,0.591726616721859",-1329.75965753568,"6.62229134571809e-05,3.55150569571072e-05,0.512738863726522,0.587719297660632,0.465408808173296,0.591726616721859"
"rs12821256",-216.598389460656,"1.56359193386348e-16,1,0.963963963362094,0.944444445210141,0.952076676927587,0.975935828867766",-216.598389460656,"1.56359193386348e-16,1,0.963963963362094,0.944444445210141,0.952076676927587,0.975935828867766",-216.598389460656,"1.56359193386348e-16,1,0.963963963362094,0.944444445210141,0.952076676927587,0.975935828867766",-215.671607534941,"0.0313497654800172,1,0.0230127423645753,0.0378812781427641,0.0321228107694129,0.0147656014187979",-215.586417872675,"0.0712357160750158,0.676814778932054,0.019903226943708,0.0330321021676576,0.0292285561219435,0.0144091615757857",-215.485543531741,"0.234372667739254,0.532192081399238,0.0217682815792071,0.0354906403438405,0.0246246187346892,0.0152270335546133",-216.544983226806,"0.131918119214185,0.00947960928913271,0.963963744257863,0.944444514166362,0.951441948893706,0.975860835111524",-216.581822209001,"0.0799366799659096,0.011443588882595,0.963927079426096,0.944414694541314,0.951495549109189,0.974881704090599",-215.671607534941,"0.0313497654800172,1,0.0230127423645753,0.0378812781427641,0.0321228107694129,0.0147656014187979",-215.671607534941,"0.0313497654800172,1,0.0230127423645753,0.0378812781427641,0.0321228107694129,0.0147656014187979"
"rs4959270",-1178.83648761403,"1.64706647317935e-16,1,0.523972616166864,0.462264166212272,0.555282556784044,0.559760960972903",-1178.32272849295,"0.999999996940334,0.182535072365896,0.461024839772334,0.414021298807014,0.513351037902383,0.549659934866299",-1178.83648761403,"1.64706647317935e-16,0.0267609851475632,0.523972616166864,0.462264166212272,0.555282556784044,0.55976094925739",-1177.38111804375,"0.0137568643381085,1,0.423954945759987,0.497794378023143,0.403909199614622,0.388434724720394",-1177.38111804375,"0.0137568643381085,0.999999992757908,0.423954945759987,0.497794378023143,0.403909199614622,0.388434724720394",-1177.38111804375,"0.0137568643381085,1,0.423954945759987,0.497794378023143,0.403909199614622,0.388434724720394",-1178.83648761403,"0.000108338254166212,4.50865563084039e-06,0.523972616166864,0.462264166212272,0.555282556784044,0.559760960972903",-1178.83648761403,"1.64706647317935e-16,1,0.523972616166864,0.462264166212272,0.555282556784044,0.559760960972903",-1177.05950152074,"0.0328374505846795,0.211816563316836,0.441778676946328,0.51401097669368,0.414291184304864,0.385277691187827",-1176.795052251,"0.0666024392875026,0.0523009358450515,0.441823168371568,0.515625514415307,0.413999414527195,0.386435489800062"
"rs12203592",-585.355205544269,"2.05255310199983e-16,1,0.824427474986704,0.698275855063477,0.882022468761373,0.90950226328863",-583.96605727471,"0.999999999594643,0.22503892575561,0.726742377417839,0.586549899964008,0.836377306981011,0.897960146324247",-585.355205544269,"8.22070443786887e-18,0.0378016370784089,0.824427474986704,0.698275855063477,0.882022468761373,0.90950226328863",-585.326360797012,"0.00298212928439799,1,0.169189433883178,0.293464113028531,0.114084998142622,0.0869248920976769",-585.326360797012,"0.00298212928439799,1,0.169189433883178,0.293464113028531,0.114084998142622,0.0869248920976769",-583.854471663665,"0.661933537718443,0.0242663570014624,0.175572460482619,0.301723473807471,0.0451883785877184,0.090497817787964",-585.355205544269,"2.05255310199983e-16,0.00645958133723949,0.824427474986704,0.698275855063477,0.882022468761373,0.90950226328863",-584.642292367365,"0.999999996602556,0.00442454904165565,0.824425956963297,0.69795000360325,0.880879020488197,0.896409088890659",-584.662337719388,"0.999999887219677,0.000611413431834678,0.175572917536309,0.301723791811021,0.114030085896394,0.0903852756815241",-585.326360797012,"0.00298212928439799,1,0.169189433883178,0.293464113028531,0.114084998142622,0.0869248920976769"
"rs1042602",-888.174469968985,"2.44905138957495e-17,1,0.82394366422072,0.921052627473752,0.803738311880081,0.767148015189402",-888.174469968985,"0.239092174649704,0.00643790520818533,0.82394366422072,0.921052627473752,0.803738311880081,0.767148015189402",-888.174469968985,"2.44905138957495e-17,1,0.82394366422072,0.921052627473752,0.803738311880081,0.767148015189402",-878.969578053977,"0.0426407717219625,1,0.0991277916192731,0.0486091629519153,0.123518252005853,0.133209145174822",-877.392337586844,"0.710139853547485,0.362914693792833,0.0339686333343859,0.0162767255747129,0.0628492467706224,0.117109721470666",-878.316318770491,"0.407647905570854,0.496366758552792,0.0940090308802381,0.0454187373328966,0.0781989839583903,0.142553483478859",-888.174469968985,"2.44905138957495e-17,1.31164845076791e-05,0.82394366422072,0.921052627473752,0.803738311880081,0.767148015189402",-888.174469968985,"0.000251900576431322,0.000241003630250072,0.82394366422072,0.921052627473752,0.803738311880081,0.767148015189402",-878.969578053977,"0.0426407717219625,1,0.0991277916192731,0.0486091629519153,0.123518252005853,0.133209145174822",-878.969578053977,"0.0426407717219625,1,0.0991277916192731,0.0486091629519153,0.123518252005853,0.133209145174822"
"rs1393350",-693.836295546367,"9.4789634509972e-17,1,0.876712326405265,0.841269839669644,0.870145629187873,0.855468749157915",-693.836295546367,"0.19370460418432,0.016400852540932,0.876712326405265,0.841269839669644,0.870145629187873,0.855468749157915",-693.836295546367,"9.4789634509972e-17,1,0.876712326405265,0.841269839669644,0.870145629187873,0.855468749157915",-687.910518631585,"0.0394119632007499,1,0.0710006525017513,0.10313592870847,0.0818957616229622,0.0823259535603415",-685.384980523701,"0.749772989431533,0.350176242607201,0.0243443467014657,0.0371176961836591,0.0414279201764253,0.0730683661093289",-687.318641835319,"0.171236466494044,0.615897283253245,0.0659685299272104,0.0957978364454351,0.0683106112594322,0.0834334902330556",-693.836295546367,"9.4789634509972e-17,0.0200804628446692,0.876712326405265,0.841269839669644,0.870145629187873,0.855468749157915",-693.768862175502,"0.999999990784713,0.0020447548164066,0.876712565984074,0.841270062535281,0.870122612897938,0.852878124736719",-687.910518631585,"0.0394119632007499,1,0.0710006525017513,0.10313592870847,0.0818957616229622,0.0823259535603415",-687.880592931234,"0.0397600804345334,0.999999979311633,0.0706338681456729,0.10270122190712,0.0844888652940376,0.0818813600571785"
"rs12913832",-1150.18170333759,"0.0272065304106755,1,0.336176364567071,0.559053203933037,0.389378599219561,0.218982185736129",-1150.18170333759,"0.0272065304106755,1,0.336176364567071,0.559053203933037,0.389378599219561,0.218982185736129",-1149.77207446366,"0.100760514479698,0.640640792257974,0.327490378557309,0.549702224867426,0.365891195153321,0.221273151123768",-1155.79636592862,"2.38406641288704e-16,1,0.567164181131289,0.363636361727513,0.527122642346903,0.700389103650759",-1155.46606207005,"0.999999993409707,0.169118585481694,0.522141376941563,0.331334892955045,0.496505890533267,0.695098600562978",-1155.79636592862,"2.38406641288704e-16,1,0.567164181131289,0.363636361727513,0.527122642346903,0.700389103650759",-1148.89001870974,"0.105773534704294,0.132654133922467,0.385668515933022,0.603879676068793,0.421437438356332,0.216356629635524",-1150.111508167,"0.0275793484738064,0.999999989638782,0.334903847539104,0.557967120086823,0.394585150625567,0.217965110186343",-1155.79636592862,"2.38406641288704e-16,0.0603667425677109,0.567164181131289,0.363636361727513,0.527122642346903,0.700389103650759",-1155.78329010774,"0.999999870925049,0.00154340581534576,0.567164845930791,0.363629150485372,0.527115609514314,0.699074667998343"
"rs1800407",-512.300505224565,"1.84497115281944e-17,1,0.884105959418663,0.93965517723073,0.908256882781221,0.941056911082065",-512.300505224565,"1.84497115281944e-17,1,0.884105959418663,0.93965517723073,0.908256882781221,0.941056911082065",-512.300505224565,"1.84497115281944e-17,0.0854104077529675,0.884105959418663,0.93965517723073,0.908256882781221,0.941056911082065",-509.930984490255,"0.031582838162873,1,0.0747272178282069,0.0417010981742352,0.0629664166139955,0.0364593583573778",-509.322372764116,"0.152876606072401,0.518762917838857,0.0537587852107463,0.0301579006852002,0.0505414070572682,0.034253710925486",-509.152116923824,"0.331004493488162,0.489318920491962,0.0707145151142274,0.0390704376262891,0.0430437857193224,0.0380855293774824",-511.753012327054,"0.374424153493051,0.00556018355618778,0.884106038708345,0.939655447801882,0.906425759646889,0.940756304275262",-512.214335717936,"0.999999987441769,0.00270220214172887,0.884106686387747,0.939654920601354,0.908194788690816,0.938106928716384",-509.930984490255,"0.031582838162873,1,0.0747272178282069,0.0417010981742352,0.0629664166139955,0.0364593583573778",-509.930984490255,"0.031582838162873,1,0.0747272178282069,0.0417010981742352,0.0629664166139955,0.0364593583573778"
"rs12896399",-593.403413874371,"0.0144478427950981,1,0.646892210326798,0.389138658735921,0.596014061504685,0.629220043542996",-592.238731268001,"0.851214529805583,0.276808875730962,0.4619888627634,0.238090114011309,0.47510651015075,0.606465010017958",-591.99582437685,"0.564532740971431,0.356463967500537,0.654202673485846,0.393148521039028,0.406975364878034,0.647440684896252",-594.180370789165,"1.59952909897557e-17,1,0.307692315171724,0.564516121157319,0.36018956595796,0.32167831979233",-594.180370789165,"1.59952909897557e-17,0.0219257708534027,0.307692315171724,0.564516121157319,0.36018956595796,0.32167831979233",-594.180370789165,"1.59952909897557e-17,0.00636463358463382,0.307692315171724,0.564516121157319,0.36018956595796,0.32167831979233",-593.403413874371,"0.0144478427950981,1,0.646892210326798,0.389138658735921,0.596014061504685,0.629220043542996",-593.403413874371,"0.0144478427950981,1,0.646892210326798,0.389138658735921,0.596014061504685,0.629220043542996",-593.589437172161,"0.99999997381931,0.000593047321244987,0.307691603950136,0.564519787042123,0.353425408798161,0.321319099135738",-594.172922757328,"0.029957059276793,0.00800778607525208,0.307679299185161,0.564515583716117,0.359684262337393,0.31913116501462"
"rs2402130",-977.223871106049,"0.00615791423943659,1,0.712486423524969,0.797421510086045,0.691104204126166,0.668052569466602",-977.223871106049,"0.00615791423943659,1,0.712486423524969,0.797421510086045,0.691104204126166,0.668052569466602",-977.223871106049,"0.00615791423943659,1,0.712486423524969,0.797421510086045,0.691104204126166,0.668052569466602",-977.458690274911,"4.49847130921937e-16,1,0.26923076958425,0.190909091561799,0.292875988387932,0.311203318659186",-977.265380636022,"0.999999947133862,0.183955472441666,0.221209311488964,0.160687242667339,0.258083687808977,0.302097706597602",-976.727969227963,"0.362708047176475,0.0398096456384723,0.269231405215867,0.190908708119041,0.212669219720315,0.31120313300457",-976.750858542517,"0.0673772861173314,0.084378756267145,0.722555610303778,0.804468589816311,0.69594315537342,0.658757737714757",-977.165694256806,"0.0208595843052207,0.0738153049029719,0.716003152247637,0.800393061860129,0.693985746500062,0.666322418678273",-977.458690274911,"4.49847130921937e-16,1,0.26923076958425,0.190909091561799,0.292875988387932,0.311203318659186",-977.458690274911,"4.49847130921937e-16,0.000355269820254097,0.26923076958425,0.190909091561799,0.292875988387932,0.311203318659186"
"rs1426654",-421.703746099452,"0.050720751978338,1,0.838515193098879,0.81937754048863,0.826797332435964,0.790155475382719",-421.703746099452,"0.050720751978338,1,0.838515193098879,0.81937754048863,0.826797332435964,0.790155475382719",-421.703746099452,"0.050720751978338,1,0.838515193098879,0.81937754048863,0.826797332435964,0.790155475382719",-428.100247710655,"2.71434736308983e-17,1,0.0833333324142279,0.10784313600397,0.0996677746327577,0.109374999890126",-428.100247710655,"2.71434736308983e-17,1,0.0833333324142279,0.10784313600397,0.0996677746327577,0.109374999890126",-428.100247710655,"2.71434736308983e-17,1,0.0833333324142279,0.10784313600397,0.0996677746327577,0.109374999890126",-421.703746099452,"0.050720751978338,1,0.838515193098879,0.81937754048863,0.826797332435964,0.790155475382719",-421.632347702401,"0.0513912367968435,0.999999952314588,0.83715707541879,0.81828582063799,0.832581204533976,0.788515157640383",-428.100247710655,"4.60545685931969e-05,3.3110026305809e-05,0.0833333324142279,0.10784313600397,0.0996677746327577,0.109374999890126",-428.100247710655,"2.71434736308983e-17,0.00015719823310277,0.0833333324142279,0.10784313600397,0.0996677746327577,0.109374999890126"
