"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-297.213335789195,"1.50285132201091e-16,1,0.964743588542287,0.96031746143127,0.971933471962204,0.954063603774643",-297.213335789195,"1.50285132201091e-16,1,0.964743588542287,0.96031746143127,0.971933471962204,0.954063603774643",-297.213335789195,"3.75712830502729e-17,0.121656849000631,0.964743588542287,0.96031746143127,0.971933471962204,0.954063603774643",-294.901093732313,"0.0441896277118107,1,0.0180416844164661,0.0214071533962858,0.0157105941287195,0.0229239476684853",-293.813760708267,"0.999999999062187,0.337470775671814,0.00427368223606424,0.00490531324693082,0.0061314188019176,0.0193000144224212",-293.871583561222,"0.999999995134363,0.413182005802796,0.0166599444902134,0.0196072203968312,7.79681753481395e-11,0.0255289931988289",-297.213335789195,"1.50285132201091e-16,0.0649416479863936,0.964743588542287,0.96031746143127,0.971933471962204,0.954063603774643",-296.978633124291,"0.498575152810262,0.00529508525933904,0.964742678432113,0.960240539509631,0.971671201773426,0.949212761376559",-293.337642450875,"0.999999998644635,0.00150888443772641,0.0352564215935783,0.0396821890515361,0.0242658706368973,0.0453552359926474",-294.901093732313,"0.0441896277118107,1,0.0180416844164661,0.0214071533962858,0.0157105941287195,0.0229239476684853"
"rs28777",-864.314996172759,"0.0409004698900518,1,0.418640258141388,0.392867715484999,0.498477123608025,0.376621947708386",-864.314996172759,"0.0409004698900518,0.999999993463578,0.418640258141388,0.392867715484999,0.498477123608025,0.376621947708386",-861.394082842905,"0.596552735156052,0.440258555495828,0.425299740419851,0.391186139848602,0.307709813563968,0.410425984010893",-873.953751980505,"1.92115750904927e-17,1,0.428571427508743,0.48999999467452,0.373239432324834,0.473118280040866",-873.953751980505,"0.355793924221629,0.00780316269254953,0.428571427508743,0.48999999467452,0.373239432324834,0.473118280705909",-873.953751980505,"1.92115750904927e-17,0.166297996976151,0.428571427508743,0.48999999467452,0.373239432324834,0.473118280040866",-864.314996172759,"0.0409004698900518,1,0.418640258141388,0.392867715484999,0.498477123608025,0.376621947708386",-864.314996172759,"0.0409004698900518,1,0.418640258141388,0.392867715484999,0.498477123608025,0.376621947708386",-873.953751980505,"1.92115750904927e-17,4.2920539880952e-05,0.428571427508743,0.48999999467452,0.373239432324834,0.473118280040866",-873.953751980505,"0.00100783463293957,0.000186390729472958,0.428571427508743,0.48999999467452,0.373239432324834,0.473118280040866"
"rs16891982",-1299.9537701016,"0.0592514639330471,1,0.263853189096464,0.27513303508721,0.362809901545951,0.22090926839415",-1299.9537701016,"0.0592514639330471,0.999999995571975,0.263853189096464,0.27513303508721,0.362809901545951,0.22090926839415",-1299.9537701016,"0.0592514639330471,1,0.263853189096464,0.27513303508721,0.362809901545951,0.22090926839415",-1331.35864717932,"1.75825623681684e-17,1,0.522292992606185,0.570175441295838,0.457023060715148,0.579136688855521",-1331.35864717932,"0.122306976959504,0.0151196782268661,0.522292992606185,0.570175441295838,0.457023060715148,0.579136688855521",-1331.35864717932,"1.75825623681684e-17,0.301254775230528,0.522292992606185,0.570175441295838,0.457023060715148,0.579136688855521",-1299.12688011035,"0.0931599744567645,0.334679928603545,0.312508472058974,0.317922216433123,0.39716836768159,0.22092558278822",-1299.89234152718,"0.0598336950614222,0.999999969032747,0.262011931921301,0.273717465214432,0.374549012331901,0.219246228047035",-1331.35864717932,"1.75825623681684e-17,6.29946065652688e-05,0.522292992606185,0.570175441295838,0.457023060715148,0.579136688855521",-1331.35864717932,"1.75825623681684e-17,1,0.522292992606185,0.570175441295838,0.457023060715148,0.579136688855521"
"rs12821256",-189.52609872529,"5.63258547511436e-17,1,0.959459459716954,0.944444444161611,0.961661341847171,0.983957218964735",-189.448112536059,"0.99999999660863,0.175004201421733,0.95043094020413,0.935230427823561,0.956073273882523,0.983456880489511",-189.52609872529,"5.63258547511436e-17,1,0.959459459716954,0.944444444161611,0.961661341847171,0.983957218964735",-188.511641113916,"0.0360662728802674,1,0.0241772524397245,0.0355621699595887,0.0239781258778931,0.00906717690563576",-188.433513173327,"0.0551944549224285,0.811497265151088,0.0221145520270269,0.0326754436066566,0.0225655761201485,0.00883533783203609",-188.256397568208,"0.26910590916579,0.533783608837407,0.0225173061748538,0.0327544777492139,0.0173960913703159,0.00934999532795211",-187.944853974001,"0.999999999650142,0.0174453613784216,0.959440972456571,0.944436992154234,0.959371445682801,0.983293665890918",-189.497059354401,"0.506682196434815,0.00436660514941783,0.959459644579613,0.944414641373466,0.961471057028281,0.982660280041379",-188.478181556067,"0.0460531250153984,0.50112078259133,0.0260609921201943,0.0381749433899841,0.0250396802246183,0.00898850648157101",-188.507108323096,"0.0363964186984842,0.999999987181395,0.0240580124845725,0.0354032575922442,0.0247132922308354,0.00901685150181763"
"rs4959270",-1179.26586328479,"1.98125776806039e-16,1,0.513698631457278,0.452830185186842,0.56633906662944,0.531872507421994",-1179.13127965668,"0.999999996377951,0.157838129778244,0.480466575821691,0.427789636647599,0.544168862826615,0.527912707511192",-1179.26586328479,"1.98125776806039e-16,1,0.513698631457278,0.452830185186842,0.56633906662944,0.531872507421994",-1177.40614274462,"0.015536852682085,1,0.427309971801272,0.502121864114583,0.387919108748723,0.408769351995896",-1177.40614274462,"0.015536852682085,1,0.427309971801272,0.502121864114583,0.387919108748723,0.408769351995896",-1177.40614274462,"0.015536852682085,1,0.427309971801272,0.502121864114583,0.387919108748723,0.408769351995896",-1179.26586328479,"1.98125776806039e-16,1,0.513698631457278,0.452830185186842,0.56633906662944,0.531872507421994",-1179.26586328479,"1.98125776806039e-16,4.73358910491583e-05,0.513698631457278,0.452830185186842,0.56633906662944,0.531872507421994",-1177.10238934082,"0.0376608095287006,0.202409151092908,0.449377005845798,0.521884299784327,0.400942354807516,0.406854852054633",-1177.31683001629,"0.0342220508550161,0.111571791874266,0.435308507813621,0.510465963746716,0.395753008333378,0.4067256472746"
"rs12203592",-604.538902458329,"2.59149850288524e-15,1,0.820610685658024,0.681034477574562,0.872191012478975,0.907239818134716",-603.601777941599,"0.999999999846917,0.215282557171648,0.738389852050403,0.584853541539316,0.831715551175896,0.898032171678261",-604.538902458329,"2.59149850288524e-15,1,0.820610685658024,0.681034477574562,0.872191012478975,0.907239818134716",-604.538323133315,"0.000412934054061054,1,0.178480996742472,0.317781942275011,0.127227014211952,0.0922484660445345",-604.538323133315,"0.000412934054061054,1,0.178480996742472,0.317781942275011,0.127227014211952,0.0922484660445345",-603.653155055941,"0.520763859568853,0.0153713275779969,0.179389773157198,0.318965793035719,0.0678095259147166,0.0927599040200922",-604.538902458329,"2.59149850288524e-15,0.980831457933628,0.820610685658024,0.681034477574562,0.872191012478975,0.907239818134716",-604.355455731775,"0.999999986328739,0.00315918513879172,0.820611368880919,0.680905672665386,0.871927976447163,0.900880687572234",-604.01437867112,"0.999999949426688,0.000562468575329337,0.179389450769529,0.31896552160842,0.124294629895946,0.0926711015850166",-604.538323133315,"0.000412934054061054,1,0.178480996742472,0.317781942275011,0.127227014211952,0.0922484660445345"
"rs1042602",-866.48303555268,"5.31775305218846e-17,1,0.816901404121624,0.88596490579867,0.828271026579279,0.770758125939785",-866.48303555268,"5.31775305218846e-17,0.00296854531315209,0.816901404121624,0.88596490579867,0.828271026579279,0.770758125939785",-866.48303555268,"3.32359565761778e-18,0.119899881725992,0.816901404121624,0.88596490579867,0.828271026579279,0.770758125939785",-855.113003773294,"0.0458491930647361,1,0.0987871895046819,0.068687749989546,0.102522356326636,0.12369929974138",-855.089774018237,"0.0561321375021904,0.89724352632901,0.0944556192382424,0.0657932915117816,0.0996163084470655,0.122689191195596",-855.113003773294,"0.0458491930647361,1,0.0987871895046819,0.068687749989546,0.102522356326636,0.12369929974138",-866.48303555268,"5.31775305218846e-17,4.02632098273424e-05,0.816901404121624,0.88596490579867,0.828271026579279,0.770758125939785",-866.48303555268,"0.000919356453266702,8.8883502103769e-05,0.816901404121624,0.88596490579867,0.828271026579279,0.770758125939785",-855.113003773294,"0.0458491930647361,1,0.0987871895046819,0.068687749989546,0.102522356326636,0.12369929974138",-854.838853917007,"0.0885320843223299,0.126973110865758,0.10879925611473,0.0760004595182292,0.11350996995689,0.123026020734475"
"rs1393350",-690.666035373711,"1.59386276876156e-17,1,0.859589039534331,0.880952378401543,0.867718444708845,0.863281249757951",-690.666035373711,"0.425445827757779,0.0252709988270118,0.859589039534331,0.880952378401543,0.867718444708845,0.863281249757951",-690.401613390483,"0.260282038769149,0.0422512034586622,0.859588780095037,0.880953217518412,0.831900955732296,0.863280880115351",-687.435853314092,"0.0293586917330717,1,0.0943355759864731,0.0858868916901433,0.0947092850731678,0.090458684142497",-687.392019663395,"0.0863295914378608,0.602858508644706,0.0804433321821043,0.0738055681902768,0.085721313113046,0.0895698938463917",-687.435853314092,"0.0293586917330717,1,0.0943355759864731,0.0858868916901433,0.0947092850731678,0.090458684142497",-690.666035373711,"2.32674903666577e-06,1.8055888374342e-05,0.859589039534331,0.880952378401543,0.867718444708845,0.863281249757951",-690.665165532536,"0.999997782535465,0.00105491242147145,0.859589530260561,0.88095118469265,0.867718352556761,0.863196461318385",-687.435853314092,"0.0293586917330717,1,0.0943355759864731,0.0858868916901433,0.0947092850731678,0.090458684142497",-687.336066110977,"0.030014171425026,0.999999889667272,0.0934582050165243,0.0852122382319746,0.0964568403654024,0.0895717484401672"
"rs12913832",-1153.83965000876,"0.0175826118932586,1,0.387426686705379,0.577313641225776,0.423378861575104,0.242666658216996",-1153.83965000876,"0.0175826118932586,0.999999993340886,0.387426686705379,0.577313641225776,0.423378861575104,0.242666658216996",-1153.19388743761,"0.115217346130841,0.557529926759477,0.376215733980229,0.566520393690089,0.391033534722735,0.242327004497117",-1156.17812462609,"3.30595321580621e-16,1,0.548507461160699,0.372727252412996,0.522405648462381,0.704280153652448",-1155.64744073532,"0.999999999950341,0.181754517693356,0.486793005127552,0.328124194040042,0.480821356674283,0.695969891480094",-1156.17812462609,"3.30595321580621e-16,0.0993629921979497,0.548507461160699,0.372727252412996,0.522405648462381,0.704280153652448",-1152.05846015416,"0.349892278001402,0.0192642513456381,0.451436557695265,0.62723790679235,0.46690192971616,0.29040398662555",-1153.80986598625,"0.0178273693953903,0.999999989284523,0.386548820545197,0.576606102718679,0.426802891743754,0.241962795237293",-1156.17812462609,"1.80320907258111e-07,4.86538216153288e-05,0.548507461160699,0.372727252412996,0.522405648462381,0.704280153652448",-1155.99501921608,"0.999999999767526,0.00245980452644612,0.548508120745001,0.372632398849114,0.522277491705785,0.696120407923136"
"rs1800407",-513.226264795806,"1.38336717418789e-16,1,0.877483440788232,0.956896550433332,0.908256881043662,0.939024390807482",-513.209314480745,"0.999999947903611,0.140534895399735,0.869135650449733,0.954431281364793,0.903887782301897,0.938631220019889",-513.226264795806,"1.08075560483429e-18,0.110442318178074,0.877483440788232,0.956896550433332,0.908256881043662,0.939024390807482",-511.606208800099,"0.0261464230168533,1,0.085663017419239,0.0317045545897464,0.06744898160166,0.0411675058435186",-511.416572574925,"0.0605545330642125,0.67532339422556,0.0758639160120292,0.0281370755839289,0.0621361059232626,0.0400976032838547",-511.285554604159,"0.166031689519938,0.553416484577975,0.082088030114827,0.0301627181170001,0.0569194323436594,0.0421151417482043",-512.673343874862,"0.375066614755582,0.00565050861086284,0.877483752969998,0.956896721341152,0.906418233850186,0.938711741824704",-513.222622294568,"0.999999902610942,0.00151441382476211,0.877483595855569,0.956896345657896,0.908255466762052,0.938684949690936",-511.606208800099,"0.0261464230168533,1,0.085663017419239,0.0317045545897464,0.06744898160166,0.0411675058435186",-511.592813483766,"0.0264903961125527,0.999999986613069,0.0852431781269976,0.0315682223103271,0.0687755975397798,0.0409445699775013"
