"locus","null.major.loglik","null.major.pars","cluster.major.loglik","cluster.major.pars","popfluc.major.loglik","popfluc.major.pars","insol.major.loglik","insol.major.pars","milk.major.loglik","milk.major.pars","null.minor.loglik","null.minor.pars","cluster.minor.loglik","cluster.minor.pars","popfluc.minor.loglik","popfluc.minor.pars","insol.minor.loglik","insol.minor.pars","milk.minor.loglik","milk.minor.pars","cluster.inv.major.loglik","cluster.inv.major.pars","popfluc.inv.major.loglik","popfluc.inv.major.pars","insol.inv.major.loglik","insol.inv.major.pars","milk.inv.major.loglik","milk.inv.major.pars","cluster.inv.minor.loglik","cluster.inv.minor.pars","popfluc.inv.minor.loglik","popfluc.inv.minor.pars","insol.inv.minor.loglik","insol.inv.minor.pars","milk.inv.minor.loglik","milk.inv.minor.pars"
"rs1805008",-305.155411413006,"7.29205362249453e-18,1,0.958333332858629,0.968253967758241,0.966735967067881,0.961130741139774",-305.155411413006,"7.29205362249453e-18,0.0423832329698833,0.958333332858629,0.968253967758241,0.966735967067881,0.961130741139774",-304.850119279814,"0.452328928451495,0.000653481484459616,0.937870682351251,0.968253868950866,0.966736076450803,0.961130752963746",-304.853546265259,"0.999999985397065,0.116074332086908,0.958098607013599,0.968220921772161,0.965682535476534,0.944972644965662",-304.829233922765,"0.729882119532838,0.130013552584518,0.915370136098789,0.967598246107637,0.966429232049772,0.959087457703064",-305.038703983299,"0.00971644969691394,1,0.0362051200550133,0.0280290214504243,0.0295743905621146,0.033639744824383",-304.785717628163,"0.0605434604158026,0.250199911879252,0.0380040621571126,0.0245099212509017,0.0264908503675264,0.0382831313822889",-304.974603587654,"0.185534583757717,0.158380344447229,0.0322055227670332,0.0244376317122429,0.0305834139408186,0.0361509278021648",-305.038703983299,"0.00971644969691394,1,0.0362051200550133,0.0280290214504243,0.0295743905621146,0.033639744824383",-305.038703983299,"0.00971644969691394,1,0.0362051200550133,0.0280290214504243,0.0295743905621146,0.033639744824383",-305.139905397922,"0.0191784353786548,0.170816483387629,0.955164974366087,0.968073577719328,0.966463745680555,0.956465336981753",-305.154529880911,"0.999997657740445,0.03872894264042,0.958322154594486,0.968223516541387,0.966733308634111,0.961113816305166",-305.155411413006,"7.29205362249453e-18,1,0.958333332858629,0.968253967758241,0.966735967067881,0.961130741139774",-305.155411413006,"4.55753351405908e-19,0.0112207714312883,0.958333332858629,0.968253967758241,0.966735967067881,0.961130741139774",-305.038703983299,"0.00971644969691394,1,0.0362051200550133,0.0280290214504243,0.0295743905621146,0.033639744824383",-304.887097314994,"0.788243841555648,0.124490999844707,0.0287371303063413,0.0215371000445352,0.0283918433106937,0.0311446668340168",-303.526570500968,"0.999999999886857,0.12983332422431,0.0189495372398703,0.00637641912312322,0.0272112017726453,0.0379174522221215",-304.794348601171,"0.0700688087339123,0.203199187088581,0.0311240383012024,0.022407520904133,0.0263846688566045,0.0331784942002117"
"rs28777",-855.024202605351,"0.0352614085307994,1,0.400472269905408,0.44878784015787,0.555306739821512,0.423507293158261",-853.505071655639,"0.0722633539990837,0.510068967824994,0.433277706810969,0.410453983591628,0.523516813390616,0.497813695978374",-854.065711535168,"0.200028615745859,0.265683479565586,0.398807489866306,0.426588126197606,0.564796820627803,0.454033477198181",-855.024202605351,"0.0352614085307994,1,0.400472269905408,0.44878784015787,0.555306739821512,0.423507293158261",-855.024202605351,"0.0352614085307994,1,0.400472269905408,0.44878784015787,0.555306739821512,0.423507293158261",-862.035079185317,"1.20912638806882e-17,1,0.468253971781624,0.449999996454332,0.338028170908102,0.446236556792985",-862.035079185317,"1.20912638806882e-17,0.00733551424340415,0.468253971781624,0.449999996454332,0.338028170908102,0.446236556792985",-862.035079185317,"1.20912638806882e-17,0.00169374385093446,0.468253971781624,0.449999996454332,0.338028170908102,0.446236556792985",-862.034105628075,"0.99999985830586,0.0590769492622244,0.468253526248462,0.449997567582487,0.338016445049089,0.444700593714616",-862.035079185317,"0.581004249322541,0.00323930023357211,0.468253971781624,0.449999996454332,0.338028170908102,0.446236556792985",-855.024202605351,"0.0352614085307994,1,0.400472269905408,0.44878784015787,0.555306739821512,0.423507293158261",-855.024202605351,"0.0352614085307994,1,0.400472269905408,0.44878784015787,0.555306739821512,0.423507293158261",-851.893123042519,"0.196762340425148,0.276361489525704,0.306685482684804,0.323298447272366,0.542080056849473,0.49398211491294",-853.609704387627,"0.24363113119715,0.150392065953858,0.289014107158536,0.308500959289518,0.542090701865903,0.488692751560102",-862.035079185317,"1.20912638806882e-17,0.0250670558089517,0.468253971781624,0.449999996454332,0.338028170908102,0.446236556792985",-862.035079185317,"0.307153981789939,0.00545961170236252,0.468253971781624,0.449999996454332,0.338028170908102,0.446236556792985",-862.035079185317,"0.110536255107295,0.00443931609503997,0.468253971781624,0.449999996454332,0.338028170908102,0.446236556792985",-862.035079185317,"1.20912638806882e-17,0.00708344152298755,0.468253971781624,0.449999996454332,0.338028170908102,0.446236556792985"
"rs16891982",-1295.95412608365,"0.0581948104952665,1,0.26975308179118,0.262850682376397,0.365918132488308,0.207113801731602",-1295.6678287678,"0.0679253888883443,0.835846093951381,0.293501725633811,0.253582896787712,0.357288910585842,0.242570598027608",-1295.462642539,"0.110893619095528,0.512263294842673,0.284209031368122,0.267754002513915,0.369829862124215,0.218742552019313",-1295.95412608365,"0.0581948104952665,1,0.26975308179118,0.262850682376397,0.365918132488308,0.207113801731602",-1295.60679112831,"0.0763845372708691,0.804965386258797,0.285619644721712,0.294566364514634,0.37010826758693,0.19970275019663",-1326.02757519962,"1.69370826206236e-17,1,0.519108277444463,0.587719299398715,0.457023062134469,0.602517987644579",-1326.02757519962,"6.61604789868108e-20,0.0144574037678243,0.519108277444463,0.587719299398715,0.457023062134469,0.602517987644579",-1326.02757519962,"4.23427065515589e-18,0.0358026319543776,0.519108277444463,0.587719299398715,0.457023062134469,0.602517987644579",-1326.02757519962,"0.506773723565743,0.0064901697052357,0.519108277444463,0.587719299398715,0.457023062134469,0.602517987644579",-1326.02757519962,"1.69370826206236e-17,1,0.519108277444463,0.587719299398715,0.457023062134469,0.602517987644579",-1295.95412608365,"0.0581948104952665,1,0.26975308179118,0.262850682376397,0.365918132488308,0.207113801731602",-1295.95412608365,"0.0581948104952665,1,0.26975308179118,0.262850672440939,0.365918132488308,0.207113801731602",-1295.86165160754,"0.0691917167412468,0.7932202220085,0.258742507700576,0.250897256389918,0.363661501756186,0.218859531290008",-1295.95412608365,"0.0581948104952665,0.999999993643856,0.26975308179118,0.262850682376397,0.365918132488308,0.207113801731602",-1326.02757519962,"1.69370826206236e-17,1,0.519108277444463,0.587719299398715,0.457023062134469,0.602517987644579",-1326.02757519962,"1.69370826206236e-17,1,0.519108277444463,0.587719299398715,0.457023062134469,0.602517987644579",-1326.02757519962,"1.69370826206236e-17,0.0210108403701705,0.519108277444463,0.587719299398715,0.457023062134469,0.602517987644579",-1326.02757519962,"1.69370826206236e-17,0.00704851179508931,0.519108277444463,0.587719299398715,0.457023062134469,0.602517987644579"
"rs12821256",-236.257691300781,"2.78050675529317e-16,1,0.950450450060923,0.922222221373344,0.961661340473038,0.957219252606638",-236.257691300781,"2.78050675529317e-16,1,0.950450450060923,0.922222221373344,0.961661340473038,0.957219252606638",-236.257691300781,"2.78050675529317e-16,1,0.950450450060923,0.922222221373344,0.961661340473038,0.957219252606638",-236.257691300781,"2.78050675529317e-16,1,0.950450450060923,0.922222221373344,0.961661340473038,0.957219252606638",-236.257691300781,"2.78050675529317e-16,1,0.950450450060923,0.922222221373344,0.961661340473038,0.957219252606638",-235.693942173818,"0.0234923046218621,1,0.0356644206270746,0.0591046578272765,0.0284783188612972,0.0300084148096852",-235.693942173818,"0.0234923046218621,1,0.0356644206270746,0.0591046578272765,0.0284783188612972,0.0300084148096852",-235.588448121682,"0.182503503428821,0.225485005609461,0.0346282563761608,0.0533807512196105,0.0299737038772163,0.033723395278622",-235.639133159652,"0.999999984201384,0.135703217048729,0.0486020189993151,0.0774530875128593,0.0352081948985453,0.0211671543342531",-235.343482679094,"0.17469816325906,0.320685004727903,0.0233086603514807,0.0646266593520032,0.0314791103472398,0.0284261956034415",-236.257691300781,"2.78050675529317e-16,1,0.950450450060923,0.922222221373344,0.961661340473038,0.957219252606638",-236.257691300781,"2.78050675529317e-16,1,0.950450450060923,0.922222221373344,0.961661340473038,0.957219252606638",-236.257691300781,"2.78050675529317e-16,1,0.950450450060923,0.922222221373344,0.961661340473038,0.957219252606638",-236.257691300781,"2.78050675529317e-16,1,0.950450450060923,0.922222221373344,0.961661340473038,0.957219252606638",-235.61453143407,"0.0347071696169183,0.718514181744925,0.0330303976912396,0.0605027465724883,0.0289338615070352,0.0263469760250308",-235.51137350424,"0.999999997771825,0.132484015206132,0.0276183561142334,0.045114458713549,0.0293675962891663,0.0298331878318486",-235.622191840107,"0.922250273782461,0.110677748988131,0.0341498547451594,0.0368230518485324,0.0353528950528686,0.0425108120447067",-235.693942173818,"0.0234923046218621,1,0.0356644206270746,0.0591046578272765,0.0284783188612972,0.0300084148096852"
"rs4959270",-1182.46274888062,"2.45470658624464e-17,1,0.510273968712215,0.433962272821307,0.54176903855147,0.541832665610715",-1182.46274888062,"2.45470658624464e-17,0.00653848015656656,0.510273968712215,0.433962272821307,0.54176903855147,0.541832665610715",-1182.46274888062,"2.45470658624464e-17,0.0580365281490464,0.510273968712215,0.433962272821307,0.54176903855147,0.541832665610715",-1182.46274888062,"0.107615682220443,0.0134059196457754,0.510273968712215,0.433962272821307,0.54176903855147,0.541832665610715",-1182.3993182624,"0.999999991063997,0.0639861475663953,0.479359329828689,0.43393299409276,0.541764975279087,0.541708800966392",-1181.00234965152,"0.0137486639131065,1,0.437447428180942,0.526483046061182,0.417164028908415,0.405844515745487",-1180.99661917276,"0.0138922785444653,0.999999986606922,0.440347081513643,0.526066217702338,0.41679793175417,0.408504572166328",-1180.98237029326,"0.0248863980251305,0.535590443850395,0.441277871916572,0.527499099523965,0.41785342859014,0.409057545383754",-1180.5331651887,"0.0830584704737031,0.282392921584126,0.466646708714021,0.55576497218872,0.423983263034441,0.367330485761665",-1180.96349789798,"0.0220741112789018,0.693821392087061,0.437799354154855,0.53571753310368,0.419613323513257,0.402470781999894",-1182.46274888062,"2.45470658624464e-17,0.00129187895370323,0.510273968712215,0.433962272821307,0.54176903855147,0.541832665610715",-1182.46274888062,"2.45470658624464e-17,0.000991081297104845,0.510273968712215,0.433962272821307,0.54176903855147,0.541832665610715",-1182.43991259499,"0.999999904904944,0.0597425996816768,0.506643432701149,0.421208683899373,0.541578066299609,0.54183156307431",-1182.46274888062,"6.1367664656116e-18,0.000827301306098903,0.510273968712215,0.433962272821307,0.54176903855147,0.541832665610715",-1180.98125403463,"0.0211042264767615,0.645699515902703,0.428090486022145,0.53408698247522,0.422939098378895,0.387639727036426",-1181.00234965152,"0.0137486639131065,1,0.437447428180942,0.526483046061182,0.417164028908415,0.405844515745487",-1181.00234965152,"0.0137486639131065,1,0.437447428180942,0.526483046061182,0.417164028908415,0.405844515745487",-1181.00234965152,"0.0137486639131065,1,0.437447428180942,0.526483046061182,0.417164028908415,0.405844515745487"
"rs12203592",-595.695437856601,"3.20483061676175e-15,1,0.820610685008173,0.698275855487148,0.880617976646171,0.902714929544614",-595.695437856601,"3.20483061676175e-15,0.938236154265171,0.820610685008173,0.698275855487148,0.880617976646171,0.902714929544614",-594.417023531756,"0.350059312122725,0.0952003878084159,0.757911201024646,0.634412287886594,0.878403972557067,0.901528100746444",-595.628492631637,"0.999999995876075,0.090238625098442,0.820541965894304,0.698266944434088,0.880102251326547,0.892841740084113",-595.369198627132,"0.999999999924436,0.0877972681492184,0.759359144308279,0.69779810279959,0.880562058152096,0.90215841965248",-595.679545766227,"0.00219044599389459,1,0.174605101263833,0.295650138211437,0.116486321831651,0.0944744384295035",-593.029344603787,"0.247874521659865,0.0309607424165811,0.177366735511206,0.248775518161257,0.084531448026787,0.0966640985483147",-595.674970356695,"0.00367509371614396,0.636347343580979,0.17429669688231,0.295023996112526,0.116152029036374,0.0942378296305764",-595.57119497195,"0.0218729263692815,0.363683401902707,0.171549117956812,0.294739868301614,0.112064851780131,0.0857038505152196",-595.665508820319,"0.00304137804280525,0.999999988291563,0.174078680706018,0.295022040318857,0.115371285816393,0.093397297226464",-595.67273787819,"0.0968880778881183,0.0173669606710996,0.803818429715629,0.69797747314499,0.880369397441158,0.891743417704009",-595.053888265119,"0.999999999411223,0.109024620795852,0.772722733964938,0.629408598220688,0.867474495038086,0.888774951524832",-593.785111354675,"0.999999999902625,0.0994514701177455,0.776555737154293,0.564090437926019,0.875404180307333,0.902481170017065",-594.573084531899,"0.34612961207434,0.000915733001636297,0.5611796303596,0.42534464804509,0.880617997147548,0.90271506873817",-595.679545766227,"0.00219044599389459,1,0.174605101263833,0.295650138211437,0.116486321831651,0.0944744384295035",-595.672094509664,"0.00342386538411497,0.746247188600191,0.173613786468282,0.294441123730485,0.115817890570542,0.0937648673171485",-595.679545766227,"0.00219044599389459,1,0.174605101263833,0.295650138211437,0.116486321831651,0.0944744384295035",-595.612916555966,"0.0248393886898754,0.173132362578552,0.165316663551517,0.279037418608796,0.112611071055625,0.0939419499973907"
"rs1042602",-882.276958477433,"4.55074993454589e-17,1,0.823943656054409,0.894736844993146,0.817757010887334,0.759927796524579",-882.276958477433,"4.55074993454589e-17,0.0117489456625418,0.823943656054409,0.894736844993146,0.817757010887334,0.759927796524579",-882.276958477433,"4.55074993454589e-17,0.00850056071954254,0.823943656054409,0.894736844993146,0.817757010887334,0.759927796524579",-882.276958477433,"0.195442003686398,0.0109844478769087,0.823943656054409,0.894736844993146,0.817757010887334,0.759927796524579",-882.276958477433,"4.55074993454589e-17,1,0.823943656054409,0.894736844993146,0.817757010887334,0.759927796524579",-861.243439781976,"0.065409633889368,1,0.070366090274528,0.0489183497269788,0.0849788182009515,0.097632874766126",-861.235065097716,"0.0667430650623329,0.986585649087549,0.0746231523540447,0.0483167703583165,0.0841206137685479,0.103864039308795",-858.274544660674,"0.42567655110972,0.253661039304265,0.0575519127864923,0.031863377570868,0.0889263427133165,0.12016871169717",-861.243439781976,"0.065409633889368,0.999999993068972,0.070366090274528,0.0489183497269788,0.0849788182009515,0.097632874766126",-859.614674330384,"0.171130431051742,0.508519383576784,0.0521841594143245,0.061030004094478,0.0982702400163017,0.0889620484666878",-882.276958477433,"4.55074993454589e-17,0.00973321764890963,0.823943656054409,0.894736844993146,0.817757010887334,0.759927796524579",-882.276958477433,"0.0288393365868151,0.00222374511859719,0.823943656054409,0.894736844993146,0.817757010887334,0.759927796524579",-882.276958477433,"0.314866617522636,0.00194956883811813,0.823943656054409,0.894736844993146,0.817757010887334,0.759927796524579",-882.276958477433,"4.55074993454589e-17,1,0.823943656054409,0.894736844993146,0.817757010887334,0.759927796524579",-860.915198023552,"0.072528763518529,0.935944012845892,0.0656609896935589,0.0505950679904995,0.0869931803911602,0.0889231183214259",-861.232601472142,"0.0656827965095436,0.999999989215817,0.0737296543238967,0.0487368501476334,0.0846660087515772,0.0972090305853561",-860.748921421311,"0.13291395833892,0.492041041041285,0.0520799702539377,0.0327999869022859,0.079247220455421,0.124309547447589",-861.243439781976,"0.065409633889368,0.999999995637364,0.070366090274528,0.0489183497269788,0.0849788182009515,0.097632874766126"
"rs1393350",-684.619240690373,"1.0481009934089e-16,1,0.85958904207286,0.89682539752031,0.868932036873478,0.863281252240881",-684.619240690373,"1.0481009934089e-16,1,0.85958904207286,0.89682539752031,0.868932036873478,0.863281252240881",-684.619240690373,"1.0481009934089e-16,0.722095128054483,0.85958904207286,0.89682539752031,0.868932036873478,0.863281252240881",-684.619240690373,"1.0481009934089e-16,0.993474812852582,0.85958904207286,0.89682539752031,0.868932036873478,0.863281252240881",-684.619240690373,"1.0481009934089e-16,0.916872451652501,0.85958904207286,0.89682539752031,0.868932036873478,0.863281252240881",-680.071880494759,"0.0351416291904488,1,0.0868144600883011,0.068900668042196,0.0873125112809363,0.0828492888849015",-679.433519057584,"0.0621216673218812,0.573428856797729,0.0966055475923931,0.0609101271911311,0.0793678187310319,0.106512769875581",-674.047201169815,"0.783050478777622,0.154446032908283,0.0259357173016522,0.024412604817401,0.0960103131265991,0.104552533021828",-680.071880494759,"0.0351416291904488,1,0.0868144600883011,0.068900668042196,0.0873125112809363,0.0828492888849015",-679.555024313997,"0.188278402793366,0.347557974535255,0.0572736872596618,0.0810957891828557,0.102362965029704,0.08225590710112",-684.619240690373,"1.0481009934089e-16,1,0.85958904207286,0.89682539752031,0.868932036873478,0.863281252240881",-684.619240690373,"1.0481009934089e-16,1,0.85958904207286,0.89682539752031,0.868932036873478,0.863281252240881",-684.619240690373,"1.0481009934089e-16,1,0.85958904207286,0.89682539752031,0.868932036873478,0.863281252240881",-684.619240690373,"1.0481009934089e-16,1,0.85958904207286,0.89682539752031,0.868932036873478,0.863281252240881",-679.984148355126,"0.0369490790515763,0.999999989886379,0.0846475228865341,0.0695780169302225,0.0873346616269344,0.0806741305479589",-680.071880494759,"0.0351416291904488,1,0.0868144600883011,0.068900668042196,0.0873125112809363,0.0828492888849015",-674.51884140717,"0.999999999274535,0.153583451861284,0.0381900006028345,0.0107975939590407,0.0886102361417739,0.127485622069433",-680.071880494759,"0.0351416291904488,0.999999994304321,0.0868144600883011,0.068900668042196,0.0873125112809363,0.0828492888849015"
"rs12913832",-1150.68274781769,"0.0113341601738606,1,0.410011322328575,0.557930650657413,0.442631493116673,0.248378854261678",-1149.59690892606,"0.0952509318443424,0.112612207557808,0.445652556343814,0.550679683541842,0.432766988377437,0.281403813935138",-1150.68274781769,"0.0113341601738606,1,0.410011322328575,0.557930650657413,0.442631493116673,0.248378854261678",-1150.58583945488,"0.019716291177922,0.59204557104573,0.415966637752699,0.566481559528764,0.442047366188222,0.240484049330616",-1150.47556659505,"0.119144967959843,0.263402967204571,0.352419948290419,0.574087912457582,0.461081319360374,0.251232668081887",-1151.64763314292,"2.82036414049542e-16,1,0.548507475308897,0.409090920110681,0.522405665058967,0.717898833263951",-1151.64763314292,"2.82036414049542e-16,1,0.548507475308897,0.409090920110681,0.522405665058967,0.717898833263951",-1149.45544374432,"0.389293582799874,0.0940764920187733,0.437847107881559,0.33997232870018,0.516957098096201,0.714988013882219",-1151.59895909986,"0.999999989936722,0.0803548618668995,0.548478277146492,0.409091348826811,0.521994379650458,0.706230618689201",-1151.57390224767,"0.999999991883642,0.0578826038870088,0.528293397570853,0.409079252448862,0.522404961858909,0.717862345606996",-1150.68274781769,"0.0113341601738606,1,0.410011322328575,0.557930650657413,0.442631493116673,0.248378854261678",-1150.45524502985,"0.0263783382833507,0.485567553070057,0.401316149196548,0.552854135058313,0.438156395338578,0.242171372689171",-1150.68274781769,"0.0113341601738606,1,0.410011322328575,0.557930650657413,0.442631493116673,0.248378854261678",-1150.68274781769,"0.0113341601738606,1,0.410011322328575,0.557930650657413,0.442631493116673,0.248378854261678",-1151.64763314292,"2.82036414049542e-16,1,0.548507475308897,0.409090920110681,0.522405665058967,0.717898833263951",-1151.64763314292,"2.82036414049542e-16,1,0.548507475308897,0.409090920110681,0.522405665058967,0.717898833263951",-1150.09037939724,"0.99999999886571,0.0906389343175903,0.504320415416749,0.319012549540939,0.515876861476746,0.717681072749355",-1149.58940442189,"0.465732394542746,0.00265708075794836,0.156311586726241,0.113055757868564,0.522405537443643,0.717899219413116"
"rs1800407",-539.186811441384,"1.51445880535972e-16,1,0.877483443651372,0.956896550329769,0.899082567878568,0.932926829921265",-539.186811441384,"1.51445880535972e-16,0.0146800410612362,0.877483443651372,0.956896550329769,0.899082567878568,0.932926829921265",-539.186811441384,"3.7861470133993e-17,0.0670550882268411,0.877483443651372,0.956896550329769,0.899082567878568,0.932926829921265",-539.141544211096,"0.999999927956021,0.0869742340015469,0.877450847000221,0.956894924766475,0.898773463168133,0.927036073808713",-539.186811441384,"1.51445880535972e-16,0.000439898494451797,0.877483443651372,0.956896550329769,0.899082567878568,0.932926829921265",-535.794651257633,"0.0365656517276792,1,0.073648869148046,0.0277475083023587,0.0652019810658419,0.0384150742058601",-533.532009657079,"0.119742707294096,0.333594429715489,0.0905930701605704,0.0219173456278211,0.0542093360541062,0.0610919488149083",-534.168683071642,"0.883240207179894,0.00110929929270865,0.0211232856808148,0.0431039396438399,0.100917484200466,0.0670733438034819",-535.794651257633,"0.0365656517276792,0.999999994445971,0.073648869148046,0.0277475083023587,0.0652019810658419,0.0384150742058601",-531.655037719434,"0.999999995392447,0.18146612002177,0.0121692136015558,0.0375508044731433,0.092073376181459,0.0470106738360275",-538.304867564499,"0.550543113397815,0.000303373636725287,0.762981087433863,0.956896620246885,0.898435117956459,0.869734776137481",-539.095613067697,"0.999999991396954,0.0801776454681597,0.869646760887734,0.953394105829229,0.896890253811512,0.930926359741984",-539.185008546589,"0.999999583519012,0.0438794969211049,0.877377659564839,0.956629984859161,0.899080319655489,0.932926883528465",-538.939047673337,"0.31301082258144,0.00231334060508551,0.698991668956218,0.894501920523172,0.899082351892025,0.932926744154746",-535.794651257633,"0.0365656517276792,1,0.073648869148046,0.0277475083023587,0.0652019810658419,0.0384150742058601",-535.794651257633,"0.0365656517276792,1,0.073648869148046,0.0277475083023587,0.0652019810658419,0.0384150742058601",-534.285120712873,"0.250565903169357,0.253963622909802,0.0450668876306262,0.012446615628398,0.0612803884112444,0.0536444039031115",-535.794651257633,"0.0365656517276792,1,0.073648869148046,0.0277475083023587,0.0652019810658419,0.0384150742058601"
