"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-304.813517545157,"2.69758941896043e-16,1,0.955128204377919,0.976190476421322,0.963617463850026,0.966431095440373",-304.813517545157,"0.0943503410445696,0.0109638361933222,0.955128204377919,0.976190476421322,0.963617463850026,0.966431095440373",-304.813517545157,"2.69758941896043e-16,0.0557752133030206,0.955128204377919,0.976190476421322,0.963617463850026,0.966431095440373",-301.06886563511,"0.0231493902873777,1,0.0296470259913015,0.0174557823328256,0.0272815235239274,0.0235463986155956",-300.036660870934,"0.999999999343886,0.300789992714252,0.00953189334807148,0.00571404664546107,0.0129489231842692,0.0197206767798118",-299.737840397591,"0.999999999862059,0.036552974283923,0.0416668091277329,0.0238096654185611,5.51732330628271e-12,0.0335689528665218",-304.813517545157,"6.74397354740108e-17,0.0116924905009791,0.955128204377919,0.976190476421322,0.963617463850026,0.966431095440373",-304.7297885318,"0.672923244111437,0.00378266995391005,0.955128120467829,0.976161103038526,0.963507536386688,0.96382767443996",-299.556363027476,"0.999999999227589,0.00114765987146449,0.041666646161226,0.023809848911067,0.0333761215642167,0.0333013959787098",-301.06886563511,"0.0231493902873777,1,0.0296470259913015,0.0174557823328256,0.0272815235239274,0.0235463986155956"
"rs28777",-854.918172127941,"0.0411617048331362,1,0.394208739699781,0.401898254410041,0.532666712535012,0.380853166739558",-854.762991835505,"0.16380764855383,0.532647071432844,0.322419652076994,0.336407523762222,0.484882024886647,0.378859291396347",-853.502393324256,"0.454114000523477,0.47294171824157,0.393654097407124,0.394966149321448,0.399996070150199,0.406496807128893",-864.393417656822,"3.15805975070542e-17,1,0.452380959408128,0.480000003997984,0.341549295752472,0.465053753724124",-864.393417656822,"3.15805975070542e-17,1,0.452380959408128,0.480000003997984,0.341549295752472,0.465053753724124",-864.393417656822,"3.15805975070542e-17,1,0.452380959408128,0.480000003997984,0.341549295752472,0.465053753724124",-854.918172127941,"0.0411617048331362,1,0.394208739699781,0.401898254410041,0.532666712535012,0.380853166739558",-854.918172127941,"0.0411617048331362,1,0.394208739699781,0.401898254410041,0.532666712535012,0.380853166739558",-864.393417656822,"1.93305842550121e-06,2.94617829528636e-05,0.452380959408128,0.480000003997984,0.341549295752472,0.465053753724124",-864.393417656822,"3.15805975070542e-17,1,0.452380959408128,0.480000003997984,0.341549295752472,0.465053753724124"
"rs16891982",-1293.35359955179,"0.0637540549639102,1,0.264656391205125,0.235614015638801,0.331859160561754,0.197070642221188",-1293.35359955179,"0.0637540549639102,0.999999992109597,0.264656391205125,0.235614015638801,0.331859160561754,0.197070642221188",-1293.35359955179,"0.0637540549639102,1,0.264656391205125,0.235614015638801,0.331859160561754,0.197070642221188",-1329.49167178342,"2.2445982897376e-17,1,0.503184710692728,0.605263160976727,0.475890989729519,0.595323744367337",-1329.49167178342,"2.2445982897376e-17,1,0.503184710692728,0.605263160976727,0.475890989729519,0.595323744367337",-1329.49167178342,"5.61149572434401e-18,0.0688450050075075,0.503184710692728,0.605263160976727,0.475890989729519,0.595323744367337",-1292.19548111972,"0.110940067950285,0.28812512015003,0.326941877128203,0.286278766454498,0.374051908536103,0.197021882959251",-1293.35359955179,"0.0637540549639102,1,0.264656391205125,0.235614015638801,0.331859160561754,0.197070642221188",-1329.49167178342,"2.2445982897376e-17,6.29636632546034e-05,0.503184710692728,0.605263160976727,0.475890989729519,0.595323744367337",-1329.49167178342,"2.2445982897376e-17,1,0.503184710692728,0.605263160976727,0.475890989729519,0.595323744367337"
"rs12821256",-200.919838931796,"0.00165639786705226,1,0.958528678962971,0.94340698710401,0.952753834512942,0.986298484716085",-200.852190685306,"0.999999859647127,0.186886290183702,0.94719537060609,0.932024170021743,0.944706552516938,0.985998604030367",-200.350454666327,"0.523256822475734,0.139602788238235,0.959457953883194,0.944441521062178,0.912091039073307,0.986630747098586",-200.922203812969,"1.64665533456446e-15,1,0.0405405394698798,0.0555555540103905,0.0463258782110993,0.0133689842942031",-200.921082407529,"0.00305747038890896,0.6116431003825,0.039718626582654,0.0546170330768721,0.0455722301474704,0.0131494523947655",-200.922203812969,"1.64665533456446e-15,0.50692715228034,0.0405405394698798,0.0555555540103905,0.0463258782110993,0.0133689842942031",-198.906819823163,"0.999999999764013,0.0338753531633184,0.958915823919823,0.943983739309509,0.950166508565161,0.98348304163194",-200.919838931796,"0.00165639786705226,1,0.958528678962971,0.94340698710401,0.952753834512942,0.986298484716085",-200.922203812969,"1.64665533456446e-15,0.886334219758568,0.0405405394698798,0.0555555540103905,0.0463258782110993,0.0133689842942031",-200.915392014358,"0.0492092804206618,0.015388680049388,0.0404420769611076,0.0555044498191383,0.0457390440740066,0.0128836703840438"
"rs4959270",-1178.01559759483,"2.32455354590298e-16,1,0.510273963200781,0.443396230659523,0.56633906897471,0.545816731234156",-1177.9375276853,"0.999999971993057,0.147520582371997,0.486213252381989,0.425465100512519,0.550196304898199,0.543370950905519",-1178.01559759483,"2.32455354590298e-16,0.124566155182255,0.510273963200781,0.443396230659523,0.56633906897471,0.545816731234156",-1176.53883348922,"0.0138661283911416,1,0.437002002473246,0.516557123523664,0.39280850867964,0.401528798937902",-1176.4106083433,"0.0246414042303013,0.756076186366908,0.425760534832766,0.506996832812054,0.385692266561317,0.39891507112853",-1176.53883348922,"0.0138661283911416,1,0.437002002473246,0.516557123523664,0.39280850867964,0.401528798937902",-1177.0413122738,"0.99999961678404,0.000608202354310628,0.510273402108103,0.443396702626869,0.561288582767717,0.545369601826186",-1178.01559759483,"0.000162329812190325,0.000111482580500193,0.510273963200781,0.443396230659523,0.56633906897471,0.545816731234156",-1176.53386293616,"0.0151101984371828,0.732002236296457,0.440166144984354,0.519273332232184,0.394717971086099,0.401614143914844",-1176.51823602785,"0.0238452633386708,0.159185833186985,0.441545125915841,0.521322562979058,0.398685323028945,0.400032038076673"
"rs12203592",-582.097820951821,"5.56618650608832e-06,1,0.843500451726592,0.689639452840863,0.879205999528204,0.909495503436651",-580.44007746285,"0.999999998363664,0.230652870488118,0.743319873905373,0.565302608676318,0.827658498750935,0.896281270193095",-582.097820951821,"5.56618650608832e-06,1,0.843500451726592,0.689639452840863,0.879205999528204,0.909495503436651",-582.097821052917,"2.8733938489057e-13,1,0.156488551484665,0.310344830659672,0.120786516934945,0.0904977348658767",-582.097821052917,"0.0434667542984494,0.000697210459726613,0.156488551484665,0.310344830659672,0.120786516934945,0.0904977348658767",-581.381718893177,"0.48736267113546,0.016595584331327,0.156488662299895,0.310345430533161,0.0678263653488736,0.0904974948608955",-582.097820951821,"5.56618650608832e-06,1,0.843500451726592,0.689639452840863,0.879205999528204,0.909495503436651",-581.490559554349,"0.999999997911978,0.00422881612495812,0.84351157413004,0.689362329539743,0.878245901268966,0.897507908645778",-580.681094223021,"0.999999998024379,0.000733772322246501,0.156487811977128,0.310344865598409,0.114990635214748,0.0903100298234667",-582.097821052917,"0.000729457011452212,0.000145237809096038,0.156488551484665,0.310344830659672,0.120786516934945,0.0904977348658767"
"rs1042602",-860.3692007829,"9.28842035419624e-18,1,0.816901409614,0.903508776415934,0.820093457383689,0.788808663926276",-860.3692007829,"9.28842035419624e-18,1,0.816901409614,0.903508776415934,0.820093457383689,0.788808663926276",-860.3692007829,"9.28842035419624e-18,1,0.816901409614,0.903508776415934,0.820093457383689,0.788808663926276",-841.587487467264,"0.0607927377879562,1,0.0790134393292653,0.0474164356230471,0.0890674305512115,0.0892278609911879",-841.243747270051,"0.116640935650471,0.726613900116246,0.0636305995775888,0.0381300766178127,0.0773215817471049,0.086087311236092",-841.580049103152,"0.0681746172961201,0.9558615278484,0.0780467426103337,0.0468115445651703,0.0878177263273971,0.0893257117218919",-860.3692007829,"9.28842035419624e-18,0.000113974192780448,0.816901409614,0.903508776415934,0.820093457383689,0.788808663926276",-860.3692007829,"8.53695508404412e-05,0.000178408414773813,0.816901409614,0.903508776415934,0.820093457383689,0.788808663926276",-841.587487467264,"0.0607927377879562,1,0.0790134393292653,0.0474164356230471,0.0890674305512115,0.0892278609911879",-841.587487467264,"0.0607927377879562,1,0.0790134393292653,0.0474164356230471,0.0890674305512115,0.0892278609911879"
"rs1393350",-675.053645581505,"9.3178227598648e-18,1,0.869863015421451,0.896825391177692,0.873786409497203,0.859374999230649",-675.053645581505,"0.0436640424004406,0.0102993126350928,0.869863015421451,0.896825391177692,0.873786409497203,0.859374999230649",-675.053645581505,"9.3178227598648e-18,0.0721945019426234,0.869863015421451,0.896825391177692,0.873786409497203,0.859374999230649",-670.948573920297,"0.0336125664557234,1,0.081887859926032,0.0702323508397659,0.0855313356892347,0.0874005551015559",-669.126440792224,"0.882773493756363,0.325487664577912,0.0273232291526422,0.0238947162582417,0.0423956037455679,0.0772413211104331",-670.670541922996,"0.111270130609977,0.664874962523754,0.077730387448292,0.0664740182013587,0.0767707460279337,0.0881334142981436",-675.053645581505,"2.3294556899662e-18,2.41912192119944e-05,0.869863015421451,0.896825391177692,0.873786409497203,0.859374999230649",-675.033108525316,"0.999999990959767,0.00163553950385792,0.869863286447135,0.896824517639084,0.873780461562578,0.858369738986117",-670.948573920297,"0.0336125664557234,0.999999997331216,0.081887859926032,0.0702323508397659,0.0855313356892347,0.0874005551015559",-670.888655120842,"0.0340823601061543,0.999999965488899,0.0813297828954048,0.0698220082622611,0.0876430285559661,0.0867771048534868"
"rs12913832",-1155.87063846561,"0.024813496046383,1,0.358218895788902,0.489804256445701,0.403500793313071,0.225571007438984",-1155.87063846561,"0.024813496046383,1,0.358218895788902,0.489804256445701,0.403500793313071,0.225571007438984",-1155.69786547419,"0.148340292321691,0.555866974982778,0.352747426034692,0.482876666338188,0.369199670356745,0.232017027985803",-1160.5725739213,"2.17651532396733e-17,1,0.55223880755954,0.436363639187416,0.520047172610681,0.700389114128162",-1159.64823513391,"0.99999999663793,0.192470296691394,0.474220371778028,0.376383237416704,0.467553218669501,0.688527439526044",-1160.5725739213,"2.17651532396733e-17,0.00294676124459875,0.55223880755954,0.436363639187416,0.520047172610681,0.700389114128162",-1150.94912417804,"0.412366992250226,0.0432917312532512,0.442604519108345,0.559954197064488,0.459916593694056,0.257722261113391",-1155.87063846561,"0.024813496046383,1,0.358218895788902,0.489804256445701,0.403500793313071,0.225571007438984",-1160.5725739213,"2.17651532396733e-17,1,0.55223880755954,0.436363639187416,0.520047172610681,0.700389114128162",-1160.5725739213,"2.17651532396733e-17,0.000749392481342815,0.55223880755954,0.436363639187416,0.520047172610681,0.700389114128162"
"rs1800407",-518.089310169652,"8.32123642777698e-20,1,0.884105961177111,0.956896551361497,0.911697250071943,0.926829270573481",-518.089310169652,"0.113424729651245,0.0218319401925361,0.884105961177111,0.956896551361497,0.911697250071943,0.926829270573481",-518.089310169652,"8.32123642777698e-20,1,0.884105961177111,0.956896551361497,0.911697250071943,0.926829270573481",-516.11906716384,"0.0286589159657399,1,0.0779696481355801,0.0307190689566619,0.062826481595584,0.0477050928586786",-515.778103745069,"0.0949911979145864,0.591141506676629,0.0632326062522722,0.0249854145362898,0.0545423760001816,0.0456363686900894",-515.68126260018,"0.291935307456156,0.489331865880334,0.0751969661219896,0.0293003335064125,0.0458448158014744,0.0501449477969943",-517.568620785782,"0.362512492330013,0.00622336204316033,0.884106577863167,0.956896793430868,0.909951243703638,0.926456126663863",-518.089310169652,"8.32123642777698e-20,0.00352524807080118,0.884105961177111,0.956896551361497,0.911697250071943,0.926829270573481",-516.11906716384,"0.0286589159657399,1,0.0779696481355801,0.0307190689566619,0.062826481595584,0.0477050928586786",-516.11906716384,"0.0286589159657399,1,0.0779696481355801,0.0307190689566619,0.062826481595584,0.0477050928586786"
