"locus","null.major.loglik","null.major.pars","cluster.major.loglik","cluster.major.pars","popfluc.major.loglik","popfluc.major.pars","insol.major.loglik","insol.major.pars","milk.major.loglik","milk.major.pars","null.minor.loglik","null.minor.pars","cluster.minor.loglik","cluster.minor.pars","popfluc.minor.loglik","popfluc.minor.pars","insol.minor.loglik","insol.minor.pars","milk.minor.loglik","milk.minor.pars","cluster.inv.major.loglik","cluster.inv.major.pars","popfluc.inv.major.loglik","popfluc.inv.major.pars","insol.inv.major.loglik","insol.inv.major.pars","milk.inv.major.loglik","milk.inv.major.pars","cluster.inv.minor.loglik","cluster.inv.minor.pars","popfluc.inv.minor.loglik","popfluc.inv.minor.pars","insol.inv.minor.loglik","insol.inv.minor.pars","milk.inv.minor.loglik","milk.inv.minor.pars"
"rs1805008",-291.861275152541,"1.84911070250353e-17,1,0.961538461867597,0.976190477439507,0.96465696550478,0.968197880713342",-291.861275152541,"1.84911070250353e-17,0.0137242051915799,0.961538461867597,0.976190477439507,0.96465696550478,0.968197880713342",-291.82161489733,"0.21580435883353,0.00156531214260204,0.954373565564808,0.976190242944599,0.964657114699601,0.968198069703301",-291.861275152541,"0.00963304080247005,0.0114519691081622,0.961538461867597,0.976190477439507,0.96465696550478,0.968197880713342",-291.670536263223,"0.999999989147366,0.101776572627232,0.933972294776989,0.976042846357256,0.964590932544313,0.967646203958629",-287.66152015136,"0.0284598092631569,1,0.0230838024017287,0.0161665156818342,0.0246944430035155,0.020464930627334",-287.66152015136,"0.0284598092631569,1,0.0230838024017287,0.0161665156818342,0.0246944430035155,0.020464930627334",-287.465598736308,"0.597842024402015,0.144255015127451,0.0124312160848671,0.00890653935479957,0.0289161187774468,0.026886080519192",-287.66152015136,"0.0284598092631569,1,0.0230838024017287,0.0161665156818342,0.0246944430035155,0.020464930627334",-287.66152015136,"0.0284598092631569,1,0.0230838024017287,0.0161665156818342,0.0246944430035155,0.020464930627334",-291.861275152541,"1.84911070250353e-17,0.035654230906776,0.961538461867597,0.976190477439507,0.96465696550478,0.968197880713342",-291.861275152541,"1.84911070250353e-17,0.0180695343572625,0.961538461867597,0.976190477439507,0.96465696550478,0.968197880713342",-291.861275152541,"1.84911070250353e-17,0.00306438062382064,0.961538461867597,0.976190477439507,0.96465696550478,0.968197880713342",-291.861275152541,"3.51743106250289e-18,0.0115936652284182,0.961538461867597,0.976190477439507,0.96465696550478,0.968197880713342",-284.598997811766,"0.857255378480163,0.0625123631405604,0.0019564787959752,0.0210336274584593,0.03247707396443,0.00070235942808478",-287.366426848256,"0.703740197131042,0.16421854872937,0.0156692252343922,0.0107346807380783,0.0236277464580984,0.0179684307776564",-287.260838427021,"0.999999976348665,0.133409163735295,0.0147339343697203,0.0040912247988525,0.0281189870723674,0.0308490576720549",-287.643036803341,"0.037594419514731,0.623345839664222,0.0244239362319125,0.0156627405745654,0.0241529238914001,0.0207872257583908"
"rs28777",-867.274671788632,"0.0378621674676196,1,0.410250246776163,0.411309285072709,0.508265810495465,0.374656579197802",-866.388023535945,"0.0597169547932573,0.643306384717401,0.436066079544478,0.385052456715841,0.485060953180745,0.429406808282739",-866.091630034075,"0.201272313339565,0.275733998956851,0.409802598015866,0.389098476883514,0.516574238534572,0.403503450051363",-867.274671788632,"0.0378621674676196,0.999999991651604,0.410250246776163,0.411309285072709,0.508265810495465,0.374656579197802",-866.706309062585,"0.214098412325611,0.326702901624892,0.315242306152228,0.462165838952418,0.56290436972465,0.388563016743852",-875.533788335628,"3.47559311981574e-17,1,0.44841269994808,0.480000011147105,0.373239433802965,0.486559140959818",-875.533788335628,"3.47559311981574e-17,0.00198038097181156,0.44841269994808,0.480000011147105,0.373239433802965,0.486559140959818",-875.533788335628,"3.47559311981574e-17,0.0468668260330863,0.44841269994808,0.480000011147105,0.373239433802965,0.486559140959818",-875.533788335628,"3.47559311981574e-17,1,0.44841269994808,0.480000011147105,0.373239433802965,0.486559140959818",-875.533788335628,"3.47559311981574e-17,0.00578506689725362,0.44841269994808,0.480000011147105,0.373239433802965,0.486559140959818",-867.274671788632,"0.0378621674676196,1,0.410250246776163,0.411309285072709,0.508265810495465,0.374656579197802",-867.274671788632,"0.0378621674676196,1,0.410250246776163,0.411309285072709,0.508265810495465,0.374656579197802",-865.379670280992,"0.147138074712439,0.325473602538072,0.334499916359026,0.316114193624058,0.497382609570204,0.438017227578435",-867.274671788632,"0.0378621674676196,1,0.410250246776163,0.411309285072709,0.508265810495465,0.374656579197802",-875.533788335628,"3.47559311981574e-17,0.0146164711550952,0.44841269994808,0.480000011147105,0.373239433802965,0.486559140959818",-875.533788335628,"0.288849466134129,0.00331671047413523,0.44841269994808,0.480000011147105,0.373239433802965,0.486559140959818",-875.533788335628,"0.0567679761762549,0.00433440414693011,0.44841269994808,0.480000011147105,0.373239433802965,0.486559140959818",-875.533788335628,"3.47559311981574e-17,0.0107728373991156,0.44841269994808,0.480000011147105,0.373239433802965,0.486559140959818"
"rs16891982",-1295.88606927145,"0.0586224791776744,1,0.268384391665835,0.291859600231852,0.368735923471019,0.205943238334077",-1294.08840007977,"0.0907423725640782,0.613481463407374,0.314744023532462,0.266312657398564,0.347579103621891,0.288767719921536",-1294.96202034364,"0.144004138509429,0.426037371305085,0.284052198374234,0.294756831388353,0.374427491919766,0.222884760416586",-1295.88606927145,"0.0586224791776744,0.999999990143809,0.268384391665835,0.291859600231852,0.368735923471019,0.205943238334077",-1295.23741148276,"0.143791558526719,0.528158483756328,0.227902599699192,0.333152284885283,0.394613449782612,0.193041163958896",-1326.43518154198,"5.22924546625842e-17,1,0.519108281053164,0.552631572434683,0.452830184684762,0.602517988505473",-1326.43518154198,"5.22924546625842e-17,1,0.519108281053164,0.552631572434683,0.452830184684762,0.602517988505473",-1326.43518154198,"5.22924546625842e-17,0.0223585097568625,0.519108281053164,0.552631572434683,0.452830184684762,0.602517988505473",-1326.43518154198,"5.22924546625842e-17,0.0132572758074189,0.519108281053164,0.552631572434683,0.452830184684762,0.602517988505473",-1326.43518154198,"0.186274367069994,0.00480318561651741,0.519108281053164,0.552631572434683,0.452830184684762,0.602517988505473",-1295.88606927145,"0.0586224791776744,1,0.268384391665835,0.291859600231852,0.368735923471019,0.205943238334077",-1295.88606927145,"0.0586224791776744,1,0.268384391665835,0.291859600231852,0.368735923471019,0.205943238334077",-1295.38522471208,"0.0872901080495904,0.623603679506033,0.242748839340347,0.261823870154085,0.363891921185784,0.232858534121975",-1295.88606927145,"0.0586224791776744,1,0.268384391665835,0.291859600231852,0.368735923471019,0.205943238334077",-1326.43518154198,"5.22924546625842e-17,0.00718890054913921,0.519108281053164,0.552631572434683,0.452830184684762,0.602517988505473",-1326.43518154198,"0.199539173737374,0.00429556163352187,0.519108281053164,0.552631572434683,0.452830184684762,0.602517988505473",-1326.43518154198,"0.44481071858935,0.00452608392283169,0.519108281053164,0.552631572434683,0.452830184684762,0.602517988505473",-1326.43518154198,"5.22924546625842e-17,1,0.519108281053164,0.552631572434683,0.452830184684762,0.602517988505473"
"rs12821256",-227.170189350829,"6.70211343211646e-17,1,0.950450450883065,0.933333335899161,0.964856229677573,0.957219250823027",-227.170189350829,"6.70211343211646e-17,0.00635471741655687,0.950450450883065,0.933333335899161,0.964856229677573,0.957219250823027",-227.170189350829,"8.37764179014558e-18,0.00925169977555354,0.950450450883065,0.933333335899161,0.964856229677573,0.957219250823027",-227.170189350829,"6.70211343211646e-17,1,0.950450450883065,0.933333335899161,0.964856229677573,0.957219250823027",-227.170189350829,"6.70211343211646e-17,0.016658083439706,0.950450450883065,0.933333335899161,0.964856229677573,0.957219250823027",-226.86362881639,"0.0178434667796579,1,0.0386679355883323,0.0541632482390801,0.028099578483522,0.0327750193745982",-226.693135420248,"0.0535744937279891,0.386403672302634,0.0418770573984949,0.0477530291069725,0.0253094356140931,0.0398300968412547",-226.525054706279,"0.41761850877083,0.131942074362107,0.0285933231130199,0.0408472953516711,0.031787190237711,0.0395368619130161",-226.86362881639,"0.0178434667796579,1,0.0386679355883323,0.0541632482390801,0.028099578483522,0.0327750193745982",-226.781636489011,"0.156408947353742,0.276502935134246,0.0286548481560217,0.0601031391219144,0.0316818637359954,0.0337828674916292",-227.170189350829,"6.70211343211646e-17,0.0556926544460761,0.950450450883065,0.933333335899161,0.964856229677573,0.957219250823027",-227.165037585286,"0.99999991077756,0.0495920245674962,0.950317642684868,0.932966369432554,0.964827085832708,0.957149357747971",-227.170189350829,"0.20511373642122,0.0061335277985966,0.950450450883065,0.933333335899161,0.964856229677573,0.957219250823027",-227.170189350829,"2.38351839111746e-17,0.0185944170023893,0.950450450883065,0.933333335899161,0.964856229677573,0.957219250823027",-226.855544671944,"0.0187575343757672,0.999999986458278,0.0381896013391001,0.0544427535507791,0.0281058873400377,0.0323322271516207",-226.86362881639,"0.0178434667796579,1,0.0386679355883323,0.0541632482390801,0.028099578483522,0.0327750193745982",-226.036962052928,"0.999999994734178,0.120480635027187,0.0280804196168885,0.021822668433436,0.0305540852627764,0.0421930037635073",-226.86362881639,"0.0178434667796579,1,0.0386679355883323,0.0541632482390801,0.028099578483522,0.0327750193745982"
"rs4959270",-1179.37374630258,"4.41748470405499e-16,1,0.496575347083306,0.42452831124513,0.552825554264193,0.553784864105513",-1179.37374630258,"4.41748470405499e-16,0.224662604902646,0.496575347083306,0.42452831124513,0.552825554264193,0.553784864105513",-1179.26890772584,"0.118095662060622,0.0580052884771627,0.471295800868375,0.412541085612557,0.552736033573278,0.553735050345217",-1179.37374630258,"0.507659802756672,0.00128722383793969,0.496575361245395,0.42452831124513,0.552825554264193,0.553784864105513",-1178.72589416061,"0.999999997765639,0.0903298223945724,0.394945831196204,0.42391411297273,0.552665066243335,0.55175118322362",-1176.80711390847,"0.0174697728975347,1,0.436808752723923,0.525306207440415,0.39415451376366,0.380371177285646",-1176.78845330022,"0.0176864538302386,0.999999984809592,0.440377828625032,0.524675760801098,0.393593522208056,0.383563812433917",-1176.76771736351,"0.0293392520602101,0.571282961603485,0.441105734304019,0.526551925133739,0.394755046019906,0.383650392407384",-1176.53000281297,"0.0467397053043992,0.427582271596778,0.458511744667357,0.549954666020864,0.397116381852377,0.355127122608658",-1176.7922671449,"0.0176300715280789,0.999999989148467,0.44936396439072,0.536495386498256,0.393682787994894,0.379775594520069",-1179.37374630258,"4.41748470405499e-16,1,0.496575347083306,0.42452831124513,0.552825554264193,0.553784864105513",-1179.37374630258,"4.41748470405499e-16,0.00798322083622579,0.496575347083306,0.42452831124513,0.552825554264193,0.553784864105513",-1179.36769831834,"0.999998990053904,0.0539047265645842,0.494945795728166,0.417726529607556,0.552763077294802,0.553785162156356",-1179.37374630258,"4.41748470405499e-16,0.00273719551082403,0.496575335858765,0.42452831124513,0.552825554264193,0.553784864105513",-1176.80711390847,"0.0174697728975347,1,0.436808752723923,0.525306207440415,0.39415451376366,0.380371177285646",-1176.76611758117,"0.0178825576433101,0.986534535923362,0.43916914423664,0.524703585788317,0.393446374674078,0.379425691936269",-1176.80711390847,"0.0174697728975347,1,0.436808752723923,0.525306207440415,0.39415451376366,0.380371177285646",-1176.52288418135,"0.0345861086259777,0.403022376488738,0.445437461724158,0.511251314933648,0.386042362587346,0.384462109847084"
"rs12203592",-579.791634806842,"1.59984869788672e-16,1,0.82442748385804,0.715517233201762,0.886235954725941,0.907239817948288",-579.791634806842,"1.59984869788672e-16,0.592309989316719,0.82442748385804,0.715517233201762,0.886235954725941,0.907239817948288",-578.806373045025,"0.311275770083378,0.094569510471303,0.771437527235085,0.661677938743498,0.884410885915409,0.906264122428499",-579.751389321301,"0.999999984106167,0.0842128174707202,0.824398268944563,0.7155118662254,0.885969330119059,0.900890900731359",-579.669653610776,"0.999999985717772,0.0710811877860137,0.796386460938423,0.715441298874206,0.886230575304842,0.90713862304416",-579.048280583905,"0.0152732464259037,1,0.144524397498537,0.244502125238133,0.0952060168504905,0.0750792129247671",-574.320537624803,"0.346501738777953,0.0346274304780069,0.172382455574076,0.21007556650733,0.0656696745051011,0.0918123840784316",-579.0463691377,"0.0167652094038644,0.883963409777039,0.144935025899931,0.24479418617774,0.0952357458503932,0.0752072147330133",-578.734846622961,"0.0449108504201798,0.456562765527092,0.148528473238402,0.257209208059627,0.0923649891646846,0.065008258931391",-578.944242897784,"0.0164958955928621,0.999999989823634,0.148412688332271,0.249850505529554,0.093802957824876,0.0737735185000887",-579.714040104042,"0.126953395910874,0.03830236034294,0.793940156992706,0.715134222265206,0.885897905732535,0.884472189476492",-579.620785176197,"0.999999994204594,0.0878567373455274,0.807342938712426,0.6870435581583,0.881965717101285,0.902828829698562",-578.259807327904,"0.99999999998914,0.0947680047185473,0.790205368342104,0.606537364952172,0.882565277629299,0.907100848231124",-578.56620936817,"0.360822353653139,0.00104211232906653,0.550802382781233,0.431427141612003,0.886236231736664,0.907239888473745",-579.048280583905,"0.0152732464259037,1,0.144524397498537,0.244502125238133,0.0952060168504905,0.0750792129247671",-578.951992239826,"0.0247008470568516,0.634434375355127,0.141864016026742,0.242333167012216,0.0937174357479398,0.0731694365646776",-579.048280583905,"0.0152732464259037,1,0.144524397498537,0.244502125238133,0.0952060168504905,0.0750792129247671",-578.810239989851,"0.077176142500461,0.189163393811878,0.133381874741277,0.214420928342818,0.0913585155505242,0.0808726561148219"
"rs1042602",-876.865939710272,"3.6088319877895e-18,1,0.820422534492953,0.877192974117254,0.818925234211331,0.774368230688262",-876.865939710272,"3.6088319877895e-18,0.0186399139401415,0.820422534492953,0.877192974117254,0.818925234211331,0.774368230688262",-876.865939710272,"3.6088319877895e-18,1,0.820422534492953,0.877192974117254,0.818925234211331,0.774368230688262",-876.865939710272,"0.247955767303256,0.0118484933903258,0.820422534492953,0.877192974117254,0.818925234211331,0.774368230688262",-876.865939710272,"0.132052172685509,0.0028483143604555,0.820422534492953,0.877192974117254,0.818925234211331,0.774368230688262",-867.888457138975,"0.0425940461210786,1,0.101377459344379,0.0773191160022157,0.113117779061743,0.128595793820501",-867.663714840518,"0.0503911043664024,0.847567274471237,0.107543376238693,0.0738046629871802,0.108824954648644,0.143328069885006",-864.327950961199,"0.490424632926649,0.200730837761191,0.0686363995296378,0.0459108401112956,0.11819731731708,0.153021607431754",-867.888457138975,"0.0425940461210786,1,0.101377459344379,0.0773191160022157,0.113117779061743,0.128595793820501",-865.812751360849,"0.26490284770647,0.330659840797379,0.0532328326113831,0.0933971739381532,0.136567711158463,0.125508401572032",-876.865939710272,"3.6088319877895e-18,0.0252131192029826,0.820422534492953,0.877192974117254,0.818925234211331,0.774368230688262",-876.865939710272,"0.00432819854591025,0.000753449119086388,0.820422534492953,0.877192974117254,0.818925234211331,0.774368230688262",-876.865939710272,"3.6088319877895e-18,0.019154612933478,0.820422534492953,0.877192974117254,0.818925234211331,0.774368230688262",-876.865939710272,"3.6088319877895e-18,0.00354745554609314,0.820422534492953,0.877192974117254,0.818925234211331,0.774368230688262",-867.703699645905,"0.0455963268375696,0.979304234863222,0.0978714250932744,0.0784705172486274,0.113602341151324,0.123613101096998",-867.888457138975,"0.0425940461210786,1,0.101377459344379,0.0773191160022157,0.113117779061743,0.128595793820501",-867.115940861152,"0.161154362639951,0.331325118280748,0.0712386809953226,0.0469435634245099,0.107533850183725,0.167788938499743",-867.888457138975,"0.0425940461210786,1,0.101377459344379,0.0773191160022157,0.113117779061743,0.128595793820501"
"rs1393350",-684.402413619013,"3.90865659083798e-17,1,0.869863011312992,0.857142855666083,0.859223301246796,0.882812499281489",-684.402413619013,"3.90865659083798e-17,0.0376550571610729,0.869863011312992,0.857142855666083,0.859223301246796,0.882812499281489",-684.402413619013,"1.37144888185938e-17,0.0288017308642947,0.869863011312992,0.857142855666083,0.859223301246796,0.882812499281489",-684.402413619013,"0.0110160104610247,0.00921634386148332,0.869863011312992,0.857142855666083,0.859223301246796,0.882812499281489",-684.402413619013,"3.90865659083798e-17,1,0.869863011312992,0.857142855666083,0.859223301246796,0.882812499281489",-680.456235784113,"0.0324492095141509,1,0.0832830584122105,0.100216799563011,0.0973618634089879,0.0733355241952327",-680.450151775608,"0.0354066937449504,0.908930522259412,0.0869212361280596,0.0986053284378065,0.0961558985346673,0.0783598925726181",-677.618539299805,"0.609857133270912,0.156461336731483,0.0444930734424349,0.0556196546778028,0.109996188656076,0.0939643254636454",-680.456235784113,"0.0324492095141509,1,0.0832830584122105,0.100216799563011,0.0973618634089879,0.0733355241952327",-680.456235784113,"0.0324492095141509,1,0.0832830584122105,0.100216799563011,0.0973618634089879,0.0733355241952327",-684.402413619013,"3.90865659083798e-17,0.0041137947357008,0.869863011312992,0.857142855666083,0.859223301246796,0.882812499281489",-684.402413619013,"0.223866790505689,0.00408446514699628,0.869863011312992,0.857142855666083,0.859223301246796,0.882812499281489",-684.402413619013,"0.111942752795968,0.00190715557865776,0.869863011312992,0.857142855666083,0.859223301246796,0.882812499281489",-684.402413619013,"3.90865659083798e-17,0.00130886731997347,0.869863011312992,0.857142855666083,0.859223301246796,0.882812499281489",-680.406892803528,"0.0347915232206241,0.977878548361408,0.081051061698211,0.101287419039637,0.0976459514920207,0.0710061333638632",-680.456235784113,"0.0324492095141509,1,0.0832830584122105,0.100216799563011,0.0973618634089879,0.0733355241952327",-678.596169442519,"0.872765258375779,0.141421562651114,0.0551883523454147,0.0340314525568783,0.111615882982509,0.113001640128222",-680.456235784113,"0.0324492095141509,1,0.0832830584122105,0.100216799563011,0.0973618634089879,0.0733355241952327"
"rs12913832",-1149.68242804697,"0.0157859827970437,1,0.386703362865464,0.554181268000974,0.417327975894502,0.23915937048468",-1146.73582449292,"0.13951456783516,0.119817837374212,0.433999118761854,0.536436527429532,0.397010674122109,0.284902217408778",-1149.68242804697,"0.0157859827970437,1,0.386703362865464,0.554181268000974,0.417327975894502,0.23915937048468",-1149.68242804697,"0.0157859827970437,1,0.386703362865464,0.554181268000974,0.417327975894502,0.23915937048468",-1149.50269823685,"0.0166270952732032,0.99999998804689,0.395655952576625,0.562635237150066,0.414754737324209,0.236776442433233",-1151.55723800501,"1.19380167744368e-16,1,0.555970146259403,0.399999999288891,0.534198115608363,0.714007776893112",-1151.55723800501,"1.19380167744368e-16,0.722957382009936,0.555970146259403,0.399999999288891,0.534198115608363,0.714007776893112",-1151.11863399127,"0.189940018612993,0.0947342562666772,0.507784099712258,0.367893777872298,0.531459572998343,0.712523679951256",-1151.1458247989,"0.999999993732776,0.0976954474394238,0.555698496240285,0.399969190603455,0.531900302671273,0.67871220774086",-1151.55508772511,"0.999999835183228,0.0366644331570573,0.554163090406327,0.399997869541595,0.534198335792879,0.714007823997666",-1149.68242804697,"0.0157859827970437,1,0.386703362865464,0.554181268000974,0.417327975894502,0.23915937048468",-1149.48571102519,"0.031139847296728,0.527717857318426,0.379868570539469,0.550777855239413,0.414126362209749,0.233917304515214",-1149.49870040041,"0.0283200055990018,0.541049052772457,0.373571377401132,0.538320613371666,0.414145263288377,0.248214635878228",-1149.23186349009,"0.0909943180559913,0.165014873963027,0.356485427881704,0.507716497150898,0.412573079942712,0.260592764713179",-1151.55723800501,"1.19380167744368e-16,0.554564135937067,0.555970146259403,0.399999999288891,0.534198115608363,0.714007776893112",-1151.55723800501,"1.19380167744368e-16,1,0.555970146259403,0.399999999288891,0.534198115608363,0.714007776893112",-1150.62939634202,"0.999999999407409,0.0832237203475052,0.527516008006226,0.335834432033794,0.530637598558783,0.713921240753294",-1147.64859269273,"0.624372366652849,0.00127228696286371,0.0622312326557521,0.0437471530458733,0.534197761790331,0.714008072520946"
"rs1800407",-522.042323516,"3.24135883371107e-17,1,0.887417219493422,0.956896550908439,0.904816513891598,0.932926829814298",-522.042323516,"3.24135883371107e-17,0.00746526316961276,0.887417219493422,0.956896550908439,0.904816513891598,0.932926829814298",-522.042323516,"3.24135883371107e-17,1,0.887417219493422,0.956896550908439,0.904816513891598,0.932926829814298",-522.042323516,"3.24135883371107e-17,0.0256755265204119,0.887417219493422,0.956896550908439,0.904816513891598,0.932926829814298",-522.042323516,"3.24135883371107e-17,0.00326879737872156,0.887417219493422,0.956896550908439,0.904816513891598,0.932926829814298",-519.599135033208,"0.0316170308989542,1,0.0724560483098582,0.0295842263745096,0.0653855687026174,0.0416138235791754",-518.394093526365,"0.098153142569643,0.333810854178508,0.0879465167820618,0.0250107428788764,0.0577500326350471,0.0621418846350819",-518.26645586148,"0.357884723799376,0.207004235585218,0.0561737058127927,0.0199185172364879,0.0659991733096618,0.0465056028996619",-519.599135033208,"0.0316170308989542,1,0.0724560483098582,0.0295842263745096,0.0653855687026174,0.0416138235791754",-517.117703309953,"0.999999995154154,0.16957512783877,0.0153116033175446,0.0389744703757749,0.0893500155331165,0.0515768268786169",-521.811795469268,"0.351647549788793,0.000394806715743483,0.836348849046841,0.956896860082513,0.904434030977262,0.902911923409292",-521.960473806352,"0.999999997824966,0.0801317836213672,0.880151737670656,0.953402850670409,0.902742752448605,0.93093336518237",-522.037354719388,"0.999999841807387,0.050064635726607,0.887075739410429,0.956192410886061,0.90480714490731,0.932926411543694",-521.794559748032,"0.31300354199695,0.00247455992999974,0.718766080178554,0.894502738506277,0.904816595430838,0.932926801203464",-519.599135033208,"0.0316170308989542,1,0.0724560483098582,0.0295842263745096,0.0653855687026174,0.0416138235791754",-519.599135033208,"0.0316170308989542,1,0.0724560483098582,0.0295842263745096,0.0653855687026174,0.0416138235791754",-519.166803311358,"0.119003710145504,0.329432299781091,0.0563277604374144,0.0203507192153812,0.0633193414265291,0.0521633910134391",-519.599135033208,"0.0316170308989542,1,0.0724560483098582,0.0295842263745096,0.0653855687026174,0.0416138235791754"
