"locus","null.major.loglik","null.major.pars","cluster.major.loglik","cluster.major.pars","popfluc.major.loglik","popfluc.major.pars","insol.major.loglik","insol.major.pars","milk.major.loglik","milk.major.pars","null.minor.loglik","null.minor.pars","cluster.minor.loglik","cluster.minor.pars","popfluc.minor.loglik","popfluc.minor.pars","insol.minor.loglik","insol.minor.pars","milk.minor.loglik","milk.minor.pars","cluster.inv.major.loglik","cluster.inv.major.pars","popfluc.inv.major.loglik","popfluc.inv.major.pars","insol.inv.major.loglik","insol.inv.major.pars","milk.inv.major.loglik","milk.inv.major.pars","cluster.inv.minor.loglik","cluster.inv.minor.pars","popfluc.inv.minor.loglik","popfluc.inv.minor.pars","insol.inv.minor.loglik","insol.inv.minor.pars","milk.inv.minor.loglik","milk.inv.minor.pars"
"rs1805008",-301.80247130896,"1.86351866230509e-16,1,0.961538461341445,0.976190475878193,0.962577962763186,0.966431095514173",-301.80247130896,"1.86351866230509e-16,0.00130160593684599,0.961538461341445,0.976190475878193,0.962577962763186,0.966431095514173",-301.625292204753,"0.394577372775638,0.00132777128840496,0.945997457513379,0.976190419401931,0.962578183930714,0.966430979619393",-301.767006181847,"0.999999892562613,0.092178669350359,0.961516779560754,0.976188733072199,0.962373024641224,0.962164907491032",-301.452476019001,"0.9894624315898,0.118807810563934,0.915253594551727,0.975793412481248,0.962337187594086,0.964963950370398",-301.442116125217,"0.0171423211565348,1,0.029926255933795,0.0189912836258239,0.0303312148331103,0.0258892050360971",-301.442116125217,"0.0171423211565348,1,0.029926255933795,0.0189912836258239,0.0303312148331103,0.0258892050360971",-301.442116125217,"0.0171423211565348,1,0.029926255933795,0.0189912836258239,0.0303312148331103,0.0258892050360971",-301.442116125217,"0.0171423211565348,1,0.029926255933795,0.0189912836258239,0.0303312148331103,0.0258892050360971",-301.442116125217,"0.0171423211565348,1,0.029926255933795,0.0189912836258239,0.0303312148331103,0.0258892050360971",-301.80247130896,"1.86351866230509e-16,0.0158782493833788,0.961538461341445,0.976190475878193,0.962577962763186,0.966431095514173",-301.788168566667,"0.999999961556196,0.0534377923131875,0.961347963439568,0.975945836634531,0.962522754055325,0.966336855210722",-301.80247130896,"0.000448904146672036,0.00908466271566861,0.961538461341445,0.976190475878193,0.962577962763186,0.966431095514173",-301.80247130896,"4.65879665576272e-17,0.0442282759267842,0.961538461341445,0.976190475878193,0.962577962763186,0.966431095514173",-301.406448714662,"0.0250720634994124,0.727816176203937,0.0283065154315889,0.0192759374881701,0.030641322860803,0.0236227725875116",-301.238771274911,"0.345012161328488,0.182013582382495,0.023116712544849,0.0148749062201689,0.028695412207424,0.023089881667563",-300.897945821843,"0.999999982837414,0.124195651046727,0.019663936451823,0.00588413499863808,0.0318816182465672,0.0329749291917063",-300.998236118957,"0.125611369526111,0.173259279122476,0.0231761501763372,0.0133954267500349,0.0268654682684721,0.0275719876425663"
"rs28777",-862.48758968232,"0.0382062786050199,1,0.428706867886437,0.390791862897018,0.50715754850637,0.42890180632493",-862.41252247767,"0.0440404406129886,0.864498893172654,0.443680428678013,0.382657264253074,0.4997908796081,0.453543199020545",-862.038766831215,"0.14284647310832,0.329320492914769,0.4396908926862,0.382335461337389,0.513997265204947,0.452507733396459",-862.48758968232,"0.0382062786050199,1,0.428706867886437,0.390791862897018,0.50715754850637,0.42890180632493",-862.48758968232,"0.0382062786050199,1,0.428706867886437,0.390791862897018,0.50715754850637,0.42890180632493",-870.578410200824,"8.88532877371314e-17,1,0.428571430232969,0.500000010512355,0.373239440415308,0.427419359106373",-870.578410200824,"8.88532877371314e-17,0.0145254835333429,0.428571430232969,0.500000010512355,0.373239440415308,0.427419359106373",-870.578410200824,"8.88532877371314e-17,0.00260446410769377,0.428571430232969,0.500000010512355,0.373239440415308,0.427419359106373",-870.578410200824,"0.0989104296062506,0.00563912740063687,0.428571430232969,0.500000010512355,0.373239440415308,0.427419359106373",-870.578410200824,"8.88532877371314e-17,1,0.428571430232969,0.500000010512355,0.373239440415308,0.427419359106373",-862.204770276069,"0.0431569865505251,0.922545950620425,0.417199689820571,0.395967697922445,0.510413306562628,0.413887564598168",-862.48758968232,"0.0382062786050199,1,0.428706867886437,0.390791862897018,0.50715754850637,0.42890180632493",-861.788530382388,"0.100718433803628,0.402779822985295,0.376585094214033,0.329000517226406,0.499638649786483,0.479630633885548",-862.48758968232,"0.0382062786050199,0.999999993009368,0.428706867886437,0.390791862897018,0.50715754850637,0.42890180632493",-870.578410200824,"8.88532877371314e-17,0.00899306258119295,0.428571430232969,0.500000010512355,0.373239440415308,0.427419359106373",-870.578410200824,"8.88532877371314e-17,0.0229977708403213,0.428571430232969,0.500000010512355,0.373239440415308,0.427419359106373",-870.578410200824,"8.88532877371314e-17,0.0156451979818368,0.428571430232969,0.500000010512355,0.373239440415308,0.427419359106373",-870.578410200824,"8.88532877371314e-17,0.0162622408351048,0.428571430232969,0.500000010512355,0.373239440415308,0.427419359106373"
"rs16891982",-1296.53555443862,"0.06084013574833,1,0.256367095730719,0.286349410441617,0.352115301203369,0.204926644758211",-1296.04144757363,"0.0745387454738637,0.790463434832719,0.284632558884342,0.273276038888082,0.340767889168662,0.250825207182975",-1295.32269585325,"0.163461124514551,0.401762369268978,0.27159199715699,0.287493747389723,0.358489958143866,0.22446530080391",-1296.53555443862,"0.06084013574833,0.999999996755815,0.256367095730719,0.286349410441617,0.352115301203369,0.204926644758211",-1295.94707159386,"0.122005895419519,0.598419385813161,0.235088253026359,0.325417860059843,0.370262656566801,0.191875154813877",-1329.5417884017,"2.00486279361721e-17,1,0.525477703594592,0.552631577472592,0.463312369545055,0.595323741585708",-1329.5417884017,"2.00486279361721e-17,0.0605471986619534,0.525477703594592,0.552631577472592,0.463312369545055,0.595323741585708",-1329.5417884017,"2.00486279361721e-17,0.0164610835317556,0.525477703594592,0.552631577472592,0.463312369545055,0.595323741585708",-1329.5417884017,"2.00486279361721e-17,1,0.525477703594592,0.552631577472592,0.463312369545055,0.595323741585708",-1329.5417884017,"0.416685431301456,0.00518957892339623,0.525477703594592,0.552631577472592,0.463312369545055,0.595323741585708",-1296.53555443862,"0.06084013574833,1,0.256367095730719,0.286349410441617,0.352115301203369,0.204926644758211",-1296.53555443862,"0.06084013574833,1,0.256367095730719,0.286349410441617,0.352115301203369,0.204926644758211",-1296.25153562699,"0.081199787232497,0.696296019056192,0.237676033862187,0.264308255704078,0.348370194030445,0.225249214913559",-1296.53555443862,"0.06084013574833,0.99999999582563,0.256367095730719,0.286349410441617,0.352115301203369,0.204926644758211",-1329.5417884017,"2.00486279361721e-17,0.0209982309308189,0.525477703594592,0.552631577472592,0.463312369545055,0.595323741585708",-1329.5417884017,"2.00486279361721e-17,0.00806560401440786,0.525477703594592,0.552631577472592,0.463312369545055,0.595323741585708",-1329.5417884017,"0.345957731581607,0.00924270015484308,0.525477703594592,0.552631577472592,0.463312369545055,0.595323741585708",-1329.5417884017,"2.00486279361721e-17,0.0145634447594955,0.525477703594592,0.552631577472592,0.463312369545055,0.595323739829591"
"rs12821256",-187.691203349027,"2.61063906151593e-16,1,0.972972972852401,0.966666668142192,0.952076678322303,0.986631015810101",-187.689910336556,"0.0104797684714967,0.0171622335410143,0.972965615086599,0.966361596905377,0.951532383437994,0.98662743944534",-187.691203349027,"2.61063906151593e-16,0.0772336547163539,0.972972972852401,0.966666668142192,0.952076678322303,0.986631015810101",-187.691203349027,"2.61063906151593e-16,0.00458118802038445,0.972972972852401,0.966666668142192,0.952076678322303,0.986631015810101",-187.691203349027,"0.0130704056163531,0.00527482121041568,0.972972972852401,0.966666668142192,0.952076678322303,0.986631015810101",-186.986576081527,"0.0294972645042017,1,0.0176807913913639,0.0231037487880377,0.0329423553584419,0.00841955095122846",-186.986576081527,"0.0294972645042017,1,0.0176807913913639,0.0231037487880377,0.0329423553584419,0.00841955095122846",-185.62117425275,"0.999999999790844,0.0306247789093467,8.29919646040327e-12,0.0277593028537743,0.0479230652839895,0.0133689176770546",-186.986576081527,"0.0294972645042017,1,0.0176807913913639,0.0231037487880377,0.0329423553584419,0.00841955095122846",-184.027977578949,"0.999999999223409,0.219381804136116,0.000819949030083181,0.023926886961522,0.0368914592292662,0.00591531030641575",-187.691203349027,"3.26329882689491e-17,0.000769867611523404,0.972972972852401,0.966666668142192,0.952076678322303,0.986631015810101",-187.691142989506,"0.999991520620204,0.0274931353949991,0.972972943454569,0.966665531182192,0.952076493431194,0.98663028171456",-187.691203349027,"2.61063906151593e-16,0.00728584817023835,0.972972972852401,0.966666668142192,0.952076678322303,0.986631015810101",-187.600296635807,"0.275874261747084,0.000479173237757639,0.931830136685685,0.926931121930401,0.952076762988496,0.986630979022753",-186.78092546672,"0.0582172258872296,0.613328698868432,0.0143036693030489,0.023280223391209,0.03244889308294,0.00591895367854444",-186.986576081527,"0.0294972645042017,1,0.0176807913913639,0.0231037487880377,0.0329423553584419,0.00841955095122846",-186.671324160797,"0.59761935400285,0.156048523432241,0.0120014795555965,0.0086070327780289,0.0365867069394967,0.0126934529226234",-186.986576081527,"0.0294972645042017,0.999999995221573,0.0176807913913639,0.0231037487880377,0.0329423553584419,0.00841955095122846"
"rs4959270",-1182.08843866363,"5.45357832246697e-16,1,0.510273973354296,0.433962252621322,0.540540539445104,0.547808764989344",-1182.08843866363,"5.45357832246697e-16,0.0243451052543243,0.510273973354296,0.433962252621322,0.540540539445104,0.547808764989344",-1182.08843866363,"5.45357832246697e-16,0.945077727370278,0.510273973354296,0.433962252621322,0.540540539445104,0.547808764989344",-1182.08843866363,"0.409971910736748,0.00889462303914028,0.510273973354296,0.433962252621322,0.540540539445104,0.547808764989344",-1181.89028704323,"0.999999988196728,0.075277233192737,0.453648198687847,0.433825731124471,0.540515646983014,0.547295139941244",-1180.69441741212,"0.0134376992989826,1,0.438627097169973,0.527385958635068,0.419296831200679,0.401206337311793",-1180.67648407836,"0.0136378134977912,0.999999989566425,0.441249868800893,0.526803879694363,0.418760818840954,0.403585129751301",-1180.69441741212,"0.0134376992989826,1,0.438627097169973,0.527385958635068,0.419296831200679,0.401206337311793",-1180.32769011342,"0.0664853445278646,0.308887614716207,0.464469840075642,0.554064713958376,0.424704717232783,0.368064111632847",-1180.69441741212,"0.0134376992989826,1,0.438627097169973,0.527385958635068,0.419296831200679,0.401206337311793",-1182.08843866363,"5.45357832246697e-16,0.00585561890664501,0.510273973354296,0.433962252621322,0.540540539445104,0.547808773101282",-1182.08843866363,"0.418811425187983,0.00120975773271925,0.510273973354296,0.433962252621322,0.540540539445104,0.547808764989344",-1182.07244185449,"0.999999825677863,0.0580289184104015,0.507355368733998,0.423204269873309,0.540399532928626,0.547808554118432",-1182.08843866363,"5.45357832246697e-16,0.00116537316477583,0.510273973354296,0.433962252621322,0.540540539445104,0.547808764989344",-1180.59322528618,"0.0267127809081891,0.494722992159292,0.425135217875265,0.540101484205109,0.42888323841729,0.372111853207142",-1180.67550880255,"0.0214824780205145,0.608469102715065,0.436610851477638,0.527285036884057,0.418364114044884,0.398201542992861",-1180.69441741212,"0.0134376992989826,1,0.438627097169973,0.527385958635068,0.419296831200679,0.401206337311793",-1180.6705631732,"0.0173391616077904,0.650723636898211,0.444454202440242,0.52407948839728,0.416994229348214,0.402303782062934"
"rs12203592",-585.195727973012,"9.5277266084434e-16,1,0.824427476492159,0.681034481537943,0.884831459556407,0.907239816393685",-585.195727973012,"9.5277266084434e-16,0.49954890594385,0.824427476492159,0.681034481537943,0.884831459556407,0.907239816393685",-583.250213983796,"0.406519087417029,0.0979247517202785,0.748093258795397,0.60075818387726,0.881967702777218,0.905701867761824",-585.195727973012,"0.345295411738886,0.00776394736955011,0.824427476492159,0.681034481537943,0.884831459556407,0.907239816393685",-584.725026723159,"0.999999997451007,0.0949542915678514,0.74592263573291,0.680142820768312,0.8847181548566,0.906320388649098",-585.016430816714,"0.00743172896444536,1,0.159954316201561,0.297856783358607,0.105801885217889,0.0838375020554525",-582.486048425736,"0.247026897415628,0.03582698804935,0.173480565464022,0.263672027195891,0.0806862120154225,0.09216654063973",-585.016430816714,"0.00743172896444536,1,0.159954316201561,0.297856783358607,0.105801885217889,0.0838375020554525",-584.303563449534,"0.0924908888561405,0.29098235577949,0.159765121282336,0.305961738546228,0.0980792780290672,0.0620982971462361",-584.962593377044,"0.00857890359583672,0.999999984620307,0.16109197548901,0.299544806087614,0.104395861383866,0.0825142497133023",-585.195727973012,"9.5277266084434e-16,0.00495418765382761,0.824427476492159,0.681034481537943,0.884831459556407,0.907239816393685",-584.760091106336,"0.99999999584564,0.0978116006716517,0.795611581909036,0.634092734146511,0.877292740499093,0.899451077978596",-582.475283497204,"0.999999999354653,0.10415325786505,0.770414007787749,0.519395292242208,0.878120284020629,0.906894949357589",-583.684492643315,"0.388213115186497,0.000647781212372843,0.518122066230409,0.363339974704304,0.884831640995117,0.907240247629701",-584.867992622075,"0.0760966547225221,0.146275247461164,0.139508685094124,0.316255678726172,0.11260734711176,0.0630716686380359",-584.942885630262,"0.0147476473165212,0.584119197723002,0.156307620464637,0.293937094845514,0.103851936976618,0.081625522588388",-585.016430816714,"0.00743172896444536,1,0.159954316201561,0.297856783358607,0.105801885217889,0.0838375020554525",-584.872145518249,"0.0318106111745131,0.243271938409435,0.155175534744498,0.280156344751128,0.101567784637487,0.0843357572431562"
"rs1042602",-865.75597856537,"4.43239493471979e-17,1,0.823943661106413,0.877192981258715,0.822429904499134,0.781588449129514",-865.75597856537,"4.43239493471979e-17,0.00176896774214207,0.823943661106413,0.877192981258715,0.822429904499134,0.781588449129514",-865.75597856537,"4.43239493471979e-17,0.00381418237275921,0.823943661106413,0.877192981258715,0.822429904499134,0.781588449129514",-865.75597856537,"0.276738272798162,0.013869676840435,0.823943661106413,0.877192981258715,0.822429904499134,0.781588449129514",-865.75597856537,"0.209428008518913,0.00304955863032365,0.823943661106413,0.877192981258715,0.822429904499134,0.781588449129514",-852.141265068429,"0.0505626486578305,1,0.0882254792852664,0.0701075345324131,0.100236558808105,0.108932330815943",-851.562019173569,"0.0668176813949171,0.759468080506125,0.0967348155522483,0.0638901447444952,0.0928031575378572,0.132554854728027",-849.449814583764,"0.337034782941783,0.253981667153567,0.0764348642617549,0.0520626902207652,0.102101744629697,0.125390510988986",-852.141265068429,"0.0505626486578305,0.999999994098316,0.0882254792852664,0.0701075345324131,0.100236558808105,0.108932330815943",-851.774695514549,"0.107560670825222,0.571910347914681,0.0790086506329416,0.0819229931335172,0.109024443676404,0.102968738860209",-865.75460743955,"0.0138499587333765,0.0301109445795986,0.821262745870181,0.877193274733575,0.822402924006049,0.77776771966949",-865.753097640188,"0.999999872573227,0.0385975959159384,0.823906114292713,0.877109846632912,0.822418442586021,0.781518544110111",-865.75597856537,"4.43239493471979e-17,0.0107983333768374,0.823943661106413,0.877192981258715,0.822429904499134,0.781588449129514",-865.75597856537,"4.43239493471979e-17,0.000371150589316241,0.823943661106413,0.877192981258715,0.822429904499134,0.781588449129514",-852.088781305124,"0.0527113567741001,0.999999989721454,0.0855566290063436,0.0715141058486927,0.100872503388979,0.105576018570734",-852.141265068429,"0.0505626486578305,1,0.0882254792852664,0.0701075345324131,0.100236558808105,0.108932330815943",-851.643787593901,"0.110675907659937,0.465059842346613,0.0690923659813888,0.0510828671690022,0.0951384668733123,0.133163284670979",-852.141265068429,"0.0505626486578305,1,0.0882254792852664,0.0701075345324131,0.100236558808105,0.108932330815943"
"rs1393350",-697.373903798944,"2.25094250353626e-17,1,0.859589040199736,0.857142857946063,0.87499999999164,0.849609373285965",-697.373903798944,"2.25094250353626e-17,0.0221748421035395,0.859589040199736,0.857142857946063,0.87499999999164,0.849609373285965",-697.373903798944,"2.25094250353626e-17,0.00451863414441789,0.859589040199736,0.857142857946063,0.87499999999164,0.849609373285965",-697.373903798944,"0.472314507618767,0.00665105232037146,0.859589040199736,0.857142857946063,0.87499999999164,0.849609373285965",-697.373903798944,"0.254807034761523,0.00557202676414925,0.859589040199736,0.857142857946063,0.87499999999164,0.849609373285965",-689.466037649358,"0.0402017862278104,1,0.0806263018256116,0.0858130487763214,0.0778511346012478,0.0848973927618476",-688.439766929766,"0.0769445592833474,0.539882344185446,0.0915734940638355,0.072824549865733,0.0681543885989788,0.115746263523686",-684.711237873327,"0.662024100359227,0.170485367891617,0.0376775464666324,0.0395733787398326,0.0862496428782575,0.108610908480971",-689.466037649358,"0.0402017862278104,1,0.0806263018256116,0.0858130487763214,0.0778511346012478,0.0848973927618476",-689.466037649358,"0.0402017862278104,1,0.0806263018256116,0.0858130487763214,0.0778511346012478,0.0848973927618476",-697.373903798944,"5.62735625884065e-18,0.00432978372453385,0.859589040199736,0.857142857946063,0.87499999999164,0.849609373285965",-697.373903798944,"0.119313190919643,0.00429912802552642,0.859589040199736,0.857142857946063,0.87499999999164,0.849609373285965",-697.373903798944,"0.0885496777078804,0.00529793981764605,0.859589040199736,0.857142857946063,0.87499999999164,0.849609373285965",-697.373903798944,"2.25094250353626e-17,0.0119955995530456,0.859589040199736,0.857142857946063,0.87499999999164,0.849609373285965",-689.466037649358,"0.0402017862278104,0.99999999599762,0.0806263018256116,0.0858130487763214,0.0778511346012478,0.0848973927618476",-689.466037649358,"0.0402017862278104,1,0.0806263018256116,0.0858130487763214,0.0778511346012478,0.0848973927618476",-685.962685601065,"0.547408561294166,0.188141370979845,0.042384409184347,0.0242355563139198,0.0793359681540186,0.13354800885859",-689.466037649358,"0.0402017862278104,0.999999990007623,0.0806263018256116,0.0858130487763214,0.0778511346012478,0.0848973927618476"
"rs12913832",-1137.95143093292,"0.020985383741184,1,0.382349357143764,0.52938810741339,0.414079338188405,0.203148208096884",-1137.11729985738,"0.135317584278773,0.10802497510515,0.4514523144173,0.534976341021523,0.415524286385584,0.25973563184063",-1137.95143093292,"0.020985383741184,1,0.382349357143764,0.52938810741339,0.414079338188405,0.203148208096884",-1137.93791325607,"0.0239578277713453,0.853904545433474,0.38556985375124,0.534116071561311,0.414136222109769,0.200456742276477",-1137.75391189328,"0.0217454040609566,0.999999984458714,0.395278056548276,0.541572192879626,0.411748425172581,0.201206768521941",-1141.22887576106,"1.35389275572925e-17,1,0.541044776175204,0.409090916161167,0.521226413723376,0.739299608149183",-1141.22887576106,"1.35389275572925e-17,0.258577008860945,0.541044776175204,0.409090916161167,0.521226413723376,0.739299608149183",-1140.43144965365,"0.2670621273136,0.0827323968746163,0.473606602909487,0.368848591780264,0.519302946186704,0.738383031059992",-1141.20167347678,"0.999999975998207,0.0755252076287883,0.54103210313021,0.409091687896432,0.521005189258068,0.731790548428769",-1141.19965063047,"0.999999986705917,0.0507081518606125,0.529973473388364,0.409087877016269,0.521226347162539,0.739291511805872",-1137.95143093292,"0.020985383741184,1,0.382349357143764,0.52938810741339,0.414079338188405,0.203148208096884",-1137.62217804707,"0.0433909986692476,0.508490873895243,0.372504711413009,0.524385770523262,0.409849424819261,0.196739856436306",-1137.87570794822,"0.0291446741050049,0.669188585244163,0.373623906867646,0.518652170883262,0.412446353567068,0.210346253801042",-1137.95143093292,"0.020985383741184,0.999999993842916,0.382349357143764,0.52938810741339,0.414079338188405,0.203148208096884",-1141.22887576106,"1.35389275572925e-17,0.0185958600313059,0.541044776175204,0.409090916161167,0.521226413723376,0.739299608149183",-1141.22887576106,"0.0303818857912192,0.00622341021555406,0.541044776175204,0.409090916161167,0.521226413723376,0.739299608149183",-1140.67856034036,"0.999999999044044,0.0777327189945283,0.52144463959962,0.360571864273781,0.519107052325024,0.739264336653219",-1139.18522569892,"0.464357180851874,0.00356518280011805,0.153382705245499,0.113733525529012,0.521226911589037,0.739299699080424"
"rs1800407",-527.064567078235,"2.43693779590962e-17,1,0.887417221984793,0.931034488531212,0.911697248998731,0.92479674840786",-527.064567078235,"7.61543061221755e-19,4.99747192179578e-05,0.887417221984793,0.931034488531212,0.911697248998731,0.92479674840786",-527.064567078235,"2.43693779590962e-17,0.0718748326520975,0.887417221984793,0.931034488531212,0.911697248998731,0.92479674840786",-526.764417877869,"0.999999997382908,0.104761140011432,0.887191708190408,0.931015978167376,0.910436580151603,0.906889559319246",-527.064567078235,"2.43693779590962e-17,0.00488924065893881,0.887417221984793,0.931034488531212,0.911697248998731,0.92479674840786",-523.998175058375,"0.0353325516995515,1,0.0686022408794548,0.045602794534595,0.0576557494959779,0.044118771004077",-521.278978423718,"0.139473977127772,0.299615345622776,0.0840147782515196,0.0344596285015099,0.0455261621655966,0.07006343413351",-522.905552104414,"0.265486073874853,0.242766407151344,0.061046912564331,0.0356577920543308,0.0581906900602832,0.0488942524551064",-523.998175058375,"0.0353325516995515,0.999999999782444,0.0686022408794548,0.045602794534595,0.0576557494959779,0.044118771004077",-521.958895717055,"0.999999997306344,0.168049139246221,0.0159487931521086,0.0627893992043342,0.0831194586896656,0.0585679612355805",-526.74769188808,"0.397334305040664,0.000308931426598118,0.826100571336998,0.931034469866329,0.911297622886367,0.884919424920254",-526.98242845212,"0.999999993896768,0.0783639640587541,0.880992672778821,0.926144755538277,0.909994763723162,0.922852791890918",-527.062458905511,"0.999999606477063,0.0450498796647642,0.887289211872588,0.93052551347736,0.911695479250273,0.924796736983037",-526.77847451314,"0.286658246438313,0.00262440419052864,0.741014054004491,0.849425116386064,0.911697328084792,0.92479661017867",-523.998175058375,"0.0353325516995515,1,0.0686022408794548,0.045602794534595,0.0576557494959779,0.044118771004077",-523.998175058375,"0.0353325516995515,1,0.0686022408794548,0.045602794534595,0.0576557494959779,0.044118771004077",-522.371927619194,"0.194447697410815,0.284664779854822,0.0440781616002352,0.0236733491893637,0.0530720955786475,0.0580449877089857",-523.998175058375,"0.0353325516995515,1,0.0686022408794548,0.045602794534595,0.0576557494959779,0.044118771004077"
