"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-282.063941817904,"1.44200985855966e-16,1,0.964743588610587,0.968253968346802,0.968814968575216,0.9664310947711",-282.063941817904,"0.0808743790400387,0.0166912176381429,0.964743588610587,0.968253968346802,0.968814968575216,0.9664310947711",-282.063941817904,"1.44200985855966e-16,0.191704994547282,0.964743588610587,0.968253968346802,0.968814968575216,0.9664310947711",-278.516409418374,"0.0129874753575052,1,0.0264968854595911,0.0268368413360897,0.0266099880847186,0.0276126605785578",-277.461694051423,"0.999999998660994,0.281162056533674,0.0097058505732359,0.01037468396149,0.0136701306512268,0.0226890939448721",-277.014358424567,"0.999999999432673,0.0171650035025109,0.0320513220643275,0.0317456424804355,1.93395397195531e-11,0.0335688818672507",-282.063941817904,"1.44200985855966e-16,0.0405367672053697,0.964743588610587,0.968253968346802,0.968814968575216,0.9664310947711",-282.010762382401,"0.999999950943479,0.00270314297278698,0.964743438358791,0.968234176694087,0.968791558199364,0.964759202157032",-275.900767487983,"0.999999979762616,0.00132077293419932,0.0320514595488342,0.0317458361158725,0.0278448159203243,0.0332215773601106",-278.516409418374,"0.0129874753575052,1,0.0264968854595911,0.0268368413360897,0.0266099880847186,0.0276126605785578"
"rs28777",-868.495959669521,"0.0366440106701791,1,0.410859127122503,0.444796491204828,0.504592870476122,0.405092046516398",-868.460292221603,"0.0624451782097566,0.756491711771709,0.387914290274849,0.423999483044382,0.48982174188943,0.403333894475519",-867.748835466504,"0.318007471657938,0.504451211827286,0.40524394495059,0.434817612002259,0.419031837401714,0.421811832525789",-876.248794826656,"2.02727738113692e-16,1,0.452380954888876,0.449999999755511,0.380281686011878,0.459677418760094",-876.248794826656,"2.02727738113692e-16,0.340652249643306,0.452380954888876,0.449999999755511,0.380281686011878,0.459677418760094",-876.248794826656,"2.02727738113692e-16,0.0268432769629986,0.452380954888876,0.449999999755511,0.380281686011878,0.459677418760094",-868.495959669521,"0.0366440106701791,1,0.410859127122503,0.444796491204828,0.504592870476122,0.405092046516398",-868.495959669521,"0.0366440106701791,1,0.410859127122503,0.444796491204828,0.504592870476122,0.405092046516398",-876.248794826656,"2.02727738113692e-16,5.55439656629426e-06,0.452380954888876,0.449999999755511,0.380281686011878,0.459677418760094",-876.248794826656,"1.46596711867622e-05,0.000174205071575823,0.452380954888876,0.449999999755511,0.380281686011878,0.459677418760094"
"rs16891982",-1302.69477539036,"0.0562330984940957,1,0.297200290924615,0.28251694640291,0.3676399153857,0.224312731250893",-1302.69477539036,"0.0562330984940957,1,0.297200290924615,0.28251694640291,0.3676399153857,0.224312731250893",-1302.69477539036,"0.0562330984940957,0.999999994600792,0.297200290924615,0.28251694640291,0.3676399153857,0.224312731250893",-1330.96488076776,"2.59304695176342e-17,1,0.493630566741274,0.570175437181437,0.461215935866669,0.586330936792085",-1330.96488076776,"2.59304695176342e-17,0.0335138297107271,0.493630566741274,0.570175437181437,0.461215935866669,0.586330936792085",-1330.96488076776,"2.59304695176342e-17,0.20670579829905,0.493630566741274,0.570175437181437,0.461215935866669,0.586330936792085",-1301.1691329108,"0.119391088551234,0.226187909724371,0.368484936875175,0.342184670126708,0.414792901661952,0.223577772664059",-1301.84493642856,"0.127324451104644,0.107924788414066,0.324799426354425,0.308164739913864,0.396544479567465,0.218767890997295",-1330.96488076776,"1.80446128749378e-05,3.15596362110995e-05,0.493630566741274,0.570175437181437,0.461215935866669,0.586330936792085",-1330.96488076776,"2.59304695176342e-17,0.000500949057062718,0.493630566741274,0.570175437181437,0.461215935866669,0.586330936792085"
"rs12821256",-266.772322640782,"3.96435892132532e-16,1,0.94594594655596,0.899999997728712,0.942492013616412,0.967914438836251",-266.772322640782,"0.677309464046065,0.023569607983391,0.94594594655596,0.899999997728712,0.942492013616412,0.967914438836251",-266.504229422923,"0.386993686321347,0.0228221789009233,0.945946592952379,0.900000101599471,0.912136807838746,0.967914557818056",-266.48661657353,"0.0152337330050329,1,0.0438121132110983,0.0843756754754576,0.0477645785104944,0.0255274020089649",-266.202017486897,"0.184003717702081,0.405414188237118,0.0314368831420174,0.0630128961644362,0.0383551787917626,0.023792397091832",-266.462460204932,"0.0330974199241426,0.757040941126944,0.0431195229825913,0.0830039390310804,0.0464668766058363,0.0255570000493272",-264.218690180027,"0.999999999746568,0.0242124151727274,0.945825263786245,0.899895949334338,0.938919210505859,0.96515754967183",-266.704647761619,"0.409936684622865,0.00515813788793451,0.945944836898782,0.899940696820329,0.942062032219219,0.965151314140636",-266.48661657353,"0.0152337330050329,1,0.0438121132110983,0.0843756754754576,0.0477645785104944,0.0255274020089649",-266.465816260503,"0.0158955092108869,0.999999812724355,0.0434058233728283,0.0837272819806457,0.0480605254852605,0.0252674184374545"
"rs4959270",-1181.45834018772,"1.44091188625474e-16,1,0.493150678096072,0.443396226486727,0.530712527314421,0.565737057126994",-1181.21343031751,"0.999999986826075,0.169268339987967,0.44771964087302,0.408990573268543,0.500116194742458,0.559492700801712",-1181.45834018772,"1.44091188625474e-16,0.0879063576387478,0.493150678096072,0.443396226486727,0.530712527314421,0.565737057126994",-1180.38444905363,"0.0118061759465473,1,0.461804974596174,0.522551009814269,0.433856874668593,0.389914367557364",-1180.38075082944,"0.0130484640175901,0.945888544467301,0.460371715122249,0.521339262711867,0.432979195800675,0.389693883399944",-1180.38444905363,"0.0118061759465473,1,0.461804974596174,0.522551009814269,0.433856874668593,0.389914367557364",-1181.35745583729,"0.0654542641861216,0.0160666177292266,0.493143260417904,0.443397584732752,0.529118769559837,0.564995272615361",-1181.45834018772,"1.44091188625474e-16,0.000447786193358107,0.493150678096072,0.443396226486727,0.530712527314421,0.565737057126994",-1180.26192634095,"0.0209359654564391,0.2930184178868,0.473867947579888,0.533170978204597,0.441005991195332,0.388638213058127",-1180.31804970693,"0.023256140210934,0.132625541414221,0.466028545245335,0.52713478676284,0.438949855864806,0.387701591640961"
"rs12203592",-592.48494549959,"1.43744870464617e-15,1,0.832061062586502,0.672413802268839,0.876404495245471,0.909502262815241",-591.47294598981,"0.999999999340371,0.213198981573686,0.756705449538651,0.578847285915312,0.838591828242103,0.900978012779515",-592.48494549959,"1.43744870464617e-15,0.0647010384804262,0.832061062586502,0.672413802268839,0.876404495245471,0.909502262815241",-587.959375221154,"0.00851120819117751,1,0.150764053448206,0.303092650652403,0.110933017343111,0.0785192121410857",-587.959375221154,"0.00851120819117751,0.999999999940341,0.150764053448206,0.303092650652403,0.110933017343111,0.078519211613325",-587.891355719826,"0.0428094566408497,0.598257122636396,0.14796558627101,0.298275899588593,0.106163509636516,0.0782884598121643",-592.48494549959,"1.43744870464617e-15,0.0177016783251285,0.832061062586502,0.672413802268839,0.876404495245471,0.909502262815241",-591.836611701065,"0.999999999151305,0.00431224807823901,0.832059817281522,0.672099272649115,0.875333735015143,0.897040609548333",-587.572956691851,"0.999999957800767,0.000592519713369724,0.16793928778781,0.327585687528381,0.11839325097361,0.0881353732218372",-587.959075138752,"0.00858144172398753,0.999999979773485,0.150626774351927,0.302892773884016,0.111645800252897,0.0784425123476566"
"rs1042602",-880.801370254593,"2.55971023690233e-16,1,0.813380279507606,0.868421047622481,0.81775700971053,0.777978343331433",-880.801370254593,"0.815447259616799,0.0113014262121061,0.813380279507606,0.868421047622481,0.81775700971053,0.777978343331433",-880.801370254593,"2.55971023690233e-16,1,0.813380279507606,0.868421047622481,0.81775700971053,0.777978343331433",-873.310258345397,"0.0387976593447075,1,0.111670908109826,0.0870306549014041,0.119272734096555,0.133431227071866",-873.310258345397,"0.0387976593447075,1,0.111670908109826,0.0870306549014041,0.119272734096555,0.133431227071866",-873.310258345397,"0.0387976593447075,0.999999998603208,0.111670908109826,0.0870306549014041,0.119272734096555,0.133431227071866",-880.801370254593,"2.55971023690233e-16,4.0692006710957e-05,0.813380279507606,0.868421047622481,0.81775700971053,0.777978343331433",-880.801370254593,"7.48099379482074e-05,0.000185881698937995,0.813380279507606,0.868421047622481,0.81775700971053,0.777978343331433",-873.105496977359,"0.0681052470079677,0.271615888675269,0.13360618139099,0.103182294664246,0.133781630582267,0.135802089491236",-873.070163590523,"0.0702189188711999,0.143321274772031,0.118815778493825,0.092916850562191,0.128231332547987,0.13181422510645"
"rs1393350",-684.887707896885,"2.98903900478473e-17,1,0.87328766762916,0.865079359481498,0.87257281888583,0.857421872842315",-684.887707896885,"2.98903900478473e-17,1,0.87328766762916,0.865079359481498,0.87257281888583,0.857421872842315",-684.771304800161,"0.191350880260818,0.00476377020041301,0.873287962638497,0.865078571303506,0.848775868068241,0.857422132463702",-679.348408963289,"0.0385721258671936,1,0.0740153321377568,0.0875688182026325,0.0811395216862557,0.082191393073467",-677.828114270353,"0.818751530524255,0.336298249583781,0.0259408640588906,0.0316839520079022,0.0419017593002934,0.0756070884415905",-679.32171866115,"0.0543285184772089,0.876530214698742,0.0725943444466221,0.0858610794740911,0.0790803551927295,0.082534849883288",-684.887707896885,"2.98903900478473e-17,0.00522123023948684,0.87328766762916,0.865079359481498,0.87257281888583,0.857421872842315",-684.88765671025,"0.999990786061646,0.000828083021235136,0.873288170071098,0.865079292960145,0.872572922676019,0.857407871046595",-679.348408963289,"0.0385721258671936,1,0.0740153321377568,0.0875688182026325,0.0811395216862557,0.082191393073467",-679.227053576863,"0.0392426439396678,0.999999979923194,0.073283564329652,0.0868432146847164,0.0833276138444124,0.0813399737175586"
"rs12913832",-1146.9881555914,"0.0264960662619644,1,0.355791603222242,0.532065026691879,0.391534573646945,0.209753804428863",-1146.9881555914,"0.0264960662619644,1,0.355791603222242,0.532065026691879,0.391534573646945,0.209753804428863",-1146.75993367052,"0.0963974810224568,0.641119397240184,0.348653903216643,0.524162845962695,0.370263369647468,0.212952842370449",-1152.28901922717,"1.36132515127159e-16,1,0.54850746057878,0.390909091521188,0.527122640923618,0.714007784011725",-1151.2660695341,"0.999999998610085,0.192225738325206,0.470858200700179,0.333591379336312,0.474889853993163,0.702544172874335",-1152.28901922717,"1.36132515127159e-16,0.0436573963102817,0.54850746057878,0.390909091521188,0.527122640923618,0.714007784011725",-1145.32937694757,"0.0927434665632661,0.149929004060482,0.398781336733244,0.571640409720909,0.417626508413971,0.203756770973527",-1146.92047645903,"0.026864254237876,0.999999988352052,0.35450297806514,0.530977015064162,0.396598069034858,0.208780186523636",-1152.28901922717,"0.00016197702310161,2.94008374543549e-05,0.54850746057878,0.390909091521188,0.527122640923618,0.714007784011725",-1152.28898473739,"0.999989229862415,0.000794191157750999,0.548506735169149,0.390906930443793,0.527122565858728,0.713992746044521"
"rs1800407",-531.569572328507,"2.64592344184296e-17,1,0.884105957554943,0.948275862510724,0.902522936428976,0.932926826410783",-531.46903281945,"0.999999986616884,0.161602110852126,0.868038016218927,0.942328755704652,0.893434597863397,0.931756767307196",-531.569572328507,"2.64592344184296e-17,0.00741149227005178,0.884105957554943,0.948275862510724,0.902522936428976,0.932926826410783",-528.865344533849,"0.032878042342744,1,0.0733255825706117,0.0350467114649347,0.0659495018801393,0.0407797355339089",-528.586638288418,"0.0704527373127267,0.697219384525712,0.0637278919875734,0.0305434695467087,0.060021824281332,0.0395481885934837",-528.451328125272,"0.203672864792309,0.554862858254804,0.069917872792801,0.0331116414680312,0.0535428460994668,0.0422955911649538",-530.886095393886,"0.403806052963042,0.00591253359658328,0.884105670368804,0.948275620097932,0.900438731925103,0.932550582856963",-531.502354464424,"0.999999998984418,0.00238156596758662,0.884106105998705,0.948276111509142,0.902492427235221,0.930673024978291",-528.864994603006,"0.0334021316485365,0.935900050074177,0.0737564793957616,0.035248871734658,0.0661940866652165,0.0407912908659034",-528.859775467678,"0.033198268400587,0.99999996983981,0.0729830330547718,0.0349032777066596,0.0676822373254543,0.0405699426477838"
