"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-294.890188370005,"1.27131642467525e-16,1,0.958333333436298,0.952380950402074,0.968814968885154,0.966431095772267",-294.890188370005,"0.00588404804852074,0.0018963648534597,0.958333333436298,0.952380950402074,0.968814968885154,0.966431095772267",-294.890188370005,"1.27131642467525e-16,0.378143532224869,0.958333333436298,0.952380950402074,0.968814968885154,0.966431095772267",-286.332089406494,"0.042724159186736,1,0.0184676965506745,0.0263979199406615,0.0178557504950244,0.017051881296682",-285.034627225361,"0.9999999981802,0.333353201076665,0.0046145012175671,0.0064653090723202,0.00725377751561186,0.0146249133892745",-285.713856799778,"0.999999999753162,0.391696671385885,0.0201049575149156,0.0283700535276202,5.17627810184433e-12,0.0216912935569683",-294.890188370005,"1.27131642467525e-16,1,0.958333333436298,0.952380950402074,0.968814968885154,0.966431095772267",-294.890188370005,"9.20424207670156e-05,0.000203714348384505,0.958333333436298,0.952380950402074,0.968814968885154,0.966431095772267",-286.332089406494,"0.042724159186736,1,0.0184676965506745,0.0263979199406615,0.0178557504950244,0.017051881296682",-286.307970608876,"0.0694585207553173,0.174297927427019,0.0195141959523469,0.0280693584019827,0.0193221552614997,0.0166666399660333"
"rs28777",-867.138526634282,"0.0292402060991791,1,0.446373947386233,0.436039128524599,0.539716704540285,0.448484717869572",-866.862374113256,"0.167934369629547,0.471681212619834,0.373530933457198,0.371240023615768,0.493550898674526,0.445513248557192",-865.773077702872,"0.466077065765334,0.431237079365274,0.452233248285278,0.435598042025832,0.40319021350723,0.474723119087637",-872.0253096531,"1.09649332962114e-17,1,0.444444441282004,0.479999996057257,0.369718309513098,0.443548386649782",-872.0253096531,"1.09649332962114e-17,1,0.444444441282004,0.479999996057257,0.369718309513098,0.443548386649782",-872.0253096531,"1.09649332962114e-17,0.283523690312269,0.444444441282004,0.479999996057257,0.369718309513098,0.443548386649782",-867.138526634282,"0.0292402060991791,1,0.446373947386233,0.436039128524599,0.539716704540285,0.448484717869572",-867.138526634282,"0.0292402060991791,1,0.446373947386233,0.436039128524599,0.539716704540285,0.448484717869572",-872.0253096531,"0.000103604654791434,3.88759719566243e-05,0.444444441282004,0.479999996057257,0.369718309513098,0.443548386649782",-872.0253096531,"1.09649332962114e-17,0.0109627851994602,0.444444441282004,0.479999996057257,0.369718309513098,0.443548386649782"
"rs16891982",-1297.88550984165,"0.0571001392529676,1,0.263120085911037,0.280387827085025,0.370167671931686,0.212700457475034",-1297.88550984165,"0.0571001392529676,0.99999999695423,0.263120085911037,0.280387827085025,0.370167671931686,0.212700457475034",-1297.88550984165,"0.0571001392529676,0.999999995670419,0.263120085911037,0.280387827085025,0.370167671931686,0.212700457475034",-1326.89901769068,"3.62064935398552e-17,1,0.531847133518617,0.570175444437512,0.455974842230973,0.59892086572048",-1326.89901769068,"0.686996850064228,0.012394272112602,0.531847133518617,0.570175444437512,0.455974842230973,0.59892086572048",-1326.89901769068,"3.62064935398552e-17,0.323377564225737,0.531847133518617,0.570175444437512,0.455974842230973,0.59892086572048",-1296.85937384395,"0.0938839771772786,0.314388436937775,0.312628503967166,0.32450348019406,0.405298809873322,0.212070221070171",-1297.66753170068,"0.0760391398601803,0.27830913393842,0.268650422688197,0.286353595181491,0.387462116573245,0.20831007467836",-1326.89901769068,"2.26290584624095e-18,8.79899720507425e-05,0.531847133518617,0.570175444437512,0.455974842230973,0.59892086572048",-1326.89901769068,"0.00183326777359046,5.03337563823937e-05,0.531847133518617,0.570175444437512,0.455974842230973,0.59892086572048"
"rs12821256",-217.312936195453,"3.44934125099627e-16,1,0.959459459045581,0.9666666640222,0.952076676079377,0.973262031648492",-217.299949762772,"0.999999932074844,0.158426622972802,0.953865287795088,0.963136448118275,0.947715860209076,0.972836652165855",-217.290032966808,"0.162035821064851,0.0491393975833863,0.959459472185402,0.966666395474549,0.943889513758399,0.973262132691166",-217.23565221295,"0.00913866769607411,1,0.0357155833097119,0.0299362297058341,0.042892964757638,0.0233312722442716",-217.235239970813,"0.011672723293569,0.8758039156086,0.035343750585058,0.0296544348725195,0.0426171038704679,0.0232956034566078",-217.217153414311,"0.0360987100558041,0.639975137595794,0.0350019189979493,0.0293147622716411,0.0411939644007938,0.0232392543101188",-217.312936195453,"3.44934125099627e-16,1,0.959459459045581,0.9666666640222,0.952076676079377,0.973262031648492",-217.252073862212,"0.522627106326538,0.00461932142586787,0.959459569118036,0.966645412131072,0.95177265387061,0.970811057163216",-217.232868629816,"0.0121648352924973,0.45476115632045,0.03652011015761,0.0305444528526103,0.0434625166773888,0.0233129644352411",-217.231911772987,"0.0094366879461091,0.999999833348938,0.0355666134436284,0.0298288941941528,0.043105072590814,0.0232260234738113"
"rs4959270",-1179.07960084359,"2.63148690058703e-16,1,0.523972603588737,0.452830192986632,0.562653566036815,0.541832671094575",-1178.42482598791,"0.999999999098319,0.18964862650932,0.450368654829254,0.396507688822564,0.513710035060446,0.529010739002319",-1179.06824370805,"0.0457330011668418,0.0427817128072673,0.523972607467497,0.452829960261282,0.551761772172593,0.54183205265724",-1178.37304727069,"0.00959682434832761,1,0.439657243793911,0.519439191428502,0.408965373042659,0.421571263800277",-1178.37304727069,"0.00959682434832761,1,0.439657243793911,0.519439191428502,0.408965373042659,0.421571263800277",-1178.37304727069,"0.00959682434832761,0.999999997204093,0.439657243793911,0.519439191428502,0.408965373042659,0.421571263800277",-1178.85752749953,"0.999999966140398,0.000420509418380295,0.523973068249313,0.452832574331585,0.560282500141042,0.541711206487838",-1179.07960084359,"2.63148690058703e-16,0.000533436470523074,0.523972603588737,0.452830192986632,0.562653566036815,0.541832671094575",-1178.20388070461,"0.0205954046726819,0.242732722791067,0.450257682918573,0.529085196870928,0.414942906341406,0.418817224335552",-1177.79856453932,"0.0688596592897386,0.0384444896170348,0.457695108106141,0.536533353019231,0.417417103465171,0.42081490459342"
"rs12203592",-594.784669054308,"1.49417033576495e-16,1,0.835877861578291,0.689655183682494,0.882022472342363,0.895927602692038",-593.791694675342,"0.999999995658264,0.213760195966758,0.760905533329684,0.597265067610506,0.845223568698458,0.886139553167056",-594.784669054308,"3.73542583941239e-17,0.299234506999013,0.835877861578291,0.689655183682494,0.882022472342363,0.895927602692038",-592.415812389879,"0.00783946372581116,1,0.148552975307618,0.288431795935551,0.107899282072784,0.0915930616311679",-592.415812389879,"0.00783946372581116,1,0.148552975307618,0.288431795935551,0.107899282072784,0.0915930616311679",-591.118949091416,"0.661941961018386,0.129150243384311,0.164119106187395,0.310341956265686,0.045186247985507,0.101809249079904",-594.784669054308,"1.49417033576495e-16,0.238193310248879,0.835877861578291,0.689655183682494,0.882022472342363,0.895927602692038",-594.784669054308,"1.49417033576495e-16,0.0044764763714398,0.835877861578291,0.689655183682494,0.882022472342363,0.895927602692038",-591.955735478988,"0.0915932986007851,0.0811043327173719,0.156879892904349,0.301802043148617,0.110095487879782,0.0875610715346465",-592.257998606572,"0.059193925437924,0.0417550437868252,0.153927462221376,0.298542663423116,0.109486272162855,0.0897894523212628"
"rs1042602",-880.281592913333,"4.01977285504803e-17,1,0.838028168872501,0.859649119490055,0.817757009513275,0.765342961846567",-880.281592913333,"4.01977285504803e-17,0.138899993871988,0.838028168872501,0.859649119490055,0.817757009513275,0.765342961846567",-880.281592913333,"4.01977285504803e-17,0.101465579104826,0.838028168872501,0.859649119490055,0.817757009513275,0.765342961846567",-869.203360920074,"0.0470240932226366,1,0.0848124664983302,0.0845346559085252,0.107861989465331,0.126028397237833",-869.203360920074,"0.0470240932226366,1,0.0848124664983302,0.0845346559085252,0.107861989465331,0.126028397237833",-869.203360920074,"0.0470240932226366,1,0.0848124664983302,0.0845346559085252,0.107861989465331,0.126028397237833",-880.281592913333,"4.01977285504803e-17,0.000124161138014963,0.838028168872501,0.859649119490055,0.817757009513275,0.765342961846567",-880.281592913333,"0.00719936229810276,0.000237267712872291,0.838028168872501,0.859649119490055,0.817757009513275,0.765342961846567",-869.203360920074,"0.0470240932226366,1,0.0848124664983302,0.0845346559085252,0.107861989465331,0.126028397237833",-869.123557050993,"0.0724717910337589,0.187943863910412,0.0900352450587631,0.0898383703094644,0.116909700713717,0.12488378724391"
"rs1393350",-694.221452533846,"3.0216000358903e-17,1,0.873287673076484,0.857142859448358,0.868932039300368,0.85546875117325",-694.221452533846,"0.308743859198085,0.0114526476682217,0.873287673076484,0.857142859448358,0.868932039300368,0.85546875117325",-694.221452533846,"4.52465712386751e-18,0.0497309869824517,0.873287673076484,0.857142859448358,0.868932039300368,0.85546875117325",-686.451770318408,"0.0453043833444213,1,0.066926563045062,0.0855675854918969,0.0766216187041879,0.0750387042829374",-685.263416664509,"0.300462488231404,0.464068938253667,0.0369560927837584,0.0482243395053157,0.0523889680717469,0.0699118203457776",-686.450644342171,"0.0481930604219222,0.975520074607779,0.066625225469176,0.0851798783672336,0.07622256144502,0.0751106479260545",-694.221452533846,"3.0216000358903e-17,0.000159922630979013,0.873287673076484,0.857142859448358,0.868932039300368,0.85546875117325",-694.221452533846,"3.0216000358903e-17,0.00023583269691427,0.873287673076484,0.857142859448358,0.868932039300368,0.85546875117325",-686.451770318408,"0.0453043833444213,1,0.066926563045062,0.0855675854918969,0.0766216187041879,0.0750387042829374",-686.353514453649,"0.045874659683183,0.999999983172643,0.066352181156291,0.0849504230827291,0.0792785207154213,0.0743600982140354"
"rs12913832",-1144.17881678573,"0.0241521050824624,1,0.346669983636545,0.53899370047067,0.385030191380536,0.214391327690064",-1144.17881678573,"0.0241521050824624,0.99999999425915,0.346669983636545,0.53899370047067,0.385030191380536,0.214391327690064",-1143.31750360462,"0.20034056143541,0.518148581102081,0.336805770450253,0.527972679658372,0.333857406533928,0.218575180224843",-1148.56307769762,"1.27694225036615e-17,1,0.567164178471283,0.390909076286964,0.541273583137528,0.715953309374413",-1147.78064750398,"0.999999999385815,0.187919837286037,0.496562737559768,0.338619929692313,0.493657000704302,0.705991224680758",-1148.56307769762,"1.27694225036615e-17,0.244378737705681,0.567164178471283,0.390909076286964,0.541273583137528,0.715953309374413",-1142.24156371837,"0.431355446868659,0.0150090367179318,0.432814303320992,0.609082689420747,0.445418841551439,0.279288407140131",-1144.17881678573,"0.0241521050824624,1,0.346669983636545,0.53899370047067,0.385030191380536,0.214391327690064",-1148.56307769762,"1.27694225036615e-17,0.436533844201833,0.567164178471283,0.390909076286964,0.541273583137528,0.715953309374413",-1148.52247147086,"0.99999999961229,0.00184883617356673,0.567164464034222,0.390883909076152,0.541251294666914,0.713121703205779"
"rs1800407",-538.631191448837,"2.70458855501486e-17,1,0.88079470268448,0.956896550884635,0.903669724255384,0.924796750042995",-538.55887365698,"0.999999985952718,0.156584214184665,0.866678004267081,0.952607455681991,0.895914638696579,0.923749851068307",-538.631191448837,"2.70458855501486e-17,0.0575345457836915,0.88079470268448,0.956896550884635,0.903669724255384,0.924796750042995",-535.690900056947,"0.0340859517185693,1,0.0742050791570784,0.0286581743169844,0.0641398846489546,0.0450129912771602",-535.559908820108,"0.0664850796973898,0.719470713394107,0.0659706713275034,0.0254857314082893,0.0593659641302538,0.0442059373614815",-535.130472739578,"0.206592350126041,0.561645353536705,0.0696673500002193,0.0266721917290299,0.0513021804806958,0.0460918911423686",-538.631191448837,"2.70458855501486e-17,1,0.88079470268448,0.956896550884635,0.903669724255384,0.924796750042995",-538.513749388423,"0.999999978096077,0.00281304941664755,0.880795233647074,0.956896007119178,0.903587446057732,0.920645696219561",-535.685826906073,"0.036363364299774,0.779604230142563,0.0760244123789907,0.0293561867241284,0.0651351644669923,0.045070383950818",-535.681716541131,"0.0344277111837963,0.999999988928664,0.073834087063195,0.0285309504546213,0.065884710443459,0.0447663627754007"
