"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-264.247963775335,"2.20184427739596e-16,1,0.961538461309754,0.960317459821868,0.971933470922112,0.973498233027892",-264.247963775335,"2.20184427739596e-16,1,0.961538461309754,0.960317459821868,0.971933470922112,0.973498233027892",-264.247963775335,"2.20184427739596e-16,1,0.961538461309754,0.960317459821868,0.971933470922112,0.973498233027892",-260.052093395928,"0.0301962342159496,1,0.0224740754514492,0.0264313108988092,0.0191067066600107,0.0165412162817959",-258.567189673697,"0.999999999112963,0.316811998479109,0.00618440862479424,0.00733156021501644,0.00815980455396079,0.0135364797422997",-259.125025461304,"0.999999999765548,0.360803757148526,0.0247697421969777,0.0287220024838972,5.26467916369443e-12,0.0202733648190791",-264.247963775335,"2.20184427739596e-16,0.8559732520782,0.961538461309754,0.960317459821868,0.971933470922112,0.973498233027892",-263.999659576114,"0.999999982255265,0.0040831530920177,0.961538712740576,0.960229892030224,0.971751256537121,0.969839248146303",-257.921961735286,"0.999999997348639,0.00139400205744972,0.0352562679141076,0.0396824539771292,0.0247338054373251,0.0261988291691885",-260.052093395928,"0.0301962342159496,1,0.0224740754514492,0.0264313108988092,0.0191067066600107,0.0165412162817959"
"rs28777",-867.014494879905,"0.0396520646917301,1,0.407528334775449,0.416081930950037,0.496784888638854,0.38629197592983",-866.481917816512,"0.20718306990433,0.487130564144442,0.3177792916832,0.334664134516415,0.437107898030584,0.381977141365918",-865.134163691281,"0.465381555112131,0.468002570557623,0.40475257754954,0.407425770576422,0.359054028267932,0.409618656828804",-876.099512540177,"2.68322291403491e-16,1,0.444444450256977,0.469999995554929,0.378521128947615,0.467741933266285",-876.099512540177,"0.0835036999465721,0.0149455902128709,0.444444450256977,0.469999995554929,0.378521128947615,0.467741933266285",-876.099512540177,"2.68322291403491e-16,0.327772976863946,0.444444450256977,0.469999995554929,0.378521128947615,0.467741933266285",-867.014494879905,"0.0396520646917301,1,0.407528334775449,0.416081930950037,0.496784888638854,0.38629197592983",-867.014494879905,"0.0396520646917301,1,0.407528334775449,0.416081930950037,0.496784888638854,0.38629197592983",-876.099512540177,"4.21213221184545e-05,2.12158353709515e-06,0.444444450256977,0.469999995554929,0.378521128947615,0.467741933266285",-876.099512540177,"2.68322291403491e-16,0.00223370725693935,0.444444450256977,0.469999995554929,0.378521128947615,0.467741933266285"
"rs16891982",-1294.94865127714,"0.0614258672012589,1,0.264502225395193,0.277337721206502,0.352414541370085,0.200842416212665",-1294.94865127714,"0.0614258672012589,1,0.264502225395193,0.277337721206502,0.352414541370085,0.200842416212665",-1294.94865127714,"0.0614258672012589,0.999999990939591,0.264502225395193,0.277337721206502,0.352414541370085,0.200842416212665",-1328.52917003072,"1.0508900493968e-16,1,0.512738857184756,0.561403492696867,0.461215934633664,0.598920860033366",-1328.52917003072,"1.0508900493968e-16,0.062405786347102,0.512738857184756,0.561403492696867,0.461215934633664,0.598920860033366",-1328.52917003072,"1.0508900493968e-16,0.337282847257007,0.512738857184756,0.561403492696867,0.461215934633664,0.598920860033366",-1293.53966461598,"0.118991241015008,0.251611609391852,0.332079297357239,0.336799388516523,0.399154791366226,0.200197190506138",-1294.92777765684,"0.0782842792436741,0.312808475436122,0.269749089398366,0.28289449993426,0.370281855775252,0.197137102850905",-1328.52917003072,"0.000440517734781623,1.3301531088595e-05,0.512738857184756,0.561403492696867,0.461215934633664,0.598920860033366",-1328.52917003072,"1.0508900493968e-16,7.9258527644546e-05,0.512738857184756,0.561403492696867,0.461215934633664,0.598920860033366"
"rs12821256",-235.151642334533,"0.0196227595492711,1,0.923904205123918,0.917818639694738,0.933933748032897,0.975125671547495",-235.130382322616,"0.0990254865724203,0.481621108913154,0.911849132885548,0.907504666205649,0.927940487124461,0.975379738616112",-235.050151411577,"0.0907118454058265,0.606712863688475,0.921421939816706,0.91503514358851,0.927713944688902,0.975154072428644",-235.556684007755,"3.14093812567795e-17,1,0.0585585585156681,0.0666666660144933,0.0527156543369703,0.0187165774697777",-235.556684007755,"3.14093812567795e-17,0.00759377618457474,0.0585585585156681,0.0666666660144933,0.0527156543369703,0.0187165774697777",-235.556684007755,"9.81543164274359e-19,0.00616291430912854,0.0585585585156681,0.0666666660144933,0.0527156543369703,0.0187165774697777",-235.151642334533,"0.0196227595492711,1,0.923904205123918,0.917818639694738,0.933933748032897,0.975125671547495",-235.148727953754,"0.0198845914550296,0.9999999464605,0.923640100999725,0.917599072318828,0.934892403646042,0.975032882879198",-235.556684007755,"3.14093812567795e-17,1,0.0585585585156681,0.0666666660144933,0.0527156543369703,0.0187165774697777",-234.805767456703,"0.99999999667173,0.00594517607051336,0.0585490144695723,0.0665013467911369,0.0511126350298542,0.0127602414771617"
"rs4959270",-1181.39526542635,"1.52907550865423e-16,1,0.496575338567313,0.471698126074799,0.552825552979588,0.543824696807541",-1180.85495251763,"0.999999996461671,0.184521858638795,0.431072009053184,0.421007167178999,0.508944887934551,0.532965789131293",-1181.39526542635,"1.52907550865423e-16,1,0.496575338567313,0.471698126074799,0.552825552979588,0.543824696807541",-1180.55836664475,"0.0104267032868806,1,0.46366712305097,0.498026440118535,0.416176614534882,0.416466544774388",-1180.49086087773,"0.0154752506489442,0.824684894347312,0.457596409184533,0.492955370518914,0.412255480788068,0.414622097198079",-1180.55836664475,"0.0104267032868806,0.999999998659754,0.46366712305097,0.498026440118535,0.416176614534882,0.416466544774388",-1179.35674002994,"0.864733267124403,0.000862456562607935,0.496576468176556,0.471699429639237,0.545541013047598,0.542900545126178",-1181.39526542635,"0.000287957847143255,0.000120520627484867,0.496575338567313,0.471698126074799,0.552825552979588,0.543824696807541",-1180.50168606533,"0.0144895784558961,0.42858437733742,0.470377710168473,0.503909261879738,0.420090558382068,0.415710922613388",-1180.40452265336,"0.0327449816745328,0.0774971072013117,0.471509181301323,0.506199729730095,0.422054704989452,0.414094703198895"
"rs12203592",-587.662701547379,"0.00178174407383171,1,0.808887328324579,0.675905292802199,0.883945593240702,0.905006352842074",-585.875995250278,"0.999999997024851,0.233078980042599,0.69519619571246,0.550234755016285,0.834939780646856,0.892931306190281",-587.662701547379,"0.00178174407383171,1,0.808887328324579,0.675905292802199,0.883945593240702,0.905006352842074",-587.673026064372,"5.80316054623964e-17,1,0.187022897740568,0.318965510630667,0.113764045173478,0.0927601798163659",-587.673026064372,"0.19497795402359,0.00715982410529846,0.187022897740568,0.318965510630667,0.113764045173478,0.0927601798163659",-587.113128804747,"0.449649220979187,0.0307511613295539,0.187022560664261,0.318964878074995,0.0678470636041257,0.0927601795137053",-587.662701547379,"0.00178174407383171,1,0.808887328324579,0.675905292802199,0.883945593240702,0.905006352842074",-587.244757088971,"0.999999996956638,0.00374423905183388,0.812976601291697,0.680817707507575,0.885697475662278,0.897725630569838",-587.572394448088,"0.999999883772476,0.000406016147380441,0.187022757283986,0.318965750874338,0.112336012425871,0.0927336020532599",-587.673026064372,"0.00125799051941015,0.000193586409631905,0.187022897740568,0.318965510630667,0.113764045173478,0.0927601798163659"
"rs1042602",-879.464133534904,"3.37286493992504e-17,1,0.841549292818022,0.859649123229811,0.818925235858992,0.761732853883623",-879.464133534904,"0.964103535844248,0.00474270445533065,0.841549292818022,0.859649123229811,0.818925235858992,0.761732853883623",-879.464133534904,"3.37286493992504e-17,0.0878037093925136,0.841549292818022,0.859649123229811,0.818925235858992,0.761732853883623",-871.47397359729,"0.0398431905944447,1,0.0920466705122313,0.0920718462615499,0.116960698144377,0.142371239942566",-871.190844458307,"0.104298228835648,0.637119853347549,0.0748619357448417,0.0759007140466217,0.102637273161724,0.138609735846172",-871.47397359729,"0.0398431905944447,0.999999994453732,0.0920466705122313,0.0920718462615499,0.116960698144377,0.142371239942566",-879.464133534904,"3.37286493992504e-17,1,0.841549292818022,0.859649123229811,0.818925235858992,0.761732853883623",-879.464133534904,"3.37286493992504e-17,0.000421843628009403,0.841549292818022,0.859649123229811,0.818925235858992,0.761732853883623",-871.47397359729,"0.0398431905944447,1,0.0920466705122313,0.0920718462615499,0.116960698144377,0.142371239942566",-871.225774851847,"0.0749740224608868,0.133257381587802,0.0993193590982159,0.0993888152186986,0.126857048431532,0.141312662214549"
"rs1393350",-707.069315385166,"1.16777222984736e-16,1,0.849315066817749,0.880952382925575,0.862864075681804,0.859374998664311",-707.069315385166,"1.16777222984736e-16,1,0.849315066817749,0.880952382925575,0.862864075681804,0.859374998664311",-707.069315385166,"1.16777222984736e-16,1,0.849315066817749,0.880952382925575,0.862864075681804,0.859374998664311",-703.016801500642,"0.0324509168277362,1,0.0972872654427753,0.0827312086412996,0.094704039617071,0.0889565485050625",-699.831768304427,"0.999999998296673,0.315649765433701,0.0299156957206916,0.026054701938861,0.0443451237860642,0.0772167449895839",-702.291712628811,"0.270497935342754,0.519061970543781,0.0913672828879354,0.0771977497424416,0.0703835428206226,0.0915040700932558",-707.069315385166,"1.16777222984736e-16,0.246793291423314,0.849315066817749,0.880952382925575,0.862864075681804,0.859374998664311",-707.031266683461,"0.999999999585682,0.00188038354437881,0.849315174798494,0.880952588246358,0.862849312771645,0.857546658251649",-703.016801500642,"0.0324509168277362,1,0.0972872654427753,0.0827312086412996,0.094704039617071,0.0889565485050625",-703.016801500642,"0.0324509168277362,1,0.0972872654427753,0.0827312086412996,0.094704039617071,0.0889565485050625"
"rs12913832",-1150.21641678105,"0.0178908852206147,1,0.37918188067454,0.566904623937755,0.405144504205128,0.238350391689311",-1150.21641678105,"0.0178908852206147,0.999999995094984,0.37918188067454,0.566904623937755,0.405144504205128,0.238350391689311",-1150.20453615507,"0.032561640742058,0.797354158943067,0.376456588782186,0.564081622723811,0.400223371911616,0.239409257536666",-1152.62792890679,"1.06728025442119e-17,1,0.555970148514596,0.381818193037514,0.540094336451217,0.708171207707186",-1151.23807603908,"0.999999999580479,0.206220726718882,0.453776138046705,0.307260642757536,0.471312899243699,0.690698975061464",-1152.46274903174,"0.169106403293236,0.0227131636904498,0.55597022672449,0.381819272294551,0.496211852454426,0.708171440826585",-1147.79804416004,"0.173072295642958,0.0777358976358065,0.423085316353687,0.604283243202743,0.431491956318314,0.232391163917748",-1150.14684599787,"0.0182822241338554,0.99999994330627,0.377787953522728,0.565764792153992,0.408184208636515,0.237239044163865",-1152.62792890679,"1.06728025442119e-17,2.06451274250679e-05,0.555970148514596,0.381818193037514,0.540094336451217,0.708171207707186",-1152.62792890679,"0.00173575066907417,0.000120201989457615,0.555970148514596,0.381818193037514,0.540094336451217,0.708171207707186"
"rs1800407",-534.344460182395,"7.83948011445408e-17,1,0.877483444710734,0.9568965531627,0.900229358657543,0.934959349525117",-534.309422072329,"0.999999922840161,0.14548755163982,0.867490174611609,0.953938366515248,0.8946281919913,0.934418478976685",-534.344460182395,"7.83948011445408e-17,1,0.877483444710734,0.9568965531627,0.900229358657543,0.934959349525117",-532.043695702353,"0.030248155539398,1,0.08076160884808,0.0301059498811167,0.0698589108825718,0.0412099083251362",-531.642416509634,"0.089161287404282,0.618011611534308,0.0663301160230415,0.0247715158203939,0.061158677910398,0.0394041888363972",-531.507903567869,"0.165124039330944,0.579962549055869,0.0758893478586376,0.0281088786686605,0.0584117720903456,0.0416161975009498",-533.617837364942,"0.405433760507664,0.00660036361885351,0.87748380100313,0.95689631959934,0.898060085816856,0.934577119461475",-534.046014975287,"0.999999989269178,0.00349129704848215,0.877483468858657,0.956896460223952,0.899948892521243,0.928625276386884",-532.043695702353,"0.030248155539398,1,0.08076160884808,0.0301059498811167,0.0698589108825718,0.0412099083251362",-532.0154015732,"0.03070818662183,0.999999984080326,0.0802259140448899,0.0299298346124425,0.07139776883996,0.0409079679255526"
