"locus","null.major.loglik","null.major.pars","cluster.major.loglik","cluster.major.pars","popfluc.major.loglik","popfluc.major.pars","insol.major.loglik","insol.major.pars","milk.major.loglik","milk.major.pars","null.minor.loglik","null.minor.pars","cluster.minor.loglik","cluster.minor.pars","popfluc.minor.loglik","popfluc.minor.pars","insol.minor.loglik","insol.minor.pars","milk.minor.loglik","milk.minor.pars","cluster.inv.major.loglik","cluster.inv.major.pars","popfluc.inv.major.loglik","popfluc.inv.major.pars","insol.inv.major.loglik","insol.inv.major.pars","milk.inv.major.loglik","milk.inv.major.pars","cluster.inv.minor.loglik","cluster.inv.minor.pars","popfluc.inv.minor.loglik","popfluc.inv.minor.pars","insol.inv.minor.loglik","insol.inv.minor.pars","milk.inv.minor.loglik","milk.inv.minor.pars"
"rs1805008",-301.53944951133,"1.1064292067267e-17,1,0.955128205290219,0.968253968688754,0.963617463735075,0.969964663977586",-301.53944951133,"1.1064292067267e-17,0.00838748621940773,0.955128205290219,0.968253968688754,0.963617463735075,0.969964663977586",-299.265979383864,"0.780307173392987,0.00102476823314186,0.894973443024244,0.968253953670485,0.963617684837291,0.969964631224802",-301.383053389839,"0.99999999409612,0.107982530537641,0.954998434511144,0.96823898979695,0.962926346713062,0.961119920463755",-299.840059391503,"0.999999995836297,0.149244675361356,0.839027649540131,0.966351809003968,0.962463863182275,0.965460312056084",-301.144293998367,"0.0180405398901413,1,0.034502467077181,0.0250556025904007,0.0291460269329501,0.0228197859366217",-301.007028793748,"0.130594145003389,0.0943569428887926,0.043909995893998,0.0261103272469323,0.0288210180440077,0.0299042026444331",-301.144293998367,"0.0180405398901413,1,0.034502467077181,0.0250556025904007,0.0291460269329501,0.0228197859366217",-301.144293998367,"0.0180405398901413,0.999999998991402,0.034502467077181,0.0250556025904007,0.0291460269329501,0.0228197859366217",-301.144293998367,"0.0180405398901413,1,0.034502467077181,0.0250556025904007,0.0291460269329501,0.0228197859366217",-301.53944951133,"1.1064292067267e-17,0.0965536804203598,0.955128205290219,0.968253968688754,0.963617463735075,0.969964663977586",-301.530166615464,"0.999999916544988,0.0487854500412864,0.955023306363936,0.968077991503167,0.963592131169489,0.969915647560344",-301.53944951133,"1.1064292067267e-17,0.00852975698609146,0.955128205290219,0.968253968688754,0.963617463735075,0.969964663977586",-301.53944951133,"1.1064292067267e-17,0.00433861631256339,0.955128205290219,0.968253968688754,0.963617463735075,0.969964663977586",-300.281303918287,"0.769576873317584,0.000367322099698988,0.0107093222716221,0.029538938761323,0.0350100588737647,0.00740935512264073",-300.665070544854,"0.589666876228909,0.163140728210018,0.0232781803406762,0.0168155243759358,0.0262733631933529,0.0189213898045803",-300.363690846041,"0.999999986883546,0.124614241588844,0.0228267235088775,0.00779578477608344,0.0309050127613598,0.0294884973091497",-300.166203591695,"0.148039957192741,0.186977666038431,0.0241672708216292,0.0153289243624825,0.0231425565098209,0.0226456131754313"
"rs28777",-859.68070249756,"0.0323420707502439,1,0.44271086978893,0.378448267037135,0.547029396079384,0.445149553061901",-859.242173894188,"0.0467819692531034,0.697039984672334,0.462201371279175,0.360654093165337,0.530954384080186,0.4857205444683",-858.61944113376,"0.196658106300688,0.258867374341892,0.437673995146986,0.354207694596073,0.554906264971845,0.473076360598464",-859.68070249756,"0.0323420707502439,1,0.44271086978893,0.378448267037135,0.547029396079384,0.445149553061901",-859.404515758956,"0.15401117507242,0.355089099796235,0.374662086403032,0.418075730269419,0.587816262950167,0.453760844347492",-865.608664645516,"3.79378101325548e-17,1,0.436507940197758,0.530000001115182,0.353873242414372,0.435483873709399",-865.608664645516,"2.37111313328468e-18,0.0119465941121598,0.436507940197758,0.530000001115182,0.353873242414372,0.435483873709399",-865.608664645516,"3.79378101325548e-17,0.000406341850134814,0.436507940197758,0.530000001115182,0.353873242414372,0.435483873709399",-865.608664645516,"3.79378101325548e-17,1,0.436507940197758,0.530000001115182,0.353873242414372,0.435483873709399",-865.608664645516,"0.133353685821926,0.00214083652051624,0.436507940197758,0.530000001115182,0.353873242414372,0.435483873709399",-859.604947012259,"0.0337507631988077,0.999999983793186,0.437724714003265,0.381815932899178,0.548028949668,0.440086907332013",-859.68070249756,"0.0323420707502439,1,0.44271086978893,0.378448267037135,0.547029396079384,0.445149553061901",-858.397325233265,"0.133588913666156,0.312834841350409,0.375069015285265,0.296016833614798,0.539548337273283,0.504039556802399",-859.68070249756,"0.0323420707502439,1,0.44271086978893,0.378448267037135,0.547029396079384,0.445149553061901",-865.608664645516,"3.79378101325548e-17,0.00346095455896178,0.436507940197758,0.530000001115182,0.353873242414372,0.435483873709399",-865.608664645516,"3.79378101325548e-17,0.000835182431569641,0.436507940197758,0.530000001115182,0.353873242414372,0.435483873709399",-865.608664645516,"0.422301812271629,0.00542796800405002,0.436507940197758,0.530000001115182,0.353873242414372,0.435483873709399",-865.608664645516,"2.37111313328468e-18,0.0195690667209356,0.436507940197758,0.530000001115182,0.353873242414372,0.435483873709399"
"rs16891982",-1306.02679831792,"0.0555161320418272,1,0.278425363234072,0.315356121856432,0.370775475550344,0.235819929704312",-1306.00813145618,"0.0613228597806691,0.891106575607192,0.297109082212717,0.309030469570287,0.365289097473611,0.262556133835935",-1305.68012947961,"0.103656037865126,0.52030604265162,0.292370160267675,0.32104744300456,0.374519818573029,0.247576221696337",-1305.86972396148,"0.0698942783495719,0.766236090909623,0.293188558852639,0.334984245690004,0.37199861935685,0.222023306909676",-1305.71087145337,"0.073286005174507,0.80120828984893,0.293456845434286,0.348548765297172,0.375011613452217,0.228124624236114",-1333.70960821455,"2.25087821515352e-17,1,0.519108278666081,0.535087734583567,0.460167710396038,0.573740999879018",-1333.70960821455,"2.25087821515352e-17,0.00344130524267505,0.519108278666081,0.535087734583567,0.460167710396038,0.573740999879018",-1333.70960821455,"2.25087821515352e-17,0.00735128573947898,0.519108278666081,0.535087734583567,0.460167710396038,0.573740999879018",-1333.70960821455,"0.133391799286177,0.00323336366921149,0.519108278666081,0.535087734583567,0.460167710396038,0.573740999879018",-1333.70960821455,"2.25087821515352e-17,1,0.519108278666081,0.535087734583567,0.460167710396038,0.573740999879018",-1306.02679831792,"0.0555161320418272,1,0.278425363234072,0.315356121856432,0.370775475550344,0.235819929704312",-1306.02679831792,"0.0555161320418272,1,0.278425363234072,0.315356121856432,0.370775475550344,0.235819929704312",-1306.02679831792,"0.0555161320418272,0.999999991765837,0.278425363234072,0.315356121856432,0.370775475550344,0.235819929704312",-1306.02679831792,"0.0555161320418272,1,0.278425363234072,0.315356121856432,0.370775475550344,0.235819929704312",-1333.70960821455,"1.40679888447095e-18,0.000647830644424741,0.519108278666081,0.535087734583567,0.460167710396038,0.573740999879018",-1333.70960821455,"0.17932641308197,0.00373398647184178,0.519108278666081,0.535087734583567,0.460167710396038,0.573740999879018",-1333.70960596756,"0.999793294410413,0.0258943788801824,0.519107065350826,0.535079381234425,0.460167419640341,0.573742001037189",-1333.70960821455,"2.25087821515352e-17,0.0030196483405482,0.519108278666081,0.535087734583567,0.460167710396038,0.573740999879018"
"rs12821256",-227.427994999127,"2.26226577135965e-16,1,0.954954954968021,0.922222226253832,0.950479233463681,0.978609627230282",-227.427994999127,"2.26226577135965e-16,0.00104559940874308,0.954954954968021,0.922222226253832,0.950479233463681,0.978609627230282",-227.427994999127,"2.26226577135965e-16,0.020420643828387,0.954954954968021,0.922222226253832,0.950479233463681,0.978609627230282",-227.427994999127,"2.26226577135965e-16,0.0112975503197837,0.954954954968021,0.922222226253832,0.950479233463681,0.978609627230282",-227.427994999127,"0.0683003505749057,0.00217733891135576,0.954954954968021,0.922222226253832,0.950479233463681,0.978609627230282",-226.040740185771,"0.0372293523485964,1,0.0264534790545643,0.0495118781393046,0.0306250486910066,0.0118867983395814",-226.040740185771,"0.0372293523485964,1,0.0264534790545643,0.0495118781393046,0.0306250486910066,0.0118867983395814",-225.747391664472,"0.37617082321651,0.195861721645918,0.0225604946590308,0.0374327757335427,0.0349360763949788,0.0153371109485334",-226.040740185771,"0.0372293523485964,0.99999999441875,0.0264534790545643,0.0495118781393046,0.0306250486910066,0.0118867983395814",-225.238830044738,"0.282834568482542,0.326968783215387,0.011730401518553,0.0557591957588193,0.0350675607463479,0.0101757685269804",-227.427994999127,"2.26226577135965e-16,0.00141569990489766,0.954954954968021,0.922222226253832,0.950479233463681,0.978609627230282",-227.427994999127,"0.0405841853033333,0.00287197775461731,0.954954954968021,0.922222226253832,0.950479233463681,0.978609627230282",-227.427994999127,"0.012169190059678,0.00733913217010447,0.954954954968021,0.922222226253832,0.950479233463681,0.978609627230282",-227.427994999127,"2.26226577135965e-16,0.00885716152464287,0.954954954968021,0.922222226253832,0.950479233463681,0.978609627230282",-225.900856666811,"0.0525452893987119,0.775395228013717,0.0233376894654668,0.0500587244879951,0.0307137462075075,0.00972151326879045",-225.531755821783,"0.999999997653916,0.153801089815697,0.0173673271351769,0.0327124212061359,0.030951324368929,0.0110768691320445",-225.713073076588,"0.483994617493582,0.166933835077038,0.020681114361389,0.0234486702301209,0.0373258492456816,0.0201025411087631",-226.040740185771,"0.0372293523485964,0.999999998339276,0.0264534790545643,0.0495118781393046,0.0306250486910066,0.0118867983395814"
"rs4959270",-1180.37425399522,"2.04032716091838e-16,1,0.503424661837153,0.481132078576443,0.56142506297062,0.537848608132382",-1180.37425399522,"2.04032716091838e-16,0.0188714476378419,0.503424661837153,0.481132078576443,0.56142506297062,0.537848608132382",-1180.37425399522,"2.04032716091838e-16,1,0.503424661837153,0.481132078576443,0.56142506297062,0.537848608132382",-1180.37425399522,"2.04032716091838e-16,0.0824033560280809,0.503424661837153,0.481132078576443,0.56142506297062,0.537848608132382",-1180.33087557967,"0.999999997722073,0.0606498042246339,0.478561068397655,0.481114285793854,0.561423310463013,0.537774131762988",-1178.09856140885,"0.0171670677609262,1,0.431220477338964,0.46884989873593,0.387906135722877,0.396818759743775",-1178.05200975984,"0.017487559591536,0.999999977614894,0.434335737544371,0.46791207412923,0.387044721479131,0.399621877385307",-1178.07714725785,"0.0253451575726089,0.640501872136999,0.434701264071834,0.470103527346489,0.38838152801649,0.399283732253961",-1177.86655866186,"0.0407067389061525,0.462020374526844,0.449822735241398,0.490791775005404,0.390078095210512,0.374739424055881",-1178.07652186046,"0.0173544819008221,0.999999988169959,0.44343176880566,0.479816522548329,0.387357374044818,0.396112703556895",-1180.36327897324,"0.0479781449934481,0.0107747224484522,0.490969602180571,0.481133901504926,0.561207657837811,0.525367730913736",-1180.37403936641,"0.999997592919198,0.0323589183607031,0.503416433966346,0.481095612600022,0.561422472429166,0.537805467870724",-1180.29976117622,"0.999999997600592,0.0655700775857632,0.49641344630937,0.459480659256863,0.560954196567721,0.537842485684741",-1180.37425399522,"2.55040895114797e-17,8.7026779343565e-05,0.503424661837153,0.481132078576443,0.56142506297062,0.537848608132382",-1178.09856140885,"0.0171670677609262,1,0.431220477338964,0.46884989873593,0.387906135722877,0.396818759743775",-1178.09185278305,"0.0214786116152256,0.768859528866778,0.431815797037434,0.469403600619028,0.38724270176749,0.394834960085294",-1178.09856140885,"0.0171670677609262,1,0.431220477338964,0.46884989873593,0.387906135722877,0.396818759743775",-1178.06931163342,"0.0224805038568931,0.635059804541553,0.439125390333239,0.464433552963487,0.384968163803136,0.398508921841"
"rs12203592",-598.601780871805,"5.18576491616108e-16,1,0.832061066943446,0.698275865314215,0.873595506151329,0.90497737720141",-598.601780871805,"5.18576491616108e-16,0.928364190372709,0.832061066943446,0.698275865314215,0.873595506151329,0.90497737720141",-597.164489269471,"0.364444890722441,0.0958315426249254,0.76886254315528,0.630957000640559,0.87109455975023,0.903722651819639",-598.460108342199,"0.999999995783627,0.0964398285128397,0.831925719256339,0.698249407732417,0.872650899279078,0.891069835272753",-598.279572754809,"0.999999994361329,0.0883364787318748,0.77241865832972,0.697773882022675,0.873532913857559,0.904408625914767",-598.512856399776,"0.00514097066372771,1,0.157415121783272,0.28752916977136,0.119328192856494,0.088648476860189",-594.072730436978,"0.295197220331392,0.0420238148315856,0.165121564208639,0.235434773533578,0.0800918577834392,0.0942567754941192",-598.496285369543,"0.00868875576565922,0.608319120619202,0.157245111151815,0.28671060555563,0.118846664953912,0.0884282396926956",-598.355409930662,"0.0250418411993614,0.409294949931056,0.156365923930038,0.290078370590491,0.115314938932738,0.0801630561108906",-598.48068467034,"0.00606889026285851,0.999999988891548,0.157978905348076,0.288381035516963,0.11807478228433,0.0875298465079756",-598.525479323206,"0.17983234288791,0.0130155195525363,0.801623362543798,0.697697104497985,0.87310376977829,0.885569633889147",-597.707081403666,"0.999999997575259,0.110368311691363,0.783917332892093,0.626284824053659,0.858990302347513,0.890494305020325",-596.406829158325,"0.999999998443538,0.100553988827354,0.787819659191536,0.558625528311365,0.867731386483826,0.904722961808985",-597.418381947609,"0.354020576038767,0.00217029032162716,0.571833763943049,0.417510923611909,0.873595227874457,0.904977388014",-598.512856399776,"0.00514097066372771,1,0.157415121783272,0.28752916977136,0.119328192856494,0.088648476860189",-598.497493784981,"0.00706559551690314,0.758499561948745,0.156624453561803,0.286522528714035,0.118631342392,0.0879088611460171",-598.512856399776,"0.00514097066372771,1,0.157415121783272,0.28752916977136,0.119328192856494,0.088648476860189",-598.334150049894,"0.0441136954801741,0.172346016133278,0.144701820156486,0.261952139382088,0.113978107128599,0.0893298746915183"
"rs1042602",-900.709443963462,"5.38511817786515e-17,1,0.827464790803696,0.868421051911854,0.803738316549996,0.76534296429553",-900.709443963462,"5.38511817786515e-17,1,0.827464790803696,0.868421051911854,0.803738316549996,0.76534296429553",-900.709443963462,"5.38511817786515e-17,0.00554111132177981,0.827464790803696,0.868421051911854,0.803738316549996,0.76534296429553",-900.709443963462,"0.0548800827241082,0.0121225791435103,0.827464790803696,0.868421051911854,0.803738316549996,0.76534296429553",-900.709443963462,"0.173319441564657,0.00551939687751494,0.827464790803696,0.868421051911854,0.803738316549996,0.76534296429553",-889.92063972887,"0.0456967672927913,1,0.0927152328747822,0.0801526289684533,0.119027811559663,0.128521241158703",-889.788419493725,"0.0463612359174163,0.999999986699161,0.0958487920840482,0.0795081274644635,0.118152483455148,0.132417072454233",-888.449058305075,"0.315141973158777,0.246302494208511,0.0827481135522595,0.0626918080193261,0.123531340386168,0.149087571050756",-889.92063972887,"0.0456967672927913,1,0.0927152328747822,0.0801526289684533,0.119027811559663,0.128521241158703",-888.536934826965,"0.179692186463524,0.411836176753669,0.0620683538435853,0.0945392599553382,0.136410718579175,0.120924657708305",-900.709443963462,"5.38511817786515e-17,0.00415041623504623,0.827464790803696,0.868421051911854,0.803738316549996,0.76534296429553",-900.709443963462,"5.38511817786515e-17,0.00668427377990113,0.827464790803696,0.868421051911854,0.803738316549996,0.76534296429553",-900.709443963462,"0.178739835434411,0.00661642810331123,0.827464790803696,0.868421051911854,0.803738316549996,0.76534296429553",-900.709443963462,"8.4142471529143e-19,0.00749361103969596,0.827464790803696,0.868421051911854,0.803738316549996,0.76534296429553",-889.491696084777,"0.0569045545420254,0.828720992213943,0.0855467175402775,0.0832102017745932,0.122551095920229,0.113302000984935",-889.89165090724,"0.0459231516622588,0.999999988363178,0.0955953144548177,0.0799322181515282,0.118699103552679,0.128094204640756",-889.422050674344,"0.137416662090017,0.375808550796305,0.0681663107986537,0.0528288510103122,0.113469126077752,0.164428748177854",-889.92063972887,"0.0456967672927913,0.999999991717437,0.0927152328747822,0.0801526289684533,0.119027811559663,0.128521241158703"
"rs1393350",-692.06908622489,"3.95282198539801e-17,1,0.86643835815867,0.865079366445547,0.873786405621152,0.85156249913815",-692.06908622489,"3.95282198539801e-17,0.0162035577903292,0.86643835815867,0.865079366445547,0.873786405621152,0.85156249913815",-692.06908622489,"1.23525687043688e-18,0.00124111087859442,0.86643835815867,0.865079366445547,0.873786405621152,0.85156249913815",-692.06908622489,"0.499209677968593,0.000359712592579429,0.86643835815867,0.865079366445547,0.873786405621152,0.85156249913815",-692.06908622489,"0.0380972070203518,0.00488548948132052,0.86643835815867,0.865079366445547,0.873786405621152,0.85156249913815",-685.438982995633,"0.0420437677722036,1,0.0743601801309891,0.083855425122745,0.0767981436830863,0.0813310299387331",-685.223891507115,"0.061527564136849,0.672185742254564,0.0830872100985802,0.0763357404016999,0.0713076740826876,0.103080775283948",-682.412443876742,"0.595731049436865,0.178202594657589,0.0417971476038566,0.0442945768247603,0.0859825022778627,0.105271656180953",-685.438982995633,"0.0420437677722036,0.999999995618541,0.0743601801309891,0.083855425122745,0.0767981436830863,0.0813310299387331",-685.438982995633,"0.0420437677722036,1,0.0743601801309891,0.083855425122745,0.0767981436830863,0.0813310299387331",-692.06908622489,"3.95282198539801e-17,1,0.86643835815867,0.865079366445547,0.873786405621152,0.85156249913815",-692.06908622489,"0.174683117581022,0.0039401391374339,0.86643835815867,0.865079366445547,0.873786405621152,0.85156249913815",-692.06908622489,"0.65558877205941,0.00840634766185365,0.86643835815867,0.865079366445547,0.873786405621152,0.85156249913815",-692.06908622489,"3.95282198539801e-17,0.00564014931874306,0.86643835815867,0.865079366445547,0.873786405621152,0.85156249913815",-685.437770168339,"0.0437128251180802,0.999999989910353,0.0726222254074535,0.0852993751592519,0.0772954669849073,0.0793513882096279",-685.438982995633,"0.0420437677722036,1,0.0743601801309891,0.083855425122745,0.0767981436830863,0.0813310299387331",-684.225502255634,"0.184429900002159,0.301287703192377,0.0512450669050343,0.0474543535507276,0.0744363657890081,0.112662664026754",-685.438982995633,"0.0420437677722036,1,0.0743601801309891,0.083855425122745,0.0767981436830863,0.0813310299387331"
"rs12913832",-1156.96493564655,"0.0198889354812451,1,0.386286327573348,0.523251921233022,0.423223189721587,0.237767068865917",-1153.76219905128,"0.156088230771426,0.120988284159008,0.447370640311254,0.508781286015343,0.406347185894103,0.296400425342248",-1156.86600651901,"0.0313487109706093,0.610389284558068,0.389824555969693,0.524475424320946,0.423075748710753,0.239537337953032",-1156.95687235613,"0.0218207583094072,0.892489651036532,0.388494467526065,0.526484490871895,0.423296583812231,0.235812409061847",-1156.81808075989,"0.260025211073843,0.230011097564423,0.282758121554827,0.558847754364915,0.46398786740652,0.25308730396815",-1159.97723632832,"2.38322920547708e-16,1,0.541044778339143,0.418181818542778,0.515330180279113,0.702334620300054",-1159.97723632832,"2.38322920547708e-16,0.471596673405709,0.541044778339143,0.418181818542778,0.515330180279113,0.702334620300054",-1159.84986330951,"0.107762297118077,0.0895553508875356,0.515315777881295,0.401077655246775,0.51415396790846,0.701701785813761",-1159.70458613355,"0.999999998541807,0.0927747617656171,0.540887538078495,0.418164224823037,0.513820058342493,0.674846242436424",-1159.97716811356,"0.999989960520684,0.0260916416398009,0.540903034826312,0.418181241492525,0.515330228239157,0.702334634979936",-1156.96493564655,"0.0198889354812451,1,0.386286327573348,0.523251921233022,0.423223189721587,0.237767068865917",-1156.94054981555,"0.0257421544303447,0.742118489495932,0.386415940384048,0.523558022862252,0.422323120075612,0.235786804714918",-1156.81006446321,"0.0307967431617046,0.608883110700758,0.374475998087414,0.50889192722619,0.420532125779453,0.246927723920409",-1156.96493564655,"0.0198889354812451,1,0.386286327573348,0.523251921233022,0.423223189721587,0.237767068865917",-1159.96071691208,"0.0347231021028122,0.0425898542695937,0.527359316851532,0.417977361659383,0.515152545334423,0.687444947638873",-1159.85966823891,"0.999999967071542,0.0771341835478886,0.526750876856893,0.400169865587621,0.51044591369478,0.696678345878005",-1158.72583234234,"0.999999998737721,0.0855156782902971,0.50806959102222,0.345432796880612,0.510975772881715,0.702216524707981",-1155.56364447972,"0.640170961947047,0.00203298324317036,0.0520632960069615,0.0421799954632514,0.515330138859818,0.702334155724701"
"rs1800407",-532.859966446342,"3.77047434001614e-17,1,0.884105961062983,0.939655173573246,0.905963303504158,0.928861787237163",-532.859966446342,"3.77047434001614e-17,0.0344425878472404,0.884105961062983,0.939655173573246,0.905963303504158,0.928861787237163",-532.859966446342,"3.77047434001614e-17,0.0900071383967081,0.884105961062983,0.939655173573246,0.905963303504158,0.928861787237163",-532.767400515925,"0.999999996157709,0.0940629011438299,0.884030543865373,0.939650899623013,0.905392923888998,0.919197788576102",-532.859966446342,"3.77047434001614e-17,0.0088069656962033,0.884105961062983,0.939655173573246,0.905963303504158,0.928861787237163",-531.318178326162,"0.0247642122798322,1,0.0824605804073588,0.0453830130666173,0.0703845032640238,0.0492610252280977",-529.744739970435,"0.0980947686820061,0.302969506572527,0.0944564201362311,0.0372883785364141,0.0601008524720478,0.0675403518488941",-530.607402253865,"0.178026354474799,0.253922521274893,0.0764176427255315,0.0387082578384923,0.0694787076495765,0.0516368842736747",-531.318178326162,"0.0247642122798322,1,0.0824605804073588,0.0453830130666173,0.0703845032640238,0.0492610252280977",-529.738664794719,"0.797723581850797,0.168041734267836,0.0265743992516483,0.0559924679168062,0.0896489786282672,0.0583808585956577",-532.14179501208,"0.512794350544287,0.000533425728617223,0.787987170183,0.939654560376859,0.905402125720478,0.870721552422272",-532.626280354448,"0.999999996111691,0.0942969036873079,0.86687835082714,0.929849175196491,0.90097668789482,0.923675472945669",-532.836400844816,"0.999999909548913,0.0594664531095301,0.882687360589702,0.936761935722335,0.905900156708598,0.92886122116955",-532.407283910461,"0.352345311833597,0.00109139566095604,0.674521848085466,0.837155771128612,0.905962914871028,0.928861846775041",-531.318178326162,"0.0247642122798322,1,0.0824605804073588,0.0453830130666173,0.0703845032640238,0.0492610252280977",-531.318178326162,"0.0247642122798322,1,0.0824605804073588,0.0453830130666173,0.0703845032640238,0.0492610252280977",-530.802287035847,"0.10102024254313,0.323954619368296,0.0658141472133791,0.0330475474654654,0.0675438146592168,0.0581808101330869",-531.318178326162,"0.0247642122798322,1,0.0824605804073588,0.0453830130666173,0.0703845032640238,0.0492610252280977"
