"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-267.976425864128,"1.21936101417356e-17,1,0.961538460807104,0.976190476213083,0.969854469477268,0.971731449041349",-267.976425864128,"0.406897392643247,0.00464024241620021,0.961538460807104,0.976190476213083,0.969854469477268,0.971731449041349",-267.976425864128,"1.21936101417356e-17,1,0.961538460807104,0.976190476213083,0.969854469477268,0.971731449041349",-267.726721306426,"0.0154998947287249,1,0.0306683254741667,0.0194252180242711,0.0249136799529582,0.0223399673161904",-266.800854556915,"0.999999993046583,0.286158215428942,0.0109099602589648,0.00718625264675428,0.0125476366778116,0.0184501466639797",-266.341930727149,"0.999999999763923,0.00819391916699328,0.0384615262753702,0.0238095910385351,7.77048065681681e-12,0.0282685552829582",-267.976425864128,"1.21936101417356e-17,0.000106810144162191,0.961538460807104,0.976190476213083,0.969854469477268,0.971731449041349",-267.928470878459,"0.191845649073626,0.00681705524126399,0.961534226942883,0.976162839958419,0.969608377538875,0.970072575486457",-265.172149767797,"0.999999997168129,0.0013231182328072,0.0384615706321748,0.023809184971403,0.026893222898059,0.0279739395401255",-267.721684998888,"0.0272404728970803,0.155935207259896,0.0312420844039319,0.0198414747598955,0.0255861285241008,0.0221287685474133"
"rs28777",-859.230815835816,"0.0299353499124117,1,0.420132371875028,0.404523855907064,0.562348283432157,0.459572023546682",-858.860061137853,"0.159582457322249,0.48505834839704,0.349824961206618,0.342076100554324,0.516757248184696,0.455345952446905",-858.720712941874,"0.247512728484354,0.512090914107528,0.413929369705168,0.395381147745627,0.497868133596135,0.471672350252897",-864.286807061559,"1.73739044341877e-17,1,0.468253969295817,0.509999992000379,0.346830986173661,0.430107526507995",-864.286807061559,"1.73739044341877e-17,1,0.468253969295817,0.509999992000379,0.346830986173661,0.430107526507995",-864.286807061559,"1.73739044341877e-17,1,0.468253969295817,0.509999992000379,0.346830986173661,0.430107526507995",-859.230815835816,"0.0299353499124117,1,0.420132371875028,0.404523855907064,0.562348283432157,0.459572023546682",-859.230815835816,"0.0299353499124117,1,0.420132371875028,0.404523855907064,0.562348283432157,0.459572023546682",-864.286807061559,"2.71467256784183e-19,0.0136730747552122,0.468253969295817,0.509999992000379,0.346830986173661,0.430107526507995",-864.286807061559,"1.73739044341877e-17,5.12426633684504e-05,0.468253969295817,0.509999992000379,0.346830986173661,0.430107526507995"
"rs16891982",-1294.59825856646,"0.0645273315200428,1,0.262202710495122,0.300328766888501,0.348422908715511,0.203617926941526",-1294.59825856646,"0.0645273315200428,0.999999996012578,0.262202710495122,0.300328766888501,0.348422908715511,0.203617926941526",-1294.59825856646,"0.0645273315200428,1,0.262202710495122,0.300328766888501,0.348422908715511,0.203617926941526",-1331.8053620302,"2.10296588400804e-17,1,0.503184711562017,0.526315799584078,0.455974845473487,0.58273381435444",-1331.8053620302,"2.10296588400804e-17,1,0.503184711562017,0.526315799584078,0.455974845473487,0.58273381435444",-1331.8053620302,"2.10296588400804e-17,0.0759685887830455,0.503184711562017,0.526315799584078,0.455974845473487,0.58273381435444",-1294.11115287304,"0.0885204550383116,0.421823938565611,0.302046695419643,0.336621183831025,0.376419423874378,0.203839861690008",-1294.59825856646,"0.0645273315200428,1,0.262202710495122,0.300328766888501,0.348422908715511,0.203617926941526",-1331.8053620302,"2.10296588400804e-17,1,0.503184711562017,0.526315799584078,0.455974845473487,0.58273381435444",-1331.8053620302,"0.00784452899464012,4.67652510210398e-05,0.503184711562017,0.526315799584078,0.455974845473487,0.58273381435444"
"rs12821256",-211.273275687201,"9.04240550807472e-18,1,0.950450450868162,0.944444443256383,0.963258785990254,0.9705882352565",-211.273275687201,"0.205708478572082,0.0148284484753877,0.950450450868162,0.944444443256383,0.963258785990254,0.9705882352565",-211.273275687201,"9.04240550807472e-18,0.0201174545451999,0.950450450868162,0.944444443256383,0.963258785990254,0.9705882352565",-210.71750425893,"0.0253173181902416,1,0.0347363277304323,0.0409816912607125,0.0266205348508283,0.0199484000659227",-210.514091237028,"0.489338057164024,0.339878898614301,0.0189992462017507,0.0231855816147034,0.0182216059439362,0.0192689592360738",-209.556374069506,"0.999999999706487,0.362563351698814,0.0352980465310928,0.0409061142978413,8.60202748915504e-12,0.0224092726530022",-211.273275687201,"9.04240550807472e-18,0.00751642413347604,0.950450450868162,0.944444443256383,0.963258785990254,0.9705882352565",-211.171926025204,"0.999999996376063,0.00334976552817926,0.950451235451324,0.944414920683312,0.96314965920737,0.967922973857767",-210.71750425893,"0.0253173181902416,1,0.0347363277304323,0.0409816912607125,0.0266205348508283,0.0199484000659227",-210.71750425893,"0.0253173181902416,1,0.0347363277304323,0.0409816912607125,0.0266205348508283,0.0199484000659227"
"rs4959270",-1179.70862406276,"8.63613750810838e-16,1,0.527397267926941,0.462264144069999,0.558968055473336,0.543824698032933",-1179.01324095612,"0.999999995339843,0.19336269127557,0.447823748225204,0.401017896780284,0.505985973115263,0.529447271285771",-1179.70862406276,"5.39758594256774e-17,0.0461192054071787,0.527397267926941,0.462264144069999,0.558968055473336,0.543824698032933",-1179.03458503966,"0.00936971997812514,1,0.437132760225389,0.51059483352962,0.41326197141878,0.420475169137216",-1179.03458503966,"0.00936971997812514,1,0.437132760225389,0.51059483352962,0.41326197141878,0.420475169137216",-1179.03458503966,"0.00936971997812514,1,0.437132760225389,0.51059483352962,0.41326197141878,0.420475169137216",-1179.45288557782,"0.999999992066681,0.000435789042682158,0.527397007945558,0.462266011269507,0.556376493852279,0.543682953060902",-1179.70862406276,"0.000197711640234445,0.000203172479378241,0.527397267926941,0.462264144069999,0.558968055473336,0.543824698032933",-1178.79249944646,"0.0237468688049253,0.21021924198623,0.448124468701011,0.520803614515458,0.419285474733259,0.416267083144147",-1178.18045694599,"0.0813484989401037,0.0347576217660592,0.455758635400496,0.528386564359757,0.420886144427721,0.417628021815445"
"rs12203592",-600.553456823375,"0.00802541503782651,1,0.802218460687851,0.711578681053701,0.857485014162432,0.899325030283511",-598.998010139897,"0.999999997695971,0.239065493047012,0.693201276695049,0.599639870154904,0.805747013733606,0.893434742465769",-600.550942993453,"0.0130505278911359,0.827781985912398,0.801657901670365,0.710725030543026,0.856692823850753,0.899528779423884",-600.772255044457,"9.11732678346151e-16,1,0.179389320851229,0.267241379715658,0.130617975491984,0.090497735284334",-600.772255044457,"9.11732678346151e-16,1,0.179389320851229,0.267241379715658,0.130617975491984,0.090497735284334",-600.705477938504,"0.161117954820632,0.0100777229499181,0.179389277211213,0.267240238665366,0.112951681991532,0.0904976835525505",-600.553456823375,"0.00802541503782651,0.999999991144734,0.802218460687851,0.711578681053701,0.857485014162432,0.899325030283511",-600.543411690649,"0.00827566715344928,0.99999991717719,0.80162178297159,0.710905390439067,0.858050709842141,0.898993699859358",-600.627300359041,"0.0982012766097848,0.0215644169328634,0.179361917257567,0.267226921956021,0.1287869510525,0.0899814113340693",-600.772255044457,"0.000173086377018169,0.000171102853806696,0.179389320851229,0.267241379715658,0.130617975491984,0.090497735284334"
"rs1042602",-894.976508321811,"4.9285779614864e-18,1,0.823943664351891,0.885964913603812,0.808411215671413,0.761732853034733",-894.976508321811,"0.454481198563868,0.0128748433567867,0.823943664351891,0.885964913603812,0.808411215671413,0.761732853034733",-894.976508321811,"4.9285779614864e-18,0.0731313067566582,0.823943664351891,0.885964913603812,0.808411215671413,0.761732853034733",-883.708101464278,"0.046991265526395,1,0.093017437109012,0.0677232867627696,0.114057243767289,0.128341495021781",-883.690350308425,"0.0588984643163822,0.886138133279653,0.0883544519690418,0.0644632430526694,0.110433270386793,0.127224389645601",-883.708101464278,"0.046991265526395,0.99999999336486,0.093017437109012,0.0677232867627696,0.114057243767289,0.128341495021781",-894.976508321811,"1.30494409241521e-06,1.71927823560695e-05,0.823943664351891,0.885964913603812,0.808411215671413,0.761732853034733",-894.976508321811,"0.000136753861734798,7.10111122529675e-05,0.823943664351891,0.885964913603812,0.808411215671413,0.761732853034733",-883.708101464278,"0.046991265526395,1,0.093017437109012,0.0677232867627696,0.114057243767289,0.128341495021781",-883.432902261162,"0.0819156972817402,0.150888353268278,0.100399562513064,0.0734307245367517,0.124692113703575,0.126865441955798"
"rs1393350",-698.114054960342,"2.31343145185524e-18,1,0.863013699842291,0.880952376856503,0.861650484248424,0.863281246020647",-698.114054960342,"2.31343145185524e-18,1,0.863013699842291,0.880952376856503,0.861650484248424,0.863281246020647",-698.114054960342,"2.31343145185524e-18,0.0982247670001935,0.863013699842291,0.880952376856503,0.861650484248424,0.863281246020647",-690.999337866743,"0.0433175179094838,1,0.0749736866056833,0.0721960937424554,0.0833334398211005,0.0729087360130321",-688.702587795754,"0.999999997625809,0.332572060734465,0.0200447106836419,0.0193437167199562,0.0360066010036105,0.0641514042902835",-690.763794034463,"0.124777655475031,0.689860611901189,0.0710634254423548,0.0681256559551819,0.0745042726476906,0.0743860214501136",-698.114054960342,"2.31343145185524e-18,6.08195801101942e-06,0.863013699842291,0.880952376856503,0.861650484248424,0.863281246020647",-698.113939554175,"0.999998169089284,0.000894466281843956,0.86301338335455,0.880952583655949,0.861650291993269,0.863255331772066",-690.999337866743,"0.0433175179094838,1,0.0749736866056833,0.0721960937424554,0.0833334398211005,0.0729087360130321",-690.958601555335,"0.0437258757360173,0.999999989071129,0.0745187392233425,0.0718167198437985,0.0862137823459714,0.0724369888211449"
"rs12913832",-1153.11750041107,"0.0214268232242532,1,0.377222636652968,0.556576266150843,0.400110073242297,0.233403607788102",-1153.11750041107,"0.0214268232242532,0.999999992100559,0.377222636652968,0.556576266150843,0.400110073242297,0.233403607788102",-1153.11583807982,"0.0243625956200654,0.94947370780692,0.376361310599701,0.555717136009679,0.398976584012698,0.233629808090067",-1156.59615155184,"8.08697659539165e-17,1,0.544776119960268,0.381818188463451,0.534198112094114,0.702334632788981",-1155.36283931343,"0.999999999231824,0.19860828060007,0.456382170951632,0.317271194635593,0.474755277291625,0.688113650846177",-1156.47666525414,"0.145754335595751,0.0115884859850543,0.544776527978044,0.38181856385372,0.496858505393582,0.702334390810266",-1151.98062867549,"0.0660804851769748,0.169348116963561,0.408731751509999,0.585108064836021,0.4185042300487,0.227607186687068",-1153.0310860357,"0.0218528979376729,0.999999986072223,0.375703433736936,0.555328867921864,0.403861779543539,0.232201784072526",-1156.59615155184,"8.08697659539165e-17,1,0.544776119960268,0.381818188463451,0.534198112094114,0.702334632788981",-1156.59615155184,"0.000822101095483266,0.000286142503280408,0.544776119960268,0.381818188463451,0.534198112094114,0.702334632788981"
"rs1800407",-524.086343760292,"4.65391276595056e-17,1,0.894039733989866,0.931034483558523,0.905963303217923,0.932926829851119",-524.086343760292,"4.65391276595056e-17,0.0356050380872357,0.894039733989866,0.931034483558523,0.905963303217923,0.932926829851119",-524.086343760292,"4.65391276595056e-17,0.113206029918509,0.894039733989866,0.931034483558523,0.905963303217923,0.932926829851119",-519.306740821213,"0.0441628995331575,1,0.0563616014525513,0.0406673694474359,0.0547590152850052,0.0338837662750718",-518.741373094574,"0.145674073688497,0.58597221841056,0.0410408025666303,0.0296639511845522,0.0444364814832509,0.0323060759690257",-519.110756247175,"0.265726640576721,0.552095485903395,0.0545601089353847,0.0387881761320469,0.0422102913034546,0.0368759837473794",-523.682753773676,"0.999999993916582,0.000717850087386747,0.894039881684235,0.931033566841104,0.904427384011963,0.932820573759788",-524.085105977403,"0.999999960280758,0.00116776879279198,0.894039316601897,0.931033785279178,0.905963268820556,0.932837573123277",-519.306740821213,"0.0441628995331575,1,0.0563616014525513,0.0406673694474359,0.0547590152850052,0.0338837662750718",-519.306740821213,"0.0441628995331575,1,0.0563616014525513,0.0406673694474359,0.0547590152850052,0.0338837662750718"
