"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-285.310064873283,"2.65148079123396e-16,1,0.96474359023988,0.976190474713987,0.966735966607229,0.966431094386917",-285.310064873283,"2.65148079123396e-16,1,0.96474359023988,0.976190474713987,0.966735966607229,0.966431094386917",-285.310064873283,"2.65148079123396e-16,1,0.96474359023988,0.976190474713987,0.966735966607229,0.966431094386917",-281.690568110506,"0.0151844649876859,1,0.025642607643802,0.0195092436072418,0.0276174052252557,0.0266906565946048",-281.017612577013,"0.999999999836311,0.272334092683262,0.0109283418104059,0.00873058021487173,0.015904833020968,0.023951011413325",-280.145654600865,"0.999999999598351,0.0502550345309374,0.0320513057591281,0.0238095998860139,1.4637812586379e-11,0.0335688875486165",-285.310064873283,"2.65148079123396e-16,0.844988312915548,0.96474359023988,0.976190474713987,0.966735966607229,0.966431094386917",-284.958674503672,"0.344043449574018,0.00912803962555991,0.964697073423666,0.976113066974412,0.965682920389458,0.961513951682677",-276.387996436892,"0.99999999893849,0.00165153308130124,0.0320507943337362,0.0238094344112434,0.0281990703969662,0.0330683291677115",-281.690568110506,"0.0151844649876859,1,0.025642607643802,0.0195092436072418,0.0276174052252557,0.0266906565946048"
"rs28777",-861.645886125494,"0.0445794838395657,1,0.397136295849543,0.372856839192979,0.49045724581553,0.371189933465459",-861.645886125494,"0.0445794838395657,1,0.397136295849543,0.372856839192979,0.49045724581553,0.371189933465459",-860.662751271682,"0.299658958119826,0.540303780679445,0.386493629758379,0.358745593938486,0.409914435855882,0.385120921854454",-873.093548765144,"2.57926664336459e-17,1,0.436507928828353,0.499999993179137,0.369718309798057,0.465053763660897",-873.093548765144,"0.120242046965268,0.0162889722339266,0.436507928828353,0.499999993179137,0.369718309798057,0.465053763660897",-873.093548765144,"1.2816393344875e-19,0.0946250520406928,0.436507928828353,0.499999993179137,0.369718309798057,0.465053763660897",-861.645886125494,"0.0445794838395657,1,0.397136295849543,0.372856839192979,0.49045724581553,0.371189933465459",-861.645886125494,"0.0445794838395657,1,0.397136295849543,0.372856839192979,0.49045724581553,0.371189933465459",-873.093548765144,"2.57926664336459e-17,1.01903394573949e-05,0.436507928828353,0.499999993179137,0.369718309798057,0.465053763660897",-873.093548765144,"2.57926664336459e-17,0.000270405552715225,0.436507928828353,0.499999993179137,0.369718309798057,0.465053763660897"
"rs16891982",-1302.64045556212,"0.0575981905204387,1,0.287278855980838,0.310027930232334,0.366660202117612,0.224345629900726",-1302.64045556212,"0.0575981905204387,1,0.287278855980838,0.310027930232334,0.366660202117612,0.224345629900726",-1302.64045556212,"0.0575981905204387,1,0.287278855980838,0.310027930232334,0.366660202117612,0.224345629900726",-1332.36374238559,"3.92570744729136e-17,1,0.499999995004128,0.535087729877093,0.458071280833841,0.580935254417976",-1332.36374238559,"0.222523065259387,0.00159200658965861,0.499999995004128,0.535087729877093,0.458071280833841,0.580935254417976",-1332.36374238559,"3.92570744729136e-17,0.00487592878833905,0.499999995004128,0.535087729877093,0.458071280833841,0.580935254417976",-1302.21534475552,"0.0816694083084828,0.396197888910276,0.327822752733267,0.345691879121443,0.394280923454408,0.224777855996773",-1302.64045556212,"0.0575981905204387,1,0.287278855980838,0.310027930232334,0.366660202117612,0.224345629900726",-1332.36374238559,"1.03709216302668e-05,1.48029523463499e-05,0.499999995004128,0.535087729877093,0.458071280833841,0.580935254417976",-1332.36374238559,"0.000112404862006562,1.03808492962743e-05,0.499999995004128,0.535087729877093,0.458071280833841,0.580935254417976"
"rs12821256",-229.060416851345,"6.47280269057828e-17,1,0.963963963992082,0.944444445194285,0.947284345755943,0.973262032048351",-229.060416851345,"6.47280269057828e-17,0.167351754945661,0.963963963992082,0.944444445194285,0.947284345755943,0.973262032048351",-229.060416851345,"6.47280269057828e-17,1,0.963963963992082,0.944444445194285,0.947284345755943,0.973262032048351",-228.871048078484,"0.0136020554604084,1,0.0297863863447323,0.0474215690074035,0.0446551873452663,0.0217911416623929",-228.86160775748,"0.0225175276260972,0.774674763152339,0.0287616259829081,0.0459612904876715,0.0436751491531747,0.0216578371568993",-227.126281934293,"0.999999999913413,0.287027021773986,0.033328059409392,0.0518548315516512,4.7334068088087e-12,0.0252884274498002",-229.053419182578,"0.0379652576658715,0.0301315178049771,0.963953981609428,0.944435726507601,0.947029884909043,0.973094224434453",-229.060390417106,"0.00965544953761715,0.00488310148913215,0.963964181211312,0.944442769019055,0.947276820150474,0.973213684921964",-228.869832263337,"0.0155156449405979,0.645471433555967,0.0303053513718423,0.0481511018832571,0.045116175567325,0.0217860817008126",-228.871048078484,"0.0136020554604084,1,0.0297863863447323,0.0474215690074035,0.0446551873452663,0.0217911416623929"
"rs4959270",-1180.55588395593,"1.6011895784747e-16,1,0.513698631116638,0.452830189617855,0.555282556744268,0.543824702351146",-1180.40562521301,"0.999999978005838,0.162233847267578,0.475997016886729,0.424346117826809,0.530062079832926,0.5390681659188",-1180.55588395593,"1.6011895784747e-16,1,0.513698631116638,0.452830189617855,0.555282556744268,0.543824702351146",-1180.16581603964,"0.00713097509018637,1,0.459195364046702,0.526597979326631,0.423531751377758,0.428981986938354",-1180.11707338703,"0.01334928854208,0.743720782622259,0.452503621761837,0.52099086596134,0.419187408461768,0.42713289666765",-1179.43716499148,"0.378862605386491,0.101288433476769,0.486300978258599,0.547168542844148,0.338002202567479,0.456176133795486",-1180.07946276596,"0.999999704145752,0.000502004164892245,0.513698826508172,0.452829897214907,0.551728930708959,0.543584381086725",-1180.55588395593,"1.6011895784747e-16,1,0.513698631116638,0.452830189617855,0.555282556744268,0.543824702351146",-1180.16292489435,"0.00792601600458048,0.692381386100448,0.461107541304493,0.528233565867735,0.424693894464845,0.428992314920599",-1179.71991178367,"0.0601702031385215,0.0349949139214193,0.473593372912617,0.540134049321653,0.429664047080291,0.427490762956846"
"rs12203592",-594.709919348694,"2.09472214847079e-15,1,0.832061068931695,0.69827586674755,0.876404498535973,0.904977376489589",-593.551664834672,"0.999999999529929,0.219822816726775,0.746222498963424,0.596352440846934,0.833420919973348,0.894399281205019",-594.709919348694,"2.09472214847079e-15,0.395970619603928,0.832061068931695,0.69827586674755,0.876404498535973,0.904977376489589",-594.667640711503,"0.00356251644079948,1,0.160597720249337,0.291864741828718,0.118762777542341,0.0905741458019738",-594.667640711503,"0.00356251644079948,1,0.160597720249337,0.291864741828718,0.118762777542341,0.0905741458019738",-593.923100453378,"0.490654170737993,0.269957336550646,0.164177182315539,0.296471337638051,0.0675412261222011,0.0935480602986731",-594.709919348694,"2.09472214847079e-15,0.000330981612116364,0.832061068931695,0.69827586674755,0.876404498535973,0.904977376489589",-593.860871131631,"0.999999999552525,0.00461289509321995,0.83205957892044,0.69792521235495,0.874997127694814,0.89019076577665",-594.321643153892,"0.999999959728501,0.000528152633230273,0.167938904949951,0.301724206242942,0.120627320832354,0.0949488696559972",-594.667640711503,"0.00356251644079948,1,0.160597720249337,0.291864741828718,0.118762777542341,0.0905741458019738"
"rs1042602",-882.237149067241,"1.60830991946611e-20,1,0.802816901648396,0.859649122203357,0.815420560162052,0.788808662955239",-882.237149067241,"1.60830991946611e-20,1,0.802816901648396,0.859649122203357,0.815420560162052,0.788808662955239",-882.237149067241,"1.60830991946611e-20,1,0.802816901648396,0.859649122203357,0.815420560162052,0.788808662955239",-864.393190410415,"0.060386534182836,1,0.0865291040000663,0.0715515749461806,0.0921960858675732,0.0907211159653694",-864.339021634244,"0.0816673236098377,0.852744980288031,0.0789792540849984,0.0654831932222141,0.086934467862954,0.0893839404838655",-864.37274006468,"0.0731917018874248,0.927547658649126,0.0848787767375062,0.0701583575378999,0.0900781404995158,0.0909591180309016",-882.237149067241,"1.60830991946611e-20,3.20867740694682e-05,0.802816901648396,0.859649122203357,0.815420560162052,0.788808662955239",-882.237149067241,"1.60830991946611e-20,1,0.802816901648396,0.859649122203357,0.815420560162052,0.788808662955239",-864.393190410415,"0.060386534182836,1,0.0865291040000663,0.0715515749461806,0.0921960858675732,0.0907211159653694",-864.393190410415,"0.060386534182836,1,0.0865291040000663,0.0715515749461806,0.0921960858675732,0.0907211159653694"
"rs1393350",-692.386791889335,"8.07413661556776e-17,1,0.866438360042622,0.841269840945121,0.86893203788205,0.865234373343417",-692.386791889335,"0.00776440285427145,0.00908210380498806,0.866438360042622,0.841269840945121,0.86893203788205,0.865234373343417",-692.386791889335,"8.07413661556776e-17,1,0.866438360042622,0.841269840945121,0.86893203788205,0.865234373343417",-685.35930420683,"0.0431798038893044,1,0.0731115386472416,0.0984887341068167,0.0787816752612996,0.0719401224680211",-681.754873035103,"0.999999999604977,0.334554564391165,0.0187878092758424,0.0262254566807288,0.0329653288702905,0.0619180247414844",-684.506509788849,"0.266422449800064,0.559164445587255,0.0673668997183739,0.0904113571713539,0.0585249672791235,0.0743247573240911",-692.386791889335,"0.00218321156953354,3.92846612416767e-07,0.866438360042622,0.841269840945121,0.86893203788205,0.865234373343417",-692.379334720078,"0.999999940885015,0.00147613013422592,0.866438390750257,0.841270372096396,0.868929249148895,0.864639283111432",-685.35930420683,"0.0431798038893044,1,0.0731115386472416,0.0984887341068167,0.0787816752612996,0.0719401224680211",-685.358803124378,"0.0434515595586622,0.999999989015655,0.0728153167286909,0.0981590942777705,0.0816423206222592,0.0716300676162918"
"rs12913832",-1150.18906173523,"0.0174557589163539,1,0.37361249152529,0.55870037817412,0.436540277967521,0.23444020188347",-1150.18906173523,"0.0174557589163539,1,0.37361249152529,0.55870037817412,0.436540277967521,0.23444020188347",-1149.31332499472,"0.139961733941469,0.533012414866643,0.360637373810307,0.545999607898348,0.395702231956657,0.233383242453423",-1152.48696152251,"8.64571560786271e-18,1,0.563432830882472,0.39090909427755,0.509433963467961,0.714007782897436",-1151.56011508523,"0.999999999991059,0.194447238729901,0.482284659936361,0.330901531944847,0.454816250403263,0.701733028822556",-1152.48696152251,"8.64571560786271e-18,0.0453358929817843,0.563432830882472,0.39090909427755,0.509433963467961,0.714007782897436",-1149.6301540392,"0.0420028170946766,0.213072251208051,0.394988228408757,0.578273526234225,0.4492958274307,0.230706160531145",-1150.16855023486,"0.0176661683985091,0.999999988552321,0.372868653142051,0.558083157706239,0.44005757085066,0.233848548338891",-1152.48696152251,"3.33413630646141e-06,3.43180174177956e-05,0.563432830882472,0.39090909427755,0.509433963467961,0.714007782897436",-1152.19805998359,"0.999999997588752,0.00270673765677946,0.563433673329397,0.390765067830181,0.509210417955007,0.703274446029427"
"rs1800407",-518.753277710659,"2.93374277455062e-16,1,0.887417220509589,0.939655172050986,0.909403669704613,0.932926828828884",-518.753277710659,"2.93374277455062e-16,1,0.887417220509589,0.939655172050986,0.909403669704613,0.932926828828884",-518.753277710659,"2.93374277455062e-16,0.187814960281831,0.887417220509589,0.939655172050986,0.909403669704613,0.932926828828884",-517.223144432603,"0.0251180884587413,1,0.0796107961775423,0.0451871142479818,0.0674416126305126,0.0461238823771271",-516.785305659349,"0.113541967110646,0.533583236931352,0.0620277886796402,0.0355131881613535,0.0570347328904761,0.0436970305460173",-515.991684669128,"0.533309864387137,0.418097438023376,0.0767611253600819,0.0431076024018565,0.0331438014735898,0.0488058406914706",-518.19550035805,"0.290875256146322,0.0319893683895197,0.887117256207646,0.939582912368629,0.907339479960325,0.929432459523577",-518.517782747869,"0.999999993338818,0.00330892713721439,0.887417207755323,0.939656157853082,0.909209927526651,0.92719671631073",-517.223144432603,"0.0251180884587413,1,0.0796107961775423,0.0451871142479818,0.0674416126305126,0.0461238823771271",-517.223144432603,"0.0251180884587413,1,0.0796107961775423,0.0451871142479818,0.0674416126305126,0.0461238823771271"
