"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-318.402072811037,"1.29613613294274e-16,1,0.958333334080859,0.960317459976108,0.961538461172421,0.964664311052031",-318.402072811037,"0.0560251747085095,0.0137784082250991,0.958333334080859,0.960317459976108,0.961538461172421,0.964664311052031",-318.402072811037,"1.29613613294274e-16,0.0516803570357208,0.958333334080859,0.960317459976108,0.961538461172421,0.964664311052031",-314.087563125251,"0.0294956962373444,1,0.0248140543863417,0.0267017910108331,0.0265317486468331,0.0223905272145645",-312.899251501496,"0.999999999259757,0.307802807913459,0.00785316365027855,0.00859994177671835,0.0126178754226606,0.019622534581307",-312.618320080153,"0.999999999115192,0.36520688265475,0.0263647769296205,0.0280372320048334,2.69506571214734e-11,0.0265360410966629",-318.402072811037,"1.28541347258693e-08,5.06556002118299e-05,0.958333334080859,0.960317459976108,0.961538461172421,0.964664311052031",-318.35469107986,"0.121909529843711,0.00890441380170126,0.958316254799386,0.960274376383204,0.961140822707505,0.962884044720994",-312.047066376066,"0.999999998618416,0.00128720242769796,0.038462089360367,0.0396828199639808,0.0346211089666609,0.034988867504642",-314.087563125251,"0.0294956962373444,1,0.0248140543863417,0.0267017910108331,0.0265317486468331,0.0223905272145645"
"rs28777",-855.70197944152,"0.0394763707057439,1,0.427947984514162,0.457046391033489,0.522345356772957,0.418786374986596",-855.70197944152,"0.0394763707057439,1,0.427947984514162,0.457046391033489,0.522345356772957,0.418786374986596",-854.554861049028,"0.428189695201293,0.474710088956558,0.427548873054008,0.450328105812189,0.400201770818321,0.443718549541342",-864.564960436854,"1.57670081153447e-17,1,0.42460317045322,0.429999994567338,0.355633800834164,0.435483869298078",-864.564960436854,"0.00502863000528875,0.0116822960123632,0.42460317045322,0.429999994567338,0.355633800834164,0.435483869298078",-864.564960436854,"1.57670081153447e-17,1,0.42460317045322,0.429999994567338,0.355633800834164,0.435483869298078",-855.697728801702,"0.0415801632881869,0.818716422731965,0.433695704743082,0.46214175745193,0.525961311939081,0.419095989324473",-855.70197944152,"0.0394763707057439,1,0.427947984514162,0.457046391033489,0.522345356772957,0.418786374986596",-864.564960436854,"1.53974688626413e-20,5.41769243059171e-05,0.42460317045322,0.429999994567338,0.355633800834164,0.435483869298078",-864.564960436854,"1.57670081153447e-17,0.00013775627944258,0.42460317045322,0.429999994567338,0.355633800834164,0.435483869298078"
"rs16891982",-1307.70729700583,"0.0523781730377577,1,0.296771874062799,0.315475399681501,0.379072899983759,0.238335569401408",-1307.70729700583,"0.0523781730377577,1,0.296771874062799,0.315475399681501,0.379072899983759,0.238335569401408",-1307.70729700583,"0.0523781730377577,1,0.296771874062799,0.315475399681501,0.379072899983759,0.238335569401408",-1332.30321078034,"2.09027054726027e-17,1,0.50955413667033,0.543859659527558,0.461215931484715,0.582733818086733",-1332.30321078034,"2.09027054726027e-17,1,0.50955413667033,0.543859659527558,0.461215931484715,0.582733818086733",-1332.30321078034,"2.09027054726027e-17,0.185426538952563,0.50955413667033,0.543859659527558,0.461215931484715,0.582733818086733",-1306.94160862311,"0.0844674809207094,0.322591483544227,0.343855934076534,0.356718987562208,0.410747952592715,0.238211572386089",-1307.70729700583,"0.0523781730377577,1,0.296771874062799,0.315475399681501,0.379072899983759,0.238335569401408",-1332.30321078034,"2.09027054726027e-17,0.000218523543179957,0.50955413667033,0.543859659527558,0.461215931484715,0.582733818086733",-1332.30321078034,"2.09027054726027e-17,0.000819179863438152,0.50955413667033,0.543859659527558,0.461215931484715,0.582733818086733"
"rs12821256",-205.686446694024,"4.50297327618488e-16,1,0.963963962921948,0.955555553632858,0.961661341905535,0.967914438758511",-205.675022067484,"0.999999445860547,0.162824545247467,0.958248228240273,0.950244850194483,0.957649985422135,0.967302748678545",-205.512038478219,"0.379186775150086,0.0202011099360939,0.963963970624217,0.955555334902743,0.941452399167522,0.967914520012963",-205.623497003619,"0.00853061361298836,1,0.0320019318216067,0.0402539701893344,0.0345383659447388,0.0282756900493285",-205.623497003619,"0.00853061361298836,0.999999993337103,0.0320019318216067,0.0402539701893344,0.0345383659447388,0.0282756900493285",-205.623497003619,"0.00853061361298836,1,0.0320019318216067,0.0402539701893344,0.0345383659447388,0.0282756900493285",-205.686446694024,"4.50297327618488e-16,1,0.963963962921948,0.955555553632858,0.961661341905535,0.967914438758511",-205.686446694024,"4.50297327618488e-16,0.797570230556458,0.963963962921948,0.955555553632858,0.961661341905535,0.967914438758511",-205.522573906256,"0.0676400416801108,0.0985002067793921,0.0340133587244039,0.0426193009597967,0.0354549860975468,0.0269810416736198",-205.581300780199,"0.0558156613368505,0.0435785964898088,0.0334744531206747,0.0422828777923737,0.0353761788243729,0.0278340703283195"
"rs4959270",-1178.29121759869,"5.33551713688836e-17,1,0.506849302569498,0.471698120467802,0.567567566276815,0.545816734598838",-1177.73367896198,"0.999999999574473,0.184358551189999,0.441415838055271,0.421196118662343,0.524051333342171,0.535024435698929",-1178.14983723386,"0.151982370193427,0.0386611750112489,0.506849515585753,0.47170020997448,0.529094019475517,0.545816546525792",-1177.11554246652,"0.0123753895778714,1,0.446044690308758,0.492335664545149,0.395979895554806,0.407148101989262",-1177.07547033085,"0.016107287502411,0.872741691701209,0.441655083593165,0.488620469652016,0.393232541026896,0.406067364749763",-1177.11554246652,"0.0123753895778714,1,0.446044690308758,0.492335664545149,0.395979895554806,0.407148101989262",-1176.62426561091,"0.999999996045105,0.000710965015758957,0.506849061722556,0.471695952009406,0.561120039849172,0.54513431615836",-1178.29121759869,"0.00135269315579494,0.000114820526733056,0.506849302569498,0.471698120467802,0.567567566276815,0.545816734598838",-1176.99740636022,"0.0193637735815607,0.353386961413866,0.456113781802148,0.501278824037988,0.401768212641274,0.405814536528822",-1176.83791132076,"0.0444086346164334,0.0681600390715221,0.457230264154498,0.50384704927806,0.403478312489,0.404539471335584"
"rs12203592",-596.776425373476,"2.50875753738388e-16,1,0.828244275179685,0.7155172449773,0.876404495938326,0.902714930146276",-595.896865502522,"0.999999999828162,0.209433928634039,0.757299402185447,0.633933222055182,0.84132288589206,0.89450508915991",-596.776425373476,"2.50875753738388e-16,0.600491978374895,0.828244275179685,0.7155172449773,0.876404495938326,0.902714930146276",-594.124956371532,"0.0111301230280342,1,0.149134820461296,0.255121460390691,0.108849502069306,0.0815947295967167",-594.124956371532,"0.0111301230280342,1,0.149134820461296,0.255121460390691,0.108849502069306,0.0815947295967167",-594.124956371532,"0.0111301230280342,0.999999999817978,0.149134820461296,0.255121460390691,0.108849502069306,0.0815947295967167",-596.776425373476,"2.50875753738388e-16,0.175294564927149,0.828244275179685,0.7155172449773,0.876404495938326,0.902714930146276",-596.771120181053,"0.999999967652169,0.00156469324890063,0.828243915173827,0.715513298863717,0.876400236608679,0.902150541089937",-593.643715954485,"0.201958112195517,0.0317539649119547,0.171382702103712,0.284173256954682,0.118905371753936,0.0917554259823912",-594.066400353473,"0.0444508322859884,0.0640623008842074,0.154057805435818,0.263751196731208,0.111412736194826,0.0804862683848535"
"rs1042602",-878.987898199765,"3.69869995016243e-17,1,0.841549297297136,0.885964913323419,0.816588784972718,0.758122741539588",-878.987898199765,"3.69869995016243e-17,1,0.841549297297136,0.885964913323419,0.816588784972718,0.758122741539588",-878.987898199765,"3.69869995016243e-17,1,0.841549297297136,0.885964913323419,0.816588784972718,0.758122741539588",-865.792890057403,"0.049132178898272,1,0.0802224107585208,0.0659379681449902,0.105802496392004,0.12543456296284",-865.691549339568,"0.0783781017086881,0.787984134830672,0.0713344635324394,0.0589136806255872,0.0982260828591408,0.123161384900736",-865.792890057403,"0.049132178898272,0.999999992253536,0.0802224107585208,0.0659379681449902,0.105802496392004,0.12543456296284",-878.987898199765,"3.69869995016243e-17,0.00369972083967882,0.841549297297136,0.885964913323419,0.816588784972718,0.758122741539588",-878.987898199765,"0.0161991166975891,0.000171409073733572,0.841549297297136,0.885964913323419,0.816588784972718,0.758122741539588",-865.792890057403,"0.049132178898272,1,0.0802224107585208,0.0659379681449902,0.105802496392004,0.12543456296284",-865.095807459469,"0.104382127794446,0.111685231569063,0.0906220581878012,0.0747859119645574,0.11880059866556,0.124442894158978"
"rs1393350",-678.659191697112,"3.7981086263386e-17,1,0.890410959443513,0.865079370895514,0.870145632138596,0.857421876799068",-678.659191697112,"0.44391992066341,0.0163717155313177,0.890410959443513,0.865079370895514,0.870145632138596,0.857421876799068",-678.659191697112,"3.7981086263386e-17,1,0.890410959443513,0.865079370895514,0.870145632138596,0.857421876799068",-671.856972659574,"0.0427866791715151,1,0.0595618098119429,0.0830728415097605,0.0784021142205963,0.0769454291724962",-671.007505842063,"0.384816000396884,0.420580204424794,0.0304073949351955,0.0434660146368811,0.0514761646694516,0.0726829457374414",-671.574766416218,"0.114180648284772,0.708462154255975,0.0562115781206011,0.0783179941756495,0.0705743207184586,0.0778064314381515",-678.659191697112,"3.7981086263386e-17,0.215183056300103,0.890410959443513,0.865079370895514,0.870145632138596,0.857421876799068",-678.659191697112,"3.7981086263386e-17,1,0.890410959443513,0.865079370895514,0.870145632138596,0.857421876799068",-671.856972659574,"0.0427866791715151,0.999999995274715,0.0595618098119429,0.0830728415097605,0.0784021142205963,0.0769454291724962",-671.768371763438,"0.0433388959195005,0.999999980437214,0.0590642649132922,0.0824937499872389,0.0809465072843054,0.0762768333706367"
"rs12913832",-1148.29475718044,"0.0197431145182584,1,0.390383517322935,0.571055501212259,0.415586572732274,0.226373316280364",-1148.29475718044,"0.0197431145182584,0.999999999138796,0.390383517322935,0.571055501212259,0.415586572732274,0.226373316280364",-1147.69941304234,"0.158472369093129,0.523121237154427,0.381523125073804,0.561862693660905,0.374271473954929,0.229442576598147",-1151.22625135171,"4.61636818332524e-17,1,0.5373134398508,0.37272727148165,0.523584898189709,0.715953311630537",-1150.17339726491,"0.999999998312897,0.197766155458133,0.450392401322889,0.309951847586897,0.465123587791333,0.70244630625524",-1151.22625135171,"4.61636818332524e-17,0.0184593202140701,0.5373134398508,0.37272727148165,0.523584898189709,0.715953311630537",-1144.57621083758,"0.40875208309857,0.0272177453463214,0.46227935290798,0.626965340616881,0.462813943494061,0.271233715305262",-1148.28943485991,"0.0199101159978561,0.999999985637809,0.389781133871767,0.570570262285022,0.419722229865144,0.22591276247856",-1151.22625135171,"3.52393275907791e-06,3.19534946527155e-05,0.5373134398508,0.37272727148165,0.523584898189709,0.715953311630537",-1151.21122864151,"0.999999989506289,0.00151846833121273,0.537313583867858,0.372718268582029,0.523579312085058,0.714776848124509"
"rs1800407",-508.531822371069,"7.61796399051566e-18,1,0.890728476634689,0.956896550742121,0.910550458504358,0.932926827448485",-508.516216267035,"0.999999988385485,0.136890505404116,0.884149929487292,0.954757187955965,0.906818643513835,0.932575308228854",-508.531822371069,"7.61796399051566e-18,0.0738794878103267,0.890728476634689,0.956896550742121,0.910550458504358,0.932926827448485",-506.373859487537,"0.0302702667741111,1,0.0716266343355979,0.0300974759461309,0.0623769846811538,0.0425192526022911",-506.061844448557,"0.0823659338935041,0.635572486733368,0.0598818190255972,0.0252457906755206,0.0552929276277105,0.040888657644511",-505.723906524098,"0.208664982311169,0.548207550150272,0.0664909682421209,0.0277761016782298,0.0490886063451713,0.0428146010807584",-508.004171417819,"0.358420502723915,0.00680737906834439,0.890728534176031,0.956896161486937,0.908778773676805,0.932575449886281",-508.467742473445,"0.999999878977874,0.00274321402658999,0.89072815900191,0.956896412519122,0.910483881929393,0.929450728862918",-506.373859487537,"0.0302702667741111,1,0.0716266343355979,0.0300974759461309,0.0623769846811538,0.0425192526022911",-506.361829652123,"0.030618055638055,0.999999989308756,0.0712633077058098,0.0299645733075469,0.0638481784879701,0.042284292614077"
