"locus","null.major.loglik","null.major.pars","stress.major.loglik","stress.major.pars","trauma.major.loglik","trauma.major.pars","null.minor.loglik","null.minor.pars","stress.minor.loglik","stress.minor.pars","trauma.minor.loglik","trauma.minor.pars","stress.inv.major.loglik","stress.inv.major.pars","trauma.inv.major.loglik","trauma.inv.major.pars","stress.inv.minor.loglik","stress.inv.minor.pars","trauma.inv.minor.loglik","trauma.inv.minor.pars"
"rs1805008",-277.841335141858,"3.08423762184284e-16,1,0.958333331218777,0.976190476411204,0.966735967474201,0.973498232609715",-277.841335141858,"0.120429949299531,0.0166109615981809,0.958333331218777,0.976190476411204,0.966735967474201,0.973498232609715",-277.841335141858,"3.08423762184284e-16,1,0.958333331218777,0.976190476411204,0.966735967474201,0.973498232609715",-274.193714098263,"0.0208906337488265,1,0.0282890626337962,0.0180236043114142,0.0256672387437644,0.0192282982591624",-273.124303102661,"0.999999995712532,0.298323497923699,0.00911568734644518,0.00594934621130628,0.0121518779914968,0.0158232144625634",-272.85804525422,"0.99999999943705,0.0269049199203579,0.0384613362785939,0.0238093995604719,2.05164620737229e-11,0.0265016849088749",-277.841335141858,"3.08423762184284e-16,1.40890448800536e-05,0.958333331218777,0.976190476411204,0.966735967474201,0.973498232609715",-277.473768867156,"0.579755332422069,0.00663065208411337,0.958322925898773,0.976109489187126,0.965972253832417,0.968897091085708",-272.180362654929,"0.999999995125756,0.00123597823711126,0.038461610216554,0.0238093931358815,0.0301053946959113,0.0262569807479964",-274.193714098263,"0.0208906337488265,1,0.0282890626337962,0.0180236043114142,0.0256672387437644,0.0192282982591624"
"rs28777",-858.636864294295,"0.0325744981592228,1,0.437850370405641,0.397042592888113,0.555966933846869,0.422674307238103",-858.60124898886,"0.0500923901754896,0.795420180412381,0.421139039178317,0.382546739245997,0.545535644282525,0.421102402572738",-858.170862833248,"0.157816952109887,0.592506649357717,0.427382645706267,0.38530370784476,0.516194819718896,0.428373798608512",-863.813968495004,"2.21233415997349e-16,1,0.440476194525435,0.510000013263532,0.34330986050729,0.45430107886477",-863.813968495004,"0.752979166311227,0.0143749717644438,0.440476194525435,0.510000013263532,0.34330986050729,0.45430107886477",-863.813968495004,"2.21233415997349e-16,0.226809644190059,0.440476194525435,0.510000013263532,0.34330986050729,0.45430107886477",-858.636696844216,"0.0329353089382795,0.955198236896396,0.438888619738172,0.397937829451632,0.55661111278326,0.422731761786841",-858.62183877729,"0.0328651982573102,0.999999988748836,0.436761923914349,0.39621721131494,0.562777267493768,0.421604223043964",-863.813968495004,"2.21233415997349e-16,0.000428019035387539,0.440476194525435,0.510000013263532,0.34330986050729,0.45430107886477",-863.813968495004,"5.66044574268165e-05,0.00027949489196051,0.440476194525435,0.510000013263532,0.34330986050729,0.45430107886477"
"rs16891982",-1297.27565435921,"0.0596433487541268,1,0.270201004769409,0.29702671217114,0.344653246650008,0.200666301274404",-1297.27565435921,"0.0596433487541268,0.999999997171398,0.270201004769409,0.29702671217114,0.344653246650008,0.200666301274404",-1297.27565435921,"0.0596433487541268,0.999999993881848,0.270201004769409,0.29702671217114,0.344653246650008,0.200666301274404",-1328.95277903669,"3.65705104529151e-17,1,0.512738854743516,0.543859627663136,0.474842767146201,0.606115099893098",-1328.95277903669,"3.65705104529151e-17,0.0316461412641859,0.512738854743516,0.543859627663136,0.474842767146201,0.606115099893098",-1328.95277903669,"3.65705104529151e-17,1,0.512738854743516,0.543859627663136,0.474842767146201,0.606115099893098",-1296.00704010243,"0.108356286023563,0.27326556432554,0.331307961219499,0.351766089219593,0.386120418072851,0.199992025404126",-1297.10394796795,"0.0852202033520185,0.232307989445991,0.278766139085449,0.306059803627749,0.364125190998906,0.195982046004694",-1328.95277903669,"2.28565690330719e-18,8.72740931655305e-05,0.512738854743516,0.543859627663136,0.474842767146201,0.606115099893098",-1328.95277903669,"3.65705104529151e-17,1,0.512738854743516,0.543859627663136,0.474842767146201,0.606115099893098"
"rs12821256",-206.477702077447,"3.48527228158434e-16,1,0.963963964080495,0.922222223771319,0.960063897403268,0.975935828330121",-206.477702077447,"3.48527228158434e-16,1,0.963963964080495,0.922222223771319,0.960063897403268,0.975935828330121",-206.477702077447,"3.48527228158434e-16,1,0.963963964080495,0.922222223771319,0.960063897403268,0.975935828330121",-206.231999350132,"0.0165388728859689,1,0.0285627864709278,0.0643452760966647,0.0325093736738211,0.01872683491784",-205.545324523266,"0.99999998952859,0.27747129944241,0.0116205504029439,0.0285409953443349,0.0181612163662997,0.0166253612999491",-204.813058609017,"0.999999998992161,0.342668675088146,0.0281845456243733,0.0628524843844999,3.52202741997548e-11,0.0198757241783758",-205.946816513481,"0.38330134358105,0.0394609892478451,0.963553584470456,0.921666241310316,0.958002433914474,0.972634186655464",-206.211032007507,"0.610624250359605,0.00675496037284746,0.963952922906084,0.922109635436309,0.958966916188578,0.971285143338683",-206.231999350132,"0.0165388728859689,0.999999996424439,0.0285627864709278,0.0643452760966647,0.0325093736738211,0.01872683491784",-206.231999350132,"0.0165388728859689,1,0.0285627864709278,0.0643452760966647,0.0325093736738211,0.01872683491784"
"rs4959270",-1181.6492739888,"2.08226275531439e-15,1,0.489726026693246,0.46226415667453,0.547911547866321,0.547808771672369",-1180.9896904328,"0.999999999220792,0.194239597537253,0.409484121279717,0.399888826514958,0.493830018673012,0.533060042748976",-1181.6492739888,"2.08226275531439e-15,0.114165394783884,0.489726026693246,0.46226415667453,0.547911547866321,0.547808771672369",-1181.45683253701,"0.00500937378572762,1,0.491196697821599,0.523264388699966,0.437151290231983,0.433109421112385",-1181.456447505,"0.00526366877489031,0.972728090333155,0.49089424832208,0.523009033012137,0.436966039115862,0.433054638234287",-1181.45683253701,"0.00500937378572762,1,0.491196697821599,0.523264388699966,0.437151290231983,0.433109421112385",-1181.37095805757,"0.999998596067764,0.000444694328080275,0.4897271466016,0.462264287131405,0.545174959307755,0.547655700456264",-1181.6492739888,"0.00271709633754552,0.000144636281385081,0.489726026693246,0.46226415667453,0.547911547866321,0.547808771672369",-1181.37422403161,"0.0117575982302071,0.237464395297065,0.495926490195824,0.527715046888473,0.439536940947514,0.430170874541821",-1181.42224801818,"0.0152176730993973,0.0805844970621641,0.494668238705694,0.526906195627329,0.439865880186821,0.431857169626066"
"rs12203592",-595.761175302669,"0.000342396437262103,1,0.823684431614592,0.654150553826456,0.871707217309956,0.915901425501213",-593.786666553699,"0.999999999402145,0.235786441752472,0.705731434651218,0.514836245566508,0.813103157779334,0.902379578875647",-595.758940075328,"0.0216617982295392,0.369377681446472,0.823164599034183,0.653362743152768,0.869076483349376,0.915792797250153",-595.76156871311,"1.2217626758825e-14,1,0.175572519717898,0.344827591896216,0.12780898859879,0.0837104068993659",-595.76156871311,"0.368115599710353,0.00919090745677806,0.175572519717898,0.344827591896216,0.12780898859879,0.0837104068993659",-595.76156871311,"1.2217626758825e-14,0.031148336169734,0.175572519717898,0.344827591896216,0.12780898859879,0.0837104068993659",-595.761175302669,"0.000342396437262103,1,0.823684431614592,0.654150553826456,0.871707217309956,0.915901425501213",-595.705647875692,"0.999999988770285,0.00258564572125865,0.824426648439831,0.65510654980648,0.87209859464455,0.912971292516744",-595.600268144425,"0.0470075412462599,0.0807725543375742,0.171684520711497,0.340258665253442,0.123589655670731,0.0775336692734714",-595.761500290147,"0.00105460830485542,0.0351429620542731,0.175442892592355,0.344687927781829,0.12768456894904,0.0835691956600993"
"rs1042602",-893.32202614011,"4.13215626376958e-17,1,0.813380282008794,0.877192979024036,0.807242992172164,0.776173286141625",-893.32202614011,"0.521499027215765,0.00932441754523336,0.813380282008794,0.877192979024036,0.807242992172164,0.776173286141625",-893.32202614011,"4.13215626376958e-17,0.14997975677989,0.813380282008794,0.877192979024036,0.807242992172164,0.776173286141625",-878.062839156739,"0.0527624173231385,1,0.0911340566466885,0.0681946121566223,0.106850256315179,0.108386884709428",-877.919130520579,"0.0756539573272828,0.829610948879238,0.0827796163710638,0.0621308855853073,0.100464917626893,0.106555343810562",-878.062839156739,"0.0527624173231385,0.999999992768945,0.0911340566466885,0.0681946121566223,0.106850256315179,0.108386884709428",-893.32202614011,"4.13215626376958e-17,1,0.813380282008794,0.877192979024036,0.807242992172164,0.776173286141625",-893.32202614011,"4.13215626376958e-17,1,0.813380282008794,0.877192979024036,0.807242992172164,0.776173286141625",-878.062839156739,"0.0527624173231385,1,0.0911340566466885,0.0681946121566223,0.106850256315179,0.108386884709428",-877.777740046411,"0.0889349519044231,0.160395407300995,0.0985909943011097,0.0741803627816619,0.117721284212638,0.106619091290113"
"rs1393350",-707.219062767816,"4.71288484045926e-18,1,0.859589040772675,0.88095238457259,0.860436893230785,0.857421876807671",-707.219062767816,"0.160505197751682,0.0183449192462717,0.859589040772675,0.88095238457259,0.860436893230785,0.857421876807671",-707.219062767816,"1.8409706408044e-20,0.0239783380352794,0.859589040772675,0.88095238457259,0.860436893230785,0.857421876807671",-701.478065861208,"0.0385388803173753,1,0.082619971087242,0.0767219910337916,0.0894191769251887,0.0822337648866279",-698.782164303489,"0.999999998811957,0.326972572468298,0.0227745909777331,0.0214221681485415,0.039192268076258,0.0708643139848918",-700.934669968585,"0.196958129774087,0.587250252144909,0.0772956551881327,0.0713706572038484,0.0728434975299754,0.0842449446214457",-707.091968014064,"0.999999840792852,0.000425429420783632,0.859588734115613,0.880952827183127,0.859122925305345,0.857360998384205",-707.218193139746,"0.999999097463772,0.00110003077602131,0.859589036825571,0.880952110797618,0.860436799249227,0.857306205620736",-701.478065861208,"0.0385388803173753,1,0.082619971087242,0.0767219910337916,0.0894191769251887,0.0822337648866279",-701.452741050426,"0.0388799816693544,0.999999980020821,0.0822077971813066,0.0763943218121146,0.0921614887105586,0.0817994959654244"
"rs12913832",-1152.35876035961,"0.0180397808986246,1,0.382215144947127,0.538133092258075,0.432408086970612,0.234507875582814",-1152.35876035961,"0.0180397808986246,1,0.382215144947127,0.538133092258075,0.432408086970612,0.234507875582814",-1152.20999653171,"0.103904198668105,0.56326571564282,0.377291956757807,0.532451881075718,0.407803870872585,0.238467099839052",-1154.8204208705,"2.44418709980263e-16,1,0.552238807323227,0.409090908770959,0.511792448221466,0.712062256580971",-1153.78840348861,"0.999999999501146,0.197754256924833,0.465352711257733,0.343744819302457,0.453404432505238,0.698452259807263",-1154.8204208705,"6.53275365054446e-17,1,0.552238807323227,0.409090908770959,0.511792448221466,0.712062256580971",-1150.21738467566,"0.18941437107294,0.0710016683937627,0.430490937313052,0.579217780800379,0.462915126696819,0.233391040765427",-1152.34746834906,"0.0182174813314819,0.999999963350283,0.38157988637842,0.537605580871043,0.43614977378852,0.234007701494669",-1154.8204208705,"2.44418709980263e-16,1,0.552238807323227,0.409090908770959,0.511792448221466,0.712062256580971",-1154.82018930573,"0.999997805451996,0.000947375741522203,0.552239085735202,0.409089867106928,0.511792186991551,0.711994410996254"
"rs1800407",-530.541660560985,"1.47900532963876e-16,1,0.887417221036993,0.931034487106413,0.904816515410637,0.93292683236426",-530.541660560985,"1.47900532963876e-16,0.0337383355851097,0.887417221036993,0.931034487106413,0.904816515410637,0.93292683236426",-530.541660560985,"1.47900532963876e-16,0.0463423513550022,0.887417221036993,0.931034487106413,0.904816515410637,0.93292683236426",-528.050514480053,"0.031545573050702,1,0.0725317920900263,0.0478331137386277,0.0654452131426658,0.0416615236394145",-527.578070957991,"0.121074657975604,0.558342477057572,0.055836620255643,0.0370815527550558,0.0550284809784863,0.0397603200027977",-527.597333064889,"0.297705041017344,0.496518679536702,0.0701598139747475,0.0457414694082345,0.0477108734584254,0.0442541293389088",-529.904588973776,"0.393349027923643,0.00591946099403269,0.887417312469856,0.931035621149731,0.90282228298771,0.932560843008818",-530.537470686808,"0.999999465512656,0.00151852585448161,0.887417178869004,0.931036004263079,0.904815027111067,0.932551422984739",-528.050514480053,"0.031545573050702,0.999999999213791,0.0725317920900263,0.0478331137386277,0.0654452131426658,0.0416615236394145",-528.050514480053,"0.031545573050702,1,0.0725317920900263,0.0478331137386277,0.0654452131426658,0.0416615236394145"
"rs12896399",-595.898113151363,"3.9298413436381e-17,1,0.653846155775198,0.435483884795275,0.618483412608234,0.709790211347867",-595.892978034758,"0.0837183267563453,0.235167046867203,0.64173885326262,0.423611875654184,0.609842591801195,0.706917819617701",-593.810690139633,"0.648556112120782,0.0194728964067086,0.653846748007314,0.435482938765409,0.37306818415732,0.709789803385826",-595.785243453341,"0.00555197238093339,1,0.328523886268068,0.546512083745341,0.364766883008946,0.27323470591641",-595.785243453341,"0.00555197238093339,1,0.328523886268068,0.546512083745341,0.364766883008946,0.27323470591641",-595.785243453341,"0.00555197238093339,1,0.328523886268068,0.546512083745341,0.364766883008946,0.27323470591641",-595.898113151363,"3.9298413436381e-17,0.00664235696230857,0.653846155775198,0.435483884795275,0.618483412608234,0.709790211347867",-595.898113151363,"3.9298413436381e-17,0.165823354872921,0.653846155775198,0.435483884795275,0.618483412608234,0.709790211347867",-594.22746062704,"0.229748001642659,0.0442123426664072,0.343376767658716,0.562496468094746,0.367952046745053,0.266856814101941",-594.288069565183,"0.345156382200127,0.0093287908532301,0.345797451685417,0.564484615606079,0.372780104141673,0.254727990190567"
